,0,1,2
155,poutcome,month,job
156,poutcome,month,job
157,poutcome,month,job
158,poutcome,month,job
159,poutcome,month,job
160,poutcome,month,job
161,poutcome,month,job
162,poutcome,month,job
163,poutcome,month,job
164,poutcome,month,job
165,poutcome,month,job
166,poutcome,month,job
167,poutcome,month,job
168,poutcome,month,job
169,poutcome,month,job
170,poutcome,month,job
171,poutcome,month,job
172,poutcome,month,job
173,poutcome,month,job
174,poutcome,month,
175,poutcome,duration,job
176,poutcome,duration,job
177,poutcome,duration,job
178,poutcome,duration,job
179,poutcome,duration,job
180,poutcome,duration,job
181,poutcome,duration,job
182,poutcome,duration,job
183,poutcome,duration,job
184,poutcome,duration,job
185,poutcome,duration,job
186,poutcome,duration,job
187,poutcome,duration,month
188,poutcome,duration,month
189,poutcome,duration,month
190,poutcome,duration,month
191,poutcome,duration,month
192,poutcome,duration,month
193,poutcome,duration,month
194,poutcome,duration,month
195,poutcome,duration,month
196,poutcome,duration,month
197,poutcome,duration,month
198,poutcome,duration,month
199,poutcome,month,housing
200,poutcome,month,housing
201,poutcome,month,duration
202,poutcome,month,duration
203,poutcome,month,job
204,poutcome,month,job
205,poutcome,month,job
206,poutcome,month,job
207,poutcome,month,job
208,poutcome,month,job
209,poutcome,month,job
210,poutcome,month,job
211,poutcome,month,job
212,poutcome,month,job
213,poutcome,month,job
214,poutcome,month,job
215,poutcome,month,day
216,poutcome,month,day
217,poutcome,month,day
218,poutcome,month,day
219,poutcome,month,duration
220,poutcome,month,duration
221,poutcome,month,contact
222,poutcome,month,contact
223,poutcome,month,contact
224,poutcome,month,job
225,poutcome,month,job
226,poutcome,month,job
227,poutcome,month,job
228,poutcome,month,job
229,poutcome,month,job
230,poutcome,month,job
231,poutcome,month,job
232,poutcome,month,job
233,poutcome,month,job
234,poutcome,month,job
235,poutcome,month,job
236,poutcome,month,duration
237,poutcome,month,duration
238,poutcome,month,duration
239,poutcome,month,duration
240,poutcome,month,marital
241,poutcome,month,marital
242,poutcome,month,marital
243,poutcome,month,job
244,poutcome,month,job
245,poutcome,month,job
246,poutcome,month,job
247,poutcome,month,job
248,poutcome,month,job
249,poutcome,month,job
250,poutcome,month,job
251,poutcome,month,job
252,poutcome,month,job
253,poutcome,month,job
254,poutcome,month,job
0,failure,apr,lower
1,failure,apr,upper
2,failure,aug,admin.
3,failure,aug,blue-collar
4,failure,aug,entrepreneur
5,failure,aug,housemaid
6,failure,aug,management
7,failure,aug,retired
8,failure,aug,self-employed
9,failure,aug,services
10,failure,aug,student
11,failure,aug,technician
12,failure,aug,unemployed
13,failure,aug,unknown
14,failure,dec,divorced
15,failure,dec,married
16,failure,dec,single
17,failure,feb,admin.
18,failure,feb,blue-collar
19,failure,feb,entrepreneur
20,failure,feb,housemaid
21,failure,feb,management
22,failure,feb,retired
23,failure,feb,self-employed
24,failure,feb,services
25,failure,feb,student
26,failure,feb,technician
27,failure,feb,unemployed
28,failure,feb,unknown
29,failure,jan,
30,failure,jul,admin.
31,failure,jul,blue-collar
32,failure,jul,entrepreneur
33,failure,jul,housemaid
34,failure,jul,management
35,failure,jul,retired
36,failure,jul,self-employed
37,failure,jul,services
38,failure,jul,student
39,failure,jul,technician
40,failure,jul,unemployed
41,failure,jul,unknown
42,failure,jun,lower
43,failure,jun,upper
44,failure,mar,no
45,failure,mar,yes
46,failure,may,lower
47,failure,may,upper
48,failure,nov,admin.
49,failure,nov,blue-collar
50,failure,nov,entrepreneur
51,failure,nov,housemaid
52,failure,nov,management
53,failure,nov,retired
54,failure,nov,self-employed
55,failure,nov,services
56,failure,nov,student
57,failure,nov,technician
58,failure,nov,unemployed
59,failure,nov,unknown
60,failure,oct,admin.
61,failure,oct,blue-collar
62,failure,oct,entrepreneur
63,failure,oct,housemaid
64,failure,oct,management
65,failure,oct,retired
66,failure,oct,self-employed
67,failure,oct,services
68,failure,oct,student
69,failure,oct,technician
70,failure,oct,unemployed
71,failure,oct,unknown
72,failure,sep,admin.
73,failure,sep,blue-collar
74,failure,sep,entrepreneur
75,failure,sep,housemaid
76,failure,sep,management
77,failure,sep,retired
78,failure,sep,self-employed
79,failure,sep,services
80,failure,sep,student
81,failure,sep,technician
82,failure,sep,unemployed
83,failure,sep,unknown
84,other,apr,lower
85,other,apr,upper
86,other,aug,lower
87,other,aug,upper
88,other,dec,admin.
89,other,dec,blue-collar
90,other,dec,entrepreneur
91,other,dec,housemaid
92,other,dec,management
93,other,dec,retired
94,other,dec,self-employed
95,other,dec,services
96,other,dec,student
97,other,dec,technician
98,other,dec,unemployed
99,other,dec,unknown
100,other,feb,admin.
101,other,feb,blue-collar
102,other,feb,entrepreneur
103,other,feb,housemaid
104,other,feb,management
105,other,feb,retired
106,other,feb,self-employed
107,other,feb,services
108,other,feb,student
109,other,feb,technician
110,other,feb,unemployed
111,other,feb,unknown
112,other,jan,
113,other,jul,admin.
114,other,jul,blue-collar
115,other,jul,entrepreneur
116,other,jul,housemaid
117,other,jul,management
118,other,jul,retired
119,other,jul,self-employed
120,other,jul,services
121,other,jul,student
122,other,jul,technician
123,other,jul,unemployed
124,other,jul,unknown
125,other,jun,admin.
126,other,jun,blue-collar
127,other,jun,entrepreneur
128,other,jun,housemaid
129,other,jun,management
130,other,jun,retired
131,other,jun,self-employed
132,other,jun,services
133,other,jun,student
134,other,jun,technician
135,other,jun,unemployed
136,other,jun,unknown
137,other,mar,
138,other,may,admin.
139,other,may,blue-collar
140,other,may,entrepreneur
141,other,may,housemaid
142,other,may,management
143,other,may,retired
144,other,may,self-employed
145,other,may,services
146,other,may,student
147,other,may,technician
148,other,may,unemployed
149,other,may,unknown
150,other,nov,admin.
151,other,nov,blue-collar
152,other,nov,entrepreneur
153,other,nov,housemaid
154,other,nov,management
155,other,nov,retired
156,other,nov,self-employed
157,other,nov,services
158,other,nov,student
159,other,nov,technician
160,other,nov,unemployed
161,other,nov,unknown
162,other,oct,admin.
163,other,oct,blue-collar
164,other,oct,entrepreneur
165,other,oct,housemaid
166,other,oct,management
167,other,oct,retired
168,other,oct,self-employed
169,other,oct,services
170,other,oct,student
171,other,oct,technician
172,other,oct,unemployed
173,other,oct,unknown
174,other,sep,
175,success,lower,admin.
176,success,lower,blue-collar
177,success,lower,entrepreneur
178,success,lower,housemaid
179,success,lower,management
180,success,lower,retired
181,success,lower,self-employed
182,success,lower,services
183,success,lower,student
184,success,lower,technician
185,success,lower,unemployed
186,success,lower,unknown
187,success,upper,apr
188,success,upper,aug
189,success,upper,dec
190,success,upper,feb
191,success,upper,jan
192,success,upper,jul
193,success,upper,jun
194,success,upper,mar
195,success,upper,may
196,success,upper,nov
197,success,upper,oct
198,success,upper,sep
199,unknown,apr,no
200,unknown,apr,yes
201,unknown,aug,lower
202,unknown,aug,upper
203,unknown,dec,admin.
204,unknown,dec,blue-collar
205,unknown,dec,entrepreneur
206,unknown,dec,housemaid
207,unknown,dec,management
208,unknown,dec,retired
209,unknown,dec,self-employed
210,unknown,dec,services
211,unknown,dec,student
212,unknown,dec,technician
213,unknown,dec,unemployed
214,unknown,dec,unknown
215,unknown,feb,lower
216,unknown,feb,upper
217,unknown,jan,lower
218,unknown,jan,upper
219,unknown,jul,lower
220,unknown,jul,upper
221,unknown,jun,cellular
222,unknown,jun,telephone
223,unknown,jun,unknown
224,unknown,mar,admin.
225,unknown,mar,blue-collar
226,unknown,mar,entrepreneur
227,unknown,mar,housemaid
228,unknown,mar,management
229,unknown,mar,retired
230,unknown,mar,self-employed
231,unknown,mar,services
232,unknown,mar,student
233,unknown,mar,technician
234,unknown,mar,unemployed
235,unknown,mar,unknown
236,unknown,may,lower
237,unknown,may,upper
238,unknown,nov,lower
239,unknown,nov,upper
240,unknown,oct,divorced
241,unknown,oct,married
242,unknown,oct,single
243,unknown,sep,admin.
244,unknown,sep,blue-collar
245,unknown,sep,entrepreneur
246,unknown,sep,housemaid
247,unknown,sep,management
248,unknown,sep,retired
249,unknown,sep,self-employed
250,unknown,sep,services
251,unknown,sep,student
252,unknown,sep,technician
253,unknown,sep,unemployed
254,unknown,sep,unknown
0,no,,
1,no,,
2,,,
3,yes,,
4,,,
5,no,,
6,yes,,
7,no,,
8,yes,,
9,no,,
10,no,,
11,no,,
12,no,,
13,,,
14,yes,,
15,no,,
16,no,,
17,no,,
18,no,,
19,no,,
20,no,,
21,no,,
22,no,,
23,no,,
24,no,,
25,yes,,
26,no,,
27,no,,
28,,,
29,no,,
30,no,,
31,,,
32,,,
33,,,
34,no,,
35,no,,
36,,,
37,,,
38,no,,
39,no,,
40,yes,,
41,,,
42,no,,
43,yes,,
44,no,,
45,yes,,
46,no,,
47,no,,
48,no,,
49,no,,
50,no,,
51,no,,
52,no,,
53,no,,
54,no,,
55,no,,
56,no,,
57,no,,
58,no,,
59,,,
60,no,,
61,,,
62,no,,
63,no,,
64,yes,,
65,no,,
66,no,,
67,,,
68,,,
69,yes,,
70,yes,,
71,,,
72,no,,
73,yes,,
74,,,
75,no,,
76,no,,
77,,,
78,,,
79,,,
80,,,
81,no,,
82,no,,
83,,,
84,no,,
85,no,,
86,no,,
87,no,,
88,yes,,
89,,,
90,,,
91,,,
92,yes,,
93,yes,,
94,,,
95,,,
96,no,,
97,,,
98,,,
99,,,
100,no,,
101,no,,
102,,,
103,,,
104,no,,
105,,,
106,,,
107,no,,
108,no,,
109,no,,
110,no,,
111,,,
112,no,,
113,no,,
114,,,
115,,,
116,,,
117,yes,,
118,,,
119,,,
120,,,
121,no,,
122,yes,,
123,,,
124,,,
125,,,
126,yes,,
127,,,
128,,,
129,no,,
130,no,,
131,,,
132,,,
133,,,
134,no,,
135,,,
136,,,
137,no,,
138,no,,
139,no,,
140,no,,
141,no,,
142,no,,
143,yes,,
144,no,,
145,no,,
146,no,,
147,no,,
148,no,,
149,,,
150,no,,
151,no,,
152,no,,
153,no,,
154,no,,
155,no,,
156,no,,
157,no,,
158,no,,
159,no,,
160,no,,
161,,,
162,,,
163,yes,,
164,,,
165,,,
166,yes,,
167,no,,
168,no,,
169,,,
170,,,
171,no,,
172,no,,
173,,,
174,no,,
175,no,,
176,yes,,
177,,,
178,no,,
179,no,,
180,no,,
181,no,,
182,yes,,
183,no,,
184,no,,
185,no,,
186,,,
187,yes,,
188,yes,,
189,yes,,
190,yes,,
191,yes,,
192,yes,,
193,yes,,
194,yes,,
195,yes,,
196,yes,,
197,yes,,
198,yes,,
199,no,,
200,no,,
201,no,,
202,no,,
203,,,
204,yes,,
205,,,
206,no,,
207,yes,,
208,yes,,
209,no,,
210,no,,
211,,,
212,no,,
213,,,
214,,,
215,no,,
216,yes,,
217,yes,,
218,no,,
219,no,,
220,no,,
221,no,,
222,no,,
223,no,,
224,no,,
225,no,,
226,yes,,
227,no,,
228,yes,,
229,yes,,
230,yes,,
231,no,,
232,no,,
233,yes,,
234,no,,
235,no,,
236,no,,
237,no,,
238,no,,
239,no,,
240,no,,
241,no,,
242,yes,,
243,no,,
244,yes,,
245,no,,
246,,,
247,yes,,
248,no,,
249,no,,
250,no,,
251,no,,
252,no,,
253,no,,
254,,,
