,0,1,2,3,4,5,6
137,poutcome,month,duration,day,job,housing,marital
138,poutcome,month,duration,day,job,housing,marital
139,poutcome,month,duration,day,job,housing,marital
140,poutcome,month,duration,day,job,housing,
141,poutcome,month,duration,day,job,marital,
142,poutcome,month,duration,day,job,marital,
143,poutcome,month,duration,day,job,marital,
144,poutcome,month,duration,day,job,,
145,poutcome,month,duration,day,job,balance,marital
146,poutcome,month,duration,day,job,balance,marital
147,poutcome,month,duration,day,job,balance,marital
148,poutcome,month,duration,day,job,balance,
149,poutcome,month,duration,day,job,,
150,poutcome,month,duration,day,job,,
151,poutcome,month,duration,day,job,campaign,
152,poutcome,month,duration,day,job,campaign,
153,poutcome,month,duration,day,job,,
154,poutcome,month,duration,day,job,,
155,poutcome,month,duration,day,job,,
156,poutcome,month,duration,day,job,,
157,poutcome,month,duration,day,job,,
158,poutcome,month,duration,day,job,,
159,poutcome,month,duration,day,job,,
160,poutcome,month,duration,day,job,,
161,poutcome,month,duration,day,job,,
162,poutcome,month,duration,day,job,,
163,poutcome,month,duration,day,job,,
164,poutcome,month,duration,day,job,,
165,poutcome,month,duration,day,job,,
166,poutcome,month,duration,day,job,marital,
167,poutcome,month,duration,day,job,marital,
168,poutcome,month,duration,day,job,marital,
169,poutcome,month,duration,day,job,,
170,poutcome,month,duration,day,job,,
171,poutcome,month,job,marital,,,
172,poutcome,month,job,marital,,,
173,poutcome,month,job,marital,education,,
174,poutcome,month,job,marital,education,,
175,poutcome,month,job,marital,education,,
176,poutcome,month,job,marital,education,,
177,poutcome,month,job,,,,
178,poutcome,month,job,,,,
179,poutcome,month,job,,,,
180,poutcome,month,job,duration,,,
181,poutcome,month,job,duration,balance,,
182,poutcome,month,job,duration,balance,age,
183,poutcome,month,job,duration,balance,age,education
184,poutcome,month,job,duration,balance,age,education
185,poutcome,month,job,duration,balance,age,education
186,poutcome,month,job,duration,balance,age,education
187,poutcome,month,job,,,,
188,poutcome,month,job,,,,
189,poutcome,month,job,,,,
190,poutcome,month,job,,,,
191,poutcome,month,job,education,,,
192,poutcome,month,job,education,,,
193,poutcome,month,job,education,,,
194,poutcome,month,job,education,,,
195,poutcome,month,job,age,,,
196,poutcome,month,job,age,,,
197,poutcome,month,job,,,,
198,poutcome,month,job,,,,
199,poutcome,month,job,,,,
200,poutcome,month,job,,,,
201,poutcome,month,job,,,,
202,poutcome,month,job,,,,
203,poutcome,month,job,duration,,,
204,poutcome,month,job,duration,,,
205,poutcome,month,job,,,,
206,poutcome,month,job,,,,
207,poutcome,month,job,,,,
208,poutcome,month,job,housing,,,
209,poutcome,month,job,housing,,,
210,poutcome,month,job,,,,
211,poutcome,month,job,,,,
212,poutcome,month,job,,,,
213,poutcome,month,job,,,,
214,poutcome,month,job,,,,
215,poutcome,month,job,,,,
216,poutcome,month,job,campaign,marital,,
217,poutcome,month,job,campaign,marital,,
218,poutcome,month,job,campaign,marital,,
219,poutcome,month,job,campaign,,,
220,poutcome,month,job,,,,
221,poutcome,month,job,,,,
222,poutcome,month,job,,,,
223,poutcome,month,job,,,,
224,poutcome,month,job,,,,
225,poutcome,month,job,age,,,
226,poutcome,month,job,age,,,
227,poutcome,month,job,,,,
228,poutcome,month,balance,job,,,
229,poutcome,month,balance,job,age,,
230,poutcome,month,balance,job,age,,
231,poutcome,month,balance,job,,,
232,poutcome,month,balance,job,,,
233,poutcome,month,balance,job,marital,,
234,poutcome,month,balance,job,marital,,
235,poutcome,month,balance,job,marital,,
236,poutcome,month,balance,job,,,
237,poutcome,month,balance,job,,,
238,poutcome,month,balance,job,,,
239,poutcome,month,balance,job,,,
240,poutcome,month,balance,job,,,
241,poutcome,month,balance,job,,,
242,poutcome,month,balance,job,,,
243,poutcome,month,balance,,,,
244,poutcome,month,age,job,,,
245,poutcome,month,age,job,,,
246,poutcome,month,age,job,,,
247,poutcome,month,age,job,,,
248,poutcome,month,age,job,loan,,
249,poutcome,month,age,job,loan,,
250,poutcome,month,age,job,,,
251,poutcome,month,age,job,,,
252,poutcome,month,age,job,,,
253,poutcome,month,age,job,,,
254,poutcome,month,age,job,,,
255,poutcome,month,age,job,,,
256,poutcome,month,age,job,,,
257,poutcome,month,age,,,,
258,poutcome,month,job,,,,
259,poutcome,month,job,,,,
260,poutcome,month,job,,,,
261,poutcome,month,job,,,,
262,poutcome,month,job,,,,
263,poutcome,month,job,,,,
264,poutcome,month,job,,,,
265,poutcome,month,job,,,,
266,poutcome,month,job,,,,
267,poutcome,month,job,,,,
268,poutcome,month,job,,,,
269,poutcome,month,job,,,,
270,poutcome,month,job,,,,
271,poutcome,month,job,,,,
272,poutcome,month,job,,,,
273,poutcome,month,job,,,,
274,poutcome,month,job,duration,,,
275,poutcome,month,job,duration,marital,,
276,poutcome,month,job,duration,marital,,
277,poutcome,month,job,duration,marital,,
278,poutcome,month,job,,,,
279,poutcome,month,job,,,,
280,poutcome,month,job,,,,
281,poutcome,month,job,,,,
282,poutcome,month,job,,,,
283,poutcome,month,job,,,,
284,poutcome,month,job,,,,
285,poutcome,month,,,,,
286,poutcome,month,job,,,,
287,poutcome,month,job,,,,
288,poutcome,month,job,,,,
289,poutcome,month,job,,,,
290,poutcome,month,job,,,,
291,poutcome,month,job,,,,
292,poutcome,month,job,,,,
293,poutcome,month,job,,,,
294,poutcome,month,job,,,,
295,poutcome,month,job,,,,
296,poutcome,month,job,,,,
297,poutcome,month,job,,,,
298,poutcome,month,job,,,,
299,poutcome,month,job,,,,
300,poutcome,month,job,,,,
301,poutcome,month,job,,,,
302,poutcome,month,job,,,,
303,poutcome,month,job,,,,
304,poutcome,month,job,,,,
305,poutcome,month,job,,,,
306,poutcome,month,job,,,,
307,poutcome,month,job,,,,
308,poutcome,month,job,,,,
309,poutcome,month,job,,,,
310,poutcome,month,,,,,
311,poutcome,month,job,,,,
312,poutcome,month,job,,,,
313,poutcome,month,job,,,,
314,poutcome,month,job,,,,
315,poutcome,month,job,balance,,,
316,poutcome,month,job,balance,marital,,
317,poutcome,month,job,balance,marital,campaign,duration
318,poutcome,month,job,balance,marital,campaign,duration
319,poutcome,month,job,balance,marital,campaign,
320,poutcome,month,job,balance,marital,,
321,poutcome,month,job,,,,
322,poutcome,month,job,marital,,,
323,poutcome,month,job,marital,,,
324,poutcome,month,job,marital,,,
325,poutcome,month,job,marital,,,
326,poutcome,month,job,marital,,,
327,poutcome,month,job,marital,balance,,
328,poutcome,month,job,marital,balance,age,
329,poutcome,month,job,marital,balance,age,education
330,poutcome,month,job,marital,balance,age,education
331,poutcome,month,job,marital,balance,age,education
332,poutcome,month,job,marital,balance,age,education
333,poutcome,month,job,,,,
334,poutcome,month,job,housing,,,
335,poutcome,month,job,housing,,,
336,poutcome,month,job,,,,
337,poutcome,month,job,,,,
338,poutcome,month,job,,,,
339,poutcome,month,job,,,,
340,poutcome,month,job,,,,
341,poutcome,month,job,,,,
342,poutcome,month,job,,,,
343,poutcome,month,job,,,,
344,poutcome,month,job,,,,
345,poutcome,month,job,,,,
346,poutcome,month,job,,,,
347,poutcome,month,job,marital,,,
348,poutcome,month,job,marital,,,
349,poutcome,month,job,marital,,,
350,poutcome,month,job,,,,
351,poutcome,month,job,,,,
352,poutcome,month,job,,,,
353,poutcome,month,job,,,,
354,poutcome,month,job,,,,
355,poutcome,month,job,,,,
356,poutcome,month,job,,,,
357,poutcome,month,job,,,,
358,poutcome,month,job,,,,
359,poutcome,month,job,,,,
360,poutcome,month,job,,,,
361,poutcome,month,job,duration,,,
362,poutcome,month,job,duration,,,
363,poutcome,month,job,,,,
364,poutcome,month,job,,,,
365,poutcome,month,,,,,
366,poutcome,duration,job,month,,,
367,poutcome,duration,job,month,,,
368,poutcome,duration,job,month,,,
369,poutcome,duration,job,month,,,
370,poutcome,duration,job,month,,,
371,poutcome,duration,job,month,,,
372,poutcome,duration,job,month,,,
373,poutcome,duration,job,month,,,
374,poutcome,duration,job,month,,,
375,poutcome,duration,job,month,,,
376,poutcome,duration,job,month,,,
377,poutcome,duration,job,month,,,
378,poutcome,duration,job,housing,,,
379,poutcome,duration,job,housing,,,
380,poutcome,duration,job,,,,
381,poutcome,duration,job,education,,,
382,poutcome,duration,job,education,,,
383,poutcome,duration,job,education,,,
384,poutcome,duration,job,education,,,
385,poutcome,duration,job,balance,,,
386,poutcome,duration,job,balance,month,,
387,poutcome,duration,job,balance,month,,
388,poutcome,duration,job,balance,month,,
389,poutcome,duration,job,balance,month,,
390,poutcome,duration,job,balance,month,,
391,poutcome,duration,job,balance,month,,
392,poutcome,duration,job,balance,month,,
393,poutcome,duration,job,balance,month,,
394,poutcome,duration,job,balance,month,housing,
395,poutcome,duration,job,balance,month,housing,
396,poutcome,duration,job,balance,month,,
397,poutcome,duration,job,balance,month,,
398,poutcome,duration,job,balance,month,,
399,poutcome,duration,job,,,,
400,poutcome,duration,job,age,,,
401,poutcome,duration,job,age,,,
402,poutcome,duration,job,,,,
403,poutcome,duration,job,balance,,,
404,poutcome,duration,job,balance,,,
405,poutcome,duration,job,month,,,
406,poutcome,duration,job,month,,,
407,poutcome,duration,job,month,,,
408,poutcome,duration,job,month,,,
409,poutcome,duration,job,month,,,
410,poutcome,duration,job,month,,,
411,poutcome,duration,job,month,,,
412,poutcome,duration,job,month,,,
413,poutcome,duration,job,month,,,
414,poutcome,duration,job,month,,,
415,poutcome,duration,job,month,,,
416,poutcome,duration,job,month,,,
417,poutcome,duration,job,,,,
418,poutcome,duration,job,,,,
419,poutcome,duration,month,campaign,day,age,
420,poutcome,duration,month,campaign,day,age,
421,poutcome,duration,month,campaign,day,,
422,poutcome,duration,month,campaign,,,
423,poutcome,duration,month,education,,,
424,poutcome,duration,month,education,,,
425,poutcome,duration,month,education,,,
426,poutcome,duration,month,education,,,
427,poutcome,duration,month,,,,
428,poutcome,duration,month,age,,,
429,poutcome,duration,month,age,education,,
430,poutcome,duration,month,age,education,,
431,poutcome,duration,month,age,education,,
432,poutcome,duration,month,age,education,,
433,poutcome,duration,month,job,,,
434,poutcome,duration,month,job,,,
435,poutcome,duration,month,job,,,
436,poutcome,duration,month,job,,,
437,poutcome,duration,month,job,,,
438,poutcome,duration,month,job,,,
439,poutcome,duration,month,job,,,
440,poutcome,duration,month,job,,,
441,poutcome,duration,month,job,,,
442,poutcome,duration,month,job,,,
443,poutcome,duration,month,job,,,
444,poutcome,duration,month,job,,,
445,poutcome,duration,month,age,,,
446,poutcome,duration,month,age,,,
447,poutcome,duration,month,job,,,
448,poutcome,duration,month,job,,,
449,poutcome,duration,month,job,,,
450,poutcome,duration,month,job,,,
451,poutcome,duration,month,job,,,
452,poutcome,duration,month,job,,,
453,poutcome,duration,month,job,,,
454,poutcome,duration,month,job,,,
455,poutcome,duration,month,job,,,
456,poutcome,duration,month,job,,,
457,poutcome,duration,month,job,,,
458,poutcome,duration,month,job,,,
459,poutcome,duration,month,,,,
460,poutcome,duration,month,contact,job,,
461,poutcome,duration,month,contact,job,age,
462,poutcome,duration,month,contact,job,age,
463,poutcome,duration,month,contact,job,,
464,poutcome,duration,month,contact,job,,
465,poutcome,duration,month,contact,job,,
466,poutcome,duration,month,contact,job,,
467,poutcome,duration,month,contact,job,,
468,poutcome,duration,month,contact,job,,
469,poutcome,duration,month,contact,job,,
470,poutcome,duration,month,contact,job,balance,
471,poutcome,duration,month,contact,job,balance,
472,poutcome,duration,month,contact,job,,
473,poutcome,duration,month,contact,job,,
474,poutcome,duration,month,contact,,,
475,poutcome,duration,month,contact,,,
476,poutcome,duration,month,job,,,
477,poutcome,duration,month,job,,,
478,poutcome,duration,month,job,,,
479,poutcome,duration,month,job,,,
480,poutcome,duration,month,job,age,,
481,poutcome,duration,month,job,age,,
482,poutcome,duration,month,job,,,
483,poutcome,duration,month,job,,,
484,poutcome,duration,month,job,,,
485,poutcome,duration,month,job,,,
486,poutcome,duration,month,job,,,
487,poutcome,duration,month,job,,,
488,poutcome,duration,month,job,,,
489,poutcome,duration,month,job,,,
490,poutcome,duration,month,job,,,
491,poutcome,duration,month,job,,,
492,poutcome,duration,month,job,,,
493,poutcome,duration,month,job,,,
494,poutcome,duration,month,job,,,
495,poutcome,duration,month,job,,,
496,poutcome,duration,month,job,,,
497,poutcome,duration,month,job,,,
498,poutcome,duration,month,job,age,,
499,poutcome,duration,month,job,age,,
500,poutcome,duration,month,job,,,
501,poutcome,duration,month,job,,,
502,poutcome,duration,month,,,,
503,poutcome,month,housing,job,education,,
504,poutcome,month,housing,job,education,balance,marital
505,poutcome,month,housing,job,education,balance,marital
506,poutcome,month,housing,job,education,balance,marital
507,poutcome,month,housing,job,education,balance,
508,poutcome,month,housing,job,education,,
509,poutcome,month,housing,job,education,,
510,poutcome,month,housing,job,education,day,
511,poutcome,month,housing,job,education,day,
512,poutcome,month,housing,job,education,,
513,poutcome,month,housing,job,education,,
514,poutcome,month,housing,job,education,,
515,poutcome,month,housing,job,,,
516,poutcome,month,housing,job,,,
517,poutcome,month,housing,job,campaign,age,
518,poutcome,month,housing,job,campaign,age,balance
519,poutcome,month,housing,job,campaign,age,balance
520,poutcome,month,housing,job,campaign,duration,
521,poutcome,month,housing,job,campaign,duration,marital
522,poutcome,month,housing,job,campaign,duration,marital
523,poutcome,month,housing,job,campaign,duration,marital
524,poutcome,month,housing,job,day,education,campaign
525,poutcome,month,housing,job,day,education,campaign
526,poutcome,month,housing,job,day,education,
527,poutcome,month,housing,job,day,education,
528,poutcome,month,housing,job,day,education,
529,poutcome,month,housing,job,day,education,
530,poutcome,month,housing,job,day,education,
531,poutcome,month,housing,job,day,education,
532,poutcome,month,housing,job,day,education,
533,poutcome,month,housing,job,,,
534,poutcome,month,housing,job,,,
535,poutcome,month,housing,job,education,,
536,poutcome,month,housing,job,education,,
537,poutcome,month,housing,job,education,,
538,poutcome,month,housing,job,education,,
539,poutcome,month,housing,job,marital,,
540,poutcome,month,housing,job,marital,education,
541,poutcome,month,housing,job,marital,education,balance
542,poutcome,month,housing,job,marital,education,balance
543,poutcome,month,housing,job,marital,education,
544,poutcome,month,housing,job,marital,education,
545,poutcome,month,housing,job,marital,,
546,poutcome,month,housing,job,balance,,
547,poutcome,month,housing,job,balance,,
548,poutcome,month,housing,job,,,
549,poutcome,month,housing,job,,,
550,poutcome,month,housing,job,campaign,education,
551,poutcome,month,housing,job,campaign,education,age
552,poutcome,month,housing,job,campaign,education,age
553,poutcome,month,housing,job,campaign,education,
554,poutcome,month,housing,job,campaign,education,
555,poutcome,month,housing,job,campaign,,
556,poutcome,month,housing,job,loan,default,
557,poutcome,month,housing,job,loan,default,
558,poutcome,month,housing,job,loan,,
559,poutcome,month,housing,job,,,
560,poutcome,month,housing,job,duration,,
561,poutcome,month,housing,job,duration,education,
562,poutcome,month,housing,job,duration,education,
563,poutcome,month,housing,job,duration,education,balance
564,poutcome,month,housing,job,duration,education,balance
565,poutcome,month,housing,job,duration,education,
566,poutcome,month,housing,job,,,
567,poutcome,month,housing,job,,,
568,poutcome,month,housing,job,marital,,
569,poutcome,month,housing,job,marital,,
570,poutcome,month,housing,job,marital,campaign,
571,poutcome,month,housing,job,marital,campaign,duration
572,poutcome,month,housing,job,marital,campaign,duration
573,poutcome,month,housing,job,,,
574,poutcome,month,housing,job,day,balance,
575,poutcome,month,housing,job,day,balance,duration
576,poutcome,month,housing,job,day,balance,duration
577,poutcome,month,housing,job,day,,
578,poutcome,month,housing,job,,,
579,poutcome,month,housing,job,,,
580,poutcome,month,duration,job,,,
581,poutcome,month,duration,job,,,
582,poutcome,month,duration,job,,,
583,poutcome,month,duration,job,,,
584,poutcome,month,duration,job,,,
585,poutcome,month,duration,job,,,
586,poutcome,month,duration,job,,,
587,poutcome,month,duration,job,,,
588,poutcome,month,duration,job,,,
589,poutcome,month,duration,job,education,,
590,poutcome,month,duration,job,education,,
591,poutcome,month,duration,job,education,campaign,balance
592,poutcome,month,duration,job,education,campaign,balance
593,poutcome,month,duration,job,education,campaign,balance
594,poutcome,month,duration,job,education,campaign,balance
595,poutcome,month,duration,job,education,,
596,poutcome,month,duration,job,balance,,
597,poutcome,month,duration,job,balance,,
598,poutcome,month,duration,job,,,
599,poutcome,month,duration,job,day,,
600,poutcome,month,duration,job,day,age,
601,poutcome,month,duration,job,day,age,education
602,poutcome,month,duration,job,day,age,education
603,poutcome,month,duration,job,day,age,education
604,poutcome,month,duration,job,day,age,education
605,poutcome,month,duration,job,default,education,
606,poutcome,month,duration,job,default,education,balance
607,poutcome,month,duration,job,default,education,balance
608,poutcome,month,duration,job,default,education,
609,poutcome,month,duration,job,default,education,
610,poutcome,month,duration,job,default,,
611,poutcome,month,duration,job,age,,
612,poutcome,month,duration,job,age,,
613,poutcome,month,duration,job,,,
614,poutcome,month,duration,job,contact,marital,housing
615,poutcome,month,duration,job,contact,marital,housing
616,poutcome,month,duration,job,contact,marital,education
617,poutcome,month,duration,job,contact,marital,education
618,poutcome,month,duration,job,contact,marital,education
619,poutcome,month,duration,job,contact,marital,education
620,poutcome,month,duration,job,contact,marital,balance
621,poutcome,month,duration,job,contact,marital,balance
622,poutcome,month,duration,job,contact,,
623,poutcome,month,duration,job,contact,,
624,poutcome,month,duration,job,marital,,
625,poutcome,month,duration,job,marital,day,
626,poutcome,month,duration,job,marital,day,education
627,poutcome,month,duration,job,marital,day,education
628,poutcome,month,duration,job,marital,day,education
629,poutcome,month,duration,job,marital,day,education
630,poutcome,month,duration,job,marital,,
631,poutcome,month,duration,job,marital,,
632,poutcome,month,duration,job,marital,education,
633,poutcome,month,duration,job,marital,education,
634,poutcome,month,duration,job,marital,education,
635,poutcome,month,duration,job,marital,education,
636,poutcome,month,duration,job,marital,,
637,poutcome,month,duration,job,education,,
638,poutcome,month,duration,job,education,,
639,poutcome,month,duration,job,education,,
640,poutcome,month,duration,job,education,,
641,poutcome,month,duration,job,,,
642,poutcome,month,duration,job,day,marital,housing
643,poutcome,month,duration,job,day,marital,housing
644,poutcome,month,duration,job,day,marital,housing
645,poutcome,month,duration,job,day,marital,housing
646,poutcome,month,duration,job,day,marital,default
647,poutcome,month,duration,job,day,marital,default
648,poutcome,month,duration,job,day,marital,
649,poutcome,month,duration,job,day,marital,education
650,poutcome,month,duration,job,day,marital,education
651,poutcome,month,duration,job,day,marital,education
652,poutcome,month,duration,job,day,marital,education
653,poutcome,month,duration,job,day,marital,balance
654,poutcome,month,duration,job,day,marital,balance
655,poutcome,month,duration,job,age,,
656,poutcome,month,duration,job,age,,
657,poutcome,month,duration,job,,,
658,poutcome,month,job,,,,
659,poutcome,month,job,,,,
660,poutcome,month,job,,,,
661,poutcome,month,job,,,,
662,poutcome,month,job,,,,
663,poutcome,month,job,,,,
664,poutcome,month,job,education,,,
665,poutcome,month,job,education,,,
666,poutcome,month,job,education,,,
667,poutcome,month,job,education,,,
668,poutcome,month,job,,,,
669,poutcome,month,job,,,,
670,poutcome,month,job,,,,
671,poutcome,month,job,,,,
672,poutcome,month,job,,,,
673,poutcome,month,day,duration,job,,
674,poutcome,month,day,duration,job,campaign,education
675,poutcome,month,day,duration,job,campaign,education
676,poutcome,month,day,duration,job,campaign,education
677,poutcome,month,day,duration,job,campaign,education
678,poutcome,month,day,duration,job,campaign,
679,poutcome,month,day,duration,job,,
680,poutcome,month,day,duration,job,,
681,poutcome,month,day,duration,job,marital,
682,poutcome,month,day,duration,job,marital,housing
683,poutcome,month,day,duration,job,marital,housing
684,poutcome,month,day,duration,job,marital,
685,poutcome,month,day,duration,job,marital,
686,poutcome,month,day,duration,job,marital,
687,poutcome,month,day,duration,job,marital,
688,poutcome,month,day,duration,job,,
689,poutcome,month,day,duration,job,,
690,poutcome,month,day,duration,job,,
691,poutcome,month,day,duration,job,,
692,poutcome,month,day,duration,job,,
693,poutcome,month,day,duration,job,,
694,poutcome,month,day,duration,job,balance,contact
695,poutcome,month,day,duration,job,balance,contact
696,poutcome,month,day,duration,job,balance,contact
697,poutcome,month,day,duration,job,balance,
698,poutcome,month,day,duration,job,education,marital
699,poutcome,month,day,duration,job,education,marital
700,poutcome,month,day,duration,job,education,marital
701,poutcome,month,day,duration,job,education,
702,poutcome,month,day,duration,job,education,
703,poutcome,month,day,duration,job,education,
704,poutcome,month,day,duration,job,education,
705,poutcome,month,day,duration,job,education,
706,poutcome,month,day,duration,job,education,
707,poutcome,month,day,duration,job,education,
708,poutcome,month,day,duration,job,marital,
709,poutcome,month,day,duration,job,marital,
710,poutcome,month,day,duration,job,marital,
711,poutcome,month,day,duration,job,loan,
712,poutcome,month,day,duration,job,loan,campaign
713,poutcome,month,day,duration,job,loan,campaign
714,poutcome,month,day,duration,job,contact,education
715,poutcome,month,day,duration,job,contact,education
716,poutcome,month,day,duration,job,contact,education
717,poutcome,month,day,duration,job,contact,education
718,poutcome,month,day,duration,job,contact,
719,poutcome,month,day,duration,job,contact,
720,poutcome,month,day,duration,job,,
721,poutcome,month,day,duration,job,age,
722,poutcome,month,day,duration,job,age,
723,poutcome,month,day,duration,job,,
724,poutcome,month,day,duration,job,marital,
725,poutcome,month,day,duration,job,marital,
726,poutcome,month,day,duration,job,marital,
727,poutcome,month,day,duration,job,education,
728,poutcome,month,day,duration,job,education,balance
729,poutcome,month,day,duration,job,education,balance
730,poutcome,month,day,duration,job,education,housing
731,poutcome,month,day,duration,job,education,housing
732,poutcome,month,day,duration,job,education,
733,poutcome,month,day,duration,job,,
734,poutcome,month,day,job,,,
735,poutcome,month,day,job,,,
736,poutcome,month,day,job,,,
737,poutcome,month,day,job,,,
738,poutcome,month,day,job,age,,
739,poutcome,month,day,job,age,marital,
740,poutcome,month,day,job,age,marital,
741,poutcome,month,day,job,age,marital,
742,poutcome,month,day,job,education,,
743,poutcome,month,day,job,education,,
744,poutcome,month,day,job,education,,
745,poutcome,month,day,job,education,,
746,poutcome,month,day,job,,,
747,poutcome,month,day,job,,,
748,poutcome,month,day,job,,,
749,poutcome,month,day,job,contact,,
750,poutcome,month,day,job,contact,,
751,poutcome,month,day,job,contact,,
752,poutcome,month,day,job,age,,
753,poutcome,month,day,job,age,,
754,poutcome,month,day,job,,,
755,poutcome,month,day,job,marital,,
756,poutcome,month,day,job,marital,,
757,poutcome,month,day,job,marital,,
758,poutcome,month,day,job,,,
759,poutcome,month,day,job,,,
760,poutcome,month,day,job,,,
761,poutcome,month,day,job,,,
762,poutcome,month,day,job,,,
763,poutcome,month,day,job,,,
764,poutcome,month,day,job,,,
765,poutcome,month,day,job,,,
766,poutcome,month,day,job,,,
767,poutcome,month,day,job,,,
768,poutcome,month,day,job,,,
769,poutcome,month,day,job,marital,,
770,poutcome,month,day,job,marital,,
771,poutcome,month,day,job,marital,contact,
772,poutcome,month,day,job,marital,contact,age
773,poutcome,month,day,job,marital,contact,age
774,poutcome,month,day,job,marital,contact,
775,poutcome,month,day,job,housing,marital,
776,poutcome,month,day,job,housing,marital,
777,poutcome,month,day,job,housing,marital,
778,poutcome,month,day,job,housing,,
779,poutcome,month,day,job,,,
780,poutcome,month,day,job,,,
781,poutcome,month,day,job,age,,
