,0,1,2
92,lower,sep,housemaid
93,lower,sep,management
94,lower,sep,retired
95,lower,sep,self-employed
96,lower,sep,services
97,lower,sep,student
98,lower,sep,technician
99,lower,sep,unemployed
100,upper,failure,apr
101,upper,failure,aug
102,upper,failure,dec
103,upper,failure,feb
104,upper,failure,jan
105,upper,failure,jul
106,upper,failure,jun
107,upper,failure,mar
108,upper,failure,may
109,upper,failure,nov
110,upper,failure,oct
111,upper,failure,sep
112,upper,other,admin.
113,upper,other,blue-collar
114,upper,other,entrepreneur
115,upper,other,housemaid
116,upper,other,management
117,upper,other,retired
118,upper,other,self-employed
119,upper,other,services
120,upper,other,student
121,upper,other,technician
122,upper,other,unemployed
123,upper,success,apr
124,upper,success,aug
125,upper,success,dec
126,upper,success,feb
127,upper,success,jan
128,upper,success,jul
129,upper,success,jun
130,upper,success,mar
131,upper,success,may
132,upper,success,nov
133,upper,success,oct
134,upper,success,sep
135,upper,unknown,apr
136,upper,unknown,aug
137,upper,unknown,dec
138,upper,unknown,feb
139,upper,unknown,jan
140,upper,unknown,jul
141,upper,unknown,jun
142,upper,unknown,mar
143,upper,unknown,may
144,upper,unknown,nov
145,upper,unknown,oct
146,upper,unknown,sep
0,no,,
1,no,,
2,,,
3,no,,
4,no,,
5,no,,
6,no,,
7,no,,
8,no,,
9,no,,
10,no,,
11,no,,
12,no,,
13,no,,
14,no,,
15,no,,
16,no,,
17,,,
18,,,
19,yes,,
20,,,
21,,,
22,,,
23,no,,
24,,,
25,,,
26,no,,
27,no,,
28,no,,
29,no,,
30,no,,
31,no,,
32,no,,
33,no,,
34,no,,
35,no,,
36,no,,
37,no,,
38,no,,
39,no,,
40,no,,
41,no,,
42,no,,
43,no,,
44,no,,
45,,,
46,no,,
47,no,,
48,no,,
49,no,,
50,no,,
51,no,,
52,no,,
53,no,,
54,no,,
55,no,,
56,yes,,
57,no,,
58,no,,
59,yes,,
60,,,
61,yes,,
62,no,,
63,yes,,
64,no,,
65,no,,
66,no,,
67,no,,
68,no,,
69,no,,
70,no,,
71,no,,
72,no,,
73,no,,
74,no,,
75,no,,
76,no,,
77,no,,
78,no,,
79,no,,
80,,,
81,no,,
82,no,,
83,no,,
84,no,,
85,,,
86,no,,
87,no,,
88,no,,
89,no,,
90,no,,
91,no,,
92,,,
93,no,,
94,no,,
95,no,,
96,,,
97,no,,
98,no,,
99,no,,
100,no,,
101,no,,
102,no,,
103,no,,
104,no,,
105,yes,,
106,yes,,
107,no,,
108,no,,
109,no,,
110,no,,
111,no,,
112,no,,
113,no,,
114,no,,
115,no,,
116,no,,
117,no,,
118,no,,
119,no,,
120,no,,
121,yes,,
122,no,,
123,yes,,
124,yes,,
125,yes,,
126,yes,,
127,yes,,
128,yes,,
129,yes,,
130,yes,,
131,yes,,
132,yes,,
133,yes,,
134,yes,,
135,no,,
136,no,,
137,yes,,
138,no,,
139,no,,
140,no,,
141,no,,
142,yes,,
143,no,,
144,no,,
145,yes,,
146,yes,,
