,0,1,2,3,4,5,6,7,8
186,duration,month,contact,job,day,age,poutcome,,
187,duration,month,contact,job,day,age,,,
188,duration,month,contact,job,,,,,
189,duration,month,contact,job,,,,,
190,duration,month,contact,job,,,,,
191,duration,month,contact,job,,,,,
192,duration,month,contact,job,balance,,,,
193,duration,month,contact,job,balance,age,,,
194,duration,month,contact,job,balance,age,,,
195,duration,month,contact,job,,,,,
196,duration,month,contact,job,,,,,
197,duration,month,contact,,,,,,
198,duration,month,contact,,,,,,
199,duration,month,job,,,,,,
200,duration,month,job,,,,,,
201,duration,month,job,,,,,,
202,duration,month,job,,,,,,
203,duration,month,job,campaign,marital,,,,
204,duration,month,job,campaign,marital,,,,
205,duration,month,job,campaign,marital,education,,,
206,duration,month,job,campaign,marital,education,,,
207,duration,month,job,campaign,marital,education,housing,,
208,duration,month,job,campaign,marital,education,housing,,
209,duration,month,job,campaign,marital,education,,,
210,duration,month,job,campaign,,,,,
211,duration,month,job,contact,,,,,
212,duration,month,job,contact,,,,,
213,duration,month,job,contact,,,,,
214,duration,month,job,,,,,,
215,duration,month,job,,,,,,
216,duration,month,job,balance,,,,,
217,duration,month,job,balance,,,,,
218,duration,month,job,,,,,,
219,duration,month,job,marital,,,,,
220,duration,month,job,marital,,,,,
221,duration,month,job,marital,,,,,
222,duration,month,job,,,,,,
223,duration,month,job,education,,,,,
224,duration,month,job,education,,,,,
225,duration,month,job,education,balance,marital,,,
226,duration,month,job,education,balance,marital,,,
227,duration,month,job,education,balance,marital,,,
228,duration,month,job,education,balance,,,,
229,duration,month,job,education,,,,,
230,duration,month,job,,,,,,
231,duration,month,job,,,,,,
232,duration,month,job,,,,,,
233,duration,month,job,poutcome,,,,,
234,duration,month,job,poutcome,,,,,
235,duration,month,job,poutcome,housing,,,,
236,duration,month,job,poutcome,housing,,,,
237,duration,month,job,poutcome,,,,,
238,duration,month,job,,,,,,
239,duration,month,job,,,,,,
240,duration,month,job,marital,,,,,
241,duration,month,job,marital,,,,,
242,duration,month,job,marital,day,,,,
243,duration,month,job,marital,day,education,,,
244,duration,month,job,marital,day,education,campaign,,
245,duration,month,job,marital,day,education,campaign,,
246,duration,month,job,marital,day,education,,,
247,duration,month,job,marital,day,education,,,
248,duration,month,job,,,,,,
249,duration,month,job,,,,,,
250,duration,month,job,housing,contact,,,,
251,duration,month,job,housing,contact,,,,
252,duration,month,job,housing,contact,,,,
253,duration,month,job,housing,,,,,
254,duration,month,job,,,,,,
255,duration,month,day,job,,,,,
256,duration,month,day,job,age,,,,
257,duration,month,day,job,age,,,,
258,duration,month,day,job,,,,,
259,duration,month,day,job,,,,,
260,duration,month,day,job,campaign,,,,
261,duration,month,day,job,campaign,,,,
262,duration,month,day,job,,,,,
263,duration,month,day,job,,,,,
264,duration,month,day,job,,,,,
265,duration,month,day,job,,,,,
266,duration,month,day,job,,,,,
267,duration,month,day,job,,,,,
268,duration,month,day,job,,,,,
269,duration,month,day,contact,,,,,
270,duration,month,day,contact,,,,,
271,duration,month,day,contact,job,,,,
272,duration,month,day,contact,job,,,,
273,duration,month,day,contact,job,,,,
274,duration,month,day,contact,job,,,,
275,duration,month,day,contact,job,,,,
276,duration,month,day,contact,job,,,,
277,duration,month,day,contact,job,,,,
278,duration,month,day,contact,job,,,,
279,duration,month,day,contact,job,,,,
280,duration,month,day,contact,job,,,,
281,duration,month,day,contact,job,,,,
282,duration,month,day,contact,job,,,,
283,duration,month,education,,,,,,
284,duration,month,education,balance,job,,,,
285,duration,month,education,balance,job,,,,
286,duration,month,education,balance,job,,,,
287,duration,month,education,balance,job,,,,
288,duration,month,education,balance,job,,,,
289,duration,month,education,balance,job,,,,
290,duration,month,education,balance,job,,,,
291,duration,month,education,balance,job,,,,
292,duration,month,education,balance,job,,,,
293,duration,month,education,balance,job,,,,
294,duration,month,education,balance,job,,,,
295,duration,month,education,balance,job,,,,
296,duration,month,education,balance,housing,,,,
297,duration,month,education,balance,housing,,,,
298,duration,month,education,job,,,,,
299,duration,month,education,job,,,,,
300,duration,month,education,job,,,,,
301,duration,month,education,job,,,,,
302,duration,month,education,job,age,,,,
303,duration,month,education,job,age,day,,,
304,duration,month,education,job,age,day,,,
305,duration,month,education,job,,,,,
306,duration,month,education,job,,,,,
307,duration,month,education,job,,,,,
308,duration,month,education,job,,,,,
309,duration,month,education,job,,,,,
310,duration,month,education,job,,,,,
311,duration,month,education,job,,,,,
312,duration,month,education,,,,,,
313,duration,month,education,,,,,,
314,duration,month,education,job,,,,,
315,duration,month,education,job,,,,,
316,duration,month,education,job,,,,,
317,duration,month,education,job,,,,,
318,duration,month,education,job,,,,,
319,duration,month,education,job,balance,,,,
320,duration,month,education,job,balance,,,,
321,duration,month,education,job,,,,,
322,duration,month,education,job,,,,,
323,duration,month,education,job,,,,,
324,duration,month,education,job,day,,,,
325,duration,month,education,job,day,,,,
326,duration,month,education,job,,,,,
327,duration,month,education,job,,,,,
328,duration,month,education,balance,,,,,
329,duration,month,education,balance,job,,,,
330,duration,month,education,balance,job,,,,
331,duration,month,education,balance,job,,,,
332,duration,month,education,balance,job,,,,
333,duration,month,education,balance,job,campaign,,,
334,duration,month,education,balance,job,campaign,,,
335,duration,month,education,balance,job,,,,
336,duration,month,education,balance,job,,,,
337,duration,month,education,balance,job,,,,
338,duration,month,education,balance,job,,,,
339,duration,month,education,balance,job,,,,
340,duration,month,education,balance,job,,,,
341,duration,month,education,balance,job,,,,
342,duration,month,education,,,,,,
343,duration,poutcome,month,job,age,,,,
344,duration,poutcome,month,job,age,,,,
345,duration,poutcome,month,job,marital,,,,
346,duration,poutcome,month,job,marital,,,,
347,duration,poutcome,month,job,marital,age,,,
348,duration,poutcome,month,job,marital,age,,,
349,duration,poutcome,month,job,,,,,
350,duration,poutcome,month,job,,,,,
351,duration,poutcome,month,job,default,day,marital,,
352,duration,poutcome,month,job,default,day,marital,balance,
353,duration,poutcome,month,job,default,day,marital,balance,
354,duration,poutcome,month,job,default,day,marital,,
355,duration,poutcome,month,job,default,day,,,
356,duration,poutcome,month,job,default,,,,
357,duration,poutcome,month,job,,,,,
358,duration,poutcome,month,job,marital,,,,
359,duration,poutcome,month,job,marital,,,,
360,duration,poutcome,month,job,marital,,,,
361,duration,poutcome,month,job,,,,,
362,duration,poutcome,month,job,,,,,
363,duration,poutcome,month,job,marital,,,,
364,duration,poutcome,month,job,marital,,,,
365,duration,poutcome,month,job,marital,balance,,,
366,duration,poutcome,month,job,marital,balance,,,
367,duration,poutcome,month,job,,,,,
368,duration,poutcome,month,job,,,,,
369,duration,poutcome,month,job,,,,,
370,duration,poutcome,month,job,marital,,,,
371,duration,poutcome,month,job,marital,,,,
372,duration,poutcome,month,job,marital,,,,
373,duration,poutcome,month,job,,,,,
374,duration,poutcome,month,job,education,,,,
375,duration,poutcome,month,job,education,,,,
376,duration,poutcome,month,job,education,,,,
377,duration,poutcome,month,job,education,,,,
378,duration,poutcome,month,job,,,,,
379,duration,poutcome,month,job,,,,,
380,duration,poutcome,month,job,,,,,
381,duration,poutcome,month,job,,,,,
382,duration,poutcome,month,job,,,,,
383,duration,poutcome,month,job,age,,,,
384,duration,poutcome,month,job,age,,,,
385,duration,poutcome,month,job,,,,,
386,duration,poutcome,month,job,,,,,
387,duration,poutcome,month,job,,,,,
388,duration,poutcome,month,job,,,,,
389,duration,poutcome,month,job,,,,,
390,duration,poutcome,month,job,,,,,
391,duration,poutcome,month,job,,,,,
392,duration,poutcome,month,job,,,,,
393,duration,poutcome,month,job,,,,,
394,duration,poutcome,month,job,,,,,
395,duration,poutcome,month,job,,,,,
396,duration,poutcome,month,job,,,,,
397,duration,poutcome,month,job,,,,,
398,duration,poutcome,month,job,,,,,
399,duration,poutcome,month,job,,,,,
400,duration,poutcome,month,job,,,,,
401,duration,poutcome,month,job,,,,,
402,duration,poutcome,month,job,,,,,
403,duration,poutcome,month,job,,,,,
404,duration,poutcome,month,job,,,,,
405,duration,poutcome,month,job,,,,,
406,duration,poutcome,month,job,,,,,
407,duration,poutcome,month,job,,,,,
408,duration,poutcome,month,job,,,,,
409,duration,poutcome,month,job,,,,,
410,duration,poutcome,month,job,,,,,
411,duration,poutcome,month,,,,,,
412,duration,poutcome,month,job,,,,,
413,duration,poutcome,month,job,,,,,
414,duration,poutcome,month,job,,,,,
415,duration,poutcome,month,job,,,,,
416,duration,poutcome,month,job,age,,,,
417,duration,poutcome,month,job,age,,,,
418,duration,poutcome,month,job,,,,,
419,duration,poutcome,month,job,,,,,
420,duration,poutcome,month,job,,,,,
421,duration,poutcome,month,job,,,,,
422,duration,poutcome,month,job,,,,,
423,duration,poutcome,month,job,,,,,
424,duration,poutcome,month,job,,,,,
425,duration,poutcome,month,job,age,,,,
426,duration,poutcome,month,job,age,,,,
427,duration,poutcome,month,job,,,,,
428,duration,poutcome,month,job,,,,,
429,duration,poutcome,month,job,,,,,
430,duration,poutcome,month,job,housing,campaign,,,
431,duration,poutcome,month,job,housing,campaign,,,
432,duration,poutcome,month,job,housing,,,,
433,duration,poutcome,month,job,,,,,
434,duration,poutcome,month,job,,,,,
435,duration,poutcome,month,job,,,,,
436,duration,poutcome,month,job,,,,,
437,duration,poutcome,month,job,age,,,,
438,duration,poutcome,month,job,age,,,,
439,duration,poutcome,month,job,,,,,
440,duration,poutcome,month,job,,,,,
441,duration,poutcome,month,education,,,,,
442,duration,poutcome,month,education,,,,,
443,duration,poutcome,month,education,,,,,
444,duration,poutcome,month,education,,,,,
445,duration,poutcome,month,job,day,marital,,,
446,duration,poutcome,month,job,day,marital,,,
447,duration,poutcome,month,job,day,marital,campaign,,
448,duration,poutcome,month,job,day,marital,campaign,,
449,duration,poutcome,month,job,day,,,,
450,duration,poutcome,month,job,housing,marital,,,
451,duration,poutcome,month,job,housing,marital,,,
452,duration,poutcome,month,job,housing,marital,,,
453,duration,poutcome,month,job,housing,,,,
454,duration,poutcome,month,job,marital,,,,
455,duration,poutcome,month,job,marital,,,,
456,duration,poutcome,month,job,marital,,,,
457,duration,poutcome,month,job,,,,,
458,duration,poutcome,month,job,balance,age,marital,,
459,duration,poutcome,month,job,balance,age,marital,,
460,duration,poutcome,month,job,balance,age,marital,,
461,duration,poutcome,month,job,balance,age,,,
462,duration,poutcome,month,job,balance,,,,
463,duration,poutcome,month,job,,,,,
464,duration,poutcome,month,job,,,,,
465,duration,poutcome,month,job,day,campaign,,,
466,duration,poutcome,month,job,day,campaign,,,
467,duration,poutcome,month,job,day,,,,
468,duration,poutcome,month,job,,,,,
469,duration,poutcome,month,job,loan,,,,
470,duration,poutcome,month,job,loan,,,,
471,duration,poutcome,month,job,,,,,
472,duration,poutcome,month,job,,,,,
473,duration,poutcome,month,job,marital,,,,
474,duration,poutcome,month,job,marital,,,,
475,duration,poutcome,month,job,marital,,,,
476,duration,poutcome,month,job,,,,,
477,duration,poutcome,month,job,,,,,
478,duration,poutcome,month,job,,,,,
479,duration,poutcome,month,job,balance,,,,
480,duration,poutcome,month,job,balance,age,,,
481,duration,poutcome,month,job,balance,age,education,,
482,duration,poutcome,month,job,balance,age,education,,
483,duration,poutcome,month,job,balance,age,education,marital,
484,duration,poutcome,month,job,balance,age,education,marital,default
485,duration,poutcome,month,job,balance,age,education,marital,default
486,duration,poutcome,month,job,balance,age,education,marital,
487,duration,poutcome,month,job,balance,age,education,,
488,duration,poutcome,month,job,,,,,
489,duration,poutcome,month,job,,,,,
490,duration,poutcome,month,job,,,,,
491,duration,poutcome,month,job,,,,,
492,duration,poutcome,month,job,education,,,,
493,duration,poutcome,month,job,education,,,,
494,duration,poutcome,month,job,education,,,,
495,duration,poutcome,month,job,education,,,,
496,duration,poutcome,month,job,,,,,
497,duration,poutcome,month,job,,,,,
498,duration,poutcome,month,job,,,,,
499,duration,poutcome,month,job,,,,,
500,duration,poutcome,month,job,,,,,
501,duration,poutcome,month,job,,,,,
502,duration,poutcome,month,job,,,,,
503,duration,poutcome,month,job,,,,,
504,duration,poutcome,month,job,,,,,
505,duration,poutcome,month,job,,,,,
506,duration,poutcome,month,job,,,,,
507,duration,poutcome,month,job,housing,,,,
508,duration,poutcome,month,job,housing,,,,
509,duration,poutcome,month,job,,,,,
510,duration,poutcome,month,job,,,,,
511,duration,poutcome,month,job,,,,,
512,duration,poutcome,month,job,,,,,
513,duration,poutcome,month,job,,,,,
514,duration,poutcome,month,job,,,,,
515,duration,poutcome,month,job,marital,,,,
516,duration,poutcome,month,job,marital,,,,
517,duration,poutcome,month,job,marital,age,,,
518,duration,poutcome,month,job,marital,age,,,
519,duration,poutcome,month,job,,,,,
520,duration,poutcome,month,job,,,,,
521,duration,poutcome,month,job,,,,,
522,duration,poutcome,month,job,,,,,
523,duration,poutcome,month,job,,,,,
524,duration,poutcome,month,job,age,,,,
525,duration,poutcome,month,job,age,,,,
526,duration,poutcome,month,job,,,,,
527,duration,poutcome,job,month,,,,,
528,duration,poutcome,job,month,,,,,
529,duration,poutcome,job,month,,,,,
530,duration,poutcome,job,month,,,,,
531,duration,poutcome,job,month,,,,,
532,duration,poutcome,job,month,,,,,
533,duration,poutcome,job,month,,,,,
534,duration,poutcome,job,month,,,,,
535,duration,poutcome,job,month,,,,,
536,duration,poutcome,job,month,,,,,
537,duration,poutcome,job,month,,,,,
538,duration,poutcome,job,month,,,,,
539,duration,poutcome,job,month,balance,,,,
540,duration,poutcome,job,month,balance,,,,
541,duration,poutcome,job,month,,,,,
542,duration,poutcome,job,month,,,,,
543,duration,poutcome,job,month,,,,,
544,duration,poutcome,job,month,,,,,
545,duration,poutcome,job,month,,,,,
546,duration,poutcome,job,month,,,,,
547,duration,poutcome,job,month,,,,,
548,duration,poutcome,job,month,,,,,
549,duration,poutcome,job,month,,,,,
550,duration,poutcome,job,month,,,,,
551,duration,poutcome,job,month,,,,,
552,duration,poutcome,job,,,,,,
553,duration,poutcome,job,,,,,,
554,duration,poutcome,job,month,day,,,,
555,duration,poutcome,job,month,day,,,,
556,duration,poutcome,job,month,age,,,,
557,duration,poutcome,job,month,age,,,,
558,duration,poutcome,job,month,,,,,
559,duration,poutcome,job,month,marital,,,,
560,duration,poutcome,job,month,marital,,,,
561,duration,poutcome,job,month,marital,,,,
562,duration,poutcome,job,month,,,,,
563,duration,poutcome,job,month,,,,,
564,duration,poutcome,job,month,,,,,
565,duration,poutcome,job,month,,,,,
566,duration,poutcome,job,month,campaign,,,,
567,duration,poutcome,job,month,campaign,age,,,
568,duration,poutcome,job,month,campaign,age,marital,,
569,duration,poutcome,job,month,campaign,age,marital,,
570,duration,poutcome,job,month,campaign,age,marital,,
571,duration,poutcome,job,month,,,,,
572,duration,poutcome,job,month,,,,,
573,duration,poutcome,job,month,,,,,
574,duration,poutcome,job,month,,,,,
575,duration,poutcome,job,month,,,,,
576,duration,poutcome,job,month,,,,,
577,duration,poutcome,job,month,,,,,
578,duration,poutcome,job,month,,,,,
579,duration,poutcome,job,month,,,,,
580,duration,poutcome,job,month,,,,,
581,duration,poutcome,job,month,,,,,
582,duration,poutcome,job,month,,,,,
583,duration,poutcome,job,month,,,,,
584,duration,poutcome,job,month,,,,,
585,duration,poutcome,job,month,,,,,
586,duration,poutcome,job,marital,,,,,
587,duration,poutcome,job,marital,,,,,
588,duration,poutcome,job,marital,,,,,
589,duration,poutcome,job,age,,,,,
590,duration,poutcome,job,age,marital,,,,
591,duration,poutcome,job,age,marital,,,,
592,duration,poutcome,job,age,marital,education,,,
593,duration,poutcome,job,age,marital,education,default,balance,
594,duration,poutcome,job,age,marital,education,default,balance,housing
595,duration,poutcome,job,age,marital,education,default,balance,housing
596,duration,poutcome,job,age,marital,education,default,,
597,duration,poutcome,job,age,marital,education,,,
598,duration,poutcome,job,age,marital,education,,,
599,duration,poutcome,job,,,,,,
600,duration,poutcome,job,month,,,,,
601,duration,poutcome,job,month,,,,,
602,duration,poutcome,job,month,,,,,
603,duration,poutcome,job,month,,,,,
604,duration,poutcome,job,month,,,,,
605,duration,poutcome,job,month,,,,,
606,duration,poutcome,job,month,,,,,
607,duration,poutcome,job,month,,,,,
608,duration,poutcome,job,month,housing,,,,
609,duration,poutcome,job,month,housing,,,,
610,duration,poutcome,job,month,marital,,,,
611,duration,poutcome,job,month,marital,,,,
612,duration,poutcome,job,month,marital,,,,
613,duration,poutcome,job,month,,,,,
614,duration,poutcome,job,month,,,,,
615,duration,poutcome,job,,,,,,
616,duration,poutcome,job,,,,,,
617,duration,poutcome,month,campaign,day,age,,,
618,duration,poutcome,month,campaign,day,age,,,
619,duration,poutcome,month,campaign,day,,,,
620,duration,poutcome,month,campaign,,,,,
621,duration,poutcome,month,education,,,,,
622,duration,poutcome,month,education,,,,,
623,duration,poutcome,month,education,,,,,
624,duration,poutcome,month,education,,,,,
625,duration,poutcome,month,,,,,,
626,duration,poutcome,month,age,,,,,
627,duration,poutcome,month,age,education,,,,
628,duration,poutcome,month,age,education,,,,
629,duration,poutcome,month,age,education,,,,
630,duration,poutcome,month,age,education,,,,
631,duration,poutcome,month,job,,,,,
632,duration,poutcome,month,job,,,,,
633,duration,poutcome,month,job,,,,,
634,duration,poutcome,month,job,,,,,
635,duration,poutcome,month,job,,,,,
636,duration,poutcome,month,job,,,,,
637,duration,poutcome,month,job,,,,,
638,duration,poutcome,month,job,,,,,
639,duration,poutcome,month,job,,,,,
640,duration,poutcome,month,job,,,,,
641,duration,poutcome,month,job,,,,,
642,duration,poutcome,month,job,,,,,
643,duration,poutcome,month,age,,,,,
644,duration,poutcome,month,age,,,,,
645,duration,poutcome,month,job,,,,,
646,duration,poutcome,month,job,,,,,
647,duration,poutcome,month,job,,,,,
648,duration,poutcome,month,job,,,,,
649,duration,poutcome,month,job,,,,,
650,duration,poutcome,month,job,,,,,
651,duration,poutcome,month,job,,,,,
652,duration,poutcome,month,job,,,,,
653,duration,poutcome,month,job,,,,,
654,duration,poutcome,month,job,,,,,
655,duration,poutcome,month,job,,,,,
656,duration,poutcome,month,job,,,,,
657,duration,poutcome,month,,,,,,
658,duration,poutcome,month,contact,job,,,,
659,duration,poutcome,month,contact,job,age,,,
660,duration,poutcome,month,contact,job,age,,,
661,duration,poutcome,month,contact,job,,,,
662,duration,poutcome,month,contact,job,,,,
663,duration,poutcome,month,contact,job,,,,
664,duration,poutcome,month,contact,job,,,,
665,duration,poutcome,month,contact,job,,,,
666,duration,poutcome,month,contact,job,,,,
667,duration,poutcome,month,contact,job,,,,
668,duration,poutcome,month,contact,job,balance,,,
669,duration,poutcome,month,contact,job,balance,,,
670,duration,poutcome,month,contact,job,,,,
671,duration,poutcome,month,contact,job,,,,
672,duration,poutcome,month,contact,,,,,
673,duration,poutcome,month,contact,,,,,
674,duration,poutcome,month,job,,,,,
675,duration,poutcome,month,job,,,,,
676,duration,poutcome,month,job,,,,,
677,duration,poutcome,month,job,,,,,
678,duration,poutcome,month,job,age,,,,
679,duration,poutcome,month,job,age,,,,
680,duration,poutcome,month,job,,,,,
681,duration,poutcome,month,job,,,,,
682,duration,poutcome,month,job,,,,,
683,duration,poutcome,month,job,,,,,
684,duration,poutcome,month,job,,,,,
685,duration,poutcome,month,job,,,,,
686,duration,poutcome,month,job,,,,,
687,duration,poutcome,month,job,,,,,
688,duration,poutcome,month,job,,,,,
689,duration,poutcome,month,job,,,,,
690,duration,poutcome,month,job,,,,,
691,duration,poutcome,month,job,,,,,
692,duration,poutcome,month,job,,,,,
693,duration,poutcome,month,job,,,,,
694,duration,poutcome,month,job,,,,,
695,duration,poutcome,month,job,,,,,
696,duration,poutcome,month,job,age,,,,
697,duration,poutcome,month,job,age,,,,
698,duration,poutcome,month,job,,,,,
699,duration,poutcome,month,job,,,,,
700,duration,poutcome,month,,,,,,
701,duration,poutcome,month,housing,job,marital,,,
702,duration,poutcome,month,housing,job,marital,age,loan,
703,duration,poutcome,month,housing,job,marital,age,loan,
704,duration,poutcome,month,housing,job,marital,age,,
705,duration,poutcome,month,housing,job,marital,,,
706,duration,poutcome,month,housing,job,education,age,,
707,duration,poutcome,month,housing,job,education,age,,
708,duration,poutcome,month,housing,job,education,,,
709,duration,poutcome,month,housing,job,education,,,
710,duration,poutcome,month,housing,job,education,,,
711,duration,poutcome,month,housing,job,,,,
712,duration,poutcome,month,housing,job,,,,
713,duration,poutcome,month,housing,job,marital,,,
714,duration,poutcome,month,housing,job,marital,age,,
715,duration,poutcome,month,housing,job,marital,age,education,
716,duration,poutcome,month,housing,job,marital,age,education,
717,duration,poutcome,month,housing,job,marital,age,education,balance
718,duration,poutcome,month,housing,job,marital,age,education,balance
719,duration,poutcome,month,housing,job,marital,age,education,
720,duration,poutcome,month,housing,job,marital,,,
721,duration,poutcome,month,housing,job,campaign,balance,,
