,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
128,duration,month,job,,,,,,,,,,,,,
129,duration,month,job,,,,,,,,,,,,,
130,duration,month,job,,,,,,,,,,,,,
131,duration,month,job,,,,,,,,,,,,,
132,duration,month,job,marital,,,,,,,,,,,,
133,duration,month,job,marital,,,,,,,,,,,,
134,duration,month,job,marital,age,,,,,,,,,,,
135,duration,month,job,marital,age,,,,,,,,,,,
136,duration,month,job,,,,,,,,,,,,,
137,duration,month,job,,,,,,,,,,,,,
138,duration,month,job,,,,,,,,,,,,,
139,duration,month,job,,,,,,,,,,,,,
140,duration,month,job,,,,,,,,,,,,,
141,duration,month,job,,,,,,,,,,,,,
142,duration,month,day,job,balance,,,,,,,,,,,
143,duration,month,day,job,balance,loan,,,,,,,,,,
144,duration,month,day,job,balance,loan,,,,,,,,,,
145,duration,month,day,job,contact,,,,,,,,,,,
146,duration,month,day,job,contact,campaign,age,,,,,,,,,
147,duration,month,day,job,contact,campaign,age,loan,,,,,,,,
148,duration,month,day,job,contact,campaign,age,loan,,,,,,,,
149,duration,month,day,job,contact,campaign,,,,,,,,,,
150,duration,month,day,job,loan,,,,,,,,,,,
151,duration,month,day,job,loan,marital,,,,,,,,,,
152,duration,month,day,job,loan,marital,,,,,,,,,,
153,duration,month,day,job,loan,marital,,,,,,,,,,
154,duration,month,day,job,,,,,,,,,,,,
155,duration,month,day,job,balance,,,,,,,,,,,
156,duration,month,day,job,balance,housing,age,,,,,,,,,
157,duration,month,day,job,balance,housing,age,loan,campaign,,,,,,,
158,duration,month,day,job,balance,housing,age,loan,campaign,,,,,,,
159,duration,month,day,job,balance,housing,age,loan,,,,,,,,
160,duration,month,day,job,balance,housing,,,,,,,,,,
161,duration,month,day,job,,,,,,,,,,,,
162,duration,month,day,job,,,,,,,,,,,,
163,duration,month,day,job,,,,,,,,,,,,
164,duration,month,day,job,,,,,,,,,,,,
165,duration,month,day,job,,,,,,,,,,,,
166,duration,month,day,job,,,,,,,,,,,,
167,duration,month,day,,,,,,,,,,,,,
168,duration,month,poutcome,job,,,,,,,,,,,,
169,duration,month,poutcome,job,marital,,,,,,,,,,,
170,duration,month,poutcome,job,marital,,,,,,,,,,,
171,duration,month,poutcome,job,marital,,,,,,,,,,,
172,duration,month,poutcome,job,,,,,,,,,,,,
173,duration,month,poutcome,job,,,,,,,,,,,,
174,duration,month,poutcome,job,,,,,,,,,,,,
175,duration,month,poutcome,job,,,,,,,,,,,,
176,duration,month,poutcome,job,,,,,,,,,,,,
177,duration,month,poutcome,job,,,,,,,,,,,,
178,duration,month,poutcome,job,,,,,,,,,,,,
179,duration,month,poutcome,job,,,,,,,,,,,,
180,duration,month,poutcome,job,,,,,,,,,,,,
181,duration,month,poutcome,,,,,,,,,,,,,
182,duration,month,poutcome,job,,,,,,,,,,,,
183,duration,month,poutcome,job,,,,,,,,,,,,
184,duration,month,poutcome,job,,,,,,,,,,,,
185,duration,month,poutcome,job,,,,,,,,,,,,
186,duration,month,poutcome,job,,,,,,,,,,,,
187,duration,month,poutcome,job,,,,,,,,,,,,
188,duration,month,poutcome,job,,,,,,,,,,,,
189,duration,month,poutcome,job,,,,,,,,,,,,
190,duration,month,poutcome,job,,,,,,,,,,,,
191,duration,month,poutcome,job,,,,,,,,,,,,
192,duration,month,poutcome,job,,,,,,,,,,,,
193,duration,month,poutcome,education,,,,,,,,,,,,
194,duration,month,poutcome,education,marital,age,job,,,,,,,,,
195,duration,month,poutcome,education,marital,age,job,,,,,,,,,
196,duration,month,poutcome,education,marital,age,job,,,,,,,,,
197,duration,month,poutcome,education,marital,age,job,,,,,,,,,
198,duration,month,poutcome,education,marital,age,job,,,,,,,,,
199,duration,month,poutcome,education,marital,age,job,,,,,,,,,
200,duration,month,poutcome,education,marital,age,job,,,,,,,,,
201,duration,month,poutcome,education,marital,age,job,,,,,,,,,
202,duration,month,poutcome,education,marital,age,job,,,,,,,,,
203,duration,month,poutcome,education,marital,age,job,,,,,,,,,
204,duration,month,poutcome,education,marital,age,job,,,,,,,,,
205,duration,month,poutcome,education,marital,age,,,,,,,,,,
206,duration,month,poutcome,education,marital,,,,,,,,,,,
207,duration,month,poutcome,education,marital,,,,,,,,,,,
208,duration,month,poutcome,education,job,,,,,,,,,,,
209,duration,month,poutcome,education,job,,,,,,,,,,,
210,duration,month,poutcome,education,job,,,,,,,,,,,
211,duration,month,poutcome,education,job,,,,,,,,,,,
212,duration,month,poutcome,education,job,marital,,,,,,,,,,
213,duration,month,poutcome,education,job,marital,,,,,,,,,,
214,duration,month,poutcome,education,job,marital,day,,,,,,,,,
215,duration,month,poutcome,education,job,marital,day,age,housing,,,,,,,
216,duration,month,poutcome,education,job,marital,day,age,housing,,,,,,,
217,duration,month,poutcome,education,job,marital,day,age,,,,,,,,
218,duration,month,poutcome,education,job,,,,,,,,,,,
219,duration,month,poutcome,education,job,,,,,,,,,,,
220,duration,month,poutcome,education,job,,,,,,,,,,,
221,duration,month,poutcome,education,job,,,,,,,,,,,
222,duration,month,poutcome,education,job,campaign,day,,,,,,,,,
223,duration,month,poutcome,education,job,campaign,day,,,,,,,,,
224,duration,month,poutcome,education,job,campaign,,,,,,,,,,
225,duration,month,poutcome,education,job,,,,,,,,,,,
226,duration,month,job,,,,,,,,,,,,,
227,duration,month,job,,,,,,,,,,,,,
228,duration,month,job,,,,,,,,,,,,,
229,duration,month,job,,,,,,,,,,,,,
230,duration,month,job,campaign,marital,,,,,,,,,,,
231,duration,month,job,campaign,marital,,,,,,,,,,,
232,duration,month,job,campaign,marital,education,,,,,,,,,,
233,duration,month,job,campaign,marital,education,,,,,,,,,,
234,duration,month,job,campaign,marital,education,housing,,,,,,,,,
235,duration,month,job,campaign,marital,education,housing,,,,,,,,,
236,duration,month,job,campaign,,,,,,,,,,,,
237,duration,month,job,contact,,,,,,,,,,,,
238,duration,month,job,contact,,,,,,,,,,,,
239,duration,month,job,,,,,,,,,,,,,
240,duration,month,job,,,,,,,,,,,,,
241,duration,month,job,balance,,,,,,,,,,,,
242,duration,month,job,balance,,,,,,,,,,,,
243,duration,month,job,,,,,,,,,,,,,
244,duration,month,job,marital,,,,,,,,,,,,
245,duration,month,job,marital,,,,,,,,,,,,
246,duration,month,job,marital,,,,,,,,,,,,
247,duration,month,job,education,,,,,,,,,,,,
248,duration,month,job,education,,,,,,,,,,,,
249,duration,month,job,education,balance,marital,,,,,,,,,,
250,duration,month,job,education,balance,marital,,,,,,,,,,
251,duration,month,job,education,balance,marital,,,,,,,,,,
252,duration,month,job,education,balance,,,,,,,,,,,
253,duration,month,job,,,,,,,,,,,,,
254,duration,month,job,,,,,,,,,,,,,
255,duration,month,job,,,,,,,,,,,,,
256,duration,month,job,poutcome,,,,,,,,,,,,
257,duration,month,job,poutcome,,,,,,,,,,,,
258,duration,month,job,poutcome,housing,,,,,,,,,,,
259,duration,month,job,poutcome,housing,,,,,,,,,,,
260,duration,month,job,poutcome,,,,,,,,,,,,
261,duration,month,job,,,,,,,,,,,,,
262,duration,month,job,,,,,,,,,,,,,
263,duration,month,job,marital,,,,,,,,,,,,
264,duration,month,job,marital,,,,,,,,,,,,
265,duration,month,job,marital,day,,,,,,,,,,,
266,duration,month,job,marital,day,balance,campaign,,,,,,,,,
267,duration,month,job,marital,day,balance,campaign,,,,,,,,,
268,duration,month,job,marital,day,balance,,,,,,,,,,
269,duration,month,job,,,,,,,,,,,,,
270,duration,month,job,,,,,,,,,,,,,
271,duration,month,job,housing,campaign,,,,,,,,,,,
272,duration,month,job,housing,campaign,,,,,,,,,,,
273,duration,month,job,housing,,,,,,,,,,,,
274,duration,month,day,job,,,,,,,,,,,,
275,duration,month,day,job,age,,,,,,,,,,,
276,duration,month,day,job,age,,,,,,,,,,,
277,duration,month,day,job,,,,,,,,,,,,
278,duration,month,day,job,,,,,,,,,,,,
279,duration,month,day,job,campaign,,,,,,,,,,,
280,duration,month,day,job,campaign,,,,,,,,,,,
281,duration,month,day,job,,,,,,,,,,,,
282,duration,month,day,job,,,,,,,,,,,,
283,duration,month,day,job,,,,,,,,,,,,
284,duration,month,day,job,,,,,,,,,,,,
285,duration,month,day,job,,,,,,,,,,,,
286,duration,month,day,job,,,,,,,,,,,,
287,duration,month,day,job,,,,,,,,,,,,
288,duration,month,day,job,housing,age,marital,,,,,,,,,
289,duration,month,day,job,housing,age,marital,,,,,,,,,
290,duration,month,day,job,housing,age,marital,,,,,,,,,
291,duration,month,day,job,housing,age,,,,,,,,,,
292,duration,month,day,job,housing,,,,,,,,,,,
293,duration,month,day,job,,,,,,,,,,,,
294,duration,month,day,job,,,,,,,,,,,,
295,duration,month,day,job,,,,,,,,,,,,
296,duration,month,day,job,,,,,,,,,,,,
297,duration,month,day,job,,,,,,,,,,,,
298,duration,month,day,job,,,,,,,,,,,,
299,duration,month,day,job,,,,,,,,,,,,
300,duration,month,day,job,,,,,,,,,,,,
301,duration,month,day,job,,,,,,,,,,,,
302,duration,month,job,age,,,,,,,,,,,,
303,duration,month,job,age,,,,,,,,,,,,
304,duration,month,job,,,,,,,,,,,,,
305,duration,month,job,,,,,,,,,,,,,
306,duration,month,job,education,,,,,,,,,,,,
307,duration,month,job,education,,,,,,,,,,,,
308,duration,month,job,education,,,,,,,,,,,,
309,duration,month,job,age,,,,,,,,,,,,
310,duration,month,job,age,day,,,,,,,,,,,
311,duration,month,job,age,day,,,,,,,,,,,
312,duration,month,job,balance,education,,,,,,,,,,,
313,duration,month,job,balance,education,,,,,,,,,,,
314,duration,month,job,balance,education,,,,,,,,,,,
315,duration,month,job,balance,,,,,,,,,,,,
316,duration,month,job,,,,,,,,,,,,,
317,duration,month,job,,,,,,,,,,,,,
318,duration,month,job,,,,,,,,,,,,,
319,duration,month,job,marital,,,,,,,,,,,,
320,duration,month,job,marital,,,,,,,,,,,,
321,duration,month,job,marital,,,,,,,,,,,,
322,duration,month,job,,,,,,,,,,,,,
323,duration,month,job,,,,,,,,,,,,,
324,duration,month,job,,,,,,,,,,,,,
325,duration,month,job,,,,,,,,,,,,,
326,duration,month,job,,,,,,,,,,,,,
327,duration,month,job,campaign,,,,,,,,,,,,
328,duration,month,job,campaign,,,,,,,,,,,,
329,duration,month,job,education,,,,,,,,,,,,
330,duration,month,job,education,balance,,,,,,,,,,,
331,duration,month,job,education,balance,,,,,,,,,,,
332,duration,month,job,education,,,,,,,,,,,,
333,duration,month,job,,,,,,,,,,,,,
334,duration,month,job,,,,,,,,,,,,,
335,duration,month,job,balance,,,,,,,,,,,,
336,duration,month,job,balance,campaign,,,,,,,,,,,
337,duration,month,job,balance,campaign,,,,,,,,,,,
338,duration,month,job,day,,,,,,,,,,,,
339,duration,month,job,day,,,,,,,,,,,,
340,duration,month,job,,,,,,,,,,,,,
341,duration,poutcome,month,job,age,,,,,,,,,,,
342,duration,poutcome,month,job,age,,,,,,,,,,,
343,duration,poutcome,month,job,marital,,,,,,,,,,,
344,duration,poutcome,month,job,marital,,,,,,,,,,,
345,duration,poutcome,month,job,marital,age,,,,,,,,,,
346,duration,poutcome,month,job,marital,age,,,,,,,,,,
347,duration,poutcome,month,job,,,,,,,,,,,,
348,duration,poutcome,month,job,,,,,,,,,,,,
349,duration,poutcome,month,job,default,day,marital,,,,,,,,,
350,duration,poutcome,month,job,default,day,marital,balance,,,,,,,,
351,duration,poutcome,month,job,default,day,marital,balance,,,,,,,,
352,duration,poutcome,month,job,default,day,marital,,,,,,,,,
353,duration,poutcome,month,job,default,day,,,,,,,,,,
354,duration,poutcome,month,job,default,,,,,,,,,,,
355,duration,poutcome,month,job,,,,,,,,,,,,
356,duration,poutcome,month,job,marital,,,,,,,,,,,
357,duration,poutcome,month,job,marital,,,,,,,,,,,
358,duration,poutcome,month,job,marital,,,,,,,,,,,
359,duration,poutcome,month,job,,,,,,,,,,,,
360,duration,poutcome,month,job,,,,,,,,,,,,
361,duration,poutcome,month,job,marital,,,,,,,,,,,
362,duration,poutcome,month,job,marital,,,,,,,,,,,
363,duration,poutcome,month,job,marital,balance,,,,,,,,,,
364,duration,poutcome,month,job,marital,balance,,,,,,,,,,
365,duration,poutcome,month,job,,,,,,,,,,,,
366,duration,poutcome,month,job,,,,,,,,,,,,
367,duration,poutcome,month,job,marital,,,,,,,,,,,
368,duration,poutcome,month,job,marital,,,,,,,,,,,
369,duration,poutcome,month,job,marital,,,,,,,,,,,
370,duration,poutcome,month,job,,,,,,,,,,,,
371,duration,poutcome,month,job,education,,,,,,,,,,,
372,duration,poutcome,month,job,education,,,,,,,,,,,
373,duration,poutcome,month,job,education,,,,,,,,,,,
374,duration,poutcome,month,job,,,,,,,,,,,,
375,duration,poutcome,month,job,,,,,,,,,,,,
376,duration,poutcome,month,job,,,,,,,,,,,,
377,duration,poutcome,month,job,,,,,,,,,,,,
378,duration,poutcome,month,job,,,,,,,,,,,,
379,duration,poutcome,month,job,age,,,,,,,,,,,
380,duration,poutcome,month,job,age,,,,,,,,,,,
381,duration,poutcome,month,job,,,,,,,,,,,,
382,duration,poutcome,month,job,,,,,,,,,,,,
383,duration,poutcome,month,job,,,,,,,,,,,,
384,duration,poutcome,month,job,,,,,,,,,,,,
385,duration,poutcome,month,job,,,,,,,,,,,,
386,duration,poutcome,month,job,,,,,,,,,,,,
387,duration,poutcome,month,job,,,,,,,,,,,,
388,duration,poutcome,month,job,,,,,,,,,,,,
389,duration,poutcome,month,job,,,,,,,,,,,,
390,duration,poutcome,month,job,,,,,,,,,,,,
391,duration,poutcome,month,job,,,,,,,,,,,,
392,duration,poutcome,month,job,,,,,,,,,,,,
393,duration,poutcome,month,job,,,,,,,,,,,,
394,duration,poutcome,month,job,,,,,,,,,,,,
395,duration,poutcome,month,job,,,,,,,,,,,,
396,duration,poutcome,month,job,,,,,,,,,,,,
397,duration,poutcome,month,job,,,,,,,,,,,,
398,duration,poutcome,month,job,,,,,,,,,,,,
399,duration,poutcome,month,job,,,,,,,,,,,,
400,duration,poutcome,month,job,,,,,,,,,,,,
401,duration,poutcome,month,job,,,,,,,,,,,,
402,duration,poutcome,month,job,,,,,,,,,,,,
403,duration,poutcome,month,job,,,,,,,,,,,,
404,duration,poutcome,month,,,,,,,,,,,,,
405,duration,poutcome,month,job,,,,,,,,,,,,
406,duration,poutcome,month,job,,,,,,,,,,,,
407,duration,poutcome,month,job,,,,,,,,,,,,
408,duration,poutcome,month,job,,,,,,,,,,,,
409,duration,poutcome,month,job,age,,,,,,,,,,,
410,duration,poutcome,month,job,age,,,,,,,,,,,
411,duration,poutcome,month,job,,,,,,,,,,,,
412,duration,poutcome,month,job,,,,,,,,,,,,
413,duration,poutcome,month,job,,,,,,,,,,,,
414,duration,poutcome,month,job,,,,,,,,,,,,
415,duration,poutcome,month,job,,,,,,,,,,,,
416,duration,poutcome,month,job,,,,,,,,,,,,
417,duration,poutcome,month,job,age,,,,,,,,,,,
418,duration,poutcome,month,job,age,,,,,,,,,,,
419,duration,poutcome,month,job,,,,,,,,,,,,
420,duration,poutcome,month,job,,,,,,,,,,,,
421,duration,poutcome,month,job,,,,,,,,,,,,
422,duration,poutcome,month,job,housing,campaign,,,,,,,,,,
423,duration,poutcome,month,job,housing,campaign,,,,,,,,,,
424,duration,poutcome,month,job,housing,,,,,,,,,,,
425,duration,poutcome,month,job,,,,,,,,,,,,
426,duration,poutcome,month,job,,,,,,,,,,,,
427,duration,poutcome,month,job,,,,,,,,,,,,
428,duration,poutcome,month,job,,,,,,,,,,,,
429,duration,poutcome,month,job,age,,,,,,,,,,,
430,duration,poutcome,month,job,age,,,,,,,,,,,
431,duration,poutcome,month,job,,,,,,,,,,,,
432,duration,poutcome,month,education,,,,,,,,,,,,
433,duration,poutcome,month,education,,,,,,,,,,,,
434,duration,poutcome,month,education,,,,,,,,,,,,
435,duration,poutcome,month,job,day,marital,,,,,,,,,,
436,duration,poutcome,month,job,day,marital,,,,,,,,,,
437,duration,poutcome,month,job,day,marital,campaign,,,,,,,,,
438,duration,poutcome,month,job,day,marital,campaign,,,,,,,,,
439,duration,poutcome,month,job,day,,,,,,,,,,,
440,duration,poutcome,month,job,housing,marital,,,,,,,,,,
441,duration,poutcome,month,job,housing,marital,,,,,,,,,,
442,duration,poutcome,month,job,housing,marital,,,,,,,,,,
443,duration,poutcome,month,job,housing,,,,,,,,,,,
444,duration,poutcome,month,job,marital,,,,,,,,,,,
445,duration,poutcome,month,job,marital,,,,,,,,,,,
446,duration,poutcome,month,job,marital,,,,,,,,,,,
447,duration,poutcome,month,job,,,,,,,,,,,,
448,duration,poutcome,month,job,balance,age,marital,,,,,,,,,
449,duration,poutcome,month,job,balance,age,marital,,,,,,,,,
450,duration,poutcome,month,job,balance,age,marital,,,,,,,,,
451,duration,poutcome,month,job,balance,age,,,,,,,,,,
452,duration,poutcome,month,job,balance,,,,,,,,,,,
453,duration,poutcome,month,job,,,,,,,,,,,,
454,duration,poutcome,month,job,,,,,,,,,,,,
455,duration,poutcome,month,job,day,campaign,,,,,,,,,,
456,duration,poutcome,month,job,day,campaign,,,,,,,,,,
457,duration,poutcome,month,job,day,,,,,,,,,,,
458,duration,poutcome,month,job,,,,,,,,,,,,
459,duration,poutcome,month,job,loan,,,,,,,,,,,
460,duration,poutcome,month,job,loan,,,,,,,,,,,
461,duration,poutcome,month,job,,,,,,,,,,,,
462,duration,poutcome,month,job,marital,,,,,,,,,,,
463,duration,poutcome,month,job,marital,,,,,,,,,,,
464,duration,poutcome,month,job,marital,,,,,,,,,,,
465,duration,poutcome,month,job,,,,,,,,,,,,
466,duration,poutcome,month,job,,,,,,,,,,,,
467,duration,poutcome,month,job,,,,,,,,,,,,
468,duration,poutcome,month,job,balance,,,,,,,,,,,
469,duration,poutcome,month,job,balance,age,,,,,,,,,,
470,duration,poutcome,month,job,balance,age,education,,,,,,,,,
471,duration,poutcome,month,job,balance,age,education,,,,,,,,,
472,duration,poutcome,month,job,balance,age,education,marital,,,,,,,,
473,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,,,
474,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign,pdays,
475,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign,pdays,previous
476,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign,pdays,previous
477,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign,,
478,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,,,,
479,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,,,,,
480,duration,poutcome,month,job,balance,age,education,marital,default,housing,,,,,,
481,duration,poutcome,month,job,balance,age,education,marital,default,,,,,,,
482,duration,poutcome,month,job,balance,age,education,marital,,,,,,,,
483,duration,poutcome,month,job,,,,,,,,,,,,
484,duration,poutcome,month,job,,,,,,,,,,,,
485,duration,poutcome,month,job,,,,,,,,,,,,
486,duration,poutcome,month,job,,,,,,,,,,,,
487,duration,poutcome,month,job,education,,,,,,,,,,,
488,duration,poutcome,month,job,education,,,,,,,,,,,
489,duration,poutcome,month,job,education,,,,,,,,,,,
490,duration,poutcome,month,job,,,,,,,,,,,,
491,duration,poutcome,month,job,,,,,,,,,,,,
492,duration,poutcome,month,job,,,,,,,,,,,,
493,duration,poutcome,month,job,,,,,,,,,,,,
494,duration,poutcome,month,job,,,,,,,,,,,,
495,duration,poutcome,month,job,,,,,,,,,,,,
496,duration,poutcome,month,job,,,,,,,,,,,,
497,duration,poutcome,month,job,,,,,,,,,,,,
498,duration,poutcome,month,job,,,,,,,,,,,,
499,duration,poutcome,month,job,,,,,,,,,,,,
500,duration,poutcome,month,job,housing,,,,,,,,,,,
501,duration,poutcome,month,job,housing,,,,,,,,,,,
502,duration,poutcome,month,job,,,,,,,,,,,,
503,duration,poutcome,month,job,,,,,,,,,,,,
504,duration,poutcome,month,job,,,,,,,,,,,,
505,duration,poutcome,month,job,,,,,,,,,,,,
506,duration,poutcome,month,job,,,,,,,,,,,,
507,duration,poutcome,month,job,marital,,,,,,,,,,,
508,duration,poutcome,month,job,marital,,,,,,,,,,,
509,duration,poutcome,month,job,marital,age,,,,,,,,,,
510,duration,poutcome,month,job,marital,age,,,,,,,,,,
511,duration,poutcome,month,job,,,,,,,,,,,,
512,duration,poutcome,month,job,,,,,,,,,,,,
513,duration,poutcome,month,job,,,,,,,,,,,,
514,duration,poutcome,month,job,,,,,,,,,,,,
515,duration,poutcome,month,job,,,,,,,,,,,,
516,duration,poutcome,month,job,age,,,,,,,,,,,
517,duration,poutcome,month,job,age,,,,,,,,,,,
518,duration,poutcome,job,month,,,,,,,,,,,,
519,duration,poutcome,job,month,,,,,,,,,,,,
