,0,1,2
99,upper,failure,may
100,upper,failure,nov
101,upper,failure,oct
102,upper,failure,sep
103,upper,other,admin.
104,upper,other,blue-collar
105,upper,other,entrepreneur
106,upper,other,housemaid
107,upper,other,management
108,upper,other,retired
109,upper,other,self-employed
110,upper,other,services
111,upper,other,student
112,upper,other,technician
113,upper,other,unemployed
114,upper,other,unknown
115,upper,success,apr
116,upper,success,aug
117,upper,success,dec
118,upper,success,feb
119,upper,success,jan
120,upper,success,jul
121,upper,success,jun
122,upper,success,mar
123,upper,success,may
124,upper,success,nov
125,upper,success,oct
126,upper,success,sep
127,upper,unknown,apr
128,upper,unknown,aug
129,upper,unknown,dec
130,upper,unknown,feb
131,upper,unknown,jan
132,upper,unknown,jul
133,upper,unknown,jun
134,upper,unknown,mar
135,upper,unknown,may
136,upper,unknown,nov
137,upper,unknown,oct
138,upper,unknown,sep
0,no,,
1,no,,
2,,,
3,no,,
4,no,,
5,no,,
6,no,,
7,no,,
8,no,,
9,no,,
10,no,,
11,,,
12,no,,
13,no,,
14,no,,
15,no,,
16,no,,
17,no,,
18,,,
19,,,
20,yes,,
21,,,
22,,,
23,,,
24,no,,
25,,,
26,,,
27,,,
28,no,,
29,no,,
30,no,,
31,no,,
32,no,,
33,no,,
34,no,,
35,no,,
36,no,,
37,no,,
38,no,,
39,,,
40,no,,
41,no,,
42,no,,
43,no,,
44,no,,
45,no,,
46,no,,
47,no,,
48,,,
49,no,,
50,no,,
51,no,,
52,no,,
53,no,,
54,no,,
55,no,,
56,no,,
57,no,,
58,no,,
59,yes,,
60,no,,
61,no,,
62,yes,,
63,,,
64,yes,,
65,no,,
66,yes,,
67,no,,
68,no,,
69,no,,
70,no,,
71,no,,
72,no,,
73,no,,
74,no,,
75,no,,
76,no,,
77,no,,
78,no,,
79,no,,
80,no,,
81,no,,
82,no,,
83,no,,
84,no,,
85,no,,
86,no,,
87,no,,
88,no,,
89,no,,
90,yes,,
91,no,,
92,no,,
93,no,,
94,no,,
95,no,,
96,yes,,
97,yes,,
98,no,,
99,no,,
100,no,,
101,no,,
102,no,,
103,no,,
104,no,,
105,no,,
106,no,,
107,no,,
108,no,,
109,no,,
110,no,,
111,no,,
112,yes,,
113,no,,
114,,,
115,yes,,
116,yes,,
117,yes,,
118,yes,,
119,yes,,
120,yes,,
121,yes,,
122,yes,,
123,yes,,
124,yes,,
125,yes,,
126,yes,,
127,no,,
128,no,,
129,yes,,
130,no,,
131,no,,
132,no,,
133,no,,
134,yes,,
135,no,,
136,no,,
137,yes,,
138,yes,,
