,0,1,2,3,4,5,6
206,duration,month,poutcome,education,job,,
207,duration,month,job,,,,
208,duration,month,job,,,,
209,duration,month,job,,,,
210,duration,month,job,,,,
211,duration,month,job,campaign,marital,,
212,duration,month,job,campaign,marital,,
213,duration,month,job,campaign,marital,education,
214,duration,month,job,campaign,marital,education,
215,duration,month,job,campaign,marital,education,housing
216,duration,month,job,campaign,marital,education,housing
217,duration,month,job,campaign,,,
218,duration,month,job,contact,,,
219,duration,month,job,contact,,,
220,duration,month,job,,,,
221,duration,month,job,,,,
222,duration,month,job,balance,,,
223,duration,month,job,balance,,,
224,duration,month,job,,,,
225,duration,month,job,marital,,,
226,duration,month,job,marital,,,
227,duration,month,job,marital,,,
228,duration,month,job,education,,,
229,duration,month,job,education,,,
230,duration,month,job,education,balance,marital,
231,duration,month,job,education,balance,marital,
232,duration,month,job,education,balance,marital,
233,duration,month,job,education,balance,,
234,duration,month,job,,,,
235,duration,month,job,,,,
236,duration,month,job,,,,
237,duration,month,job,poutcome,,,
238,duration,month,job,poutcome,,,
239,duration,month,job,poutcome,housing,,
240,duration,month,job,poutcome,housing,,
241,duration,month,job,poutcome,,,
242,duration,month,job,,,,
243,duration,month,job,,,,
244,duration,month,job,marital,,,
245,duration,month,job,marital,,,
246,duration,month,job,marital,day,,
247,duration,month,job,marital,day,balance,campaign
248,duration,month,job,marital,day,balance,campaign
249,duration,month,job,marital,day,balance,
250,duration,month,job,,,,
251,duration,month,job,,,,
252,duration,month,job,housing,campaign,,
253,duration,month,job,housing,campaign,,
254,duration,month,job,housing,,,
255,duration,month,day,job,,,
256,duration,month,day,job,age,,
257,duration,month,day,job,age,,
258,duration,month,day,job,,,
259,duration,month,day,job,,,
260,duration,month,day,job,campaign,,
261,duration,month,day,job,campaign,,
262,duration,month,day,job,,,
263,duration,month,day,job,,,
264,duration,month,day,job,,,
265,duration,month,day,job,,,
266,duration,month,day,job,,,
267,duration,month,day,job,,,
268,duration,month,day,job,,,
269,duration,month,day,job,housing,age,marital
270,duration,month,day,job,housing,age,marital
271,duration,month,day,job,housing,age,marital
272,duration,month,day,job,housing,age,
273,duration,month,day,job,housing,,
274,duration,month,day,job,,,
275,duration,month,day,job,,,
276,duration,month,day,job,,,
277,duration,month,day,job,,,
278,duration,month,day,job,,,
279,duration,month,day,job,,,
280,duration,month,day,job,,,
281,duration,month,day,job,,,
282,duration,month,day,job,,,
283,duration,month,job,age,,,
284,duration,month,job,age,,,
285,duration,month,job,,,,
286,duration,month,job,,,,
287,duration,month,job,education,,,
288,duration,month,job,education,,,
289,duration,month,job,education,,,
290,duration,month,job,age,,,
291,duration,month,job,age,day,,
292,duration,month,job,age,day,,
293,duration,month,job,balance,education,,
294,duration,month,job,balance,education,,
295,duration,month,job,balance,education,,
296,duration,month,job,balance,,,
297,duration,month,job,,,,
298,duration,month,job,,,,
299,duration,month,job,,,,
300,duration,month,job,marital,,,
301,duration,month,job,marital,,,
302,duration,month,job,marital,,,
303,duration,month,job,,,,
304,duration,month,job,,,,
305,duration,month,job,,,,
306,duration,month,job,,,,
307,duration,month,job,,,,
308,duration,month,job,campaign,,,
309,duration,month,job,campaign,,,
310,duration,month,job,education,,,
311,duration,month,job,education,balance,,
312,duration,month,job,education,balance,,
313,duration,month,job,education,,,
314,duration,month,job,,,,
315,duration,month,job,,,,
316,duration,month,job,balance,,,
317,duration,month,job,balance,campaign,,
318,duration,month,job,balance,campaign,,
319,duration,month,job,day,,,
320,duration,month,job,day,,,
321,duration,month,job,,,,
322,duration,poutcome,month,job,age,,
323,duration,poutcome,month,job,age,,
324,duration,poutcome,month,job,marital,,
325,duration,poutcome,month,job,marital,,
326,duration,poutcome,month,job,marital,age,
327,duration,poutcome,month,job,marital,age,
328,duration,poutcome,month,job,,,
329,duration,poutcome,month,job,,,
330,duration,poutcome,month,job,default,day,marital
331,duration,poutcome,month,job,default,day,marital
332,duration,poutcome,month,job,default,day,marital
333,duration,poutcome,month,job,default,day,
334,duration,poutcome,month,job,default,,
335,duration,poutcome,month,job,,,
336,duration,poutcome,month,job,marital,,
337,duration,poutcome,month,job,marital,,
338,duration,poutcome,month,job,marital,,
339,duration,poutcome,month,job,,,
340,duration,poutcome,month,job,,,
341,duration,poutcome,month,job,marital,,
342,duration,poutcome,month,job,marital,,
343,duration,poutcome,month,job,marital,balance,
344,duration,poutcome,month,job,marital,balance,
345,duration,poutcome,month,job,,,
346,duration,poutcome,month,job,,,
347,duration,poutcome,month,job,marital,,
348,duration,poutcome,month,job,marital,,
349,duration,poutcome,month,job,marital,,
350,duration,poutcome,month,job,,,
351,duration,poutcome,month,job,education,,
352,duration,poutcome,month,job,education,,
353,duration,poutcome,month,job,education,,
354,duration,poutcome,month,job,,,
355,duration,poutcome,month,job,,,
356,duration,poutcome,month,job,,,
357,duration,poutcome,month,job,,,
358,duration,poutcome,month,job,,,
359,duration,poutcome,month,job,age,,
360,duration,poutcome,month,job,age,,
361,duration,poutcome,month,job,,,
362,duration,poutcome,month,job,,,
363,duration,poutcome,month,job,,,
364,duration,poutcome,month,job,,,
365,duration,poutcome,month,job,,,
366,duration,poutcome,month,job,,,
367,duration,poutcome,month,job,,,
368,duration,poutcome,month,job,,,
369,duration,poutcome,month,job,,,
370,duration,poutcome,month,job,,,
371,duration,poutcome,month,job,,,
372,duration,poutcome,month,job,,,
373,duration,poutcome,month,job,,,
374,duration,poutcome,month,job,,,
375,duration,poutcome,month,job,,,
376,duration,poutcome,month,job,,,
377,duration,poutcome,month,job,,,
378,duration,poutcome,month,job,,,
379,duration,poutcome,month,job,,,
380,duration,poutcome,month,job,,,
381,duration,poutcome,month,job,,,
382,duration,poutcome,month,job,,,
383,duration,poutcome,month,job,,,
384,duration,poutcome,month,,,,
385,duration,poutcome,month,job,,,
386,duration,poutcome,month,job,,,
387,duration,poutcome,month,job,,,
388,duration,poutcome,month,job,,,
389,duration,poutcome,month,job,age,,
390,duration,poutcome,month,job,age,,
391,duration,poutcome,month,job,,,
392,duration,poutcome,month,job,,,
393,duration,poutcome,month,job,,,
394,duration,poutcome,month,job,,,
395,duration,poutcome,month,job,,,
396,duration,poutcome,month,job,,,
397,duration,poutcome,month,job,age,,
398,duration,poutcome,month,job,age,,
399,duration,poutcome,month,job,,,
400,duration,poutcome,month,job,,,
401,duration,poutcome,month,job,,,
402,duration,poutcome,month,job,housing,campaign,
403,duration,poutcome,month,job,housing,campaign,
404,duration,poutcome,month,job,housing,,
405,duration,poutcome,month,job,,,
406,duration,poutcome,month,job,,,
407,duration,poutcome,month,job,,,
408,duration,poutcome,month,job,,,
409,duration,poutcome,month,job,age,,
410,duration,poutcome,month,job,age,,
411,duration,poutcome,month,job,,,
412,duration,poutcome,month,education,,,
413,duration,poutcome,month,education,,,
414,duration,poutcome,month,education,,,
415,duration,poutcome,month,job,day,marital,
416,duration,poutcome,month,job,day,marital,
417,duration,poutcome,month,job,day,marital,campaign
418,duration,poutcome,month,job,day,marital,campaign
419,duration,poutcome,month,job,day,,
420,duration,poutcome,month,job,housing,marital,
421,duration,poutcome,month,job,housing,marital,
422,duration,poutcome,month,job,housing,marital,
423,duration,poutcome,month,job,housing,,
424,duration,poutcome,month,job,marital,,
425,duration,poutcome,month,job,marital,,
426,duration,poutcome,month,job,marital,,
427,duration,poutcome,month,job,,,
428,duration,poutcome,month,job,balance,age,marital
429,duration,poutcome,month,job,balance,age,marital
430,duration,poutcome,month,job,balance,age,marital
431,duration,poutcome,month,job,balance,age,
432,duration,poutcome,month,job,balance,,
433,duration,poutcome,month,job,,,
434,duration,poutcome,month,job,,,
435,duration,poutcome,month,job,day,campaign,
436,duration,poutcome,month,job,day,campaign,
437,duration,poutcome,month,job,day,,
438,duration,poutcome,month,job,,,
439,duration,poutcome,month,job,loan,,
440,duration,poutcome,month,job,loan,,
441,duration,poutcome,month,job,,,
442,duration,poutcome,month,job,marital,,
443,duration,poutcome,month,job,marital,,
444,duration,poutcome,month,job,marital,,
445,duration,poutcome,month,job,,,
446,duration,poutcome,month,job,,,
447,duration,poutcome,month,job,,,
448,duration,poutcome,month,job,balance,,
449,duration,poutcome,month,job,balance,age,
450,duration,poutcome,month,job,balance,age,education
451,duration,poutcome,month,job,balance,age,education
452,duration,poutcome,month,job,balance,age,education
453,duration,poutcome,month,job,,,
454,duration,poutcome,month,job,,,
455,duration,poutcome,month,job,,,
456,duration,poutcome,month,job,,,
457,duration,poutcome,month,job,education,,
458,duration,poutcome,month,job,education,,
459,duration,poutcome,month,job,education,,
460,duration,poutcome,month,job,,,
461,duration,poutcome,month,job,,,
462,duration,poutcome,month,job,,,
463,duration,poutcome,month,job,,,
464,duration,poutcome,month,job,,,
465,duration,poutcome,month,job,,,
466,duration,poutcome,month,job,,,
467,duration,poutcome,month,job,,,
468,duration,poutcome,month,job,,,
469,duration,poutcome,month,job,,,
470,duration,poutcome,month,job,housing,,
471,duration,poutcome,month,job,housing,,
472,duration,poutcome,month,job,,,
473,duration,poutcome,month,job,,,
474,duration,poutcome,month,job,,,
475,duration,poutcome,month,job,,,
476,duration,poutcome,month,job,,,
477,duration,poutcome,month,job,marital,,
478,duration,poutcome,month,job,marital,,
479,duration,poutcome,month,job,marital,age,
480,duration,poutcome,month,job,marital,age,
481,duration,poutcome,month,job,,,
482,duration,poutcome,month,job,,,
483,duration,poutcome,month,job,,,
484,duration,poutcome,month,job,,,
485,duration,poutcome,month,job,,,
486,duration,poutcome,month,job,age,,
487,duration,poutcome,month,job,age,,
488,duration,poutcome,job,month,,,
489,duration,poutcome,job,month,,,
490,duration,poutcome,job,month,,,
491,duration,poutcome,job,month,,,
492,duration,poutcome,job,month,,,
493,duration,poutcome,job,month,,,
494,duration,poutcome,job,month,,,
495,duration,poutcome,job,month,,,
496,duration,poutcome,job,month,,,
497,duration,poutcome,job,month,,,
498,duration,poutcome,job,month,,,
499,duration,poutcome,job,month,,,
500,duration,poutcome,job,month,balance,,
501,duration,poutcome,job,month,balance,,
502,duration,poutcome,job,month,,,
503,duration,poutcome,job,month,,,
504,duration,poutcome,job,month,,,
505,duration,poutcome,job,month,,,
506,duration,poutcome,job,month,,,
507,duration,poutcome,job,month,,,
508,duration,poutcome,job,month,,,
509,duration,poutcome,job,month,,,
510,duration,poutcome,job,month,,,
511,duration,poutcome,job,month,,,
512,duration,poutcome,job,month,,,
513,duration,poutcome,job,,,,
514,duration,poutcome,job,,,,
515,duration,poutcome,job,month,day,,
516,duration,poutcome,job,month,day,,
517,duration,poutcome,job,month,age,,
518,duration,poutcome,job,month,age,,
519,duration,poutcome,job,month,,,
520,duration,poutcome,job,month,marital,,
521,duration,poutcome,job,month,marital,,
522,duration,poutcome,job,month,marital,,
523,duration,poutcome,job,month,,,
524,duration,poutcome,job,month,,,
525,duration,poutcome,job,month,,,
526,duration,poutcome,job,month,,,
527,duration,poutcome,job,month,campaign,,
528,duration,poutcome,job,month,campaign,age,
529,duration,poutcome,job,month,campaign,age,marital
530,duration,poutcome,job,month,campaign,age,marital
531,duration,poutcome,job,month,campaign,age,marital
532,duration,poutcome,job,month,,,
533,duration,poutcome,job,month,,,
534,duration,poutcome,job,month,,,
535,duration,poutcome,job,month,,,
536,duration,poutcome,job,month,,,
537,duration,poutcome,job,month,,,
538,duration,poutcome,job,month,,,
539,duration,poutcome,job,month,,,
540,duration,poutcome,job,month,,,
541,duration,poutcome,job,month,,,
542,duration,poutcome,job,month,,,
543,duration,poutcome,job,month,,,
544,duration,poutcome,job,month,,,
545,duration,poutcome,job,month,,,
546,duration,poutcome,job,month,,,
547,duration,poutcome,job,marital,,,
548,duration,poutcome,job,marital,,,
549,duration,poutcome,job,marital,,,
550,duration,poutcome,job,age,,,
551,duration,poutcome,job,age,marital,,
552,duration,poutcome,job,age,marital,,
553,duration,poutcome,job,age,marital,education,
554,duration,poutcome,job,age,marital,education,default
555,duration,poutcome,job,age,marital,education,default
556,duration,poutcome,job,age,marital,education,
557,duration,poutcome,job,,,,
558,duration,poutcome,job,month,,,
559,duration,poutcome,job,month,,,
560,duration,poutcome,job,month,,,
561,duration,poutcome,job,month,,,
562,duration,poutcome,job,month,,,
563,duration,poutcome,job,month,,,
564,duration,poutcome,job,month,,,
565,duration,poutcome,job,month,,,
566,duration,poutcome,job,month,housing,,
567,duration,poutcome,job,month,housing,,
568,duration,poutcome,job,month,marital,,
569,duration,poutcome,job,month,marital,,
570,duration,poutcome,job,month,marital,,
571,duration,poutcome,job,month,,,
572,duration,poutcome,job,month,,,
573,duration,poutcome,job,,,,
574,duration,poutcome,month,campaign,day,age,
575,duration,poutcome,month,campaign,day,age,
576,duration,poutcome,month,campaign,day,,
577,duration,poutcome,month,campaign,,,
578,duration,poutcome,month,education,,,
579,duration,poutcome,month,education,,,
580,duration,poutcome,month,education,,,
581,duration,poutcome,month,,,,
582,duration,poutcome,month,age,,,
583,duration,poutcome,month,age,job,,
584,duration,poutcome,month,age,job,,
585,duration,poutcome,month,age,job,,
586,duration,poutcome,month,age,job,,
587,duration,poutcome,month,age,job,education,
588,duration,poutcome,month,age,job,education,
589,duration,poutcome,month,age,job,education,
590,duration,poutcome,month,age,job,,
591,duration,poutcome,month,age,job,,
592,duration,poutcome,month,age,job,,
593,duration,poutcome,month,age,job,,
594,duration,poutcome,month,age,job,,
595,duration,poutcome,month,age,job,,
596,duration,poutcome,month,job,,,
597,duration,poutcome,month,job,,,
598,duration,poutcome,month,job,,,
599,duration,poutcome,month,job,,,
600,duration,poutcome,month,job,,,
601,duration,poutcome,month,job,,,
602,duration,poutcome,month,job,,,
603,duration,poutcome,month,job,,,
604,duration,poutcome,month,job,,,
605,duration,poutcome,month,job,,,
606,duration,poutcome,month,job,,,
607,duration,poutcome,month,age,,,
608,duration,poutcome,month,age,,,
609,duration,poutcome,month,job,,,
610,duration,poutcome,month,job,,,
611,duration,poutcome,month,job,,,
612,duration,poutcome,month,job,,,
613,duration,poutcome,month,job,,,
614,duration,poutcome,month,job,,,
615,duration,poutcome,month,job,,,
616,duration,poutcome,month,job,,,
617,duration,poutcome,month,job,,,
618,duration,poutcome,month,job,,,
619,duration,poutcome,month,job,,,
620,duration,poutcome,month,,,,
621,duration,poutcome,month,contact,job,,
622,duration,poutcome,month,contact,job,age,
623,duration,poutcome,month,contact,job,age,
624,duration,poutcome,month,contact,job,,
625,duration,poutcome,month,contact,job,,
626,duration,poutcome,month,contact,job,,
627,duration,poutcome,month,contact,job,,
628,duration,poutcome,month,contact,job,,
629,duration,poutcome,month,contact,job,,
630,duration,poutcome,month,contact,job,,
631,duration,poutcome,month,contact,job,balance,
632,duration,poutcome,month,contact,job,balance,
633,duration,poutcome,month,contact,job,,
634,duration,poutcome,month,contact,,,
635,duration,poutcome,month,job,,,
636,duration,poutcome,month,job,,,
637,duration,poutcome,month,job,,,
638,duration,poutcome,month,job,,,
639,duration,poutcome,month,job,age,,
640,duration,poutcome,month,job,age,,
641,duration,poutcome,month,job,,,
642,duration,poutcome,month,job,,,
643,duration,poutcome,month,job,,,
644,duration,poutcome,month,job,,,
645,duration,poutcome,month,job,,,
646,duration,poutcome,month,job,,,
647,duration,poutcome,month,job,,,
648,duration,poutcome,month,job,,,
649,duration,poutcome,month,job,,,
650,duration,poutcome,month,job,,,
651,duration,poutcome,month,job,,,
652,duration,poutcome,month,job,,,
653,duration,poutcome,month,job,,,
654,duration,poutcome,month,job,,,
655,duration,poutcome,month,job,,,
656,duration,poutcome,month,job,age,,
657,duration,poutcome,month,job,age,,
658,duration,poutcome,month,job,,,
659,duration,poutcome,month,,,,
660,duration,poutcome,month,housing,job,marital,
661,duration,poutcome,month,housing,job,marital,age
662,duration,poutcome,month,housing,job,marital,age
663,duration,poutcome,month,housing,job,marital,
664,duration,poutcome,month,housing,job,education,age
665,duration,poutcome,month,housing,job,education,age
666,duration,poutcome,month,housing,job,education,
667,duration,poutcome,month,housing,job,education,
668,duration,poutcome,month,housing,job,,
669,duration,poutcome,month,housing,job,,
670,duration,poutcome,month,housing,job,marital,
671,duration,poutcome,month,housing,job,marital,age
672,duration,poutcome,month,housing,job,marital,age
673,duration,poutcome,month,housing,job,marital,
674,duration,poutcome,month,housing,job,campaign,balance
675,duration,poutcome,month,housing,job,campaign,balance
676,duration,poutcome,month,housing,job,campaign,
677,duration,poutcome,month,housing,job,,
678,duration,poutcome,month,housing,job,,
679,duration,poutcome,month,housing,job,education,
680,duration,poutcome,month,housing,job,education,
681,duration,poutcome,month,housing,job,education,
682,duration,poutcome,month,housing,job,age,
683,duration,poutcome,month,housing,job,age,education
684,duration,poutcome,month,housing,job,age,education
685,duration,poutcome,month,housing,job,age,education
686,duration,poutcome,month,housing,job,,
687,duration,poutcome,month,housing,job,,
688,duration,poutcome,month,housing,job,campaign,education
689,duration,poutcome,month,housing,job,campaign,education
690,duration,poutcome,month,housing,job,campaign,education
691,duration,poutcome,month,housing,job,campaign,
692,duration,poutcome,month,housing,job,loan,default
693,duration,poutcome,month,housing,job,loan,default
694,duration,poutcome,month,housing,job,loan,
695,duration,poutcome,month,housing,job,,
696,duration,poutcome,month,housing,job,education,
697,duration,poutcome,month,housing,job,education,
698,duration,poutcome,month,housing,job,education,loan
699,duration,poutcome,month,housing,job,education,loan
700,duration,poutcome,month,housing,job,,
701,duration,poutcome,month,housing,job,,
702,duration,poutcome,month,housing,job,marital,
703,duration,poutcome,month,housing,job,marital,
704,duration,poutcome,month,housing,job,marital,campaign
705,duration,poutcome,month,housing,job,marital,campaign
706,duration,poutcome,month,housing,job,,
707,duration,poutcome,month,housing,job,balance,
708,duration,poutcome,month,housing,job,balance,day
709,duration,poutcome,month,housing,job,balance,day
710,duration,poutcome,month,housing,job,,
711,duration,poutcome,month,job,day,,
712,duration,poutcome,month,job,day,age,
713,duration,poutcome,month,job,day,age,education
714,duration,poutcome,month,job,day,age,education
715,duration,poutcome,month,job,day,age,education
716,duration,poutcome,month,job,education,,
717,duration,poutcome,month,job,education,default,balance
718,duration,poutcome,month,job,education,default,balance
719,duration,poutcome,month,job,education,default,
720,duration,poutcome,month,job,education,,
721,duration,poutcome,month,job,age,,
722,duration,poutcome,month,job,age,,
723,duration,poutcome,month,job,,,
724,duration,poutcome,month,job,education,,
725,duration,poutcome,month,job,education,,
726,duration,poutcome,month,job,education,marital,housing
727,duration,poutcome,month,job,education,marital,housing
728,duration,poutcome,month,job,education,marital,loan
729,duration,poutcome,month,job,education,marital,loan
730,duration,poutcome,month,job,education,marital,balance
731,duration,poutcome,month,job,education,marital,balance
732,duration,poutcome,month,job,marital,,
733,duration,poutcome,month,job,marital,day,
734,duration,poutcome,month,job,marital,day,education
735,duration,poutcome,month,job,marital,day,education
736,duration,poutcome,month,job,marital,day,education
737,duration,poutcome,month,job,marital,,
738,duration,poutcome,month,job,marital,,
739,duration,poutcome,month,job,marital,education,
740,duration,poutcome,month,job,marital,education,
741,duration,poutcome,month,job,marital,education,
742,duration,poutcome,month,job,marital,,
743,duration,poutcome,month,job,day,,
744,duration,poutcome,month,job,day,age,
745,duration,poutcome,month,job,day,age,contact
746,duration,poutcome,month,job,day,age,contact
747,duration,poutcome,month,job,,,
748,duration,poutcome,month,job,day,marital,housing
749,duration,poutcome,month,job,day,marital,housing
750,duration,poutcome,month,job,day,marital,housing
751,duration,poutcome,month,job,day,marital,housing
752,duration,poutcome,month,job,day,marital,default
753,duration,poutcome,month,job,day,marital,default
754,duration,poutcome,month,job,day,marital,
755,duration,poutcome,month,job,day,marital,education
756,duration,poutcome,month,job,day,marital,education
757,duration,poutcome,month,job,day,marital,education
758,duration,poutcome,month,job,day,marital,balance
759,duration,poutcome,month,job,day,marital,balance
760,duration,poutcome,month,job,age,,
761,duration,poutcome,month,job,age,,
762,duration,poutcome,month,job,,,
763,duration,poutcome,month,job,,,
764,duration,poutcome,month,job,,,
765,duration,poutcome,month,job,,,
766,duration,poutcome,month,job,,,
767,duration,poutcome,month,job,,,
768,duration,poutcome,month,job,education,,
769,duration,poutcome,month,job,education,,
770,duration,poutcome,month,job,education,,
771,duration,poutcome,month,job,,,
772,duration,poutcome,month,job,,,
773,duration,poutcome,month,job,,,
774,duration,poutcome,month,job,,,
775,duration,poutcome,month,day,job,balance,contact
776,duration,poutcome,month,day,job,balance,contact
777,duration,poutcome,month,day,job,balance,
778,duration,poutcome,month,day,job,education,marital
779,duration,poutcome,month,day,job,education,marital
780,duration,poutcome,month,day,job,education,marital
781,duration,poutcome,month,day,job,education,
782,duration,poutcome,month,day,job,education,
783,duration,poutcome,month,day,job,education,
784,duration,poutcome,month,day,job,education,
785,duration,poutcome,month,day,job,education,
786,duration,poutcome,month,day,job,marital,
787,duration,poutcome,month,day,job,marital,
788,duration,poutcome,month,day,job,marital,
