,0,1,2,3,4
266,duration,month,education,job,
267,duration,month,education,job,balance
268,duration,month,education,job,balance
269,duration,month,education,job,
270,duration,month,education,job,
271,duration,month,education,job,
272,duration,month,education,job,day
273,duration,month,education,job,day
274,duration,month,education,job,
275,duration,month,education,job,
276,duration,month,education,balance,
277,duration,month,education,balance,job
278,duration,month,education,balance,job
279,duration,month,education,balance,job
280,duration,month,education,balance,job
281,duration,month,education,balance,job
282,duration,month,education,balance,job
283,duration,month,education,balance,job
284,duration,month,education,balance,job
285,duration,month,education,balance,job
286,duration,month,education,balance,job
287,duration,month,education,balance,job
288,duration,month,education,balance,job
289,duration,month,education,,
290,duration,poutcome,month,job,age
291,duration,poutcome,month,job,age
292,duration,poutcome,month,job,marital
293,duration,poutcome,month,job,marital
294,duration,poutcome,month,job,marital
295,duration,poutcome,month,job,
296,duration,poutcome,month,job,
297,duration,poutcome,month,job,default
298,duration,poutcome,month,job,default
299,duration,poutcome,month,job,
300,duration,poutcome,month,job,marital
301,duration,poutcome,month,job,marital
302,duration,poutcome,month,job,marital
303,duration,poutcome,month,job,
304,duration,poutcome,month,job,
305,duration,poutcome,month,job,marital
306,duration,poutcome,month,job,marital
307,duration,poutcome,month,job,marital
308,duration,poutcome,month,job,
309,duration,poutcome,month,job,
310,duration,poutcome,month,job,
311,duration,poutcome,month,job,marital
312,duration,poutcome,month,job,marital
313,duration,poutcome,month,job,marital
314,duration,poutcome,month,job,
315,duration,poutcome,month,job,education
316,duration,poutcome,month,job,education
317,duration,poutcome,month,job,education
318,duration,poutcome,month,job,education
319,duration,poutcome,month,job,
320,duration,poutcome,month,job,
321,duration,poutcome,month,job,
322,duration,poutcome,month,job,
323,duration,poutcome,month,job,
324,duration,poutcome,month,job,age
325,duration,poutcome,month,job,age
326,duration,poutcome,month,job,
327,duration,poutcome,month,job,
328,duration,poutcome,month,job,
329,duration,poutcome,month,job,
330,duration,poutcome,month,job,
331,duration,poutcome,month,job,
332,duration,poutcome,month,job,
333,duration,poutcome,month,job,
334,duration,poutcome,month,job,
335,duration,poutcome,month,job,
336,duration,poutcome,month,job,
337,duration,poutcome,month,job,
338,duration,poutcome,month,job,
339,duration,poutcome,month,job,
340,duration,poutcome,month,job,
341,duration,poutcome,month,job,
342,duration,poutcome,month,job,
343,duration,poutcome,month,job,
344,duration,poutcome,month,job,
345,duration,poutcome,month,job,
346,duration,poutcome,month,job,
347,duration,poutcome,month,job,
348,duration,poutcome,month,job,
349,duration,poutcome,month,job,
350,duration,poutcome,month,job,
351,duration,poutcome,month,job,
352,duration,poutcome,month,,
353,duration,poutcome,month,job,
354,duration,poutcome,month,job,
355,duration,poutcome,month,job,
356,duration,poutcome,month,job,
357,duration,poutcome,month,job,age
358,duration,poutcome,month,job,age
359,duration,poutcome,month,job,
360,duration,poutcome,month,job,
361,duration,poutcome,month,job,
362,duration,poutcome,month,job,
363,duration,poutcome,month,job,
364,duration,poutcome,month,job,
365,duration,poutcome,month,job,
366,duration,poutcome,month,job,age
367,duration,poutcome,month,job,age
368,duration,poutcome,month,job,
369,duration,poutcome,month,job,
370,duration,poutcome,month,job,
371,duration,poutcome,month,job,housing
372,duration,poutcome,month,job,housing
373,duration,poutcome,month,job,
374,duration,poutcome,month,job,
375,duration,poutcome,month,job,
376,duration,poutcome,month,job,
377,duration,poutcome,month,job,age
378,duration,poutcome,month,job,age
379,duration,poutcome,month,job,
380,duration,poutcome,month,job,
381,duration,poutcome,month,education,
382,duration,poutcome,month,education,
383,duration,poutcome,month,education,
384,duration,poutcome,month,education,
385,duration,poutcome,month,job,day
386,duration,poutcome,month,job,day
387,duration,poutcome,month,job,housing
388,duration,poutcome,month,job,housing
389,duration,poutcome,month,job,marital
390,duration,poutcome,month,job,marital
391,duration,poutcome,month,job,marital
392,duration,poutcome,month,job,
393,duration,poutcome,month,job,balance
394,duration,poutcome,month,job,balance
395,duration,poutcome,month,job,
396,duration,poutcome,month,job,
397,duration,poutcome,month,job,day
398,duration,poutcome,month,job,day
399,duration,poutcome,month,job,
400,duration,poutcome,month,job,loan
401,duration,poutcome,month,job,loan
402,duration,poutcome,month,job,
403,duration,poutcome,month,job,
404,duration,poutcome,month,job,marital
405,duration,poutcome,month,job,marital
406,duration,poutcome,month,job,marital
407,duration,poutcome,month,job,
408,duration,poutcome,month,job,
409,duration,poutcome,month,job,
410,duration,poutcome,month,job,balance
411,duration,poutcome,month,job,balance
412,duration,poutcome,month,job,
413,duration,poutcome,month,job,
414,duration,poutcome,month,job,
415,duration,poutcome,month,job,
416,duration,poutcome,month,job,education
417,duration,poutcome,month,job,education
418,duration,poutcome,month,job,education
419,duration,poutcome,month,job,education
420,duration,poutcome,month,job,
421,duration,poutcome,month,job,
422,duration,poutcome,month,job,
423,duration,poutcome,month,job,
424,duration,poutcome,month,job,
425,duration,poutcome,month,job,
426,duration,poutcome,month,job,
427,duration,poutcome,month,job,
428,duration,poutcome,month,job,
429,duration,poutcome,month,job,
430,duration,poutcome,month,job,
431,duration,poutcome,month,job,housing
432,duration,poutcome,month,job,housing
433,duration,poutcome,month,job,
434,duration,poutcome,month,job,
435,duration,poutcome,month,job,
436,duration,poutcome,month,job,
437,duration,poutcome,month,job,
438,duration,poutcome,month,job,
439,duration,poutcome,month,job,marital
440,duration,poutcome,month,job,marital
441,duration,poutcome,month,job,marital
442,duration,poutcome,month,job,
443,duration,poutcome,month,job,
444,duration,poutcome,month,job,
445,duration,poutcome,month,job,
446,duration,poutcome,month,job,
447,duration,poutcome,month,job,age
448,duration,poutcome,month,job,age
449,duration,poutcome,month,job,
450,duration,poutcome,job,month,
451,duration,poutcome,job,month,
452,duration,poutcome,job,month,
453,duration,poutcome,job,month,
454,duration,poutcome,job,month,
455,duration,poutcome,job,month,
456,duration,poutcome,job,month,
457,duration,poutcome,job,month,
458,duration,poutcome,job,month,
459,duration,poutcome,job,month,
460,duration,poutcome,job,month,
461,duration,poutcome,job,month,
462,duration,poutcome,job,month,balance
463,duration,poutcome,job,month,balance
464,duration,poutcome,job,month,
465,duration,poutcome,job,month,
466,duration,poutcome,job,month,
467,duration,poutcome,job,month,
468,duration,poutcome,job,month,
469,duration,poutcome,job,month,
470,duration,poutcome,job,month,
471,duration,poutcome,job,month,
472,duration,poutcome,job,month,
473,duration,poutcome,job,month,
474,duration,poutcome,job,month,
475,duration,poutcome,job,,
476,duration,poutcome,job,,
477,duration,poutcome,job,month,day
478,duration,poutcome,job,month,day
479,duration,poutcome,job,month,age
480,duration,poutcome,job,month,age
481,duration,poutcome,job,month,
482,duration,poutcome,job,month,marital
483,duration,poutcome,job,month,marital
484,duration,poutcome,job,month,marital
485,duration,poutcome,job,month,
486,duration,poutcome,job,month,
487,duration,poutcome,job,month,
488,duration,poutcome,job,month,
489,duration,poutcome,job,month,campaign
490,duration,poutcome,job,month,campaign
491,duration,poutcome,job,month,
492,duration,poutcome,job,month,
493,duration,poutcome,job,month,
494,duration,poutcome,job,month,
495,duration,poutcome,job,month,
496,duration,poutcome,job,month,
497,duration,poutcome,job,month,
498,duration,poutcome,job,month,
499,duration,poutcome,job,month,
500,duration,poutcome,job,month,
501,duration,poutcome,job,month,
502,duration,poutcome,job,month,
503,duration,poutcome,job,month,
504,duration,poutcome,job,month,
505,duration,poutcome,job,month,
506,duration,poutcome,job,marital,
507,duration,poutcome,job,marital,
508,duration,poutcome,job,marital,
509,duration,poutcome,job,age,
510,duration,poutcome,job,age,marital
511,duration,poutcome,job,age,marital
512,duration,poutcome,job,age,marital
513,duration,poutcome,job,,
514,duration,poutcome,job,month,
515,duration,poutcome,job,month,
516,duration,poutcome,job,month,
517,duration,poutcome,job,month,
518,duration,poutcome,job,month,
519,duration,poutcome,job,month,
520,duration,poutcome,job,month,
521,duration,poutcome,job,month,
522,duration,poutcome,job,month,housing
523,duration,poutcome,job,month,housing
524,duration,poutcome,job,month,marital
525,duration,poutcome,job,month,marital
526,duration,poutcome,job,month,marital
527,duration,poutcome,job,month,
528,duration,poutcome,job,month,
529,duration,poutcome,job,,
530,duration,poutcome,job,,
531,duration,poutcome,month,campaign,day
532,duration,poutcome,month,campaign,day
533,duration,poutcome,month,campaign,
534,duration,poutcome,month,education,
535,duration,poutcome,month,education,
536,duration,poutcome,month,education,
537,duration,poutcome,month,education,
538,duration,poutcome,month,,
539,duration,poutcome,month,age,
540,duration,poutcome,month,age,education
541,duration,poutcome,month,age,education
542,duration,poutcome,month,age,education
543,duration,poutcome,month,age,education
544,duration,poutcome,month,job,
545,duration,poutcome,month,job,
546,duration,poutcome,month,job,
547,duration,poutcome,month,job,
548,duration,poutcome,month,job,
549,duration,poutcome,month,job,
550,duration,poutcome,month,job,
551,duration,poutcome,month,job,
552,duration,poutcome,month,job,
553,duration,poutcome,month,job,
554,duration,poutcome,month,job,
555,duration,poutcome,month,job,
556,duration,poutcome,month,age,
557,duration,poutcome,month,age,
558,duration,poutcome,month,job,
559,duration,poutcome,month,job,
560,duration,poutcome,month,job,
561,duration,poutcome,month,job,
562,duration,poutcome,month,job,
563,duration,poutcome,month,job,
564,duration,poutcome,month,job,
565,duration,poutcome,month,job,
566,duration,poutcome,month,job,
567,duration,poutcome,month,job,
568,duration,poutcome,month,job,
569,duration,poutcome,month,job,
570,duration,poutcome,month,,
571,duration,poutcome,month,contact,job
572,duration,poutcome,month,contact,job
573,duration,poutcome,month,contact,job
574,duration,poutcome,month,contact,job
575,duration,poutcome,month,contact,job
576,duration,poutcome,month,contact,job
577,duration,poutcome,month,contact,job
578,duration,poutcome,month,contact,job
579,duration,poutcome,month,contact,job
580,duration,poutcome,month,contact,job
581,duration,poutcome,month,contact,job
582,duration,poutcome,month,contact,job
583,duration,poutcome,month,contact,
584,duration,poutcome,month,contact,
585,duration,poutcome,month,job,
586,duration,poutcome,month,job,
587,duration,poutcome,month,job,
588,duration,poutcome,month,job,
589,duration,poutcome,month,job,age
590,duration,poutcome,month,job,age
591,duration,poutcome,month,job,
592,duration,poutcome,month,job,
593,duration,poutcome,month,job,
594,duration,poutcome,month,job,
595,duration,poutcome,month,job,
596,duration,poutcome,month,job,
597,duration,poutcome,month,job,
598,duration,poutcome,month,job,
599,duration,poutcome,month,job,
600,duration,poutcome,month,job,
601,duration,poutcome,month,job,
602,duration,poutcome,month,job,
603,duration,poutcome,month,job,
604,duration,poutcome,month,job,
605,duration,poutcome,month,job,
606,duration,poutcome,month,job,
607,duration,poutcome,month,job,age
608,duration,poutcome,month,job,age
609,duration,poutcome,month,job,
610,duration,poutcome,month,job,
611,duration,poutcome,month,,
612,duration,poutcome,month,housing,job
613,duration,poutcome,month,housing,job
614,duration,poutcome,month,housing,job
615,duration,poutcome,month,housing,job
616,duration,poutcome,month,housing,job
617,duration,poutcome,month,housing,job
618,duration,poutcome,month,housing,job
619,duration,poutcome,month,housing,job
620,duration,poutcome,month,housing,job
621,duration,poutcome,month,housing,job
622,duration,poutcome,month,housing,job
623,duration,poutcome,month,housing,job
624,duration,poutcome,month,housing,job
625,duration,poutcome,month,housing,job
626,duration,poutcome,month,housing,job
627,duration,poutcome,month,housing,job
628,duration,poutcome,month,housing,job
629,duration,poutcome,month,housing,job
630,duration,poutcome,month,housing,job
631,duration,poutcome,month,housing,job
632,duration,poutcome,month,housing,job
633,duration,poutcome,month,housing,job
634,duration,poutcome,month,housing,job
635,duration,poutcome,month,housing,job
636,duration,poutcome,month,education,
637,duration,poutcome,month,education,job
638,duration,poutcome,month,education,job
639,duration,poutcome,month,education,job
640,duration,poutcome,month,education,job
641,duration,poutcome,month,education,job
642,duration,poutcome,month,education,job
643,duration,poutcome,month,education,job
644,duration,poutcome,month,education,job
645,duration,poutcome,month,education,job
646,duration,poutcome,month,education,job
647,duration,poutcome,month,education,job
648,duration,poutcome,month,education,job
649,duration,poutcome,month,education,contact
650,duration,poutcome,month,education,contact
651,duration,poutcome,month,education,contact
652,duration,poutcome,month,education,day
653,duration,poutcome,month,education,day
654,duration,poutcome,month,job,
655,duration,poutcome,month,job,
656,duration,poutcome,month,job,
657,duration,poutcome,month,job,
658,duration,poutcome,month,job,
659,duration,poutcome,month,job,
660,duration,poutcome,month,job,education
661,duration,poutcome,month,job,education
662,duration,poutcome,month,job,education
663,duration,poutcome,month,job,education
664,duration,poutcome,month,job,
665,duration,poutcome,month,job,
666,duration,poutcome,month,job,
667,duration,poutcome,month,job,
668,duration,poutcome,month,job,
669,duration,poutcome,month,day,job
670,duration,poutcome,month,day,job
671,duration,poutcome,month,day,job
672,duration,poutcome,month,day,job
673,duration,poutcome,month,day,job
674,duration,poutcome,month,day,job
675,duration,poutcome,month,day,job
676,duration,poutcome,month,day,job
677,duration,poutcome,month,day,job
678,duration,poutcome,month,day,job
679,duration,poutcome,month,day,job
680,duration,poutcome,month,day,job
681,duration,poutcome,month,day,job
682,duration,poutcome,month,day,job
683,duration,poutcome,month,day,job
684,duration,poutcome,month,day,job
685,duration,poutcome,month,day,job
686,duration,poutcome,month,day,job
687,duration,poutcome,month,day,job
688,duration,poutcome,month,day,job
689,duration,poutcome,month,day,job
690,duration,poutcome,month,day,job
691,duration,poutcome,month,day,job
692,duration,poutcome,month,day,job
693,duration,poutcome,month,day,job
694,duration,poutcome,month,day,job
695,duration,poutcome,month,day,job
696,duration,poutcome,month,day,job
697,duration,poutcome,month,day,job
698,duration,poutcome,month,day,job
699,duration,poutcome,month,day,job
700,duration,poutcome,month,day,job
701,duration,poutcome,month,day,job
702,duration,poutcome,month,day,job
703,duration,poutcome,month,day,job
704,duration,poutcome,month,day,job
705,duration,poutcome,month,day,job
706,duration,poutcome,month,day,job
707,duration,poutcome,month,day,job
708,duration,poutcome,month,day,job
709,duration,poutcome,month,day,job
710,duration,poutcome,month,day,job
711,duration,poutcome,month,day,job
712,duration,poutcome,month,day,job
713,duration,poutcome,month,day,job
714,duration,poutcome,month,day,job
715,duration,poutcome,month,day,job
716,duration,poutcome,month,day,job
717,duration,poutcome,month,job,contact
718,duration,poutcome,month,job,contact
719,duration,poutcome,month,job,contact
720,duration,poutcome,month,job,contact
721,duration,poutcome,month,job,contact
722,duration,poutcome,month,job,contact
723,duration,poutcome,month,job,marital
724,duration,poutcome,month,job,marital
725,duration,poutcome,month,job,marital
726,duration,poutcome,month,job,balance
727,duration,poutcome,month,job,balance
728,duration,poutcome,month,job,education
729,duration,poutcome,month,job,education
730,duration,poutcome,month,job,education
731,duration,poutcome,month,job,education
732,duration,poutcome,month,job,marital
733,duration,poutcome,month,job,marital
734,duration,poutcome,month,job,marital
735,duration,poutcome,month,job,marital
736,duration,poutcome,month,job,marital
737,duration,poutcome,month,job,marital
738,duration,poutcome,month,job,contact
739,duration,poutcome,month,job,contact
740,duration,poutcome,month,job,contact
741,duration,poutcome,month,job,
742,duration,poutcome,month,job,marital
743,duration,poutcome,month,job,marital
744,duration,poutcome,month,job,marital
745,duration,poutcome,month,job,education
746,duration,poutcome,month,job,education
747,duration,poutcome,month,job,education
748,duration,poutcome,month,job,education
749,duration,poutcome,month,job,
750,duration,poutcome,month,contact,job
751,duration,poutcome,month,contact,job
752,duration,poutcome,month,contact,job
753,duration,poutcome,month,contact,job
754,duration,poutcome,month,contact,job
755,duration,poutcome,month,contact,job
756,duration,poutcome,month,contact,job
757,duration,poutcome,month,contact,job
758,duration,poutcome,month,contact,job
759,duration,poutcome,month,contact,job
760,duration,poutcome,month,contact,job
761,duration,poutcome,month,contact,job
762,duration,poutcome,month,contact,job
763,duration,poutcome,month,contact,job
764,duration,poutcome,month,contact,job
765,duration,poutcome,month,contact,job
766,duration,poutcome,month,contact,job
767,duration,poutcome,month,contact,job
768,duration,poutcome,month,contact,job
769,duration,poutcome,month,contact,job
770,duration,poutcome,month,contact,job
771,duration,poutcome,month,contact,job
772,duration,poutcome,month,contact,job
773,duration,poutcome,month,contact,job
774,duration,poutcome,month,contact,job
775,duration,poutcome,month,contact,job
776,duration,poutcome,month,contact,job
777,duration,poutcome,month,contact,job
778,duration,poutcome,month,contact,job
779,duration,poutcome,month,contact,job
780,duration,poutcome,month,contact,job
781,duration,poutcome,month,contact,job
782,duration,poutcome,month,contact,job
783,duration,poutcome,month,contact,job
784,duration,poutcome,month,contact,job
785,duration,poutcome,month,contact,job
786,duration,poutcome,month,marital,
787,duration,poutcome,month,marital,day
788,duration,poutcome,month,marital,day
789,duration,poutcome,month,marital,
790,duration,poutcome,month,contact,job
791,duration,poutcome,month,contact,job
792,duration,poutcome,month,contact,job
793,duration,poutcome,month,contact,job
794,duration,poutcome,month,contact,job
795,duration,poutcome,month,contact,job
796,duration,poutcome,month,contact,job
797,duration,poutcome,month,contact,job
798,duration,poutcome,month,contact,job
799,duration,poutcome,month,contact,job
800,duration,poutcome,month,contact,job
801,duration,poutcome,month,contact,job
802,duration,poutcome,month,contact,job
803,duration,poutcome,month,contact,job
804,duration,poutcome,month,contact,job
805,duration,poutcome,month,contact,job
806,duration,poutcome,month,contact,job
807,duration,poutcome,month,contact,job
808,duration,poutcome,month,contact,job
809,duration,poutcome,month,contact,job
810,duration,poutcome,month,contact,job
811,duration,poutcome,month,contact,job
812,duration,poutcome,month,contact,job
813,duration,poutcome,month,contact,job
814,duration,poutcome,month,contact,balance
815,duration,poutcome,month,contact,balance
816,duration,poutcome,month,job,housing
817,duration,poutcome,month,job,housing
818,duration,poutcome,month,job,
819,duration,poutcome,month,job,education
820,duration,poutcome,month,job,education
821,duration,poutcome,month,job,education
822,duration,poutcome,month,job,education
823,duration,poutcome,month,job,
824,duration,poutcome,month,job,campaign
825,duration,poutcome,month,job,campaign
826,duration,poutcome,month,job,education
827,duration,poutcome,month,job,education
828,duration,poutcome,month,job,education
829,duration,poutcome,month,job,education
830,duration,poutcome,month,job,marital
831,duration,poutcome,month,job,marital
832,duration,poutcome,month,job,marital
833,duration,poutcome,month,job,education
834,duration,poutcome,month,job,education
835,duration,poutcome,month,job,education
836,duration,poutcome,month,job,education
837,duration,poutcome,month,job,
838,duration,poutcome,month,job,marital
839,duration,poutcome,month,job,marital
840,duration,poutcome,month,job,marital
841,duration,poutcome,month,job,
842,duration,poutcome,month,job,
843,duration,poutcome,month,job,age
844,duration,poutcome,month,job,age
845,duration,poutcome,month,job,
846,duration,poutcome,month,job,
847,duration,poutcome,month,job,
848,duration,poutcome,month,job,marital
849,duration,poutcome,month,job,marital
850,duration,poutcome,month,job,marital
851,duration,poutcome,month,job,marital
852,duration,poutcome,month,job,marital
853,duration,poutcome,month,job,marital
854,duration,poutcome,month,job,
855,duration,poutcome,month,job,
856,duration,poutcome,month,job,
857,duration,poutcome,month,job,
858,duration,poutcome,month,job,
859,duration,poutcome,month,job,
860,duration,poutcome,month,job,marital
861,duration,poutcome,month,job,marital
862,duration,poutcome,month,job,marital
863,duration,poutcome,month,job,
864,duration,poutcome,month,job,
865,duration,poutcome,month,job,
866,duration,poutcome,month,job,age
867,duration,poutcome,month,job,age
868,duration,poutcome,month,job,
869,duration,poutcome,month,job,
870,duration,poutcome,month,job,
871,duration,poutcome,month,job,
872,duration,poutcome,month,job,
873,duration,poutcome,month,job,
874,duration,poutcome,month,job,
0,lower,apr,admin.,primary,
1,lower,apr,admin.,secondary,
2,lower,apr,admin.,tertiary,no
3,lower,apr,admin.,tertiary,yes
4,lower,apr,admin.,unknown,
5,lower,apr,blue-collar,failure,
6,lower,apr,blue-collar,other,
7,lower,apr,blue-collar,success,
8,lower,apr,blue-collar,unknown,
9,lower,apr,entrepreneur,,
10,lower,apr,housemaid,,
11,lower,apr,management,no,lower
12,lower,apr,management,no,upper
13,lower,apr,management,yes,
14,lower,apr,retired,,
15,lower,apr,self-employed,divorced,
16,lower,apr,self-employed,married,
17,lower,apr,self-employed,single,
18,lower,apr,services,,
19,lower,apr,student,lower,
20,lower,apr,student,upper,
21,lower,apr,technician,cellular,divorced
22,lower,apr,technician,cellular,married
23,lower,apr,technician,cellular,single
24,lower,apr,technician,telephone,
25,lower,apr,technician,unknown,
26,lower,apr,unemployed,,
27,lower,apr,unknown,,
28,lower,aug,failure,admin.,
29,lower,aug,failure,blue-collar,
30,lower,aug,failure,entrepreneur,
31,lower,aug,failure,housemaid,
32,lower,aug,failure,management,divorced
33,lower,aug,failure,management,married
34,lower,aug,failure,management,single
35,lower,aug,failure,retired,
36,lower,aug,failure,self-employed,
37,lower,aug,failure,services,
38,lower,aug,failure,student,cellular
39,lower,aug,failure,student,telephone
40,lower,aug,failure,student,unknown
41,lower,aug,failure,technician,divorced
42,lower,aug,failure,technician,married
43,lower,aug,failure,technician,single
44,lower,aug,failure,unemployed,
45,lower,aug,failure,unknown,
46,lower,aug,other,lower,
47,lower,aug,other,upper,
48,lower,aug,success,lower,
49,lower,aug,success,upper,
