,0,1,2,3,4,5,6,7,8,9,10,11,12,13
142,duration,month,job,marital,,,,,,,,,,
143,duration,month,job,marital,,,,,,,,,,
144,duration,month,job,marital,age,,,,,,,,,
145,duration,month,job,marital,age,,,,,,,,,
146,duration,month,job,,,,,,,,,,,
147,duration,month,job,,,,,,,,,,,
148,duration,month,job,,,,,,,,,,,
149,duration,month,job,,,,,,,,,,,
150,duration,month,job,,,,,,,,,,,
151,duration,month,job,,,,,,,,,,,
152,duration,month,job,,,,,,,,,,,
153,duration,month,day,job,contact,,,,,,,,,
154,duration,month,day,job,contact,,,,,,,,,
155,duration,month,day,job,contact,age,,,,,,,,
156,duration,month,day,job,contact,age,,,,,,,,
157,duration,month,day,job,contact,,,,,,,,,
158,duration,month,day,job,contact,campaign,age,,,,,,,
159,duration,month,day,job,contact,campaign,age,loan,,,,,,
160,duration,month,day,job,contact,campaign,age,loan,,,,,,
161,duration,month,day,job,contact,campaign,,,,,,,,
162,duration,month,day,job,contact,,,,,,,,,
163,duration,month,day,job,loan,,,,,,,,,
164,duration,month,day,job,loan,marital,,,,,,,,
165,duration,month,day,job,loan,marital,,,,,,,,
166,duration,month,day,job,loan,marital,,,,,,,,
167,duration,month,day,job,,,,,,,,,,
168,duration,month,day,job,balance,,,,,,,,,
169,duration,month,day,job,balance,housing,age,,,,,,,
170,duration,month,day,job,balance,housing,age,loan,campaign,,,,,
171,duration,month,day,job,balance,housing,age,loan,campaign,,,,,
172,duration,month,day,job,balance,housing,age,loan,,,,,,
173,duration,month,day,job,balance,housing,,,,,,,,
174,duration,month,day,job,,,,,,,,,,
175,duration,month,day,job,,,,,,,,,,
176,duration,month,day,job,,,,,,,,,,
177,duration,month,day,job,,,,,,,,,,
178,duration,month,day,job,,,,,,,,,,
179,duration,month,day,job,,,,,,,,,,
180,duration,month,day,job,,,,,,,,,,
181,duration,month,day,,,,,,,,,,,
182,duration,month,contact,job,loan,,,,,,,,,
183,duration,month,contact,job,loan,,,,,,,,,
184,duration,month,contact,job,age,,,,,,,,,
185,duration,month,contact,job,age,day,,,,,,,,
186,duration,month,contact,job,age,day,,,,,,,,
187,duration,month,contact,job,,,,,,,,,,
188,duration,month,contact,job,,,,,,,,,,
189,duration,month,contact,job,day,,,,,,,,,
190,duration,month,contact,job,day,age,poutcome,,,,,,,
191,duration,month,contact,job,day,age,poutcome,,,,,,,
192,duration,month,contact,job,day,age,poutcome,,,,,,,
193,duration,month,contact,job,day,age,poutcome,,,,,,,
194,duration,month,contact,job,day,age,,,,,,,,
195,duration,month,contact,job,,,,,,,,,,
196,duration,month,contact,job,,,,,,,,,,
197,duration,month,contact,job,,,,,,,,,,
198,duration,month,contact,job,,,,,,,,,,
199,duration,month,contact,job,balance,,,,,,,,,
200,duration,month,contact,job,balance,age,,,,,,,,
201,duration,month,contact,job,balance,age,,,,,,,,
202,duration,month,contact,job,,,,,,,,,,
203,duration,month,contact,job,,,,,,,,,,
204,duration,month,contact,,,,,,,,,,,
205,duration,month,contact,,,,,,,,,,,
206,duration,month,job,,,,,,,,,,,
207,duration,month,job,,,,,,,,,,,
208,duration,month,job,,,,,,,,,,,
209,duration,month,job,,,,,,,,,,,
210,duration,month,job,campaign,marital,,,,,,,,,
211,duration,month,job,campaign,marital,,,,,,,,,
212,duration,month,job,campaign,marital,education,,,,,,,,
213,duration,month,job,campaign,marital,education,,,,,,,,
214,duration,month,job,campaign,marital,education,housing,,,,,,,
215,duration,month,job,campaign,marital,education,housing,,,,,,,
216,duration,month,job,campaign,marital,education,,,,,,,,
217,duration,month,job,campaign,,,,,,,,,,
218,duration,month,job,contact,,,,,,,,,,
219,duration,month,job,contact,,,,,,,,,,
220,duration,month,job,contact,,,,,,,,,,
221,duration,month,job,,,,,,,,,,,
222,duration,month,job,,,,,,,,,,,
223,duration,month,job,balance,,,,,,,,,,
224,duration,month,job,balance,,,,,,,,,,
225,duration,month,job,,,,,,,,,,,
226,duration,month,job,marital,,,,,,,,,,
227,duration,month,job,marital,,,,,,,,,,
228,duration,month,job,marital,,,,,,,,,,
229,duration,month,job,,,,,,,,,,,
230,duration,month,job,education,,,,,,,,,,
231,duration,month,job,education,,,,,,,,,,
232,duration,month,job,education,balance,marital,,,,,,,,
233,duration,month,job,education,balance,marital,,,,,,,,
234,duration,month,job,education,balance,marital,,,,,,,,
235,duration,month,job,education,balance,,,,,,,,,
236,duration,month,job,education,,,,,,,,,,
237,duration,month,job,,,,,,,,,,,
238,duration,month,job,,,,,,,,,,,
239,duration,month,job,,,,,,,,,,,
240,duration,month,job,poutcome,,,,,,,,,,
241,duration,month,job,poutcome,,,,,,,,,,
242,duration,month,job,poutcome,housing,,,,,,,,,
243,duration,month,job,poutcome,housing,,,,,,,,,
244,duration,month,job,poutcome,,,,,,,,,,
245,duration,month,job,,,,,,,,,,,
246,duration,month,job,,,,,,,,,,,
247,duration,month,job,marital,,,,,,,,,,
248,duration,month,job,marital,,,,,,,,,,
249,duration,month,job,marital,day,,,,,,,,,
250,duration,month,job,marital,day,education,,,,,,,,
251,duration,month,job,marital,day,education,campaign,,,,,,,
252,duration,month,job,marital,day,education,campaign,,,,,,,
253,duration,month,job,marital,day,education,,,,,,,,
254,duration,month,job,marital,day,education,,,,,,,,
255,duration,month,job,,,,,,,,,,,
256,duration,month,job,,,,,,,,,,,
257,duration,month,job,housing,contact,,,,,,,,,
258,duration,month,job,housing,contact,,,,,,,,,
259,duration,month,job,housing,contact,,,,,,,,,
260,duration,month,job,housing,,,,,,,,,,
261,duration,month,job,,,,,,,,,,,
262,duration,month,day,job,,,,,,,,,,
263,duration,month,day,job,age,,,,,,,,,
264,duration,month,day,job,age,,,,,,,,,
265,duration,month,day,job,,,,,,,,,,
266,duration,month,day,job,,,,,,,,,,
267,duration,month,day,job,campaign,,,,,,,,,
268,duration,month,day,job,campaign,,,,,,,,,
269,duration,month,day,job,,,,,,,,,,
270,duration,month,day,job,,,,,,,,,,
271,duration,month,day,job,,,,,,,,,,
272,duration,month,day,job,,,,,,,,,,
273,duration,month,day,job,,,,,,,,,,
274,duration,month,day,job,,,,,,,,,,
275,duration,month,day,job,,,,,,,,,,
276,duration,month,day,contact,,,,,,,,,,
277,duration,month,day,contact,,,,,,,,,,
278,duration,month,day,contact,job,,,,,,,,,
279,duration,month,day,contact,job,,,,,,,,,
280,duration,month,day,contact,job,,,,,,,,,
281,duration,month,day,contact,job,,,,,,,,,
282,duration,month,day,contact,job,,,,,,,,,
283,duration,month,day,contact,job,,,,,,,,,
284,duration,month,day,contact,job,,,,,,,,,
285,duration,month,day,contact,job,,,,,,,,,
286,duration,month,day,contact,job,,,,,,,,,
287,duration,month,day,contact,job,,,,,,,,,
288,duration,month,day,contact,job,,,,,,,,,
289,duration,month,day,contact,job,,,,,,,,,
290,duration,month,education,,,,,,,,,,,
291,duration,month,education,balance,job,,,,,,,,,
292,duration,month,education,balance,job,,,,,,,,,
293,duration,month,education,balance,job,,,,,,,,,
294,duration,month,education,balance,job,,,,,,,,,
295,duration,month,education,balance,job,,,,,,,,,
296,duration,month,education,balance,job,,,,,,,,,
297,duration,month,education,balance,job,,,,,,,,,
298,duration,month,education,balance,job,,,,,,,,,
299,duration,month,education,balance,job,,,,,,,,,
300,duration,month,education,balance,job,,,,,,,,,
301,duration,month,education,balance,job,,,,,,,,,
302,duration,month,education,balance,job,,,,,,,,,
303,duration,month,education,balance,housing,,,,,,,,,
304,duration,month,education,balance,housing,,,,,,,,,
305,duration,month,education,job,,,,,,,,,,
306,duration,month,education,job,,,,,,,,,,
307,duration,month,education,job,,,,,,,,,,
308,duration,month,education,job,,,,,,,,,,
309,duration,month,education,job,age,,,,,,,,,
310,duration,month,education,job,age,day,,,,,,,,
311,duration,month,education,job,age,day,,,,,,,,
312,duration,month,education,job,,,,,,,,,,
313,duration,month,education,job,,,,,,,,,,
314,duration,month,education,job,,,,,,,,,,
315,duration,month,education,job,,,,,,,,,,
316,duration,month,education,job,,,,,,,,,,
317,duration,month,education,job,,,,,,,,,,
318,duration,month,education,job,,,,,,,,,,
319,duration,month,education,,,,,,,,,,,
320,duration,month,education,,,,,,,,,,,
321,duration,month,education,job,,,,,,,,,,
322,duration,month,education,job,,,,,,,,,,
323,duration,month,education,job,,,,,,,,,,
324,duration,month,education,job,,,,,,,,,,
325,duration,month,education,job,,,,,,,,,,
326,duration,month,education,job,balance,,,,,,,,,
327,duration,month,education,job,balance,,,,,,,,,
328,duration,month,education,job,,,,,,,,,,
329,duration,month,education,job,,,,,,,,,,
330,duration,month,education,job,,,,,,,,,,
331,duration,month,education,job,day,,,,,,,,,
332,duration,month,education,job,day,,,,,,,,,
333,duration,month,education,job,,,,,,,,,,
334,duration,month,education,job,,,,,,,,,,
335,duration,month,education,balance,,,,,,,,,,
336,duration,month,education,balance,job,,,,,,,,,
337,duration,month,education,balance,job,,,,,,,,,
338,duration,month,education,balance,job,,,,,,,,,
339,duration,month,education,balance,job,,,,,,,,,
340,duration,month,education,balance,job,campaign,,,,,,,,
341,duration,month,education,balance,job,campaign,,,,,,,,
342,duration,month,education,balance,job,,,,,,,,,
343,duration,month,education,balance,job,,,,,,,,,
344,duration,month,education,balance,job,,,,,,,,,
345,duration,month,education,balance,job,,,,,,,,,
346,duration,month,education,balance,job,,,,,,,,,
347,duration,month,education,balance,job,,,,,,,,,
348,duration,month,education,balance,job,,,,,,,,,
349,duration,month,education,,,,,,,,,,,
350,duration,poutcome,month,job,age,,,,,,,,,
351,duration,poutcome,month,job,age,,,,,,,,,
352,duration,poutcome,month,job,marital,,,,,,,,,
353,duration,poutcome,month,job,marital,,,,,,,,,
354,duration,poutcome,month,job,marital,age,,,,,,,,
355,duration,poutcome,month,job,marital,age,,,,,,,,
356,duration,poutcome,month,job,,,,,,,,,,
357,duration,poutcome,month,job,,,,,,,,,,
358,duration,poutcome,month,job,default,day,marital,,,,,,,
359,duration,poutcome,month,job,default,day,marital,balance,,,,,,
360,duration,poutcome,month,job,default,day,marital,balance,,,,,,
361,duration,poutcome,month,job,default,day,marital,,,,,,,
362,duration,poutcome,month,job,default,day,,,,,,,,
363,duration,poutcome,month,job,default,,,,,,,,,
364,duration,poutcome,month,job,,,,,,,,,,
365,duration,poutcome,month,job,marital,,,,,,,,,
366,duration,poutcome,month,job,marital,,,,,,,,,
367,duration,poutcome,month,job,marital,,,,,,,,,
368,duration,poutcome,month,job,,,,,,,,,,
369,duration,poutcome,month,job,,,,,,,,,,
370,duration,poutcome,month,job,marital,,,,,,,,,
371,duration,poutcome,month,job,marital,,,,,,,,,
372,duration,poutcome,month,job,marital,balance,,,,,,,,
373,duration,poutcome,month,job,marital,balance,,,,,,,,
374,duration,poutcome,month,job,,,,,,,,,,
375,duration,poutcome,month,job,,,,,,,,,,
376,duration,poutcome,month,job,,,,,,,,,,
377,duration,poutcome,month,job,marital,,,,,,,,,
378,duration,poutcome,month,job,marital,,,,,,,,,
379,duration,poutcome,month,job,marital,,,,,,,,,
380,duration,poutcome,month,job,,,,,,,,,,
381,duration,poutcome,month,job,education,,,,,,,,,
382,duration,poutcome,month,job,education,,,,,,,,,
383,duration,poutcome,month,job,education,,,,,,,,,
384,duration,poutcome,month,job,education,,,,,,,,,
385,duration,poutcome,month,job,,,,,,,,,,
386,duration,poutcome,month,job,,,,,,,,,,
387,duration,poutcome,month,job,,,,,,,,,,
388,duration,poutcome,month,job,,,,,,,,,,
389,duration,poutcome,month,job,,,,,,,,,,
390,duration,poutcome,month,job,age,,,,,,,,,
391,duration,poutcome,month,job,age,,,,,,,,,
392,duration,poutcome,month,job,,,,,,,,,,
393,duration,poutcome,month,job,,,,,,,,,,
394,duration,poutcome,month,job,,,,,,,,,,
395,duration,poutcome,month,job,,,,,,,,,,
396,duration,poutcome,month,job,,,,,,,,,,
397,duration,poutcome,month,job,,,,,,,,,,
398,duration,poutcome,month,job,,,,,,,,,,
399,duration,poutcome,month,job,,,,,,,,,,
400,duration,poutcome,month,job,,,,,,,,,,
401,duration,poutcome,month,job,,,,,,,,,,
402,duration,poutcome,month,job,,,,,,,,,,
403,duration,poutcome,month,job,,,,,,,,,,
404,duration,poutcome,month,job,,,,,,,,,,
405,duration,poutcome,month,job,,,,,,,,,,
406,duration,poutcome,month,job,,,,,,,,,,
407,duration,poutcome,month,job,,,,,,,,,,
408,duration,poutcome,month,job,,,,,,,,,,
409,duration,poutcome,month,job,,,,,,,,,,
410,duration,poutcome,month,job,,,,,,,,,,
411,duration,poutcome,month,job,,,,,,,,,,
412,duration,poutcome,month,job,,,,,,,,,,
413,duration,poutcome,month,job,,,,,,,,,,
414,duration,poutcome,month,job,,,,,,,,,,
415,duration,poutcome,month,job,,,,,,,,,,
416,duration,poutcome,month,job,,,,,,,,,,
417,duration,poutcome,month,job,,,,,,,,,,
418,duration,poutcome,month,,,,,,,,,,,
419,duration,poutcome,month,job,,,,,,,,,,
420,duration,poutcome,month,job,,,,,,,,,,
421,duration,poutcome,month,job,,,,,,,,,,
422,duration,poutcome,month,job,,,,,,,,,,
423,duration,poutcome,month,job,age,,,,,,,,,
424,duration,poutcome,month,job,age,,,,,,,,,
425,duration,poutcome,month,job,,,,,,,,,,
426,duration,poutcome,month,job,,,,,,,,,,
427,duration,poutcome,month,job,,,,,,,,,,
428,duration,poutcome,month,job,,,,,,,,,,
429,duration,poutcome,month,job,,,,,,,,,,
430,duration,poutcome,month,job,,,,,,,,,,
431,duration,poutcome,month,job,,,,,,,,,,
432,duration,poutcome,month,job,age,,,,,,,,,
433,duration,poutcome,month,job,age,,,,,,,,,
434,duration,poutcome,month,job,,,,,,,,,,
435,duration,poutcome,month,job,,,,,,,,,,
436,duration,poutcome,month,job,,,,,,,,,,
437,duration,poutcome,month,job,housing,campaign,,,,,,,,
438,duration,poutcome,month,job,housing,campaign,,,,,,,,
439,duration,poutcome,month,job,housing,,,,,,,,,
440,duration,poutcome,month,job,,,,,,,,,,
441,duration,poutcome,month,job,,,,,,,,,,
442,duration,poutcome,month,job,,,,,,,,,,
443,duration,poutcome,month,job,,,,,,,,,,
444,duration,poutcome,month,job,age,,,,,,,,,
445,duration,poutcome,month,job,age,,,,,,,,,
446,duration,poutcome,month,job,,,,,,,,,,
447,duration,poutcome,month,job,,,,,,,,,,
448,duration,poutcome,month,education,,,,,,,,,,
449,duration,poutcome,month,education,,,,,,,,,,
450,duration,poutcome,month,education,,,,,,,,,,
451,duration,poutcome,month,education,,,,,,,,,,
452,duration,poutcome,month,job,day,marital,,,,,,,,
453,duration,poutcome,month,job,day,marital,,,,,,,,
454,duration,poutcome,month,job,day,marital,campaign,,,,,,,
455,duration,poutcome,month,job,day,marital,campaign,,,,,,,
456,duration,poutcome,month,job,day,,,,,,,,,
457,duration,poutcome,month,job,housing,marital,,,,,,,,
458,duration,poutcome,month,job,housing,marital,,,,,,,,
459,duration,poutcome,month,job,housing,marital,,,,,,,,
460,duration,poutcome,month,job,housing,,,,,,,,,
461,duration,poutcome,month,job,marital,,,,,,,,,
462,duration,poutcome,month,job,marital,,,,,,,,,
463,duration,poutcome,month,job,marital,,,,,,,,,
464,duration,poutcome,month,job,,,,,,,,,,
465,duration,poutcome,month,job,balance,age,marital,,,,,,,
466,duration,poutcome,month,job,balance,age,marital,,,,,,,
467,duration,poutcome,month,job,balance,age,marital,,,,,,,
468,duration,poutcome,month,job,balance,age,,,,,,,,
469,duration,poutcome,month,job,balance,,,,,,,,,
470,duration,poutcome,month,job,,,,,,,,,,
471,duration,poutcome,month,job,,,,,,,,,,
472,duration,poutcome,month,job,day,campaign,,,,,,,,
473,duration,poutcome,month,job,day,campaign,,,,,,,,
474,duration,poutcome,month,job,day,,,,,,,,,
475,duration,poutcome,month,job,,,,,,,,,,
476,duration,poutcome,month,job,loan,,,,,,,,,
477,duration,poutcome,month,job,loan,,,,,,,,,
478,duration,poutcome,month,job,,,,,,,,,,
479,duration,poutcome,month,job,,,,,,,,,,
480,duration,poutcome,month,job,marital,,,,,,,,,
481,duration,poutcome,month,job,marital,,,,,,,,,
482,duration,poutcome,month,job,marital,,,,,,,,,
483,duration,poutcome,month,job,,,,,,,,,,
484,duration,poutcome,month,job,,,,,,,,,,
485,duration,poutcome,month,job,,,,,,,,,,
486,duration,poutcome,month,job,balance,,,,,,,,,
487,duration,poutcome,month,job,balance,age,,,,,,,,
488,duration,poutcome,month,job,balance,age,education,,,,,,,
489,duration,poutcome,month,job,balance,age,education,,,,,,,
490,duration,poutcome,month,job,balance,age,education,marital,,,,,,
491,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,
492,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign
493,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign
494,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,,
495,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,,
496,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,,,
497,duration,poutcome,month,job,balance,age,education,marital,default,housing,,,,
498,duration,poutcome,month,job,balance,age,education,marital,default,,,,,
499,duration,poutcome,month,job,balance,age,education,marital,,,,,,
500,duration,poutcome,month,job,balance,age,education,,,,,,,
501,duration,poutcome,month,job,,,,,,,,,,
502,duration,poutcome,month,job,,,,,,,,,,
503,duration,poutcome,month,job,,,,,,,,,,
504,duration,poutcome,month,job,,,,,,,,,,
505,duration,poutcome,month,job,education,,,,,,,,,
506,duration,poutcome,month,job,education,,,,,,,,,
507,duration,poutcome,month,job,education,,,,,,,,,
508,duration,poutcome,month,job,education,,,,,,,,,
509,duration,poutcome,month,job,,,,,,,,,,
510,duration,poutcome,month,job,,,,,,,,,,
511,duration,poutcome,month,job,,,,,,,,,,
512,duration,poutcome,month,job,,,,,,,,,,
513,duration,poutcome,month,job,,,,,,,,,,
514,duration,poutcome,month,job,,,,,,,,,,
515,duration,poutcome,month,job,,,,,,,,,,
516,duration,poutcome,month,job,,,,,,,,,,
517,duration,poutcome,month,job,,,,,,,,,,
518,duration,poutcome,month,job,,,,,,,,,,
519,duration,poutcome,month,job,,,,,,,,,,
520,duration,poutcome,month,job,housing,,,,,,,,,
521,duration,poutcome,month,job,housing,,,,,,,,,
522,duration,poutcome,month,job,,,,,,,,,,
523,duration,poutcome,month,job,,,,,,,,,,
524,duration,poutcome,month,job,,,,,,,,,,
525,duration,poutcome,month,job,,,,,,,,,,
526,duration,poutcome,month,job,,,,,,,,,,
527,duration,poutcome,month,job,,,,,,,,,,
528,duration,poutcome,month,job,marital,,,,,,,,,
529,duration,poutcome,month,job,marital,,,,,,,,,
530,duration,poutcome,month,job,marital,age,,,,,,,,
531,duration,poutcome,month,job,marital,age,,,,,,,,
532,duration,poutcome,month,job,,,,,,,,,,
533,duration,poutcome,month,job,,,,,,,,,,
534,duration,poutcome,month,job,,,,,,,,,,
535,duration,poutcome,month,job,,,,,,,,,,
536,duration,poutcome,month,job,,,,,,,,,,
537,duration,poutcome,month,job,age,,,,,,,,,
538,duration,poutcome,month,job,age,,,,,,,,,
539,duration,poutcome,month,job,,,,,,,,,,
540,duration,poutcome,job,month,,,,,,,,,,
541,duration,poutcome,job,month,,,,,,,,,,
542,duration,poutcome,job,month,,,,,,,,,,
543,duration,poutcome,job,month,,,,,,,,,,
544,duration,poutcome,job,month,,,,,,,,,,
545,duration,poutcome,job,month,,,,,,,,,,
546,duration,poutcome,job,month,,,,,,,,,,
547,duration,poutcome,job,month,,,,,,,,,,
548,duration,poutcome,job,month,,,,,,,,,,
549,duration,poutcome,job,month,,,,,,,,,,
550,duration,poutcome,job,month,,,,,,,,,,
551,duration,poutcome,job,month,,,,,,,,,,
552,duration,poutcome,job,month,balance,,,,,,,,,
553,duration,poutcome,job,month,balance,,,,,,,,,
554,duration,poutcome,job,month,,,,,,,,,,
555,duration,poutcome,job,month,,,,,,,,,,
556,duration,poutcome,job,month,,,,,,,,,,
557,duration,poutcome,job,month,,,,,,,,,,
558,duration,poutcome,job,month,,,,,,,,,,
559,duration,poutcome,job,month,,,,,,,,,,
560,duration,poutcome,job,month,,,,,,,,,,
561,duration,poutcome,job,month,,,,,,,,,,
562,duration,poutcome,job,month,,,,,,,,,,
563,duration,poutcome,job,month,,,,,,,,,,
564,duration,poutcome,job,month,,,,,,,,,,
565,duration,poutcome,job,,,,,,,,,,,
566,duration,poutcome,job,,,,,,,,,,,
567,duration,poutcome,job,month,day,,,,,,,,,
568,duration,poutcome,job,month,day,,,,,,,,,
569,duration,poutcome,job,month,age,,,,,,,,,
570,duration,poutcome,job,month,age,,,,,,,,,
571,duration,poutcome,job,month,,,,,,,,,,
572,duration,poutcome,job,month,marital,,,,,,,,,
