,0,1,2,3,4,5,6,7,8
185,duration,month,poutcome,education,,,,,
186,duration,month,poutcome,education,marital,age,job,,
187,duration,month,poutcome,education,marital,age,job,,
188,duration,month,poutcome,education,marital,age,job,,
189,duration,month,poutcome,education,marital,age,job,,
190,duration,month,poutcome,education,marital,age,job,,
191,duration,month,poutcome,education,marital,age,job,,
192,duration,month,poutcome,education,marital,age,job,,
193,duration,month,poutcome,education,marital,age,job,,
194,duration,month,poutcome,education,marital,age,job,,
195,duration,month,poutcome,education,marital,age,job,,
196,duration,month,poutcome,education,marital,age,job,,
197,duration,month,poutcome,education,marital,age,,,
198,duration,month,poutcome,education,marital,,,,
199,duration,month,poutcome,education,marital,,,,
200,duration,month,poutcome,education,job,,,,
201,duration,month,poutcome,education,job,,,,
202,duration,month,poutcome,education,job,,,,
203,duration,month,poutcome,education,job,,,,
204,duration,month,poutcome,education,job,marital,,,
205,duration,month,poutcome,education,job,marital,,,
206,duration,month,poutcome,education,job,marital,day,,
207,duration,month,poutcome,education,job,marital,day,age,housing
208,duration,month,poutcome,education,job,marital,day,age,housing
209,duration,month,poutcome,education,job,marital,day,age,
210,duration,month,poutcome,education,job,,,,
211,duration,month,poutcome,education,job,,,,
212,duration,month,poutcome,education,job,,,,
213,duration,month,poutcome,education,job,,,,
214,duration,month,poutcome,education,job,campaign,day,,
215,duration,month,poutcome,education,job,campaign,day,,
216,duration,month,poutcome,education,job,campaign,,,
217,duration,month,poutcome,education,job,,,,
218,duration,month,job,,,,,,
219,duration,month,job,,,,,,
220,duration,month,job,,,,,,
221,duration,month,job,,,,,,
222,duration,month,job,campaign,marital,,,,
223,duration,month,job,campaign,marital,,,,
224,duration,month,job,campaign,marital,education,,,
225,duration,month,job,campaign,marital,education,,,
226,duration,month,job,campaign,marital,education,housing,,
227,duration,month,job,campaign,marital,education,housing,,
228,duration,month,job,campaign,,,,,
229,duration,month,job,contact,,,,,
230,duration,month,job,contact,,,,,
231,duration,month,job,,,,,,
232,duration,month,job,,,,,,
233,duration,month,job,balance,,,,,
234,duration,month,job,balance,,,,,
235,duration,month,job,,,,,,
236,duration,month,job,marital,,,,,
237,duration,month,job,marital,,,,,
238,duration,month,job,marital,,,,,
239,duration,month,job,education,,,,,
240,duration,month,job,education,,,,,
241,duration,month,job,education,balance,marital,,,
242,duration,month,job,education,balance,marital,,,
243,duration,month,job,education,balance,marital,,,
244,duration,month,job,education,balance,,,,
245,duration,month,job,,,,,,
246,duration,month,job,,,,,,
247,duration,month,job,,,,,,
248,duration,month,job,poutcome,,,,,
249,duration,month,job,poutcome,,,,,
250,duration,month,job,poutcome,housing,,,,
251,duration,month,job,poutcome,housing,,,,
252,duration,month,job,poutcome,,,,,
253,duration,month,job,,,,,,
254,duration,month,job,,,,,,
255,duration,month,job,marital,,,,,
256,duration,month,job,marital,,,,,
257,duration,month,job,marital,day,,,,
258,duration,month,job,marital,day,balance,campaign,,
259,duration,month,job,marital,day,balance,campaign,,
260,duration,month,job,marital,day,balance,,,
261,duration,month,job,,,,,,
262,duration,month,job,,,,,,
263,duration,month,job,housing,campaign,,,,
264,duration,month,job,housing,campaign,,,,
265,duration,month,job,housing,,,,,
266,duration,month,day,job,,,,,
267,duration,month,day,job,age,,,,
268,duration,month,day,job,age,,,,
269,duration,month,day,job,,,,,
270,duration,month,day,job,,,,,
271,duration,month,day,job,campaign,,,,
272,duration,month,day,job,campaign,,,,
273,duration,month,day,job,,,,,
274,duration,month,day,job,,,,,
275,duration,month,day,job,,,,,
276,duration,month,day,job,,,,,
277,duration,month,day,job,,,,,
278,duration,month,day,job,,,,,
279,duration,month,day,job,,,,,
280,duration,month,day,job,housing,age,marital,,
281,duration,month,day,job,housing,age,marital,,
282,duration,month,day,job,housing,age,marital,,
283,duration,month,day,job,housing,age,,,
284,duration,month,day,job,housing,,,,
285,duration,month,day,job,,,,,
286,duration,month,day,job,,,,,
287,duration,month,day,job,,,,,
288,duration,month,day,job,,,,,
289,duration,month,day,job,,,,,
290,duration,month,day,job,,,,,
291,duration,month,day,job,,,,,
292,duration,month,day,job,,,,,
293,duration,month,day,job,,,,,
294,duration,month,job,age,,,,,
295,duration,month,job,age,,,,,
296,duration,month,job,,,,,,
297,duration,month,job,,,,,,
298,duration,month,job,education,,,,,
299,duration,month,job,education,,,,,
300,duration,month,job,education,,,,,
301,duration,month,job,age,,,,,
302,duration,month,job,age,day,,,,
303,duration,month,job,age,day,,,,
304,duration,month,job,balance,education,,,,
305,duration,month,job,balance,education,,,,
306,duration,month,job,balance,education,,,,
307,duration,month,job,balance,,,,,
308,duration,month,job,,,,,,
309,duration,month,job,,,,,,
310,duration,month,job,,,,,,
311,duration,month,job,marital,,,,,
312,duration,month,job,marital,,,,,
313,duration,month,job,marital,,,,,
314,duration,month,job,,,,,,
315,duration,month,job,,,,,,
316,duration,month,job,,,,,,
317,duration,month,job,,,,,,
318,duration,month,job,,,,,,
319,duration,month,job,campaign,,,,,
320,duration,month,job,campaign,,,,,
321,duration,month,job,education,,,,,
322,duration,month,job,education,balance,,,,
323,duration,month,job,education,balance,,,,
324,duration,month,job,education,,,,,
325,duration,month,job,,,,,,
326,duration,month,job,,,,,,
327,duration,month,job,balance,,,,,
328,duration,month,job,balance,campaign,,,,
329,duration,month,job,balance,campaign,,,,
330,duration,month,job,day,,,,,
331,duration,month,job,day,,,,,
332,duration,month,job,,,,,,
333,duration,poutcome,month,job,age,,,,
334,duration,poutcome,month,job,age,,,,
335,duration,poutcome,month,job,marital,,,,
336,duration,poutcome,month,job,marital,,,,
337,duration,poutcome,month,job,marital,age,,,
338,duration,poutcome,month,job,marital,age,,,
339,duration,poutcome,month,job,,,,,
340,duration,poutcome,month,job,,,,,
341,duration,poutcome,month,job,default,day,marital,,
342,duration,poutcome,month,job,default,day,marital,balance,
343,duration,poutcome,month,job,default,day,marital,balance,
344,duration,poutcome,month,job,default,day,marital,,
345,duration,poutcome,month,job,default,day,,,
346,duration,poutcome,month,job,default,,,,
347,duration,poutcome,month,job,,,,,
348,duration,poutcome,month,job,marital,,,,
349,duration,poutcome,month,job,marital,,,,
350,duration,poutcome,month,job,marital,,,,
351,duration,poutcome,month,job,,,,,
352,duration,poutcome,month,job,,,,,
353,duration,poutcome,month,job,marital,,,,
354,duration,poutcome,month,job,marital,,,,
355,duration,poutcome,month,job,marital,balance,,,
356,duration,poutcome,month,job,marital,balance,,,
357,duration,poutcome,month,job,,,,,
358,duration,poutcome,month,job,,,,,
359,duration,poutcome,month,job,marital,,,,
360,duration,poutcome,month,job,marital,,,,
361,duration,poutcome,month,job,marital,,,,
362,duration,poutcome,month,job,,,,,
363,duration,poutcome,month,job,education,,,,
364,duration,poutcome,month,job,education,,,,
365,duration,poutcome,month,job,education,,,,
366,duration,poutcome,month,job,,,,,
367,duration,poutcome,month,job,,,,,
368,duration,poutcome,month,job,,,,,
369,duration,poutcome,month,job,,,,,
370,duration,poutcome,month,job,,,,,
371,duration,poutcome,month,job,age,,,,
372,duration,poutcome,month,job,age,,,,
373,duration,poutcome,month,job,,,,,
374,duration,poutcome,month,job,,,,,
375,duration,poutcome,month,job,,,,,
376,duration,poutcome,month,job,,,,,
377,duration,poutcome,month,job,,,,,
378,duration,poutcome,month,job,,,,,
379,duration,poutcome,month,job,,,,,
380,duration,poutcome,month,job,,,,,
381,duration,poutcome,month,job,,,,,
382,duration,poutcome,month,job,,,,,
383,duration,poutcome,month,job,,,,,
384,duration,poutcome,month,job,,,,,
385,duration,poutcome,month,job,,,,,
386,duration,poutcome,month,job,,,,,
387,duration,poutcome,month,job,,,,,
388,duration,poutcome,month,job,,,,,
389,duration,poutcome,month,job,,,,,
390,duration,poutcome,month,job,,,,,
391,duration,poutcome,month,job,,,,,
392,duration,poutcome,month,job,,,,,
393,duration,poutcome,month,job,,,,,
394,duration,poutcome,month,job,,,,,
395,duration,poutcome,month,job,,,,,
396,duration,poutcome,month,,,,,,
397,duration,poutcome,month,job,,,,,
398,duration,poutcome,month,job,,,,,
399,duration,poutcome,month,job,,,,,
400,duration,poutcome,month,job,,,,,
401,duration,poutcome,month,job,age,,,,
402,duration,poutcome,month,job,age,,,,
403,duration,poutcome,month,job,,,,,
404,duration,poutcome,month,job,,,,,
405,duration,poutcome,month,job,,,,,
406,duration,poutcome,month,job,,,,,
407,duration,poutcome,month,job,,,,,
408,duration,poutcome,month,job,,,,,
409,duration,poutcome,month,job,age,,,,
410,duration,poutcome,month,job,age,,,,
411,duration,poutcome,month,job,,,,,
412,duration,poutcome,month,job,,,,,
413,duration,poutcome,month,job,,,,,
414,duration,poutcome,month,job,housing,campaign,,,
415,duration,poutcome,month,job,housing,campaign,,,
416,duration,poutcome,month,job,housing,,,,
417,duration,poutcome,month,job,,,,,
418,duration,poutcome,month,job,,,,,
419,duration,poutcome,month,job,,,,,
420,duration,poutcome,month,job,,,,,
421,duration,poutcome,month,job,age,,,,
422,duration,poutcome,month,job,age,,,,
423,duration,poutcome,month,job,,,,,
424,duration,poutcome,month,education,,,,,
425,duration,poutcome,month,education,,,,,
426,duration,poutcome,month,education,,,,,
427,duration,poutcome,month,job,day,marital,,,
428,duration,poutcome,month,job,day,marital,,,
429,duration,poutcome,month,job,day,marital,campaign,,
430,duration,poutcome,month,job,day,marital,campaign,,
431,duration,poutcome,month,job,day,,,,
432,duration,poutcome,month,job,housing,marital,,,
433,duration,poutcome,month,job,housing,marital,,,
434,duration,poutcome,month,job,housing,marital,,,
435,duration,poutcome,month,job,housing,,,,
436,duration,poutcome,month,job,marital,,,,
437,duration,poutcome,month,job,marital,,,,
438,duration,poutcome,month,job,marital,,,,
439,duration,poutcome,month,job,,,,,
440,duration,poutcome,month,job,balance,age,marital,,
441,duration,poutcome,month,job,balance,age,marital,,
442,duration,poutcome,month,job,balance,age,marital,,
443,duration,poutcome,month,job,balance,age,,,
444,duration,poutcome,month,job,balance,,,,
445,duration,poutcome,month,job,,,,,
446,duration,poutcome,month,job,,,,,
447,duration,poutcome,month,job,day,campaign,,,
448,duration,poutcome,month,job,day,campaign,,,
449,duration,poutcome,month,job,day,,,,
450,duration,poutcome,month,job,,,,,
451,duration,poutcome,month,job,loan,,,,
452,duration,poutcome,month,job,loan,,,,
453,duration,poutcome,month,job,,,,,
454,duration,poutcome,month,job,marital,,,,
455,duration,poutcome,month,job,marital,,,,
456,duration,poutcome,month,job,marital,,,,
457,duration,poutcome,month,job,,,,,
458,duration,poutcome,month,job,,,,,
459,duration,poutcome,month,job,,,,,
460,duration,poutcome,month,job,balance,,,,
461,duration,poutcome,month,job,balance,age,,,
462,duration,poutcome,month,job,balance,age,education,,
463,duration,poutcome,month,job,balance,age,education,,
464,duration,poutcome,month,job,balance,age,education,marital,
465,duration,poutcome,month,job,balance,age,education,marital,default
466,duration,poutcome,month,job,balance,age,education,marital,default
467,duration,poutcome,month,job,balance,age,education,marital,
468,duration,poutcome,month,job,,,,,
469,duration,poutcome,month,job,,,,,
470,duration,poutcome,month,job,,,,,
471,duration,poutcome,month,job,,,,,
472,duration,poutcome,month,job,education,,,,
473,duration,poutcome,month,job,education,,,,
474,duration,poutcome,month,job,education,,,,
475,duration,poutcome,month,job,,,,,
476,duration,poutcome,month,job,,,,,
477,duration,poutcome,month,job,,,,,
478,duration,poutcome,month,job,,,,,
479,duration,poutcome,month,job,,,,,
480,duration,poutcome,month,job,,,,,
481,duration,poutcome,month,job,,,,,
482,duration,poutcome,month,job,,,,,
483,duration,poutcome,month,job,,,,,
484,duration,poutcome,month,job,,,,,
485,duration,poutcome,month,job,housing,,,,
486,duration,poutcome,month,job,housing,,,,
487,duration,poutcome,month,job,,,,,
488,duration,poutcome,month,job,,,,,
489,duration,poutcome,month,job,,,,,
490,duration,poutcome,month,job,,,,,
491,duration,poutcome,month,job,,,,,
492,duration,poutcome,month,job,marital,,,,
493,duration,poutcome,month,job,marital,,,,
494,duration,poutcome,month,job,marital,age,,,
495,duration,poutcome,month,job,marital,age,,,
496,duration,poutcome,month,job,,,,,
497,duration,poutcome,month,job,,,,,
498,duration,poutcome,month,job,,,,,
499,duration,poutcome,month,job,,,,,
500,duration,poutcome,month,job,,,,,
501,duration,poutcome,month,job,age,,,,
502,duration,poutcome,month,job,age,,,,
503,duration,poutcome,job,month,,,,,
504,duration,poutcome,job,month,,,,,
505,duration,poutcome,job,month,,,,,
506,duration,poutcome,job,month,,,,,
507,duration,poutcome,job,month,,,,,
508,duration,poutcome,job,month,,,,,
509,duration,poutcome,job,month,,,,,
510,duration,poutcome,job,month,,,,,
511,duration,poutcome,job,month,,,,,
512,duration,poutcome,job,month,,,,,
513,duration,poutcome,job,month,,,,,
514,duration,poutcome,job,month,,,,,
515,duration,poutcome,job,month,balance,,,,
516,duration,poutcome,job,month,balance,,,,
517,duration,poutcome,job,month,,,,,
518,duration,poutcome,job,month,,,,,
519,duration,poutcome,job,month,,,,,
520,duration,poutcome,job,month,,,,,
521,duration,poutcome,job,month,,,,,
522,duration,poutcome,job,month,,,,,
523,duration,poutcome,job,month,,,,,
524,duration,poutcome,job,month,,,,,
525,duration,poutcome,job,month,,,,,
526,duration,poutcome,job,month,,,,,
527,duration,poutcome,job,month,,,,,
528,duration,poutcome,job,,,,,,
529,duration,poutcome,job,,,,,,
530,duration,poutcome,job,month,day,,,,
531,duration,poutcome,job,month,day,,,,
532,duration,poutcome,job,month,age,,,,
533,duration,poutcome,job,month,age,,,,
534,duration,poutcome,job,month,,,,,
535,duration,poutcome,job,month,marital,,,,
536,duration,poutcome,job,month,marital,,,,
537,duration,poutcome,job,month,marital,,,,
538,duration,poutcome,job,month,,,,,
539,duration,poutcome,job,month,,,,,
540,duration,poutcome,job,month,,,,,
541,duration,poutcome,job,month,,,,,
542,duration,poutcome,job,month,campaign,,,,
543,duration,poutcome,job,month,campaign,age,,,
544,duration,poutcome,job,month,campaign,age,marital,,
545,duration,poutcome,job,month,campaign,age,marital,,
546,duration,poutcome,job,month,campaign,age,marital,,
547,duration,poutcome,job,month,,,,,
548,duration,poutcome,job,month,,,,,
549,duration,poutcome,job,month,,,,,
550,duration,poutcome,job,month,,,,,
551,duration,poutcome,job,month,,,,,
552,duration,poutcome,job,month,,,,,
553,duration,poutcome,job,month,,,,,
554,duration,poutcome,job,month,,,,,
555,duration,poutcome,job,month,,,,,
556,duration,poutcome,job,month,,,,,
557,duration,poutcome,job,month,,,,,
558,duration,poutcome,job,month,,,,,
559,duration,poutcome,job,month,,,,,
560,duration,poutcome,job,month,,,,,
561,duration,poutcome,job,month,,,,,
562,duration,poutcome,job,marital,,,,,
563,duration,poutcome,job,marital,,,,,
564,duration,poutcome,job,marital,,,,,
565,duration,poutcome,job,age,,,,,
566,duration,poutcome,job,age,marital,,,,
567,duration,poutcome,job,age,marital,,,,
568,duration,poutcome,job,age,marital,education,,,
569,duration,poutcome,job,age,marital,education,default,balance,
570,duration,poutcome,job,age,marital,education,default,balance,housing
571,duration,poutcome,job,age,marital,education,default,balance,housing
572,duration,poutcome,job,age,marital,education,default,,
573,duration,poutcome,job,age,marital,education,,,
574,duration,poutcome,job,,,,,,
575,duration,poutcome,job,month,,,,,
576,duration,poutcome,job,month,,,,,
577,duration,poutcome,job,month,,,,,
578,duration,poutcome,job,month,,,,,
579,duration,poutcome,job,month,,,,,
580,duration,poutcome,job,month,,,,,
581,duration,poutcome,job,month,,,,,
582,duration,poutcome,job,month,,,,,
583,duration,poutcome,job,month,housing,,,,
584,duration,poutcome,job,month,housing,,,,
585,duration,poutcome,job,month,marital,,,,
586,duration,poutcome,job,month,marital,,,,
587,duration,poutcome,job,month,marital,,,,
588,duration,poutcome,job,month,,,,,
589,duration,poutcome,job,month,,,,,
590,duration,poutcome,job,,,,,,
591,duration,poutcome,month,campaign,day,age,,,
592,duration,poutcome,month,campaign,day,age,,,
593,duration,poutcome,month,campaign,day,,,,
594,duration,poutcome,month,campaign,,,,,
595,duration,poutcome,month,education,,,,,
596,duration,poutcome,month,education,,,,,
597,duration,poutcome,month,education,,,,,
598,duration,poutcome,month,,,,,,
599,duration,poutcome,month,age,,,,,
600,duration,poutcome,month,age,job,,,,
601,duration,poutcome,month,age,job,,,,
602,duration,poutcome,month,age,job,,,,
603,duration,poutcome,month,age,job,,,,
604,duration,poutcome,month,age,job,education,,,
605,duration,poutcome,month,age,job,education,,,
606,duration,poutcome,month,age,job,education,,,
607,duration,poutcome,month,age,job,,,,
608,duration,poutcome,month,age,job,,,,
609,duration,poutcome,month,age,job,,,,
610,duration,poutcome,month,age,job,,,,
611,duration,poutcome,month,age,job,,,,
612,duration,poutcome,month,age,job,,,,
613,duration,poutcome,month,job,,,,,
614,duration,poutcome,month,job,,,,,
615,duration,poutcome,month,job,,,,,
616,duration,poutcome,month,job,,,,,
617,duration,poutcome,month,job,,,,,
618,duration,poutcome,month,job,,,,,
619,duration,poutcome,month,job,,,,,
620,duration,poutcome,month,job,,,,,
621,duration,poutcome,month,job,,,,,
622,duration,poutcome,month,job,,,,,
623,duration,poutcome,month,job,,,,,
624,duration,poutcome,month,age,,,,,
625,duration,poutcome,month,age,,,,,
626,duration,poutcome,month,job,,,,,
627,duration,poutcome,month,job,,,,,
628,duration,poutcome,month,job,,,,,
629,duration,poutcome,month,job,,,,,
630,duration,poutcome,month,job,,,,,
631,duration,poutcome,month,job,,,,,
632,duration,poutcome,month,job,,,,,
633,duration,poutcome,month,job,,,,,
634,duration,poutcome,month,job,,,,,
635,duration,poutcome,month,job,,,,,
636,duration,poutcome,month,job,,,,,
637,duration,poutcome,month,,,,,,
638,duration,poutcome,month,contact,job,,,,
639,duration,poutcome,month,contact,job,age,,,
640,duration,poutcome,month,contact,job,age,,,
641,duration,poutcome,month,contact,job,,,,
642,duration,poutcome,month,contact,job,,,,
643,duration,poutcome,month,contact,job,,,,
644,duration,poutcome,month,contact,job,,,,
645,duration,poutcome,month,contact,job,,,,
646,duration,poutcome,month,contact,job,,,,
647,duration,poutcome,month,contact,job,,,,
648,duration,poutcome,month,contact,job,balance,,,
649,duration,poutcome,month,contact,job,balance,,,
650,duration,poutcome,month,contact,job,,,,
651,duration,poutcome,month,contact,,,,,
652,duration,poutcome,month,job,,,,,
653,duration,poutcome,month,job,,,,,
654,duration,poutcome,month,job,,,,,
655,duration,poutcome,month,job,,,,,
656,duration,poutcome,month,job,age,,,,
657,duration,poutcome,month,job,age,,,,
658,duration,poutcome,month,job,,,,,
659,duration,poutcome,month,job,,,,,
660,duration,poutcome,month,job,,,,,
661,duration,poutcome,month,job,,,,,
662,duration,poutcome,month,job,,,,,
663,duration,poutcome,month,job,,,,,
664,duration,poutcome,month,job,,,,,
665,duration,poutcome,month,job,,,,,
666,duration,poutcome,month,job,,,,,
667,duration,poutcome,month,job,,,,,
668,duration,poutcome,month,job,,,,,
669,duration,poutcome,month,job,,,,,
670,duration,poutcome,month,job,,,,,
671,duration,poutcome,month,job,,,,,
672,duration,poutcome,month,job,,,,,
673,duration,poutcome,month,job,age,,,,
674,duration,poutcome,month,job,age,,,,
675,duration,poutcome,month,job,,,,,
676,duration,poutcome,month,,,,,,
677,duration,poutcome,month,housing,job,marital,,,
678,duration,poutcome,month,housing,job,marital,age,loan,
679,duration,poutcome,month,housing,job,marital,age,loan,
680,duration,poutcome,month,housing,job,marital,age,,
681,duration,poutcome,month,housing,job,marital,,,
682,duration,poutcome,month,housing,job,education,age,,
683,duration,poutcome,month,housing,job,education,age,,
684,duration,poutcome,month,housing,job,education,,,
685,duration,poutcome,month,housing,job,education,,,
686,duration,poutcome,month,housing,job,,,,
687,duration,poutcome,month,housing,job,,,,
688,duration,poutcome,month,housing,job,marital,,,
689,duration,poutcome,month,housing,job,marital,age,,
690,duration,poutcome,month,housing,job,marital,age,education,
691,duration,poutcome,month,housing,job,marital,age,education,
692,duration,poutcome,month,housing,job,marital,age,education,balance
693,duration,poutcome,month,housing,job,marital,age,education,balance
694,duration,poutcome,month,housing,job,marital,,,
695,duration,poutcome,month,housing,job,campaign,balance,,
696,duration,poutcome,month,housing,job,campaign,balance,,
697,duration,poutcome,month,housing,job,campaign,,,
698,duration,poutcome,month,housing,job,,,,
699,duration,poutcome,month,housing,job,,,,
700,duration,poutcome,month,housing,job,education,,,
701,duration,poutcome,month,housing,job,education,,,
702,duration,poutcome,month,housing,job,education,,,
703,duration,poutcome,month,housing,job,age,,,
704,duration,poutcome,month,housing,job,age,education,,
705,duration,poutcome,month,housing,job,age,education,,
706,duration,poutcome,month,housing,job,age,education,,
707,duration,poutcome,month,housing,job,,,,
708,duration,poutcome,month,housing,job,,,,
709,duration,poutcome,month,housing,job,campaign,education,,
710,duration,poutcome,month,housing,job,campaign,education,age,balance
