,0,1,2,3,4,5
230,duration,month,job,housing,campaign,
231,duration,month,job,housing,campaign,
232,duration,month,job,housing,,
233,duration,month,day,job,,
234,duration,month,day,job,age,
235,duration,month,day,job,age,
236,duration,month,day,job,,
237,duration,month,day,job,,
238,duration,month,day,job,campaign,
239,duration,month,day,job,campaign,
240,duration,month,day,job,,
241,duration,month,day,job,,
242,duration,month,day,job,,
243,duration,month,day,job,,
244,duration,month,day,job,,
245,duration,month,day,job,,
246,duration,month,day,job,,
247,duration,month,day,job,housing,age
248,duration,month,day,job,housing,age
249,duration,month,day,job,housing,
250,duration,month,day,job,,
251,duration,month,day,job,,
252,duration,month,day,job,,
253,duration,month,day,job,,
254,duration,month,day,job,,
255,duration,month,day,job,,
256,duration,month,day,job,,
257,duration,month,day,job,,
258,duration,month,day,job,,
259,duration,month,job,age,,
260,duration,month,job,age,,
261,duration,month,job,,,
262,duration,month,job,,,
263,duration,month,job,education,,
264,duration,month,job,education,,
265,duration,month,job,education,,
266,duration,month,job,age,,
267,duration,month,job,age,day,
268,duration,month,job,age,day,
269,duration,month,job,balance,education,
270,duration,month,job,balance,education,
271,duration,month,job,balance,education,
272,duration,month,job,balance,,
273,duration,month,job,,,
274,duration,month,job,,,
275,duration,month,job,,,
276,duration,month,job,marital,,
277,duration,month,job,marital,,
278,duration,month,job,marital,,
279,duration,month,job,,,
280,duration,month,job,,,
281,duration,month,job,,,
282,duration,month,job,,,
283,duration,month,job,,,
284,duration,month,job,campaign,,
285,duration,month,job,campaign,,
286,duration,month,job,education,,
287,duration,month,job,education,balance,
288,duration,month,job,education,balance,
289,duration,month,job,education,,
290,duration,month,job,,,
291,duration,month,job,,,
292,duration,month,job,balance,,
293,duration,month,job,balance,campaign,
294,duration,month,job,balance,campaign,
295,duration,month,job,day,,
296,duration,month,job,day,,
297,duration,month,job,,,
298,duration,poutcome,month,job,age,
299,duration,poutcome,month,job,age,
300,duration,poutcome,month,job,marital,
301,duration,poutcome,month,job,marital,
302,duration,poutcome,month,job,marital,age
303,duration,poutcome,month,job,marital,age
304,duration,poutcome,month,job,,
305,duration,poutcome,month,job,,
306,duration,poutcome,month,job,default,day
307,duration,poutcome,month,job,default,day
308,duration,poutcome,month,job,default,
309,duration,poutcome,month,job,,
310,duration,poutcome,month,job,marital,
311,duration,poutcome,month,job,marital,
312,duration,poutcome,month,job,marital,
313,duration,poutcome,month,job,,
314,duration,poutcome,month,job,,
315,duration,poutcome,month,job,marital,
316,duration,poutcome,month,job,marital,
317,duration,poutcome,month,job,marital,balance
318,duration,poutcome,month,job,marital,balance
319,duration,poutcome,month,job,,
320,duration,poutcome,month,job,,
321,duration,poutcome,month,job,marital,
322,duration,poutcome,month,job,marital,
323,duration,poutcome,month,job,marital,
324,duration,poutcome,month,job,,
325,duration,poutcome,month,job,education,
326,duration,poutcome,month,job,education,
327,duration,poutcome,month,job,education,
328,duration,poutcome,month,job,,
329,duration,poutcome,month,job,,
330,duration,poutcome,month,job,,
331,duration,poutcome,month,job,,
332,duration,poutcome,month,job,,
333,duration,poutcome,month,job,age,
334,duration,poutcome,month,job,age,
335,duration,poutcome,month,job,,
336,duration,poutcome,month,job,,
337,duration,poutcome,month,job,,
338,duration,poutcome,month,job,,
339,duration,poutcome,month,job,,
340,duration,poutcome,month,job,,
341,duration,poutcome,month,job,,
342,duration,poutcome,month,job,,
343,duration,poutcome,month,job,,
344,duration,poutcome,month,job,,
345,duration,poutcome,month,job,,
346,duration,poutcome,month,job,,
347,duration,poutcome,month,job,,
348,duration,poutcome,month,job,,
349,duration,poutcome,month,job,,
350,duration,poutcome,month,job,,
351,duration,poutcome,month,job,,
352,duration,poutcome,month,job,,
353,duration,poutcome,month,job,,
354,duration,poutcome,month,job,,
355,duration,poutcome,month,job,,
356,duration,poutcome,month,job,,
357,duration,poutcome,month,job,,
358,duration,poutcome,month,,,
359,duration,poutcome,month,job,,
360,duration,poutcome,month,job,,
361,duration,poutcome,month,job,,
362,duration,poutcome,month,job,,
363,duration,poutcome,month,job,age,
364,duration,poutcome,month,job,age,
365,duration,poutcome,month,job,,
366,duration,poutcome,month,job,,
367,duration,poutcome,month,job,,
368,duration,poutcome,month,job,,
369,duration,poutcome,month,job,,
370,duration,poutcome,month,job,,
371,duration,poutcome,month,job,age,
372,duration,poutcome,month,job,age,
373,duration,poutcome,month,job,,
374,duration,poutcome,month,job,,
375,duration,poutcome,month,job,,
376,duration,poutcome,month,job,housing,campaign
377,duration,poutcome,month,job,housing,campaign
378,duration,poutcome,month,job,housing,
379,duration,poutcome,month,job,,
380,duration,poutcome,month,job,,
381,duration,poutcome,month,job,,
382,duration,poutcome,month,job,,
383,duration,poutcome,month,job,age,
384,duration,poutcome,month,job,age,
385,duration,poutcome,month,job,,
386,duration,poutcome,month,education,,
387,duration,poutcome,month,education,,
388,duration,poutcome,month,education,,
389,duration,poutcome,month,job,day,marital
390,duration,poutcome,month,job,day,marital
391,duration,poutcome,month,job,day,marital
392,duration,poutcome,month,job,day,
393,duration,poutcome,month,job,housing,marital
394,duration,poutcome,month,job,housing,marital
395,duration,poutcome,month,job,housing,marital
396,duration,poutcome,month,job,housing,
397,duration,poutcome,month,job,marital,
398,duration,poutcome,month,job,marital,
399,duration,poutcome,month,job,marital,
400,duration,poutcome,month,job,,
401,duration,poutcome,month,job,balance,age
402,duration,poutcome,month,job,balance,age
403,duration,poutcome,month,job,balance,
404,duration,poutcome,month,job,,
405,duration,poutcome,month,job,,
406,duration,poutcome,month,job,day,campaign
407,duration,poutcome,month,job,day,campaign
408,duration,poutcome,month,job,day,
409,duration,poutcome,month,job,,
410,duration,poutcome,month,job,loan,
411,duration,poutcome,month,job,loan,
412,duration,poutcome,month,job,,
413,duration,poutcome,month,job,marital,
414,duration,poutcome,month,job,marital,
415,duration,poutcome,month,job,marital,
416,duration,poutcome,month,job,,
417,duration,poutcome,month,job,,
418,duration,poutcome,month,job,,
419,duration,poutcome,month,job,balance,
420,duration,poutcome,month,job,balance,age
421,duration,poutcome,month,job,balance,age
422,duration,poutcome,month,job,,
423,duration,poutcome,month,job,,
424,duration,poutcome,month,job,,
425,duration,poutcome,month,job,,
426,duration,poutcome,month,job,education,
427,duration,poutcome,month,job,education,
428,duration,poutcome,month,job,education,
429,duration,poutcome,month,job,,
430,duration,poutcome,month,job,,
431,duration,poutcome,month,job,,
432,duration,poutcome,month,job,,
433,duration,poutcome,month,job,,
434,duration,poutcome,month,job,,
435,duration,poutcome,month,job,,
436,duration,poutcome,month,job,,
437,duration,poutcome,month,job,,
438,duration,poutcome,month,job,,
439,duration,poutcome,month,job,housing,
440,duration,poutcome,month,job,housing,
441,duration,poutcome,month,job,,
442,duration,poutcome,month,job,,
443,duration,poutcome,month,job,,
444,duration,poutcome,month,job,,
445,duration,poutcome,month,job,,
446,duration,poutcome,month,job,marital,
447,duration,poutcome,month,job,marital,
448,duration,poutcome,month,job,marital,age
449,duration,poutcome,month,job,marital,age
450,duration,poutcome,month,job,,
451,duration,poutcome,month,job,,
452,duration,poutcome,month,job,,
453,duration,poutcome,month,job,,
454,duration,poutcome,month,job,,
455,duration,poutcome,month,job,age,
456,duration,poutcome,month,job,age,
457,duration,poutcome,job,month,,
458,duration,poutcome,job,month,,
459,duration,poutcome,job,month,,
460,duration,poutcome,job,month,,
461,duration,poutcome,job,month,,
462,duration,poutcome,job,month,,
463,duration,poutcome,job,month,,
464,duration,poutcome,job,month,,
465,duration,poutcome,job,month,,
466,duration,poutcome,job,month,,
467,duration,poutcome,job,month,,
468,duration,poutcome,job,month,,
469,duration,poutcome,job,month,balance,
470,duration,poutcome,job,month,balance,
471,duration,poutcome,job,month,,
472,duration,poutcome,job,month,,
473,duration,poutcome,job,month,,
474,duration,poutcome,job,month,,
475,duration,poutcome,job,month,,
476,duration,poutcome,job,month,,
477,duration,poutcome,job,month,,
478,duration,poutcome,job,month,,
479,duration,poutcome,job,month,,
480,duration,poutcome,job,month,,
481,duration,poutcome,job,month,,
482,duration,poutcome,job,,,
483,duration,poutcome,job,,,
484,duration,poutcome,job,month,day,
485,duration,poutcome,job,month,day,
486,duration,poutcome,job,month,age,
487,duration,poutcome,job,month,age,
488,duration,poutcome,job,month,,
489,duration,poutcome,job,month,marital,
490,duration,poutcome,job,month,marital,
491,duration,poutcome,job,month,marital,
492,duration,poutcome,job,month,,
493,duration,poutcome,job,month,,
494,duration,poutcome,job,month,,
495,duration,poutcome,job,month,,
496,duration,poutcome,job,month,campaign,
497,duration,poutcome,job,month,campaign,age
498,duration,poutcome,job,month,campaign,age
499,duration,poutcome,job,month,,
500,duration,poutcome,job,month,,
501,duration,poutcome,job,month,,
502,duration,poutcome,job,month,,
503,duration,poutcome,job,month,,
504,duration,poutcome,job,month,,
505,duration,poutcome,job,month,,
506,duration,poutcome,job,month,,
507,duration,poutcome,job,month,,
508,duration,poutcome,job,month,,
509,duration,poutcome,job,month,,
510,duration,poutcome,job,month,,
511,duration,poutcome,job,month,,
512,duration,poutcome,job,month,,
513,duration,poutcome,job,month,,
514,duration,poutcome,job,marital,,
515,duration,poutcome,job,marital,,
516,duration,poutcome,job,marital,,
517,duration,poutcome,job,age,,
518,duration,poutcome,job,age,marital,
519,duration,poutcome,job,age,marital,
520,duration,poutcome,job,age,marital,education
521,duration,poutcome,job,age,marital,education
522,duration,poutcome,job,age,marital,education
523,duration,poutcome,job,,,
524,duration,poutcome,job,month,,
525,duration,poutcome,job,month,,
526,duration,poutcome,job,month,,
527,duration,poutcome,job,month,,
528,duration,poutcome,job,month,,
529,duration,poutcome,job,month,,
530,duration,poutcome,job,month,,
531,duration,poutcome,job,month,,
532,duration,poutcome,job,month,housing,
533,duration,poutcome,job,month,housing,
534,duration,poutcome,job,month,marital,
535,duration,poutcome,job,month,marital,
536,duration,poutcome,job,month,marital,
537,duration,poutcome,job,month,,
538,duration,poutcome,job,month,,
539,duration,poutcome,job,,,
540,duration,poutcome,month,campaign,day,age
541,duration,poutcome,month,campaign,day,age
542,duration,poutcome,month,campaign,day,
543,duration,poutcome,month,campaign,,
544,duration,poutcome,month,education,,
545,duration,poutcome,month,education,,
546,duration,poutcome,month,education,,
547,duration,poutcome,month,,,
548,duration,poutcome,month,age,,
549,duration,poutcome,month,age,job,
550,duration,poutcome,month,age,job,
551,duration,poutcome,month,age,job,
552,duration,poutcome,month,age,job,
553,duration,poutcome,month,age,job,education
554,duration,poutcome,month,age,job,education
555,duration,poutcome,month,age,job,education
556,duration,poutcome,month,age,job,
557,duration,poutcome,month,age,job,
558,duration,poutcome,month,age,job,
559,duration,poutcome,month,age,job,
560,duration,poutcome,month,age,job,
561,duration,poutcome,month,age,job,
562,duration,poutcome,month,job,,
563,duration,poutcome,month,job,,
564,duration,poutcome,month,job,,
565,duration,poutcome,month,job,,
566,duration,poutcome,month,job,,
567,duration,poutcome,month,job,,
568,duration,poutcome,month,job,,
569,duration,poutcome,month,job,,
570,duration,poutcome,month,job,,
571,duration,poutcome,month,job,,
572,duration,poutcome,month,job,,
573,duration,poutcome,month,age,,
574,duration,poutcome,month,age,,
575,duration,poutcome,month,job,,
576,duration,poutcome,month,job,,
577,duration,poutcome,month,job,,
578,duration,poutcome,month,job,,
579,duration,poutcome,month,job,,
580,duration,poutcome,month,job,,
581,duration,poutcome,month,job,,
582,duration,poutcome,month,job,,
583,duration,poutcome,month,job,,
584,duration,poutcome,month,job,,
585,duration,poutcome,month,job,,
586,duration,poutcome,month,,,
587,duration,poutcome,month,contact,job,
588,duration,poutcome,month,contact,job,age
589,duration,poutcome,month,contact,job,age
590,duration,poutcome,month,contact,job,
591,duration,poutcome,month,contact,job,
592,duration,poutcome,month,contact,job,
593,duration,poutcome,month,contact,job,
594,duration,poutcome,month,contact,job,
595,duration,poutcome,month,contact,job,
596,duration,poutcome,month,contact,job,
597,duration,poutcome,month,contact,job,balance
598,duration,poutcome,month,contact,job,balance
599,duration,poutcome,month,contact,job,
600,duration,poutcome,month,contact,,
601,duration,poutcome,month,job,,
602,duration,poutcome,month,job,,
603,duration,poutcome,month,job,,
604,duration,poutcome,month,job,,
605,duration,poutcome,month,job,age,
606,duration,poutcome,month,job,age,
607,duration,poutcome,month,job,,
608,duration,poutcome,month,job,,
609,duration,poutcome,month,job,,
610,duration,poutcome,month,job,,
611,duration,poutcome,month,job,,
612,duration,poutcome,month,job,,
613,duration,poutcome,month,job,,
614,duration,poutcome,month,job,,
615,duration,poutcome,month,job,,
616,duration,poutcome,month,job,,
617,duration,poutcome,month,job,,
618,duration,poutcome,month,job,,
619,duration,poutcome,month,job,,
620,duration,poutcome,month,job,,
621,duration,poutcome,month,job,,
622,duration,poutcome,month,job,age,
623,duration,poutcome,month,job,age,
624,duration,poutcome,month,job,,
625,duration,poutcome,month,,,
626,duration,poutcome,month,housing,job,marital
627,duration,poutcome,month,housing,job,marital
628,duration,poutcome,month,housing,job,marital
629,duration,poutcome,month,housing,job,education
630,duration,poutcome,month,housing,job,education
631,duration,poutcome,month,housing,job,education
632,duration,poutcome,month,housing,job,
633,duration,poutcome,month,housing,job,
634,duration,poutcome,month,housing,job,marital
635,duration,poutcome,month,housing,job,marital
636,duration,poutcome,month,housing,job,marital
637,duration,poutcome,month,housing,job,campaign
638,duration,poutcome,month,housing,job,campaign
639,duration,poutcome,month,housing,job,
640,duration,poutcome,month,housing,job,
641,duration,poutcome,month,housing,job,education
642,duration,poutcome,month,housing,job,education
643,duration,poutcome,month,housing,job,education
644,duration,poutcome,month,housing,job,age
645,duration,poutcome,month,housing,job,age
646,duration,poutcome,month,housing,job,
647,duration,poutcome,month,housing,job,
648,duration,poutcome,month,housing,job,campaign
649,duration,poutcome,month,housing,job,campaign
650,duration,poutcome,month,housing,job,loan
651,duration,poutcome,month,housing,job,loan
652,duration,poutcome,month,housing,job,
653,duration,poutcome,month,housing,job,education
654,duration,poutcome,month,housing,job,education
655,duration,poutcome,month,housing,job,education
656,duration,poutcome,month,housing,job,
657,duration,poutcome,month,housing,job,
658,duration,poutcome,month,housing,job,marital
659,duration,poutcome,month,housing,job,marital
660,duration,poutcome,month,housing,job,marital
661,duration,poutcome,month,housing,job,
662,duration,poutcome,month,housing,job,balance
663,duration,poutcome,month,housing,job,balance
664,duration,poutcome,month,housing,job,
665,duration,poutcome,month,job,day,
666,duration,poutcome,month,job,day,age
667,duration,poutcome,month,job,day,age
668,duration,poutcome,month,job,education,
669,duration,poutcome,month,job,education,default
670,duration,poutcome,month,job,education,default
671,duration,poutcome,month,job,education,
672,duration,poutcome,month,job,age,
673,duration,poutcome,month,job,age,
674,duration,poutcome,month,job,,
675,duration,poutcome,month,job,education,
676,duration,poutcome,month,job,education,
677,duration,poutcome,month,job,education,marital
678,duration,poutcome,month,job,education,marital
679,duration,poutcome,month,job,education,marital
680,duration,poutcome,month,job,marital,
681,duration,poutcome,month,job,marital,day
682,duration,poutcome,month,job,marital,day
683,duration,poutcome,month,job,marital,
684,duration,poutcome,month,job,marital,
685,duration,poutcome,month,job,marital,education
686,duration,poutcome,month,job,marital,education
687,duration,poutcome,month,job,marital,education
688,duration,poutcome,month,job,marital,
689,duration,poutcome,month,job,day,
690,duration,poutcome,month,job,day,age
691,duration,poutcome,month,job,day,age
692,duration,poutcome,month,job,,
693,duration,poutcome,month,job,day,marital
694,duration,poutcome,month,job,day,marital
695,duration,poutcome,month,job,day,marital
696,duration,poutcome,month,job,day,marital
697,duration,poutcome,month,job,day,marital
698,duration,poutcome,month,job,day,marital
699,duration,poutcome,month,job,age,
700,duration,poutcome,month,job,age,
701,duration,poutcome,month,job,,
702,duration,poutcome,month,job,,
703,duration,poutcome,month,job,,
704,duration,poutcome,month,job,,
705,duration,poutcome,month,job,,
706,duration,poutcome,month,job,,
707,duration,poutcome,month,job,education,
708,duration,poutcome,month,job,education,
709,duration,poutcome,month,job,education,
710,duration,poutcome,month,job,,
711,duration,poutcome,month,job,,
712,duration,poutcome,month,job,,
713,duration,poutcome,month,job,,
714,duration,poutcome,month,day,job,balance
715,duration,poutcome,month,day,job,balance
716,duration,poutcome,month,day,job,education
717,duration,poutcome,month,day,job,education
718,duration,poutcome,month,day,job,education
719,duration,poutcome,month,day,job,education
720,duration,poutcome,month,day,job,education
721,duration,poutcome,month,day,job,education
722,duration,poutcome,month,day,job,marital
723,duration,poutcome,month,day,job,marital
724,duration,poutcome,month,day,job,marital
725,duration,poutcome,month,day,job,loan
726,duration,poutcome,month,day,job,loan
727,duration,poutcome,month,day,job,contact
728,duration,poutcome,month,day,job,contact
729,duration,poutcome,month,day,job,
730,duration,poutcome,month,day,job,age
731,duration,poutcome,month,day,job,age
732,duration,poutcome,month,day,job,
733,duration,poutcome,month,day,job,marital
734,duration,poutcome,month,day,job,marital
735,duration,poutcome,month,day,job,marital
736,duration,poutcome,month,day,job,education
737,duration,poutcome,month,day,job,education
738,duration,poutcome,month,day,job,education
739,duration,poutcome,month,day,job,
740,duration,poutcome,month,day,job,
741,duration,poutcome,month,day,job,
742,duration,poutcome,month,day,job,
743,duration,poutcome,month,day,job,age
744,duration,poutcome,month,day,job,age
745,duration,poutcome,month,day,job,education
746,duration,poutcome,month,day,job,education
747,duration,poutcome,month,day,job,education
748,duration,poutcome,month,day,job,
749,duration,poutcome,month,day,job,
750,duration,poutcome,month,day,job,
751,duration,poutcome,month,day,job,contact
752,duration,poutcome,month,day,job,contact
753,duration,poutcome,month,day,job,
754,duration,poutcome,month,day,job,
755,duration,poutcome,month,day,job,
756,duration,poutcome,month,day,job,
757,duration,poutcome,month,day,job,
758,duration,poutcome,month,day,job,
759,duration,poutcome,month,day,job,
760,duration,poutcome,month,day,job,
761,duration,poutcome,month,day,job,
762,duration,poutcome,month,day,job,
763,duration,poutcome,month,day,job,
764,duration,poutcome,month,day,job,
765,duration,poutcome,month,day,job,marital
766,duration,poutcome,month,day,job,marital
767,duration,poutcome,month,day,job,marital
768,duration,poutcome,month,day,job,age
769,duration,poutcome,month,day,job,age
770,duration,poutcome,month,day,job,
771,duration,poutcome,month,day,job,
772,duration,poutcome,month,day,job,age
773,duration,poutcome,month,day,job,age
774,duration,poutcome,month,day,job,education
775,duration,poutcome,month,day,job,education
776,duration,poutcome,month,day,job,education
777,duration,poutcome,month,day,job,
778,duration,poutcome,month,day,job,
779,duration,poutcome,month,day,job,
780,duration,poutcome,month,day,job,
781,duration,poutcome,month,day,job,
782,duration,poutcome,month,job,contact,marital
783,duration,poutcome,month,job,contact,marital
784,duration,poutcome,month,job,contact,marital
785,duration,poutcome,month,job,contact,
786,duration,poutcome,month,job,contact,loan
787,duration,poutcome,month,job,contact,loan
788,duration,poutcome,month,job,contact,
789,duration,poutcome,month,job,marital,housing
790,duration,poutcome,month,job,marital,housing
791,duration,poutcome,month,job,marital,education
792,duration,poutcome,month,job,marital,education
793,duration,poutcome,month,job,marital,education
794,duration,poutcome,month,job,marital,
795,duration,poutcome,month,job,balance,
796,duration,poutcome,month,job,balance,marital
797,duration,poutcome,month,job,balance,marital
798,duration,poutcome,month,job,balance,marital
799,duration,poutcome,month,job,contact,marital
800,duration,poutcome,month,job,contact,marital
801,duration,poutcome,month,job,contact,marital
802,duration,poutcome,month,job,contact,
803,duration,poutcome,month,job,marital,education
804,duration,poutcome,month,job,marital,education
805,duration,poutcome,month,job,marital,education
806,duration,poutcome,month,job,marital,campaign
807,duration,poutcome,month,job,marital,campaign
808,duration,poutcome,month,job,marital,
809,duration,poutcome,month,job,marital,age
810,duration,poutcome,month,job,marital,age
811,duration,poutcome,month,job,marital,education
812,duration,poutcome,month,job,marital,education
813,duration,poutcome,month,job,marital,education
814,duration,poutcome,month,job,marital,
815,duration,poutcome,month,job,education,balance
816,duration,poutcome,month,job,education,balance
817,duration,poutcome,month,job,education,contact
818,duration,poutcome,month,job,education,contact
819,duration,poutcome,month,job,education,age
820,duration,poutcome,month,job,education,age
821,duration,poutcome,month,job,,
822,duration,poutcome,month,job,marital,
823,duration,poutcome,month,job,marital,balance
824,duration,poutcome,month,job,marital,balance
825,duration,poutcome,month,job,marital,default
826,duration,poutcome,month,job,marital,default
827,duration,poutcome,month,job,education,
828,duration,poutcome,month,job,education,marital
829,duration,poutcome,month,job,education,marital
830,duration,poutcome,month,job,education,marital
831,duration,poutcome,month,job,education,
832,duration,poutcome,month,job,balance,age
833,duration,poutcome,month,job,balance,age
834,duration,poutcome,month,job,balance,age
835,duration,poutcome,month,job,balance,age
836,duration,poutcome,month,job,campaign,age
837,duration,poutcome,month,job,campaign,age
838,duration,poutcome,month,job,campaign,loan
839,duration,poutcome,month,job,campaign,loan
840,duration,poutcome,month,job,marital,
841,duration,poutcome,month,job,marital,education
842,duration,poutcome,month,job,marital,education
