,0,1,2,3
317,poutcome,duration,month,job
318,poutcome,duration,month,job
319,poutcome,duration,month,age
320,poutcome,duration,month,age
321,poutcome,duration,month,job
322,poutcome,duration,month,job
323,poutcome,duration,month,job
324,poutcome,duration,month,job
325,poutcome,duration,month,job
326,poutcome,duration,month,job
327,poutcome,duration,month,job
328,poutcome,duration,month,job
329,poutcome,duration,month,job
330,poutcome,duration,month,job
331,poutcome,duration,month,job
332,poutcome,duration,month,job
333,poutcome,duration,month,
334,poutcome,duration,month,contact
335,poutcome,duration,month,contact
336,poutcome,duration,month,contact
337,poutcome,duration,month,job
338,poutcome,duration,month,job
339,poutcome,duration,month,job
340,poutcome,duration,month,job
341,poutcome,duration,month,job
342,poutcome,duration,month,job
343,poutcome,duration,month,job
344,poutcome,duration,month,job
345,poutcome,duration,month,job
346,poutcome,duration,month,job
347,poutcome,duration,month,job
348,poutcome,duration,month,job
349,poutcome,duration,month,job
350,poutcome,duration,month,job
351,poutcome,duration,month,job
352,poutcome,duration,month,job
353,poutcome,duration,month,job
354,poutcome,duration,month,job
355,poutcome,duration,month,job
356,poutcome,duration,month,job
357,poutcome,duration,month,job
358,poutcome,duration,month,job
359,poutcome,duration,month,job
360,poutcome,duration,month,job
361,poutcome,duration,month,
362,poutcome,month,housing,job
363,poutcome,month,housing,job
364,poutcome,month,housing,job
365,poutcome,month,housing,job
366,poutcome,month,housing,job
367,poutcome,month,housing,job
368,poutcome,month,housing,job
369,poutcome,month,housing,job
370,poutcome,month,housing,job
371,poutcome,month,housing,job
372,poutcome,month,housing,job
373,poutcome,month,housing,job
374,poutcome,month,housing,job
375,poutcome,month,housing,job
376,poutcome,month,housing,job
377,poutcome,month,housing,job
378,poutcome,month,housing,job
379,poutcome,month,housing,job
380,poutcome,month,housing,job
381,poutcome,month,housing,job
382,poutcome,month,housing,job
383,poutcome,month,housing,job
384,poutcome,month,housing,job
385,poutcome,month,housing,job
386,poutcome,month,duration,job
387,poutcome,month,duration,job
388,poutcome,month,duration,job
389,poutcome,month,duration,job
390,poutcome,month,duration,job
391,poutcome,month,duration,job
392,poutcome,month,duration,job
393,poutcome,month,duration,job
394,poutcome,month,duration,job
395,poutcome,month,duration,job
396,poutcome,month,duration,job
397,poutcome,month,duration,job
398,poutcome,month,duration,job
399,poutcome,month,duration,job
400,poutcome,month,duration,job
401,poutcome,month,duration,job
402,poutcome,month,duration,job
403,poutcome,month,duration,job
404,poutcome,month,duration,job
405,poutcome,month,duration,job
406,poutcome,month,duration,job
407,poutcome,month,duration,job
408,poutcome,month,duration,job
409,poutcome,month,duration,job
410,poutcome,month,job,
411,poutcome,month,job,
412,poutcome,month,job,
413,poutcome,month,job,
414,poutcome,month,job,
415,poutcome,month,job,
416,poutcome,month,job,education
417,poutcome,month,job,education
418,poutcome,month,job,education
419,poutcome,month,job,education
420,poutcome,month,job,
421,poutcome,month,job,
422,poutcome,month,job,
423,poutcome,month,job,
424,poutcome,month,job,
425,poutcome,month,day,duration
426,poutcome,month,day,duration
427,poutcome,month,day,job
428,poutcome,month,day,job
429,poutcome,month,day,job
430,poutcome,month,day,job
431,poutcome,month,day,job
432,poutcome,month,day,job
433,poutcome,month,day,job
434,poutcome,month,day,job
435,poutcome,month,day,job
436,poutcome,month,day,job
437,poutcome,month,day,job
438,poutcome,month,day,job
439,poutcome,month,day,job
440,poutcome,month,day,job
441,poutcome,month,day,job
442,poutcome,month,day,job
443,poutcome,month,day,job
444,poutcome,month,day,job
445,poutcome,month,day,job
446,poutcome,month,day,job
447,poutcome,month,day,job
448,poutcome,month,day,job
449,poutcome,month,day,job
450,poutcome,month,day,job
451,poutcome,month,day,job
452,poutcome,month,day,job
453,poutcome,month,day,job
454,poutcome,month,day,job
455,poutcome,month,day,job
456,poutcome,month,day,job
457,poutcome,month,day,job
458,poutcome,month,day,job
459,poutcome,month,day,job
460,poutcome,month,day,job
461,poutcome,month,day,job
462,poutcome,month,day,job
463,poutcome,month,duration,day
464,poutcome,month,duration,day
465,poutcome,month,duration,job
466,poutcome,month,duration,job
467,poutcome,month,duration,job
468,poutcome,month,duration,job
469,poutcome,month,duration,job
470,poutcome,month,duration,job
471,poutcome,month,duration,job
472,poutcome,month,duration,job
473,poutcome,month,duration,job
474,poutcome,month,duration,job
475,poutcome,month,duration,job
476,poutcome,month,duration,job
477,poutcome,month,contact,duration
478,poutcome,month,contact,duration
479,poutcome,month,contact,job
480,poutcome,month,contact,job
481,poutcome,month,contact,job
482,poutcome,month,contact,job
483,poutcome,month,contact,job
484,poutcome,month,contact,job
485,poutcome,month,contact,job
486,poutcome,month,contact,job
487,poutcome,month,contact,job
488,poutcome,month,contact,job
489,poutcome,month,contact,job
490,poutcome,month,contact,job
491,poutcome,month,contact,duration
492,poutcome,month,contact,duration
493,poutcome,month,job,marital
494,poutcome,month,job,marital
495,poutcome,month,job,marital
496,poutcome,month,job,
497,poutcome,month,job,
498,poutcome,month,job,
499,poutcome,month,job,loan
500,poutcome,month,job,loan
501,poutcome,month,job,contact
502,poutcome,month,job,contact
503,poutcome,month,job,contact
504,poutcome,month,job,age
505,poutcome,month,job,age
506,poutcome,month,job,housing
507,poutcome,month,job,housing
508,poutcome,month,job,balance
509,poutcome,month,job,balance
510,poutcome,month,job,marital
511,poutcome,month,job,marital
512,poutcome,month,job,marital
513,poutcome,month,job,marital
514,poutcome,month,job,marital
515,poutcome,month,job,marital
516,poutcome,month,job,
517,poutcome,month,duration,job
518,poutcome,month,duration,job
519,poutcome,month,duration,job
520,poutcome,month,duration,job
521,poutcome,month,duration,job
522,poutcome,month,duration,job
523,poutcome,month,duration,job
524,poutcome,month,duration,job
525,poutcome,month,duration,job
526,poutcome,month,duration,job
527,poutcome,month,duration,job
528,poutcome,month,duration,job
529,poutcome,month,duration,contact
530,poutcome,month,duration,contact
531,poutcome,month,duration,contact
532,poutcome,month,duration,day
533,poutcome,month,duration,day
534,poutcome,month,duration,job
535,poutcome,month,duration,job
536,poutcome,month,duration,job
537,poutcome,month,duration,job
538,poutcome,month,duration,job
539,poutcome,month,duration,job
540,poutcome,month,duration,job
541,poutcome,month,duration,job
542,poutcome,month,duration,job
543,poutcome,month,duration,job
544,poutcome,month,duration,job
545,poutcome,month,duration,job
546,poutcome,month,marital,job
547,poutcome,month,marital,job
548,poutcome,month,marital,job
549,poutcome,month,marital,job
550,poutcome,month,marital,job
551,poutcome,month,marital,job
552,poutcome,month,marital,job
553,poutcome,month,marital,job
554,poutcome,month,marital,job
555,poutcome,month,marital,job
556,poutcome,month,marital,job
557,poutcome,month,marital,job
558,poutcome,month,marital,day
559,poutcome,month,marital,day
560,poutcome,month,marital,duration
561,poutcome,month,marital,duration
562,poutcome,month,job,marital
563,poutcome,month,job,marital
564,poutcome,month,job,marital
565,poutcome,month,job,contact
566,poutcome,month,job,contact
567,poutcome,month,job,contact
568,poutcome,month,job,age
569,poutcome,month,job,age
570,poutcome,month,job,
571,poutcome,month,job,contact
572,poutcome,month,job,contact
573,poutcome,month,job,contact
574,poutcome,month,job,marital
575,poutcome,month,job,marital
576,poutcome,month,job,marital
577,poutcome,month,job,
578,poutcome,month,job,
579,poutcome,month,job,education
580,poutcome,month,job,education
581,poutcome,month,job,education
582,poutcome,month,job,education
583,poutcome,month,job,duration
584,poutcome,month,job,duration
585,poutcome,month,job,
586,poutcome,month,job,
0,failure,apr,lower,divorced
1,failure,apr,lower,married
2,failure,apr,lower,single
3,failure,apr,upper,no
4,failure,apr,upper,yes
5,failure,aug,admin.,
6,failure,aug,blue-collar,divorced
7,failure,aug,blue-collar,married
8,failure,aug,blue-collar,single
9,failure,aug,entrepreneur,
10,failure,aug,housemaid,cellular
11,failure,aug,housemaid,telephone
12,failure,aug,housemaid,unknown
13,failure,aug,management,divorced
14,failure,aug,management,married
15,failure,aug,management,single
16,failure,aug,retired,
17,failure,aug,self-employed,
18,failure,aug,services,
19,failure,aug,student,cellular
20,failure,aug,student,telephone
21,failure,aug,student,unknown
22,failure,aug,technician,primary
23,failure,aug,technician,secondary
24,failure,aug,technician,tertiary
25,failure,aug,technician,unknown
26,failure,aug,unemployed,
27,failure,aug,unknown,
28,failure,dec,divorced,
29,failure,dec,married,
30,failure,dec,single,
31,failure,feb,admin.,
32,failure,feb,blue-collar,
33,failure,feb,entrepreneur,
34,failure,feb,housemaid,
35,failure,feb,management,
36,failure,feb,retired,
37,failure,feb,self-employed,
38,failure,feb,services,no
39,failure,feb,services,yes
40,failure,feb,student,
41,failure,feb,technician,
42,failure,feb,unemployed,
43,failure,feb,unknown,
44,failure,jan,,
45,failure,jul,admin.,
46,failure,jul,blue-collar,
47,failure,jul,entrepreneur,
48,failure,jul,housemaid,
49,failure,jul,management,no
50,failure,jul,management,yes
51,failure,jul,retired,
52,failure,jul,self-employed,
53,failure,jul,services,
54,failure,jul,student,
55,failure,jul,technician,
56,failure,jul,unemployed,
57,failure,jul,unknown,
58,failure,jun,lower,admin.
59,failure,jun,lower,blue-collar
60,failure,jun,lower,entrepreneur
61,failure,jun,lower,housemaid
62,failure,jun,lower,management
63,failure,jun,lower,retired
64,failure,jun,lower,self-employed
65,failure,jun,lower,services
66,failure,jun,lower,student
67,failure,jun,lower,technician
68,failure,jun,lower,unemployed
69,failure,jun,lower,unknown
70,failure,jun,upper,admin.
71,failure,jun,upper,blue-collar
72,failure,jun,upper,entrepreneur
73,failure,jun,upper,housemaid
74,failure,jun,upper,management
75,failure,jun,upper,retired
76,failure,jun,upper,self-employed
77,failure,jun,upper,services
78,failure,jun,upper,student
79,failure,jun,upper,technician
80,failure,jun,upper,unemployed
81,failure,jun,upper,unknown
82,failure,mar,no,
83,failure,mar,yes,
84,failure,may,lower,
85,failure,may,upper,lower
86,failure,may,upper,upper
87,failure,nov,admin.,divorced
88,failure,nov,admin.,married
89,failure,nov,admin.,single
90,failure,nov,blue-collar,
91,failure,nov,entrepreneur,
92,failure,nov,housemaid,
93,failure,nov,management,lower
94,failure,nov,management,upper
95,failure,nov,retired,
96,failure,nov,self-employed,
97,failure,nov,services,
98,failure,nov,student,
99,failure,nov,technician,primary
100,failure,nov,technician,secondary
101,failure,nov,technician,tertiary
102,failure,nov,technician,unknown
103,failure,nov,unemployed,lower
104,failure,nov,unemployed,upper
105,failure,nov,unknown,
106,failure,oct,admin.,
107,failure,oct,blue-collar,
108,failure,oct,entrepreneur,
109,failure,oct,housemaid,
110,failure,oct,management,
111,failure,oct,retired,lower
112,failure,oct,retired,upper
113,failure,oct,self-employed,
114,failure,oct,services,
115,failure,oct,student,
116,failure,oct,technician,no
117,failure,oct,technician,yes
118,failure,oct,unemployed,
119,failure,oct,unknown,
120,failure,sep,admin.,
121,failure,sep,blue-collar,
122,failure,sep,entrepreneur,
123,failure,sep,housemaid,
124,failure,sep,management,lower
125,failure,sep,management,upper
126,failure,sep,retired,
127,failure,sep,self-employed,
128,failure,sep,services,
129,failure,sep,student,
130,failure,sep,technician,
131,failure,sep,unemployed,lower
132,failure,sep,unemployed,upper
133,failure,sep,unknown,
134,other,apr,lower,admin.
135,other,apr,lower,blue-collar
136,other,apr,lower,entrepreneur
137,other,apr,lower,housemaid
138,other,apr,lower,management
139,other,apr,lower,retired
140,other,apr,lower,self-employed
141,other,apr,lower,services
142,other,apr,lower,student
143,other,apr,lower,technician
144,other,apr,lower,unemployed
145,other,apr,lower,unknown
146,other,apr,upper,
147,other,aug,lower,admin.
148,other,aug,lower,blue-collar
149,other,aug,lower,entrepreneur
150,other,aug,lower,housemaid
151,other,aug,lower,management
152,other,aug,lower,retired
153,other,aug,lower,self-employed
154,other,aug,lower,services
155,other,aug,lower,student
156,other,aug,lower,technician
157,other,aug,lower,unemployed
158,other,aug,lower,unknown
159,other,aug,upper,
160,other,dec,admin.,
161,other,dec,blue-collar,
162,other,dec,entrepreneur,
163,other,dec,housemaid,
164,other,dec,management,
165,other,dec,retired,
166,other,dec,self-employed,
167,other,dec,services,
168,other,dec,student,
169,other,dec,technician,
170,other,dec,unemployed,
171,other,dec,unknown,
172,other,feb,admin.,
173,other,feb,blue-collar,
174,other,feb,entrepreneur,
175,other,feb,housemaid,
176,other,feb,management,lower
177,other,feb,management,upper
178,other,feb,retired,
179,other,feb,self-employed,
180,other,feb,services,
181,other,feb,student,
182,other,feb,technician,
183,other,feb,unemployed,
184,other,feb,unknown,
185,other,jan,,
186,other,jul,admin.,
187,other,jul,blue-collar,
188,other,jul,entrepreneur,
189,other,jul,housemaid,
190,other,jul,management,
191,other,jul,retired,
192,other,jul,self-employed,
193,other,jul,services,
194,other,jul,student,
195,other,jul,technician,
196,other,jul,unemployed,
197,other,jul,unknown,
198,other,jun,admin.,
199,other,jun,blue-collar,
200,other,jun,entrepreneur,
201,other,jun,housemaid,
202,other,jun,management,
203,other,jun,retired,
204,other,jun,self-employed,
205,other,jun,services,
206,other,jun,student,
207,other,jun,technician,
208,other,jun,unemployed,
209,other,jun,unknown,
210,other,mar,,
211,other,may,admin.,
212,other,may,blue-collar,
213,other,may,entrepreneur,
214,other,may,housemaid,
215,other,may,management,lower
216,other,may,management,upper
217,other,may,retired,
218,other,may,self-employed,divorced
219,other,may,self-employed,married
220,other,may,self-employed,single
221,other,may,services,divorced
222,other,may,services,married
223,other,may,services,single
224,other,may,student,
225,other,may,technician,no
226,other,may,technician,yes
227,other,may,unemployed,
228,other,may,unknown,
229,other,nov,admin.,
230,other,nov,blue-collar,
231,other,nov,entrepreneur,
232,other,nov,housemaid,
233,other,nov,management,
234,other,nov,retired,
235,other,nov,self-employed,
236,other,nov,services,
237,other,nov,student,
238,other,nov,technician,divorced
239,other,nov,technician,married
240,other,nov,technician,single
241,other,nov,unemployed,
242,other,nov,unknown,
243,other,oct,admin.,
244,other,oct,blue-collar,
245,other,oct,entrepreneur,
246,other,oct,housemaid,
247,other,oct,management,
248,other,oct,retired,
249,other,oct,self-employed,
250,other,oct,services,
251,other,oct,student,
252,other,oct,technician,lower
253,other,oct,technician,upper
254,other,oct,unemployed,
255,other,oct,unknown,
256,other,sep,,
257,success,lower,admin.,apr
258,success,lower,admin.,aug
259,success,lower,admin.,dec
260,success,lower,admin.,feb
261,success,lower,admin.,jan
262,success,lower,admin.,jul
263,success,lower,admin.,jun
264,success,lower,admin.,mar
265,success,lower,admin.,may
266,success,lower,admin.,nov
267,success,lower,admin.,oct
268,success,lower,admin.,sep
269,success,lower,blue-collar,no
270,success,lower,blue-collar,yes
271,success,lower,entrepreneur,
272,success,lower,housemaid,primary
273,success,lower,housemaid,secondary
274,success,lower,housemaid,tertiary
275,success,lower,housemaid,unknown
276,success,lower,management,lower
277,success,lower,management,upper
278,success,lower,retired,
279,success,lower,self-employed,lower
280,success,lower,self-employed,upper
281,success,lower,services,
282,success,lower,student,lower
283,success,lower,student,upper
284,success,lower,technician,apr
285,success,lower,technician,aug
286,success,lower,technician,dec
287,success,lower,technician,feb
288,success,lower,technician,jan
289,success,lower,technician,jul
290,success,lower,technician,jun
291,success,lower,technician,mar
292,success,lower,technician,may
293,success,lower,technician,nov
294,success,lower,technician,oct
295,success,lower,technician,sep
296,success,lower,unemployed,
297,success,lower,unknown,
298,success,upper,apr,lower
299,success,upper,apr,upper
300,success,upper,aug,primary
301,success,upper,aug,secondary
302,success,upper,aug,tertiary
303,success,upper,aug,unknown
304,success,upper,dec,
305,success,upper,feb,lower
306,success,upper,feb,upper
307,success,upper,jan,admin.
308,success,upper,jan,blue-collar
309,success,upper,jan,entrepreneur
310,success,upper,jan,housemaid
311,success,upper,jan,management
312,success,upper,jan,retired
313,success,upper,jan,self-employed
314,success,upper,jan,services
315,success,upper,jan,student
316,success,upper,jan,technician
317,success,upper,jan,unemployed
318,success,upper,jan,unknown
319,success,upper,jul,lower
320,success,upper,jul,upper
321,success,upper,jun,admin.
322,success,upper,jun,blue-collar
323,success,upper,jun,entrepreneur
324,success,upper,jun,housemaid
325,success,upper,jun,management
326,success,upper,jun,retired
327,success,upper,jun,self-employed
328,success,upper,jun,services
329,success,upper,jun,student
330,success,upper,jun,technician
331,success,upper,jun,unemployed
332,success,upper,jun,unknown
333,success,upper,mar,
334,success,upper,may,cellular
335,success,upper,may,telephone
336,success,upper,may,unknown
337,success,upper,nov,admin.
338,success,upper,nov,blue-collar
339,success,upper,nov,entrepreneur
340,success,upper,nov,housemaid
341,success,upper,nov,management
342,success,upper,nov,retired
343,success,upper,nov,self-employed
344,success,upper,nov,services
345,success,upper,nov,student
346,success,upper,nov,technician
347,success,upper,nov,unemployed
348,success,upper,nov,unknown
349,success,upper,oct,admin.
350,success,upper,oct,blue-collar
351,success,upper,oct,entrepreneur
352,success,upper,oct,housemaid
353,success,upper,oct,management
354,success,upper,oct,retired
355,success,upper,oct,self-employed
356,success,upper,oct,services
357,success,upper,oct,student
358,success,upper,oct,technician
359,success,upper,oct,unemployed
360,success,upper,oct,unknown
361,success,upper,sep,
362,unknown,apr,no,admin.
363,unknown,apr,no,blue-collar
364,unknown,apr,no,entrepreneur
365,unknown,apr,no,housemaid
366,unknown,apr,no,management
367,unknown,apr,no,retired
368,unknown,apr,no,self-employed
369,unknown,apr,no,services
370,unknown,apr,no,student
371,unknown,apr,no,technician
372,unknown,apr,no,unemployed
373,unknown,apr,no,unknown
374,unknown,apr,yes,admin.
375,unknown,apr,yes,blue-collar
376,unknown,apr,yes,entrepreneur
377,unknown,apr,yes,housemaid
378,unknown,apr,yes,management
379,unknown,apr,yes,retired
380,unknown,apr,yes,self-employed
381,unknown,apr,yes,services
382,unknown,apr,yes,student
383,unknown,apr,yes,technician
384,unknown,apr,yes,unemployed
385,unknown,apr,yes,unknown
386,unknown,aug,lower,admin.
387,unknown,aug,lower,blue-collar
388,unknown,aug,lower,entrepreneur
389,unknown,aug,lower,housemaid
390,unknown,aug,lower,management
391,unknown,aug,lower,retired
392,unknown,aug,lower,self-employed
393,unknown,aug,lower,services
394,unknown,aug,lower,student
395,unknown,aug,lower,technician
396,unknown,aug,lower,unemployed
397,unknown,aug,lower,unknown
398,unknown,aug,upper,admin.
399,unknown,aug,upper,blue-collar
400,unknown,aug,upper,entrepreneur
401,unknown,aug,upper,housemaid
402,unknown,aug,upper,management
403,unknown,aug,upper,retired
404,unknown,aug,upper,self-employed
405,unknown,aug,upper,services
406,unknown,aug,upper,student
407,unknown,aug,upper,technician
408,unknown,aug,upper,unemployed
409,unknown,aug,upper,unknown
410,unknown,dec,admin.,
411,unknown,dec,blue-collar,
412,unknown,dec,entrepreneur,
413,unknown,dec,housemaid,
414,unknown,dec,management,
415,unknown,dec,retired,
416,unknown,dec,self-employed,primary
417,unknown,dec,self-employed,secondary
418,unknown,dec,self-employed,tertiary
419,unknown,dec,self-employed,unknown
420,unknown,dec,services,
421,unknown,dec,student,
422,unknown,dec,technician,
423,unknown,dec,unemployed,
424,unknown,dec,unknown,
425,unknown,feb,lower,lower
426,unknown,feb,lower,upper
427,unknown,feb,upper,admin.
428,unknown,feb,upper,blue-collar
429,unknown,feb,upper,entrepreneur
430,unknown,feb,upper,housemaid
431,unknown,feb,upper,management
432,unknown,feb,upper,retired
433,unknown,feb,upper,self-employed
434,unknown,feb,upper,services
435,unknown,feb,upper,student
436,unknown,feb,upper,technician
437,unknown,feb,upper,unemployed
438,unknown,feb,upper,unknown
439,unknown,jan,lower,admin.
440,unknown,jan,lower,blue-collar
441,unknown,jan,lower,entrepreneur
442,unknown,jan,lower,housemaid
443,unknown,jan,lower,management
444,unknown,jan,lower,retired
445,unknown,jan,lower,self-employed
446,unknown,jan,lower,services
447,unknown,jan,lower,student
