,0,1,2,3,4,5,6,7,8,9,10,11,12
150,duration,month,job,,,,,,,,,,
151,duration,month,job,,,,,,,,,,
152,duration,month,day,job,contact,,,,,,,,
153,duration,month,day,job,contact,,,,,,,,
154,duration,month,day,job,contact,age,,,,,,,
155,duration,month,day,job,contact,age,,,,,,,
156,duration,month,day,job,contact,,,,,,,,
157,duration,month,day,job,contact,campaign,age,,,,,,
158,duration,month,day,job,contact,campaign,age,loan,,,,,
159,duration,month,day,job,contact,campaign,age,loan,,,,,
160,duration,month,day,job,contact,campaign,,,,,,,
161,duration,month,day,job,contact,,,,,,,,
162,duration,month,day,job,loan,,,,,,,,
163,duration,month,day,job,loan,marital,,,,,,,
164,duration,month,day,job,loan,marital,,,,,,,
165,duration,month,day,job,loan,marital,,,,,,,
166,duration,month,day,job,,,,,,,,,
167,duration,month,day,job,balance,,,,,,,,
168,duration,month,day,job,balance,housing,age,,,,,,
169,duration,month,day,job,balance,housing,age,loan,campaign,,,,
170,duration,month,day,job,balance,housing,age,loan,campaign,,,,
171,duration,month,day,job,balance,housing,age,loan,,,,,
172,duration,month,day,job,balance,housing,,,,,,,
173,duration,month,day,job,,,,,,,,,
174,duration,month,day,job,,,,,,,,,
175,duration,month,day,job,,,,,,,,,
176,duration,month,day,job,,,,,,,,,
177,duration,month,day,job,,,,,,,,,
178,duration,month,day,job,,,,,,,,,
179,duration,month,day,job,,,,,,,,,
180,duration,month,day,,,,,,,,,,
181,duration,month,contact,job,loan,,,,,,,,
182,duration,month,contact,job,loan,,,,,,,,
183,duration,month,contact,job,age,,,,,,,,
184,duration,month,contact,job,age,day,,,,,,,
185,duration,month,contact,job,age,day,,,,,,,
186,duration,month,contact,job,,,,,,,,,
187,duration,month,contact,job,,,,,,,,,
188,duration,month,contact,job,day,,,,,,,,
189,duration,month,contact,job,day,age,poutcome,,,,,,
190,duration,month,contact,job,day,age,poutcome,,,,,,
191,duration,month,contact,job,day,age,poutcome,,,,,,
192,duration,month,contact,job,day,age,poutcome,,,,,,
193,duration,month,contact,job,day,age,,,,,,,
194,duration,month,contact,job,,,,,,,,,
195,duration,month,contact,job,,,,,,,,,
196,duration,month,contact,job,,,,,,,,,
197,duration,month,contact,job,,,,,,,,,
198,duration,month,contact,job,balance,,,,,,,,
199,duration,month,contact,job,balance,age,,,,,,,
200,duration,month,contact,job,balance,age,,,,,,,
201,duration,month,contact,job,,,,,,,,,
202,duration,month,contact,job,,,,,,,,,
203,duration,month,contact,,,,,,,,,,
204,duration,month,contact,,,,,,,,,,
205,duration,month,job,,,,,,,,,,
206,duration,month,job,,,,,,,,,,
207,duration,month,job,,,,,,,,,,
208,duration,month,job,,,,,,,,,,
209,duration,month,job,campaign,marital,,,,,,,,
210,duration,month,job,campaign,marital,,,,,,,,
211,duration,month,job,campaign,marital,education,,,,,,,
212,duration,month,job,campaign,marital,education,,,,,,,
213,duration,month,job,campaign,marital,education,housing,,,,,,
214,duration,month,job,campaign,marital,education,housing,,,,,,
215,duration,month,job,campaign,marital,education,,,,,,,
216,duration,month,job,campaign,,,,,,,,,
217,duration,month,job,contact,,,,,,,,,
218,duration,month,job,contact,,,,,,,,,
219,duration,month,job,contact,,,,,,,,,
220,duration,month,job,,,,,,,,,,
221,duration,month,job,,,,,,,,,,
222,duration,month,job,balance,,,,,,,,,
223,duration,month,job,balance,,,,,,,,,
224,duration,month,job,,,,,,,,,,
225,duration,month,job,marital,,,,,,,,,
226,duration,month,job,marital,,,,,,,,,
227,duration,month,job,marital,,,,,,,,,
228,duration,month,job,,,,,,,,,,
229,duration,month,job,education,,,,,,,,,
230,duration,month,job,education,,,,,,,,,
231,duration,month,job,education,balance,marital,,,,,,,
232,duration,month,job,education,balance,marital,,,,,,,
233,duration,month,job,education,balance,marital,,,,,,,
234,duration,month,job,education,balance,,,,,,,,
235,duration,month,job,education,,,,,,,,,
236,duration,month,job,,,,,,,,,,
237,duration,month,job,,,,,,,,,,
238,duration,month,job,,,,,,,,,,
239,duration,month,job,poutcome,,,,,,,,,
240,duration,month,job,poutcome,,,,,,,,,
241,duration,month,job,poutcome,housing,,,,,,,,
242,duration,month,job,poutcome,housing,,,,,,,,
243,duration,month,job,poutcome,,,,,,,,,
244,duration,month,job,,,,,,,,,,
245,duration,month,job,,,,,,,,,,
246,duration,month,job,marital,,,,,,,,,
247,duration,month,job,marital,,,,,,,,,
248,duration,month,job,marital,day,,,,,,,,
249,duration,month,job,marital,day,education,,,,,,,
250,duration,month,job,marital,day,education,campaign,,,,,,
251,duration,month,job,marital,day,education,campaign,,,,,,
252,duration,month,job,marital,day,education,,,,,,,
253,duration,month,job,marital,day,education,,,,,,,
254,duration,month,job,,,,,,,,,,
255,duration,month,job,,,,,,,,,,
256,duration,month,job,housing,contact,,,,,,,,
257,duration,month,job,housing,contact,,,,,,,,
258,duration,month,job,housing,contact,,,,,,,,
259,duration,month,job,housing,,,,,,,,,
260,duration,month,job,,,,,,,,,,
261,duration,month,day,job,,,,,,,,,
262,duration,month,day,job,age,,,,,,,,
263,duration,month,day,job,age,,,,,,,,
264,duration,month,day,job,,,,,,,,,
265,duration,month,day,job,,,,,,,,,
266,duration,month,day,job,campaign,,,,,,,,
267,duration,month,day,job,campaign,,,,,,,,
268,duration,month,day,job,,,,,,,,,
269,duration,month,day,job,,,,,,,,,
270,duration,month,day,job,,,,,,,,,
271,duration,month,day,job,,,,,,,,,
272,duration,month,day,job,,,,,,,,,
273,duration,month,day,job,,,,,,,,,
274,duration,month,day,job,,,,,,,,,
275,duration,month,day,contact,,,,,,,,,
276,duration,month,day,contact,,,,,,,,,
277,duration,month,day,contact,job,,,,,,,,
278,duration,month,day,contact,job,,,,,,,,
279,duration,month,day,contact,job,,,,,,,,
280,duration,month,day,contact,job,,,,,,,,
281,duration,month,day,contact,job,,,,,,,,
282,duration,month,day,contact,job,,,,,,,,
283,duration,month,day,contact,job,,,,,,,,
284,duration,month,day,contact,job,,,,,,,,
285,duration,month,day,contact,job,,,,,,,,
286,duration,month,day,contact,job,,,,,,,,
287,duration,month,day,contact,job,,,,,,,,
288,duration,month,day,contact,job,,,,,,,,
289,duration,month,education,,,,,,,,,,
290,duration,month,education,balance,job,,,,,,,,
291,duration,month,education,balance,job,,,,,,,,
292,duration,month,education,balance,job,,,,,,,,
293,duration,month,education,balance,job,,,,,,,,
294,duration,month,education,balance,job,,,,,,,,
295,duration,month,education,balance,job,,,,,,,,
296,duration,month,education,balance,job,,,,,,,,
297,duration,month,education,balance,job,,,,,,,,
298,duration,month,education,balance,job,,,,,,,,
299,duration,month,education,balance,job,,,,,,,,
300,duration,month,education,balance,job,,,,,,,,
301,duration,month,education,balance,job,,,,,,,,
302,duration,month,education,balance,housing,,,,,,,,
303,duration,month,education,balance,housing,,,,,,,,
304,duration,month,education,job,,,,,,,,,
305,duration,month,education,job,,,,,,,,,
306,duration,month,education,job,,,,,,,,,
307,duration,month,education,job,,,,,,,,,
308,duration,month,education,job,age,,,,,,,,
309,duration,month,education,job,age,day,,,,,,,
310,duration,month,education,job,age,day,,,,,,,
311,duration,month,education,job,,,,,,,,,
312,duration,month,education,job,,,,,,,,,
313,duration,month,education,job,,,,,,,,,
314,duration,month,education,job,,,,,,,,,
315,duration,month,education,job,,,,,,,,,
316,duration,month,education,job,,,,,,,,,
317,duration,month,education,job,,,,,,,,,
318,duration,month,education,,,,,,,,,,
319,duration,month,education,,,,,,,,,,
320,duration,month,education,job,,,,,,,,,
321,duration,month,education,job,,,,,,,,,
322,duration,month,education,job,,,,,,,,,
323,duration,month,education,job,,,,,,,,,
324,duration,month,education,job,,,,,,,,,
325,duration,month,education,job,balance,,,,,,,,
326,duration,month,education,job,balance,,,,,,,,
327,duration,month,education,job,,,,,,,,,
328,duration,month,education,job,,,,,,,,,
329,duration,month,education,job,,,,,,,,,
330,duration,month,education,job,day,,,,,,,,
331,duration,month,education,job,day,,,,,,,,
332,duration,month,education,job,,,,,,,,,
333,duration,month,education,job,,,,,,,,,
334,duration,month,education,balance,,,,,,,,,
335,duration,month,education,balance,job,,,,,,,,
336,duration,month,education,balance,job,,,,,,,,
337,duration,month,education,balance,job,,,,,,,,
338,duration,month,education,balance,job,,,,,,,,
339,duration,month,education,balance,job,campaign,,,,,,,
340,duration,month,education,balance,job,campaign,,,,,,,
341,duration,month,education,balance,job,,,,,,,,
342,duration,month,education,balance,job,,,,,,,,
343,duration,month,education,balance,job,,,,,,,,
344,duration,month,education,balance,job,,,,,,,,
345,duration,month,education,balance,job,,,,,,,,
346,duration,month,education,balance,job,,,,,,,,
347,duration,month,education,balance,job,,,,,,,,
348,duration,month,education,,,,,,,,,,
349,duration,poutcome,month,job,age,,,,,,,,
350,duration,poutcome,month,job,age,,,,,,,,
351,duration,poutcome,month,job,marital,,,,,,,,
352,duration,poutcome,month,job,marital,,,,,,,,
353,duration,poutcome,month,job,marital,age,,,,,,,
354,duration,poutcome,month,job,marital,age,,,,,,,
355,duration,poutcome,month,job,,,,,,,,,
356,duration,poutcome,month,job,,,,,,,,,
357,duration,poutcome,month,job,default,day,marital,,,,,,
358,duration,poutcome,month,job,default,day,marital,balance,,,,,
359,duration,poutcome,month,job,default,day,marital,balance,,,,,
360,duration,poutcome,month,job,default,day,marital,,,,,,
361,duration,poutcome,month,job,default,day,,,,,,,
362,duration,poutcome,month,job,default,,,,,,,,
363,duration,poutcome,month,job,,,,,,,,,
364,duration,poutcome,month,job,marital,,,,,,,,
365,duration,poutcome,month,job,marital,,,,,,,,
366,duration,poutcome,month,job,marital,,,,,,,,
367,duration,poutcome,month,job,,,,,,,,,
368,duration,poutcome,month,job,,,,,,,,,
369,duration,poutcome,month,job,marital,,,,,,,,
370,duration,poutcome,month,job,marital,,,,,,,,
371,duration,poutcome,month,job,marital,balance,,,,,,,
372,duration,poutcome,month,job,marital,balance,,,,,,,
373,duration,poutcome,month,job,,,,,,,,,
374,duration,poutcome,month,job,,,,,,,,,
375,duration,poutcome,month,job,,,,,,,,,
376,duration,poutcome,month,job,marital,,,,,,,,
377,duration,poutcome,month,job,marital,,,,,,,,
378,duration,poutcome,month,job,marital,,,,,,,,
379,duration,poutcome,month,job,,,,,,,,,
380,duration,poutcome,month,job,education,,,,,,,,
381,duration,poutcome,month,job,education,,,,,,,,
382,duration,poutcome,month,job,education,,,,,,,,
383,duration,poutcome,month,job,education,,,,,,,,
384,duration,poutcome,month,job,,,,,,,,,
385,duration,poutcome,month,job,,,,,,,,,
386,duration,poutcome,month,job,,,,,,,,,
387,duration,poutcome,month,job,,,,,,,,,
388,duration,poutcome,month,job,,,,,,,,,
389,duration,poutcome,month,job,age,,,,,,,,
390,duration,poutcome,month,job,age,,,,,,,,
391,duration,poutcome,month,job,,,,,,,,,
392,duration,poutcome,month,job,,,,,,,,,
393,duration,poutcome,month,job,,,,,,,,,
394,duration,poutcome,month,job,,,,,,,,,
395,duration,poutcome,month,job,,,,,,,,,
396,duration,poutcome,month,job,,,,,,,,,
397,duration,poutcome,month,job,,,,,,,,,
398,duration,poutcome,month,job,,,,,,,,,
399,duration,poutcome,month,job,,,,,,,,,
400,duration,poutcome,month,job,,,,,,,,,
401,duration,poutcome,month,job,,,,,,,,,
402,duration,poutcome,month,job,,,,,,,,,
403,duration,poutcome,month,job,,,,,,,,,
404,duration,poutcome,month,job,,,,,,,,,
405,duration,poutcome,month,job,,,,,,,,,
406,duration,poutcome,month,job,,,,,,,,,
407,duration,poutcome,month,job,,,,,,,,,
408,duration,poutcome,month,job,,,,,,,,,
409,duration,poutcome,month,job,,,,,,,,,
410,duration,poutcome,month,job,,,,,,,,,
411,duration,poutcome,month,job,,,,,,,,,
412,duration,poutcome,month,job,,,,,,,,,
413,duration,poutcome,month,job,,,,,,,,,
414,duration,poutcome,month,job,,,,,,,,,
415,duration,poutcome,month,job,,,,,,,,,
416,duration,poutcome,month,job,,,,,,,,,
417,duration,poutcome,month,,,,,,,,,,
418,duration,poutcome,month,job,,,,,,,,,
419,duration,poutcome,month,job,,,,,,,,,
420,duration,poutcome,month,job,,,,,,,,,
421,duration,poutcome,month,job,,,,,,,,,
422,duration,poutcome,month,job,age,,,,,,,,
423,duration,poutcome,month,job,age,,,,,,,,
424,duration,poutcome,month,job,,,,,,,,,
425,duration,poutcome,month,job,,,,,,,,,
426,duration,poutcome,month,job,,,,,,,,,
427,duration,poutcome,month,job,,,,,,,,,
428,duration,poutcome,month,job,,,,,,,,,
429,duration,poutcome,month,job,,,,,,,,,
430,duration,poutcome,month,job,,,,,,,,,
431,duration,poutcome,month,job,age,,,,,,,,
432,duration,poutcome,month,job,age,,,,,,,,
433,duration,poutcome,month,job,,,,,,,,,
434,duration,poutcome,month,job,,,,,,,,,
435,duration,poutcome,month,job,,,,,,,,,
436,duration,poutcome,month,job,housing,campaign,,,,,,,
437,duration,poutcome,month,job,housing,campaign,,,,,,,
438,duration,poutcome,month,job,housing,,,,,,,,
439,duration,poutcome,month,job,,,,,,,,,
440,duration,poutcome,month,job,,,,,,,,,
441,duration,poutcome,month,job,,,,,,,,,
442,duration,poutcome,month,job,,,,,,,,,
443,duration,poutcome,month,job,age,,,,,,,,
444,duration,poutcome,month,job,age,,,,,,,,
445,duration,poutcome,month,job,,,,,,,,,
446,duration,poutcome,month,job,,,,,,,,,
447,duration,poutcome,month,education,,,,,,,,,
448,duration,poutcome,month,education,,,,,,,,,
449,duration,poutcome,month,education,,,,,,,,,
450,duration,poutcome,month,education,,,,,,,,,
451,duration,poutcome,month,job,day,marital,,,,,,,
452,duration,poutcome,month,job,day,marital,,,,,,,
453,duration,poutcome,month,job,day,marital,campaign,,,,,,
454,duration,poutcome,month,job,day,marital,campaign,,,,,,
455,duration,poutcome,month,job,day,,,,,,,,
456,duration,poutcome,month,job,housing,marital,,,,,,,
457,duration,poutcome,month,job,housing,marital,,,,,,,
458,duration,poutcome,month,job,housing,marital,,,,,,,
459,duration,poutcome,month,job,housing,,,,,,,,
460,duration,poutcome,month,job,marital,,,,,,,,
461,duration,poutcome,month,job,marital,,,,,,,,
462,duration,poutcome,month,job,marital,,,,,,,,
463,duration,poutcome,month,job,,,,,,,,,
464,duration,poutcome,month,job,balance,age,marital,,,,,,
465,duration,poutcome,month,job,balance,age,marital,,,,,,
466,duration,poutcome,month,job,balance,age,marital,,,,,,
467,duration,poutcome,month,job,balance,age,,,,,,,
468,duration,poutcome,month,job,balance,,,,,,,,
469,duration,poutcome,month,job,,,,,,,,,
470,duration,poutcome,month,job,,,,,,,,,
471,duration,poutcome,month,job,day,campaign,,,,,,,
472,duration,poutcome,month,job,day,campaign,,,,,,,
473,duration,poutcome,month,job,day,,,,,,,,
474,duration,poutcome,month,job,,,,,,,,,
475,duration,poutcome,month,job,loan,,,,,,,,
476,duration,poutcome,month,job,loan,,,,,,,,
477,duration,poutcome,month,job,,,,,,,,,
478,duration,poutcome,month,job,,,,,,,,,
479,duration,poutcome,month,job,marital,,,,,,,,
480,duration,poutcome,month,job,marital,,,,,,,,
481,duration,poutcome,month,job,marital,,,,,,,,
482,duration,poutcome,month,job,,,,,,,,,
483,duration,poutcome,month,job,,,,,,,,,
484,duration,poutcome,month,job,,,,,,,,,
485,duration,poutcome,month,job,balance,,,,,,,,
486,duration,poutcome,month,job,balance,age,,,,,,,
487,duration,poutcome,month,job,balance,age,education,,,,,,
488,duration,poutcome,month,job,balance,age,education,,,,,,
489,duration,poutcome,month,job,balance,age,education,marital,,,,,
490,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day
491,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day
492,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,
493,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,
494,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,,
495,duration,poutcome,month,job,balance,age,education,marital,default,housing,,,
496,duration,poutcome,month,job,balance,age,education,marital,default,,,,
497,duration,poutcome,month,job,balance,age,education,marital,,,,,
498,duration,poutcome,month,job,balance,age,education,,,,,,
499,duration,poutcome,month,job,,,,,,,,,
500,duration,poutcome,month,job,,,,,,,,,
501,duration,poutcome,month,job,,,,,,,,,
502,duration,poutcome,month,job,,,,,,,,,
503,duration,poutcome,month,job,education,,,,,,,,
504,duration,poutcome,month,job,education,,,,,,,,
505,duration,poutcome,month,job,education,,,,,,,,
506,duration,poutcome,month,job,education,,,,,,,,
507,duration,poutcome,month,job,,,,,,,,,
508,duration,poutcome,month,job,,,,,,,,,
509,duration,poutcome,month,job,,,,,,,,,
510,duration,poutcome,month,job,,,,,,,,,
511,duration,poutcome,month,job,,,,,,,,,
512,duration,poutcome,month,job,,,,,,,,,
513,duration,poutcome,month,job,,,,,,,,,
514,duration,poutcome,month,job,,,,,,,,,
515,duration,poutcome,month,job,,,,,,,,,
516,duration,poutcome,month,job,,,,,,,,,
517,duration,poutcome,month,job,,,,,,,,,
518,duration,poutcome,month,job,housing,,,,,,,,
519,duration,poutcome,month,job,housing,,,,,,,,
520,duration,poutcome,month,job,,,,,,,,,
521,duration,poutcome,month,job,,,,,,,,,
522,duration,poutcome,month,job,,,,,,,,,
523,duration,poutcome,month,job,,,,,,,,,
524,duration,poutcome,month,job,,,,,,,,,
525,duration,poutcome,month,job,,,,,,,,,
526,duration,poutcome,month,job,marital,,,,,,,,
527,duration,poutcome,month,job,marital,,,,,,,,
528,duration,poutcome,month,job,marital,age,,,,,,,
529,duration,poutcome,month,job,marital,age,,,,,,,
530,duration,poutcome,month,job,,,,,,,,,
531,duration,poutcome,month,job,,,,,,,,,
532,duration,poutcome,month,job,,,,,,,,,
533,duration,poutcome,month,job,,,,,,,,,
534,duration,poutcome,month,job,,,,,,,,,
535,duration,poutcome,month,job,age,,,,,,,,
536,duration,poutcome,month,job,age,,,,,,,,
537,duration,poutcome,month,job,,,,,,,,,
538,duration,poutcome,job,month,,,,,,,,,
539,duration,poutcome,job,month,,,,,,,,,
540,duration,poutcome,job,month,,,,,,,,,
541,duration,poutcome,job,month,,,,,,,,,
542,duration,poutcome,job,month,,,,,,,,,
543,duration,poutcome,job,month,,,,,,,,,
544,duration,poutcome,job,month,,,,,,,,,
545,duration,poutcome,job,month,,,,,,,,,
546,duration,poutcome,job,month,,,,,,,,,
547,duration,poutcome,job,month,,,,,,,,,
548,duration,poutcome,job,month,,,,,,,,,
549,duration,poutcome,job,month,,,,,,,,,
550,duration,poutcome,job,month,balance,,,,,,,,
551,duration,poutcome,job,month,balance,,,,,,,,
552,duration,poutcome,job,month,,,,,,,,,
553,duration,poutcome,job,month,,,,,,,,,
554,duration,poutcome,job,month,,,,,,,,,
555,duration,poutcome,job,month,,,,,,,,,
556,duration,poutcome,job,month,,,,,,,,,
557,duration,poutcome,job,month,,,,,,,,,
558,duration,poutcome,job,month,,,,,,,,,
559,duration,poutcome,job,month,,,,,,,,,
560,duration,poutcome,job,month,,,,,,,,,
561,duration,poutcome,job,month,,,,,,,,,
562,duration,poutcome,job,month,,,,,,,,,
563,duration,poutcome,job,,,,,,,,,,
564,duration,poutcome,job,,,,,,,,,,
565,duration,poutcome,job,month,day,,,,,,,,
566,duration,poutcome,job,month,day,,,,,,,,
567,duration,poutcome,job,month,age,,,,,,,,
568,duration,poutcome,job,month,age,,,,,,,,
569,duration,poutcome,job,month,,,,,,,,,
570,duration,poutcome,job,month,marital,,,,,,,,
571,duration,poutcome,job,month,marital,,,,,,,,
572,duration,poutcome,job,month,marital,,,,,,,,
573,duration,poutcome,job,month,,,,,,,,,
574,duration,poutcome,job,month,,,,,,,,,
575,duration,poutcome,job,month,,,,,,,,,
576,duration,poutcome,job,month,,,,,,,,,
577,duration,poutcome,job,month,campaign,,,,,,,,
578,duration,poutcome,job,month,campaign,age,,,,,,,
579,duration,poutcome,job,month,campaign,age,marital,,,,,,
580,duration,poutcome,job,month,campaign,age,marital,,,,,,
581,duration,poutcome,job,month,campaign,age,marital,,,,,,
582,duration,poutcome,job,month,,,,,,,,,
583,duration,poutcome,job,month,,,,,,,,,
584,duration,poutcome,job,month,,,,,,,,,
585,duration,poutcome,job,month,,,,,,,,,
586,duration,poutcome,job,month,,,,,,,,,
587,duration,poutcome,job,month,,,,,,,,,
588,duration,poutcome,job,month,,,,,,,,,
589,duration,poutcome,job,month,,,,,,,,,
590,duration,poutcome,job,month,,,,,,,,,
591,duration,poutcome,job,month,,,,,,,,,
592,duration,poutcome,job,month,,,,,,,,,
593,duration,poutcome,job,month,,,,,,,,,
594,duration,poutcome,job,month,,,,,,,,,
595,duration,poutcome,job,month,,,,,,,,,
596,duration,poutcome,job,month,,,,,,,,,
597,duration,poutcome,job,marital,,,,,,,,,
