,0,1,2,3,4,5
145,poutcome,month,duration,day,job,campaign
146,poutcome,month,duration,day,job,campaign
147,poutcome,month,duration,day,job,
148,poutcome,month,duration,day,job,
149,poutcome,month,duration,day,job,
150,poutcome,month,duration,day,job,
151,poutcome,month,duration,day,job,
152,poutcome,month,duration,day,job,
153,poutcome,month,duration,day,job,
154,poutcome,month,duration,day,job,
155,poutcome,month,duration,day,job,
156,poutcome,month,duration,day,job,
157,poutcome,month,duration,day,job,
158,poutcome,month,duration,day,job,
159,poutcome,month,duration,day,job,
160,poutcome,month,duration,day,job,marital
161,poutcome,month,duration,day,job,marital
162,poutcome,month,duration,day,job,marital
163,poutcome,month,duration,day,job,
164,poutcome,month,duration,day,job,
165,poutcome,month,job,marital,,
166,poutcome,month,job,marital,,
167,poutcome,month,job,marital,education,
168,poutcome,month,job,marital,education,
169,poutcome,month,job,marital,education,
170,poutcome,month,job,marital,education,
171,poutcome,month,job,,,
172,poutcome,month,job,,,
173,poutcome,month,job,,,
174,poutcome,month,job,duration,,
175,poutcome,month,job,duration,balance,
176,poutcome,month,job,duration,balance,age
177,poutcome,month,job,duration,balance,age
178,poutcome,month,job,,,
179,poutcome,month,job,,,
180,poutcome,month,job,,,
181,poutcome,month,job,,,
182,poutcome,month,job,education,,
183,poutcome,month,job,education,,
184,poutcome,month,job,education,,
185,poutcome,month,job,education,,
186,poutcome,month,job,age,,
187,poutcome,month,job,age,,
188,poutcome,month,job,,,
189,poutcome,month,job,,,
190,poutcome,month,job,,,
191,poutcome,month,job,,,
192,poutcome,month,job,,,
193,poutcome,month,job,,,
194,poutcome,month,job,duration,,
195,poutcome,month,job,duration,,
196,poutcome,month,job,,,
197,poutcome,month,job,,,
198,poutcome,month,job,,,
199,poutcome,month,job,housing,,
200,poutcome,month,job,housing,,
201,poutcome,month,job,,,
202,poutcome,month,job,,,
203,poutcome,month,job,,,
204,poutcome,month,job,,,
205,poutcome,month,job,,,
206,poutcome,month,job,,,
207,poutcome,month,job,campaign,marital,
208,poutcome,month,job,campaign,marital,
209,poutcome,month,job,campaign,marital,
210,poutcome,month,job,campaign,,
211,poutcome,month,job,,,
212,poutcome,month,job,,,
213,poutcome,month,job,,,
214,poutcome,month,job,,,
215,poutcome,month,job,,,
216,poutcome,month,job,age,,
217,poutcome,month,job,age,,
218,poutcome,month,job,,,
219,poutcome,month,balance,job,,
220,poutcome,month,balance,job,age,
221,poutcome,month,balance,job,age,
222,poutcome,month,balance,job,,
223,poutcome,month,balance,job,,
224,poutcome,month,balance,job,marital,
225,poutcome,month,balance,job,marital,
226,poutcome,month,balance,job,marital,
227,poutcome,month,balance,job,,
228,poutcome,month,balance,job,,
229,poutcome,month,balance,job,,
230,poutcome,month,balance,job,,
231,poutcome,month,balance,job,,
232,poutcome,month,balance,job,,
233,poutcome,month,balance,job,,
234,poutcome,month,balance,,,
235,poutcome,month,age,job,,
236,poutcome,month,age,job,,
237,poutcome,month,age,job,,
238,poutcome,month,age,job,,
239,poutcome,month,age,job,loan,
240,poutcome,month,age,job,loan,
241,poutcome,month,age,job,,
242,poutcome,month,age,job,,
243,poutcome,month,age,job,,
244,poutcome,month,age,job,,
245,poutcome,month,age,job,,
246,poutcome,month,age,job,,
247,poutcome,month,age,job,,
248,poutcome,month,age,,,
249,poutcome,month,job,,,
250,poutcome,month,job,,,
251,poutcome,month,job,,,
252,poutcome,month,job,,,
253,poutcome,month,job,,,
254,poutcome,month,job,,,
255,poutcome,month,job,,,
256,poutcome,month,job,,,
257,poutcome,month,job,,,
258,poutcome,month,job,,,
259,poutcome,month,job,,,
260,poutcome,month,job,,,
261,poutcome,month,job,,,
262,poutcome,month,job,,,
263,poutcome,month,job,,,
264,poutcome,month,job,,,
265,poutcome,month,job,duration,,
266,poutcome,month,job,duration,marital,
267,poutcome,month,job,duration,marital,
268,poutcome,month,job,duration,marital,
269,poutcome,month,job,,,
270,poutcome,month,job,,,
271,poutcome,month,job,,,
272,poutcome,month,job,,,
273,poutcome,month,job,,,
274,poutcome,month,job,,,
275,poutcome,month,job,,,
276,poutcome,month,,,,
277,poutcome,month,job,,,
278,poutcome,month,job,,,
279,poutcome,month,job,,,
280,poutcome,month,job,,,
281,poutcome,month,job,,,
282,poutcome,month,job,,,
283,poutcome,month,job,,,
284,poutcome,month,job,,,
285,poutcome,month,job,,,
286,poutcome,month,job,,,
287,poutcome,month,job,,,
288,poutcome,month,job,,,
289,poutcome,month,job,,,
290,poutcome,month,job,,,
291,poutcome,month,job,,,
292,poutcome,month,job,,,
293,poutcome,month,job,,,
294,poutcome,month,job,,,
295,poutcome,month,job,,,
296,poutcome,month,job,,,
297,poutcome,month,job,,,
298,poutcome,month,job,,,
299,poutcome,month,job,,,
300,poutcome,month,job,,,
301,poutcome,month,,,,
302,poutcome,month,job,,,
303,poutcome,month,job,,,
304,poutcome,month,job,,,
305,poutcome,month,job,,,
306,poutcome,month,job,balance,,
307,poutcome,month,job,balance,marital,
308,poutcome,month,job,balance,marital,campaign
309,poutcome,month,job,balance,marital,campaign
310,poutcome,month,job,balance,marital,
311,poutcome,month,job,,,
312,poutcome,month,job,marital,,
313,poutcome,month,job,marital,,
314,poutcome,month,job,marital,,
315,poutcome,month,job,marital,,
316,poutcome,month,job,marital,,
317,poutcome,month,job,marital,balance,
318,poutcome,month,job,marital,balance,age
319,poutcome,month,job,marital,balance,age
320,poutcome,month,job,,,
321,poutcome,month,job,housing,,
322,poutcome,month,job,housing,,
323,poutcome,month,job,,,
324,poutcome,month,job,,,
325,poutcome,month,job,,,
326,poutcome,month,job,,,
327,poutcome,month,job,,,
328,poutcome,month,job,,,
329,poutcome,month,job,,,
330,poutcome,month,job,,,
331,poutcome,month,job,,,
332,poutcome,month,job,,,
333,poutcome,month,job,,,
334,poutcome,month,job,marital,,
335,poutcome,month,job,marital,,
336,poutcome,month,job,marital,,
337,poutcome,month,job,,,
338,poutcome,month,job,,,
339,poutcome,month,job,,,
340,poutcome,month,job,,,
341,poutcome,month,job,,,
342,poutcome,month,job,,,
343,poutcome,month,job,,,
344,poutcome,month,job,,,
345,poutcome,month,job,,,
346,poutcome,month,job,,,
347,poutcome,month,job,,,
348,poutcome,month,job,duration,,
349,poutcome,month,job,duration,,
350,poutcome,month,job,,,
351,poutcome,month,job,,,
352,poutcome,month,,,,
353,poutcome,duration,job,month,,
354,poutcome,duration,job,month,,
355,poutcome,duration,job,month,,
356,poutcome,duration,job,month,,
357,poutcome,duration,job,month,,
358,poutcome,duration,job,month,,
359,poutcome,duration,job,month,,
360,poutcome,duration,job,month,,
361,poutcome,duration,job,month,,
362,poutcome,duration,job,month,,
363,poutcome,duration,job,month,,
364,poutcome,duration,job,month,,
365,poutcome,duration,job,housing,,
366,poutcome,duration,job,housing,,
367,poutcome,duration,job,,,
368,poutcome,duration,job,education,,
369,poutcome,duration,job,education,,
370,poutcome,duration,job,education,,
371,poutcome,duration,job,education,,
372,poutcome,duration,job,balance,,
373,poutcome,duration,job,balance,month,
374,poutcome,duration,job,balance,month,
375,poutcome,duration,job,balance,month,
376,poutcome,duration,job,balance,month,
377,poutcome,duration,job,balance,month,
378,poutcome,duration,job,balance,month,
379,poutcome,duration,job,balance,month,
380,poutcome,duration,job,balance,month,
381,poutcome,duration,job,balance,month,housing
382,poutcome,duration,job,balance,month,housing
383,poutcome,duration,job,balance,month,
384,poutcome,duration,job,balance,month,
385,poutcome,duration,job,balance,month,
386,poutcome,duration,job,,,
387,poutcome,duration,job,age,,
388,poutcome,duration,job,age,,
389,poutcome,duration,job,,,
390,poutcome,duration,job,balance,,
391,poutcome,duration,job,balance,,
392,poutcome,duration,job,month,,
393,poutcome,duration,job,month,,
394,poutcome,duration,job,month,,
395,poutcome,duration,job,month,,
396,poutcome,duration,job,month,,
397,poutcome,duration,job,month,,
398,poutcome,duration,job,month,,
399,poutcome,duration,job,month,,
400,poutcome,duration,job,month,,
401,poutcome,duration,job,month,,
402,poutcome,duration,job,month,,
403,poutcome,duration,job,month,,
404,poutcome,duration,job,,,
405,poutcome,duration,job,,,
406,poutcome,duration,month,campaign,day,age
407,poutcome,duration,month,campaign,day,age
408,poutcome,duration,month,campaign,day,
409,poutcome,duration,month,campaign,,
410,poutcome,duration,month,education,,
411,poutcome,duration,month,education,,
412,poutcome,duration,month,education,,
413,poutcome,duration,month,education,,
414,poutcome,duration,month,,,
415,poutcome,duration,month,age,,
416,poutcome,duration,month,age,education,
417,poutcome,duration,month,age,education,
418,poutcome,duration,month,age,education,
419,poutcome,duration,month,age,education,
420,poutcome,duration,month,job,,
421,poutcome,duration,month,job,,
422,poutcome,duration,month,job,,
423,poutcome,duration,month,job,,
424,poutcome,duration,month,job,,
425,poutcome,duration,month,job,,
426,poutcome,duration,month,job,,
427,poutcome,duration,month,job,,
428,poutcome,duration,month,job,,
429,poutcome,duration,month,job,,
430,poutcome,duration,month,job,,
431,poutcome,duration,month,job,,
432,poutcome,duration,month,age,,
433,poutcome,duration,month,age,,
434,poutcome,duration,month,job,,
435,poutcome,duration,month,job,,
436,poutcome,duration,month,job,,
437,poutcome,duration,month,job,,
438,poutcome,duration,month,job,,
439,poutcome,duration,month,job,,
440,poutcome,duration,month,job,,
441,poutcome,duration,month,job,,
442,poutcome,duration,month,job,,
443,poutcome,duration,month,job,,
444,poutcome,duration,month,job,,
445,poutcome,duration,month,job,,
446,poutcome,duration,month,,,
447,poutcome,duration,month,contact,job,
448,poutcome,duration,month,contact,job,age
449,poutcome,duration,month,contact,job,age
450,poutcome,duration,month,contact,job,
451,poutcome,duration,month,contact,job,
452,poutcome,duration,month,contact,job,
453,poutcome,duration,month,contact,job,
454,poutcome,duration,month,contact,job,
455,poutcome,duration,month,contact,job,
456,poutcome,duration,month,contact,job,
457,poutcome,duration,month,contact,job,balance
458,poutcome,duration,month,contact,job,balance
459,poutcome,duration,month,contact,job,
460,poutcome,duration,month,contact,job,
461,poutcome,duration,month,contact,,
462,poutcome,duration,month,contact,,
463,poutcome,duration,month,job,,
464,poutcome,duration,month,job,,
465,poutcome,duration,month,job,,
466,poutcome,duration,month,job,,
467,poutcome,duration,month,job,age,
468,poutcome,duration,month,job,age,
469,poutcome,duration,month,job,,
470,poutcome,duration,month,job,,
471,poutcome,duration,month,job,,
472,poutcome,duration,month,job,,
473,poutcome,duration,month,job,,
474,poutcome,duration,month,job,,
475,poutcome,duration,month,job,,
476,poutcome,duration,month,job,,
477,poutcome,duration,month,job,,
478,poutcome,duration,month,job,,
479,poutcome,duration,month,job,,
480,poutcome,duration,month,job,,
481,poutcome,duration,month,job,,
482,poutcome,duration,month,job,,
483,poutcome,duration,month,job,,
484,poutcome,duration,month,job,,
485,poutcome,duration,month,job,age,
486,poutcome,duration,month,job,age,
487,poutcome,duration,month,job,,
488,poutcome,duration,month,job,,
489,poutcome,duration,month,,,
490,poutcome,month,housing,job,education,
491,poutcome,month,housing,job,education,balance
492,poutcome,month,housing,job,education,balance
493,poutcome,month,housing,job,education,
494,poutcome,month,housing,job,education,
495,poutcome,month,housing,job,education,day
496,poutcome,month,housing,job,education,day
497,poutcome,month,housing,job,education,
498,poutcome,month,housing,job,education,
499,poutcome,month,housing,job,education,
500,poutcome,month,housing,job,,
501,poutcome,month,housing,job,,
502,poutcome,month,housing,job,campaign,age
503,poutcome,month,housing,job,campaign,age
504,poutcome,month,housing,job,campaign,duration
505,poutcome,month,housing,job,campaign,duration
506,poutcome,month,housing,job,day,education
507,poutcome,month,housing,job,day,education
508,poutcome,month,housing,job,day,education
509,poutcome,month,housing,job,day,education
510,poutcome,month,housing,job,day,education
511,poutcome,month,housing,job,day,education
512,poutcome,month,housing,job,day,education
513,poutcome,month,housing,job,day,education
514,poutcome,month,housing,job,,
515,poutcome,month,housing,job,,
516,poutcome,month,housing,job,education,
517,poutcome,month,housing,job,education,
518,poutcome,month,housing,job,education,
519,poutcome,month,housing,job,education,
520,poutcome,month,housing,job,marital,
521,poutcome,month,housing,job,marital,education
522,poutcome,month,housing,job,marital,education
523,poutcome,month,housing,job,marital,education
524,poutcome,month,housing,job,marital,education
525,poutcome,month,housing,job,marital,
526,poutcome,month,housing,job,balance,
527,poutcome,month,housing,job,balance,
528,poutcome,month,housing,job,,
529,poutcome,month,housing,job,,
530,poutcome,month,housing,job,campaign,education
531,poutcome,month,housing,job,campaign,education
532,poutcome,month,housing,job,campaign,education
533,poutcome,month,housing,job,campaign,education
534,poutcome,month,housing,job,campaign,
535,poutcome,month,housing,job,loan,default
536,poutcome,month,housing,job,loan,default
537,poutcome,month,housing,job,loan,
538,poutcome,month,housing,job,,
539,poutcome,month,housing,job,duration,
540,poutcome,month,housing,job,duration,education
541,poutcome,month,housing,job,duration,education
542,poutcome,month,housing,job,duration,education
543,poutcome,month,housing,job,duration,education
544,poutcome,month,housing,job,,
545,poutcome,month,housing,job,,
546,poutcome,month,housing,job,marital,
547,poutcome,month,housing,job,marital,
548,poutcome,month,housing,job,marital,campaign
549,poutcome,month,housing,job,marital,campaign
550,poutcome,month,housing,job,,
551,poutcome,month,housing,job,day,balance
552,poutcome,month,housing,job,day,balance
553,poutcome,month,housing,job,day,
554,poutcome,month,housing,job,,
555,poutcome,month,housing,job,,
556,poutcome,month,duration,job,,
557,poutcome,month,duration,job,,
558,poutcome,month,duration,job,,
559,poutcome,month,duration,job,,
560,poutcome,month,duration,job,,
561,poutcome,month,duration,job,,
562,poutcome,month,duration,job,,
563,poutcome,month,duration,job,,
564,poutcome,month,duration,job,,
565,poutcome,month,duration,job,education,
566,poutcome,month,duration,job,education,
567,poutcome,month,duration,job,education,campaign
568,poutcome,month,duration,job,education,campaign
569,poutcome,month,duration,job,education,
570,poutcome,month,duration,job,balance,
571,poutcome,month,duration,job,balance,
572,poutcome,month,duration,job,,
573,poutcome,month,duration,job,day,
574,poutcome,month,duration,job,day,age
575,poutcome,month,duration,job,day,age
576,poutcome,month,duration,job,default,education
577,poutcome,month,duration,job,default,education
578,poutcome,month,duration,job,default,education
579,poutcome,month,duration,job,default,education
580,poutcome,month,duration,job,default,
581,poutcome,month,duration,job,age,
582,poutcome,month,duration,job,age,
583,poutcome,month,duration,job,,
584,poutcome,month,duration,job,contact,marital
585,poutcome,month,duration,job,contact,marital
586,poutcome,month,duration,job,contact,marital
587,poutcome,month,duration,job,contact,
588,poutcome,month,duration,job,contact,
589,poutcome,month,duration,job,marital,
590,poutcome,month,duration,job,marital,day
591,poutcome,month,duration,job,marital,day
592,poutcome,month,duration,job,marital,
593,poutcome,month,duration,job,marital,
594,poutcome,month,duration,job,marital,education
595,poutcome,month,duration,job,marital,education
596,poutcome,month,duration,job,marital,education
597,poutcome,month,duration,job,marital,education
598,poutcome,month,duration,job,marital,
599,poutcome,month,duration,job,education,
600,poutcome,month,duration,job,education,
601,poutcome,month,duration,job,education,
602,poutcome,month,duration,job,education,
603,poutcome,month,duration,job,,
604,poutcome,month,duration,job,day,marital
605,poutcome,month,duration,job,day,marital
606,poutcome,month,duration,job,day,marital
607,poutcome,month,duration,job,day,marital
608,poutcome,month,duration,job,day,marital
609,poutcome,month,duration,job,day,marital
610,poutcome,month,duration,job,age,
611,poutcome,month,duration,job,age,
612,poutcome,month,duration,job,,
613,poutcome,month,job,,,
614,poutcome,month,job,,,
615,poutcome,month,job,,,
616,poutcome,month,job,,,
617,poutcome,month,job,,,
618,poutcome,month,job,,,
619,poutcome,month,job,education,,
620,poutcome,month,job,education,,
621,poutcome,month,job,education,,
622,poutcome,month,job,education,,
623,poutcome,month,job,,,
624,poutcome,month,job,,,
625,poutcome,month,job,,,
626,poutcome,month,job,,,
627,poutcome,month,job,,,
628,poutcome,month,day,duration,job,
629,poutcome,month,day,duration,job,campaign
630,poutcome,month,day,duration,job,campaign
631,poutcome,month,day,duration,job,
632,poutcome,month,day,duration,job,
633,poutcome,month,day,duration,job,marital
634,poutcome,month,day,duration,job,marital
635,poutcome,month,day,duration,job,marital
636,poutcome,month,day,duration,job,marital
637,poutcome,month,day,duration,job,marital
638,poutcome,month,day,duration,job,marital
639,poutcome,month,day,duration,job,
640,poutcome,month,day,duration,job,
641,poutcome,month,day,duration,job,
642,poutcome,month,day,duration,job,
643,poutcome,month,day,duration,job,
644,poutcome,month,day,duration,job,
645,poutcome,month,day,duration,job,balance
646,poutcome,month,day,duration,job,balance
647,poutcome,month,day,duration,job,education
648,poutcome,month,day,duration,job,education
649,poutcome,month,day,duration,job,education
650,poutcome,month,day,duration,job,education
651,poutcome,month,day,duration,job,education
652,poutcome,month,day,duration,job,education
653,poutcome,month,day,duration,job,education
654,poutcome,month,day,duration,job,education
655,poutcome,month,day,duration,job,marital
656,poutcome,month,day,duration,job,marital
657,poutcome,month,day,duration,job,marital
658,poutcome,month,day,duration,job,loan
659,poutcome,month,day,duration,job,loan
660,poutcome,month,day,duration,job,contact
661,poutcome,month,day,duration,job,contact
662,poutcome,month,day,duration,job,contact
663,poutcome,month,day,duration,job,
664,poutcome,month,day,duration,job,age
665,poutcome,month,day,duration,job,age
666,poutcome,month,day,duration,job,
667,poutcome,month,day,duration,job,marital
668,poutcome,month,day,duration,job,marital
669,poutcome,month,day,duration,job,marital
670,poutcome,month,day,duration,job,education
671,poutcome,month,day,duration,job,education
672,poutcome,month,day,duration,job,education
673,poutcome,month,day,duration,job,education
674,poutcome,month,day,duration,job,
675,poutcome,month,day,job,,
676,poutcome,month,day,job,,
677,poutcome,month,day,job,,
678,poutcome,month,day,job,,
679,poutcome,month,day,job,age,
680,poutcome,month,day,job,age,marital
681,poutcome,month,day,job,age,marital
682,poutcome,month,day,job,age,marital
683,poutcome,month,day,job,education,
684,poutcome,month,day,job,education,
685,poutcome,month,day,job,education,
686,poutcome,month,day,job,education,
687,poutcome,month,day,job,,
688,poutcome,month,day,job,,
689,poutcome,month,day,job,,
690,poutcome,month,day,job,contact,
691,poutcome,month,day,job,contact,
692,poutcome,month,day,job,contact,
693,poutcome,month,day,job,age,
694,poutcome,month,day,job,age,
695,poutcome,month,day,job,,
696,poutcome,month,day,job,marital,
697,poutcome,month,day,job,marital,
698,poutcome,month,day,job,marital,
699,poutcome,month,day,job,,
700,poutcome,month,day,job,,
701,poutcome,month,day,job,,
702,poutcome,month,day,job,,
703,poutcome,month,day,job,,
704,poutcome,month,day,job,,
705,poutcome,month,day,job,,
706,poutcome,month,day,job,,
707,poutcome,month,day,job,,
708,poutcome,month,day,job,,
709,poutcome,month,day,job,,
710,poutcome,month,day,job,marital,
711,poutcome,month,day,job,marital,
712,poutcome,month,day,job,marital,contact
713,poutcome,month,day,job,marital,contact
714,poutcome,month,day,job,marital,contact
715,poutcome,month,day,job,housing,marital
716,poutcome,month,day,job,housing,marital
717,poutcome,month,day,job,housing,marital
718,poutcome,month,day,job,housing,
719,poutcome,month,day,job,,
720,poutcome,month,day,job,,
721,poutcome,month,day,job,age,
722,poutcome,month,day,job,age,marital
723,poutcome,month,day,job,age,marital
724,poutcome,month,day,job,age,marital
725,poutcome,month,day,job,education,
726,poutcome,month,day,job,education,
727,poutcome,month,day,job,education,
728,poutcome,month,day,job,education,
729,poutcome,month,day,job,,
730,poutcome,month,day,job,,
731,poutcome,month,day,job,,
732,poutcome,month,day,job,,
733,poutcome,month,day,job,,
734,poutcome,month,day,job,,
735,poutcome,month,duration,day,job,contact
736,poutcome,month,duration,day,job,contact
737,poutcome,month,duration,day,job,contact
738,poutcome,month,duration,day,job,contact
739,poutcome,month,duration,day,job,contact
740,poutcome,month,duration,day,job,contact
741,poutcome,month,duration,day,job,loan
742,poutcome,month,duration,day,job,loan
743,poutcome,month,duration,day,job,
744,poutcome,month,duration,day,job,balance
745,poutcome,month,duration,day,job,balance
746,poutcome,month,duration,day,job,
747,poutcome,month,duration,day,job,
748,poutcome,month,duration,day,job,
749,poutcome,month,duration,day,job,
750,poutcome,month,duration,day,job,
751,poutcome,month,duration,day,job,
752,poutcome,month,duration,day,job,
753,poutcome,month,duration,day,,
754,poutcome,month,duration,job,contact,marital
755,poutcome,month,duration,job,contact,marital
756,poutcome,month,duration,job,contact,marital
757,poutcome,month,duration,job,contact,
758,poutcome,month,duration,job,contact,
759,poutcome,month,duration,job,contact,housing
760,poutcome,month,duration,job,contact,housing
761,poutcome,month,duration,job,contact,
762,poutcome,month,duration,job,contact,
763,poutcome,month,duration,job,marital,housing
764,poutcome,month,duration,job,marital,housing
765,poutcome,month,duration,job,marital,education
766,poutcome,month,duration,job,marital,education
767,poutcome,month,duration,job,marital,education
768,poutcome,month,duration,job,marital,education
769,poutcome,month,duration,job,marital,
770,poutcome,month,duration,job,balance,
771,poutcome,month,duration,job,balance,marital
772,poutcome,month,duration,job,balance,marital
773,poutcome,month,duration,job,balance,marital
774,poutcome,month,duration,job,education,
775,poutcome,month,duration,job,education,marital
776,poutcome,month,duration,job,education,marital
777,poutcome,month,duration,job,education,marital
778,poutcome,month,duration,job,education,day
779,poutcome,month,duration,job,education,day
780,poutcome,month,duration,job,education,age
781,poutcome,month,duration,job,education,age
782,poutcome,month,duration,job,marital,education
783,poutcome,month,duration,job,marital,education
784,poutcome,month,duration,job,marital,education
785,poutcome,month,duration,job,marital,education
786,poutcome,month,duration,job,marital,campaign
787,poutcome,month,duration,job,marital,campaign
788,poutcome,month,duration,job,marital,
789,poutcome,month,duration,job,marital,education
790,poutcome,month,duration,job,marital,education
791,poutcome,month,duration,job,marital,education
792,poutcome,month,duration,job,marital,education
793,poutcome,month,duration,job,marital,education
794,poutcome,month,duration,job,marital,education
795,poutcome,month,duration,job,marital,education
796,poutcome,month,duration,job,marital,education
797,poutcome,month,duration,job,marital,
798,poutcome,month,duration,job,contact,marital
799,poutcome,month,duration,job,contact,marital
800,poutcome,month,duration,job,contact,marital
801,poutcome,month,duration,job,contact,
802,poutcome,month,duration,job,contact,
803,poutcome,month,duration,job,,
804,poutcome,month,duration,job,education,
805,poutcome,month,duration,job,education,balance
806,poutcome,month,duration,job,education,balance
807,poutcome,month,duration,job,education,housing
808,poutcome,month,duration,job,education,housing
809,poutcome,month,duration,job,education,day
810,poutcome,month,duration,job,education,day
811,poutcome,month,duration,job,education,
812,poutcome,month,duration,job,education,day
813,poutcome,month,duration,job,education,day
814,poutcome,month,duration,job,education,
815,poutcome,month,duration,job,education,balance
816,poutcome,month,duration,job,education,balance
817,poutcome,month,duration,job,,
818,poutcome,month,contact,duration,age,marital
819,poutcome,month,contact,duration,age,marital
820,poutcome,month,contact,duration,age,marital
821,poutcome,month,contact,duration,age,job
822,poutcome,month,contact,duration,age,job
823,poutcome,month,contact,duration,age,job
824,poutcome,month,contact,duration,age,job
825,poutcome,month,contact,duration,age,job
826,poutcome,month,contact,duration,age,job
827,poutcome,month,contact,duration,age,job
828,poutcome,month,contact,duration,age,job
829,poutcome,month,contact,duration,age,job
830,poutcome,month,contact,duration,age,job
831,poutcome,month,contact,duration,age,job
832,poutcome,month,contact,duration,age,job
833,poutcome,month,contact,duration,job,
834,poutcome,month,contact,duration,job,
835,poutcome,month,contact,duration,job,
836,poutcome,month,contact,duration,job,
