,0,1,2,3,4,5,6,7,8,9,10,11,12
102,poutcome,month,duration,job,marital,,,,,,,,
103,poutcome,month,duration,job,marital,,,,,,,,
104,poutcome,month,duration,job,,,,,,,,,
105,poutcome,month,duration,job,,,,,,,,,
106,poutcome,month,duration,job,,,,,,,,,
107,poutcome,month,duration,job,,,,,,,,,
108,poutcome,month,duration,job,,,,,,,,,
109,poutcome,month,duration,job,,,,,,,,,
110,poutcome,month,duration,job,,,,,,,,,
111,poutcome,month,duration,job,,,,,,,,,
112,poutcome,month,duration,job,,,,,,,,,
113,poutcome,month,duration,job,,,,,,,,,
114,poutcome,month,duration,job,age,,,,,,,,
115,poutcome,month,duration,job,age,,,,,,,,
116,poutcome,month,duration,job,,,,,,,,,
117,poutcome,month,duration,job,,,,,,,,,
118,poutcome,month,duration,job,,,,,,,,,
119,poutcome,month,duration,job,housing,campaign,,,,,,,
120,poutcome,month,duration,job,housing,campaign,,,,,,,
121,poutcome,month,duration,job,housing,,,,,,,,
122,poutcome,month,duration,job,,,,,,,,,
123,poutcome,month,duration,job,,,,,,,,,
124,poutcome,month,duration,job,,,,,,,,,
125,poutcome,month,duration,job,,,,,,,,,
126,poutcome,month,duration,job,age,,,,,,,,
127,poutcome,month,duration,job,age,,,,,,,,
128,poutcome,month,duration,job,,,,,,,,,
129,poutcome,month,duration,job,,,,,,,,,
130,poutcome,month,loan,,,,,,,,,,
131,poutcome,month,loan,,,,,,,,,,
132,poutcome,month,duration,,,,,,,,,,
133,poutcome,month,duration,day,job,marital,,,,,,,
134,poutcome,month,duration,day,job,marital,,,,,,,
135,poutcome,month,duration,day,job,marital,campaign,,,,,,
136,poutcome,month,duration,day,job,marital,campaign,,,,,,
137,poutcome,month,duration,day,job,housing,marital,,,,,,
138,poutcome,month,duration,day,job,housing,marital,,,,,,
139,poutcome,month,duration,day,job,housing,marital,,,,,,
140,poutcome,month,duration,day,job,housing,,,,,,,
141,poutcome,month,duration,day,job,marital,,,,,,,
142,poutcome,month,duration,day,job,marital,,,,,,,
143,poutcome,month,duration,day,job,marital,,,,,,,
144,poutcome,month,duration,day,job,,,,,,,,
145,poutcome,month,duration,day,job,balance,marital,age,,,,,
146,poutcome,month,duration,day,job,balance,marital,age,,,,,
147,poutcome,month,duration,day,job,balance,marital,,,,,,
148,poutcome,month,duration,day,job,balance,marital,,,,,,
149,poutcome,month,duration,day,job,balance,,,,,,,
150,poutcome,month,duration,day,job,,,,,,,,
151,poutcome,month,duration,day,job,,,,,,,,
152,poutcome,month,duration,day,job,campaign,,,,,,,
153,poutcome,month,duration,day,job,campaign,,,,,,,
154,poutcome,month,duration,day,job,,,,,,,,
155,poutcome,month,duration,day,job,,,,,,,,
156,poutcome,month,duration,day,job,,,,,,,,
157,poutcome,month,duration,day,job,,,,,,,,
158,poutcome,month,duration,day,job,,,,,,,,
159,poutcome,month,duration,day,job,,,,,,,,
160,poutcome,month,duration,day,job,,,,,,,,
161,poutcome,month,duration,day,job,,,,,,,,
162,poutcome,month,duration,day,job,,,,,,,,
163,poutcome,month,duration,day,job,,,,,,,,
164,poutcome,month,duration,day,job,,,,,,,,
165,poutcome,month,duration,day,job,,,,,,,,
166,poutcome,month,duration,day,job,,,,,,,,
167,poutcome,month,duration,day,job,marital,,,,,,,
168,poutcome,month,duration,day,job,marital,,,,,,,
169,poutcome,month,duration,day,job,marital,,,,,,,
170,poutcome,month,duration,day,job,,,,,,,,
171,poutcome,month,duration,day,job,,,,,,,,
172,poutcome,month,job,marital,,,,,,,,,
173,poutcome,month,job,marital,,,,,,,,,
174,poutcome,month,job,marital,education,,,,,,,,
175,poutcome,month,job,marital,education,,,,,,,,
176,poutcome,month,job,marital,education,,,,,,,,
177,poutcome,month,job,marital,education,,,,,,,,
178,poutcome,month,job,,,,,,,,,,
179,poutcome,month,job,,,,,,,,,,
180,poutcome,month,job,,,,,,,,,,
181,poutcome,month,job,duration,,,,,,,,,
182,poutcome,month,job,duration,balance,,,,,,,,
183,poutcome,month,job,duration,balance,age,,,,,,,
184,poutcome,month,job,duration,balance,age,education,,,,,,
185,poutcome,month,job,duration,balance,age,education,,,,,,
186,poutcome,month,job,duration,balance,age,education,marital,,,,,
187,poutcome,month,job,duration,balance,age,education,marital,default,housing,loan,contact,day
188,poutcome,month,job,duration,balance,age,education,marital,default,housing,loan,contact,day
189,poutcome,month,job,duration,balance,age,education,marital,default,housing,loan,contact,
190,poutcome,month,job,duration,balance,age,education,marital,default,housing,loan,contact,
191,poutcome,month,job,duration,balance,age,education,marital,default,housing,loan,,
192,poutcome,month,job,duration,balance,age,education,marital,default,housing,,,
193,poutcome,month,job,duration,balance,age,education,marital,default,,,,
194,poutcome,month,job,duration,balance,age,education,marital,,,,,
195,poutcome,month,job,duration,balance,age,education,,,,,,
196,poutcome,month,job,,,,,,,,,,
197,poutcome,month,job,,,,,,,,,,
198,poutcome,month,job,,,,,,,,,,
199,poutcome,month,job,,,,,,,,,,
200,poutcome,month,job,education,,,,,,,,,
201,poutcome,month,job,education,,,,,,,,,
202,poutcome,month,job,education,,,,,,,,,
203,poutcome,month,job,education,,,,,,,,,
204,poutcome,month,job,age,,,,,,,,,
205,poutcome,month,job,age,,,,,,,,,
206,poutcome,month,job,,,,,,,,,,
207,poutcome,month,job,,,,,,,,,,
208,poutcome,month,job,,,,,,,,,,
209,poutcome,month,job,,,,,,,,,,
210,poutcome,month,job,,,,,,,,,,
211,poutcome,month,job,,,,,,,,,,
212,poutcome,month,job,duration,,,,,,,,,
213,poutcome,month,job,duration,,,,,,,,,
214,poutcome,month,job,,,,,,,,,,
215,poutcome,month,job,,,,,,,,,,
216,poutcome,month,job,,,,,,,,,,
217,poutcome,month,job,housing,,,,,,,,,
218,poutcome,month,job,housing,,,,,,,,,
219,poutcome,month,job,,,,,,,,,,
220,poutcome,month,job,,,,,,,,,,
221,poutcome,month,job,,,,,,,,,,
222,poutcome,month,job,,,,,,,,,,
223,poutcome,month,job,,,,,,,,,,
224,poutcome,month,job,,,,,,,,,,
225,poutcome,month,job,campaign,marital,,,,,,,,
226,poutcome,month,job,campaign,marital,,,,,,,,
227,poutcome,month,job,campaign,marital,,,,,,,,
228,poutcome,month,job,campaign,,,,,,,,,
229,poutcome,month,job,,,,,,,,,,
230,poutcome,month,job,,,,,,,,,,
231,poutcome,month,job,,,,,,,,,,
232,poutcome,month,job,,,,,,,,,,
233,poutcome,month,job,,,,,,,,,,
234,poutcome,month,job,age,,,,,,,,,
235,poutcome,month,job,age,,,,,,,,,
236,poutcome,month,job,,,,,,,,,,
237,poutcome,month,balance,job,,,,,,,,,
238,poutcome,month,balance,job,age,,,,,,,,
239,poutcome,month,balance,job,age,,,,,,,,
240,poutcome,month,balance,job,,,,,,,,,
241,poutcome,month,balance,job,,,,,,,,,
242,poutcome,month,balance,job,marital,,,,,,,,
243,poutcome,month,balance,job,marital,,,,,,,,
244,poutcome,month,balance,job,marital,,,,,,,,
245,poutcome,month,balance,job,,,,,,,,,
246,poutcome,month,balance,job,,,,,,,,,
247,poutcome,month,balance,job,,,,,,,,,
248,poutcome,month,balance,job,,,,,,,,,
249,poutcome,month,balance,job,,,,,,,,,
250,poutcome,month,balance,job,,,,,,,,,
251,poutcome,month,balance,job,,,,,,,,,
252,poutcome,month,balance,,,,,,,,,,
253,poutcome,month,age,job,,,,,,,,,
254,poutcome,month,age,job,,,,,,,,,
255,poutcome,month,age,job,,,,,,,,,
256,poutcome,month,age,job,,,,,,,,,
257,poutcome,month,age,job,loan,,,,,,,,
258,poutcome,month,age,job,loan,,,,,,,,
259,poutcome,month,age,job,,,,,,,,,
260,poutcome,month,age,job,,,,,,,,,
261,poutcome,month,age,job,,,,,,,,,
262,poutcome,month,age,job,,,,,,,,,
263,poutcome,month,age,job,,,,,,,,,
264,poutcome,month,age,job,,,,,,,,,
265,poutcome,month,age,job,,,,,,,,,
266,poutcome,month,age,,,,,,,,,,
267,poutcome,month,job,,,,,,,,,,
268,poutcome,month,job,,,,,,,,,,
269,poutcome,month,job,,,,,,,,,,
270,poutcome,month,job,,,,,,,,,,
271,poutcome,month,job,,,,,,,,,,
272,poutcome,month,job,,,,,,,,,,
273,poutcome,month,job,,,,,,,,,,
274,poutcome,month,job,,,,,,,,,,
275,poutcome,month,job,,,,,,,,,,
276,poutcome,month,job,,,,,,,,,,
277,poutcome,month,job,,,,,,,,,,
278,poutcome,month,job,,,,,,,,,,
279,poutcome,month,job,,,,,,,,,,
280,poutcome,month,job,,,,,,,,,,
281,poutcome,month,job,,,,,,,,,,
282,poutcome,month,job,,,,,,,,,,
283,poutcome,month,job,duration,,,,,,,,,
284,poutcome,month,job,duration,marital,,,,,,,,
285,poutcome,month,job,duration,marital,,,,,,,,
286,poutcome,month,job,duration,marital,,,,,,,,
287,poutcome,month,job,,,,,,,,,,
288,poutcome,month,job,,,,,,,,,,
289,poutcome,month,job,,,,,,,,,,
290,poutcome,month,job,,,,,,,,,,
291,poutcome,month,job,,,,,,,,,,
292,poutcome,month,job,,,,,,,,,,
293,poutcome,month,job,,,,,,,,,,
294,poutcome,month,,,,,,,,,,,
295,poutcome,month,job,,,,,,,,,,
296,poutcome,month,job,,,,,,,,,,
297,poutcome,month,job,,,,,,,,,,
298,poutcome,month,job,,,,,,,,,,
299,poutcome,month,job,,,,,,,,,,
300,poutcome,month,job,,,,,,,,,,
301,poutcome,month,job,,,,,,,,,,
302,poutcome,month,job,,,,,,,,,,
303,poutcome,month,job,,,,,,,,,,
304,poutcome,month,job,,,,,,,,,,
305,poutcome,month,job,,,,,,,,,,
306,poutcome,month,job,,,,,,,,,,
307,poutcome,month,job,,,,,,,,,,
308,poutcome,month,job,,,,,,,,,,
309,poutcome,month,job,,,,,,,,,,
310,poutcome,month,job,,,,,,,,,,
311,poutcome,month,job,,,,,,,,,,
312,poutcome,month,job,,,,,,,,,,
313,poutcome,month,job,,,,,,,,,,
314,poutcome,month,job,,,,,,,,,,
315,poutcome,month,job,,,,,,,,,,
316,poutcome,month,job,,,,,,,,,,
317,poutcome,month,job,,,,,,,,,,
318,poutcome,month,job,,,,,,,,,,
319,poutcome,month,,,,,,,,,,,
320,poutcome,month,job,,,,,,,,,,
321,poutcome,month,job,,,,,,,,,,
322,poutcome,month,job,,,,,,,,,,
323,poutcome,month,job,,,,,,,,,,
324,poutcome,month,job,balance,,,,,,,,,
325,poutcome,month,job,balance,marital,,,,,,,,
326,poutcome,month,job,balance,marital,campaign,duration,,,,,,
327,poutcome,month,job,balance,marital,campaign,duration,,,,,,
328,poutcome,month,job,balance,marital,campaign,,,,,,,
329,poutcome,month,job,balance,marital,,,,,,,,
330,poutcome,month,job,,,,,,,,,,
331,poutcome,month,job,marital,,,,,,,,,
332,poutcome,month,job,marital,,,,,,,,,
333,poutcome,month,job,marital,,,,,,,,,
334,poutcome,month,job,marital,,,,,,,,,
335,poutcome,month,job,marital,,,,,,,,,
336,poutcome,month,job,marital,balance,,,,,,,,
337,poutcome,month,job,marital,balance,age,,,,,,,
338,poutcome,month,job,marital,balance,age,education,,,,,,
339,poutcome,month,job,marital,balance,age,education,default,housing,,,,
340,poutcome,month,job,marital,balance,age,education,default,housing,loan,contact,day,duration
341,poutcome,month,job,marital,balance,age,education,default,housing,loan,contact,day,duration
342,poutcome,month,job,marital,balance,age,education,default,housing,loan,contact,day,
343,poutcome,month,job,marital,balance,age,education,default,housing,loan,contact,,
344,poutcome,month,job,marital,balance,age,education,default,housing,loan,contact,,
345,poutcome,month,job,marital,balance,age,education,default,housing,loan,,,
346,poutcome,month,job,marital,balance,age,education,default,,,,,
347,poutcome,month,job,marital,balance,age,education,,,,,,
348,poutcome,month,job,marital,balance,age,education,,,,,,
349,poutcome,month,job,,,,,,,,,,
350,poutcome,month,job,housing,,,,,,,,,
351,poutcome,month,job,housing,,,,,,,,,
352,poutcome,month,job,,,,,,,,,,
353,poutcome,month,job,,,,,,,,,,
354,poutcome,month,job,,,,,,,,,,
355,poutcome,month,job,,,,,,,,,,
356,poutcome,month,job,,,,,,,,,,
357,poutcome,month,job,,,,,,,,,,
358,poutcome,month,job,,,,,,,,,,
359,poutcome,month,job,,,,,,,,,,
360,poutcome,month,job,,,,,,,,,,
361,poutcome,month,job,,,,,,,,,,
362,poutcome,month,job,,,,,,,,,,
363,poutcome,month,job,marital,,,,,,,,,
364,poutcome,month,job,marital,,,,,,,,,
365,poutcome,month,job,marital,,,,,,,,,
366,poutcome,month,job,,,,,,,,,,
367,poutcome,month,job,,,,,,,,,,
368,poutcome,month,job,,,,,,,,,,
369,poutcome,month,job,,,,,,,,,,
370,poutcome,month,job,,,,,,,,,,
371,poutcome,month,job,,,,,,,,,,
372,poutcome,month,job,,,,,,,,,,
373,poutcome,month,job,,,,,,,,,,
374,poutcome,month,job,,,,,,,,,,
375,poutcome,month,job,,,,,,,,,,
376,poutcome,month,job,,,,,,,,,,
377,poutcome,month,job,duration,,,,,,,,,
378,poutcome,month,job,duration,,,,,,,,,
379,poutcome,month,job,,,,,,,,,,
380,poutcome,month,job,,,,,,,,,,
381,poutcome,month,,,,,,,,,,,
382,poutcome,duration,job,month,,,,,,,,,
383,poutcome,duration,job,month,,,,,,,,,
384,poutcome,duration,job,month,,,,,,,,,
385,poutcome,duration,job,month,,,,,,,,,
386,poutcome,duration,job,month,,,,,,,,,
387,poutcome,duration,job,month,,,,,,,,,
388,poutcome,duration,job,month,,,,,,,,,
389,poutcome,duration,job,month,,,,,,,,,
390,poutcome,duration,job,month,,,,,,,,,
391,poutcome,duration,job,month,,,,,,,,,
392,poutcome,duration,job,month,,,,,,,,,
393,poutcome,duration,job,month,,,,,,,,,
394,poutcome,duration,job,housing,,,,,,,,,
395,poutcome,duration,job,housing,,,,,,,,,
396,poutcome,duration,job,,,,,,,,,,
397,poutcome,duration,job,education,,,,,,,,,
398,poutcome,duration,job,education,,,,,,,,,
399,poutcome,duration,job,education,,,,,,,,,
400,poutcome,duration,job,education,,,,,,,,,
401,poutcome,duration,job,balance,,,,,,,,,
402,poutcome,duration,job,balance,month,,,,,,,,
403,poutcome,duration,job,balance,month,,,,,,,,
404,poutcome,duration,job,balance,month,,,,,,,,
405,poutcome,duration,job,balance,month,,,,,,,,
406,poutcome,duration,job,balance,month,,,,,,,,
407,poutcome,duration,job,balance,month,,,,,,,,
408,poutcome,duration,job,balance,month,,,,,,,,
409,poutcome,duration,job,balance,month,,,,,,,,
410,poutcome,duration,job,balance,month,housing,,,,,,,
411,poutcome,duration,job,balance,month,housing,,,,,,,
412,poutcome,duration,job,balance,month,,,,,,,,
413,poutcome,duration,job,balance,month,,,,,,,,
414,poutcome,duration,job,balance,month,,,,,,,,
415,poutcome,duration,job,,,,,,,,,,
416,poutcome,duration,job,age,,,,,,,,,
417,poutcome,duration,job,age,,,,,,,,,
418,poutcome,duration,job,,,,,,,,,,
419,poutcome,duration,job,balance,,,,,,,,,
420,poutcome,duration,job,balance,,,,,,,,,
421,poutcome,duration,job,month,,,,,,,,,
422,poutcome,duration,job,month,,,,,,,,,
423,poutcome,duration,job,month,,,,,,,,,
424,poutcome,duration,job,month,,,,,,,,,
425,poutcome,duration,job,month,,,,,,,,,
426,poutcome,duration,job,month,,,,,,,,,
427,poutcome,duration,job,month,,,,,,,,,
428,poutcome,duration,job,month,,,,,,,,,
429,poutcome,duration,job,month,,,,,,,,,
430,poutcome,duration,job,month,,,,,,,,,
431,poutcome,duration,job,month,,,,,,,,,
432,poutcome,duration,job,month,,,,,,,,,
433,poutcome,duration,job,,,,,,,,,,
434,poutcome,duration,job,,,,,,,,,,
435,poutcome,duration,month,campaign,day,age,,,,,,,
436,poutcome,duration,month,campaign,day,age,,,,,,,
437,poutcome,duration,month,campaign,day,,,,,,,,
438,poutcome,duration,month,campaign,,,,,,,,,
439,poutcome,duration,month,education,,,,,,,,,
440,poutcome,duration,month,education,,,,,,,,,
441,poutcome,duration,month,education,,,,,,,,,
442,poutcome,duration,month,education,,,,,,,,,
443,poutcome,duration,month,,,,,,,,,,
444,poutcome,duration,month,age,,,,,,,,,
445,poutcome,duration,month,age,education,,,,,,,,
446,poutcome,duration,month,age,education,,,,,,,,
447,poutcome,duration,month,age,education,,,,,,,,
448,poutcome,duration,month,age,education,,,,,,,,
449,poutcome,duration,month,job,,,,,,,,,
450,poutcome,duration,month,job,,,,,,,,,
451,poutcome,duration,month,job,,,,,,,,,
452,poutcome,duration,month,job,,,,,,,,,
453,poutcome,duration,month,job,,,,,,,,,
454,poutcome,duration,month,job,,,,,,,,,
455,poutcome,duration,month,job,,,,,,,,,
456,poutcome,duration,month,job,,,,,,,,,
457,poutcome,duration,month,job,,,,,,,,,
458,poutcome,duration,month,job,,,,,,,,,
459,poutcome,duration,month,job,,,,,,,,,
460,poutcome,duration,month,job,,,,,,,,,
461,poutcome,duration,month,age,,,,,,,,,
462,poutcome,duration,month,age,,,,,,,,,
463,poutcome,duration,month,job,,,,,,,,,
464,poutcome,duration,month,job,,,,,,,,,
465,poutcome,duration,month,job,,,,,,,,,
466,poutcome,duration,month,job,,,,,,,,,
467,poutcome,duration,month,job,,,,,,,,,
468,poutcome,duration,month,job,,,,,,,,,
469,poutcome,duration,month,job,,,,,,,,,
470,poutcome,duration,month,job,,,,,,,,,
471,poutcome,duration,month,job,,,,,,,,,
472,poutcome,duration,month,job,,,,,,,,,
473,poutcome,duration,month,job,,,,,,,,,
474,poutcome,duration,month,job,,,,,,,,,
475,poutcome,duration,month,,,,,,,,,,
476,poutcome,duration,month,contact,job,,,,,,,,
477,poutcome,duration,month,contact,job,age,,,,,,,
478,poutcome,duration,month,contact,job,age,,,,,,,
479,poutcome,duration,month,contact,job,,,,,,,,
480,poutcome,duration,month,contact,job,,,,,,,,
481,poutcome,duration,month,contact,job,,,,,,,,
482,poutcome,duration,month,contact,job,,,,,,,,
483,poutcome,duration,month,contact,job,,,,,,,,
484,poutcome,duration,month,contact,job,,,,,,,,
485,poutcome,duration,month,contact,job,,,,,,,,
486,poutcome,duration,month,contact,job,balance,,,,,,,
487,poutcome,duration,month,contact,job,balance,,,,,,,
488,poutcome,duration,month,contact,job,,,,,,,,
489,poutcome,duration,month,contact,job,,,,,,,,
490,poutcome,duration,month,contact,,,,,,,,,
491,poutcome,duration,month,contact,,,,,,,,,
492,poutcome,duration,month,job,,,,,,,,,
493,poutcome,duration,month,job,,,,,,,,,
494,poutcome,duration,month,job,,,,,,,,,
495,poutcome,duration,month,job,,,,,,,,,
496,poutcome,duration,month,job,age,,,,,,,,
497,poutcome,duration,month,job,age,,,,,,,,
498,poutcome,duration,month,job,,,,,,,,,
499,poutcome,duration,month,job,,,,,,,,,
500,poutcome,duration,month,job,,,,,,,,,
501,poutcome,duration,month,job,,,,,,,,,
502,poutcome,duration,month,job,,,,,,,,,
503,poutcome,duration,month,job,,,,,,,,,
504,poutcome,duration,month,job,,,,,,,,,
505,poutcome,duration,month,job,,,,,,,,,
506,poutcome,duration,month,job,,,,,,,,,
507,poutcome,duration,month,job,,,,,,,,,
508,poutcome,duration,month,job,,,,,,,,,
509,poutcome,duration,month,job,,,,,,,,,
510,poutcome,duration,month,job,,,,,,,,,
511,poutcome,duration,month,job,,,,,,,,,
512,poutcome,duration,month,job,,,,,,,,,
513,poutcome,duration,month,job,,,,,,,,,
514,poutcome,duration,month,job,age,,,,,,,,
515,poutcome,duration,month,job,age,,,,,,,,
516,poutcome,duration,month,job,,,,,,,,,
517,poutcome,duration,month,job,,,,,,,,,
518,poutcome,duration,month,,,,,,,,,,
519,poutcome,month,housing,job,education,,,,,,,,
520,poutcome,month,housing,job,education,balance,marital,,,,,,
521,poutcome,month,housing,job,education,balance,marital,loan,,,,,
522,poutcome,month,housing,job,education,balance,marital,loan,,,,,
523,poutcome,month,housing,job,education,balance,marital,,,,,,
524,poutcome,month,housing,job,education,balance,,,,,,,
525,poutcome,month,housing,job,education,,,,,,,,
526,poutcome,month,housing,job,education,,,,,,,,
527,poutcome,month,housing,job,education,day,,,,,,,
528,poutcome,month,housing,job,education,day,,,,,,,
529,poutcome,month,housing,job,education,,,,,,,,
530,poutcome,month,housing,job,education,,,,,,,,
531,poutcome,month,housing,job,education,,,,,,,,
532,poutcome,month,housing,job,,,,,,,,,
533,poutcome,month,housing,job,,,,,,,,,
534,poutcome,month,housing,job,campaign,age,,,,,,,
535,poutcome,month,housing,job,campaign,age,balance,,,,,,
536,poutcome,month,housing,job,campaign,age,balance,,,,,,
537,poutcome,month,housing,job,campaign,duration,,,,,,,
538,poutcome,month,housing,job,campaign,duration,marital,,,,,,
539,poutcome,month,housing,job,campaign,duration,marital,age,,,,,
540,poutcome,month,housing,job,campaign,duration,marital,age,,,,,
541,poutcome,month,housing,job,campaign,duration,marital,,,,,,
542,poutcome,month,housing,job,day,education,campaign,,,,,,
543,poutcome,month,housing,job,day,education,campaign,,,,,,
544,poutcome,month,housing,job,day,education,,,,,,,
545,poutcome,month,housing,job,day,education,,,,,,,
546,poutcome,month,housing,job,day,education,,,,,,,
547,poutcome,month,housing,job,day,education,,,,,,,
548,poutcome,month,housing,job,day,education,,,,,,,
549,poutcome,month,housing,job,day,education,,,,,,,
550,poutcome,month,housing,job,day,education,,,,,,,
551,poutcome,month,housing,job,,,,,,,,,
552,poutcome,month,housing,job,,,,,,,,,
553,poutcome,month,housing,job,education,,,,,,,,
554,poutcome,month,housing,job,education,,,,,,,,
555,poutcome,month,housing,job,education,,,,,,,,
556,poutcome,month,housing,job,education,,,,,,,,
557,poutcome,month,housing,job,marital,,,,,,,,
558,poutcome,month,housing,job,marital,education,,,,,,,
559,poutcome,month,housing,job,marital,education,balance,,,,,,
560,poutcome,month,housing,job,marital,education,balance,duration,age,,,,
561,poutcome,month,housing,job,marital,education,balance,duration,age,,,,
562,poutcome,month,housing,job,marital,education,balance,duration,,,,,
563,poutcome,month,housing,job,marital,education,,,,,,,
564,poutcome,month,housing,job,marital,education,,,,,,,
565,poutcome,month,housing,job,marital,,,,,,,,
566,poutcome,month,housing,job,balance,,,,,,,,
567,poutcome,month,housing,job,balance,,,,,,,,
568,poutcome,month,housing,job,,,,,,,,,
569,poutcome,month,housing,job,,,,,,,,,
570,poutcome,month,housing,job,campaign,education,,,,,,,
571,poutcome,month,housing,job,campaign,education,age,balance,,,,,
572,poutcome,month,housing,job,campaign,education,age,balance,,,,,
573,poutcome,month,housing,job,campaign,education,age,marital,,,,,
574,poutcome,month,housing,job,campaign,education,age,marital,,,,,
575,poutcome,month,housing,job,campaign,education,age,marital,,,,,
576,poutcome,month,housing,job,campaign,education,,,,,,,
577,poutcome,month,housing,job,campaign,education,,,,,,,
578,poutcome,month,housing,job,campaign,,,,,,,,
579,poutcome,month,housing,job,loan,default,,,,,,,
580,poutcome,month,housing,job,loan,default,,,,,,,
581,poutcome,month,housing,job,loan,,,,,,,,
582,poutcome,month,housing,job,,,,,,,,,
583,poutcome,month,housing,job,duration,,,,,,,,
584,poutcome,month,housing,job,duration,education,,,,,,,
585,poutcome,month,housing,job,duration,education,,,,,,,
