,0,1,2,3,4,5,6,7,8
123,poutcome,month,duration,job,,,,,
124,poutcome,month,duration,job,,,,,
125,poutcome,month,duration,job,,,,,
126,poutcome,month,duration,job,age,,,,
127,poutcome,month,duration,job,age,,,,
128,poutcome,month,duration,job,,,,,
129,poutcome,month,duration,job,,,,,
130,poutcome,month,loan,,,,,,
131,poutcome,month,loan,,,,,,
132,poutcome,month,duration,,,,,,
133,poutcome,month,duration,day,job,marital,,,
134,poutcome,month,duration,day,job,marital,,,
135,poutcome,month,duration,day,job,marital,campaign,,
136,poutcome,month,duration,day,job,marital,campaign,,
137,poutcome,month,duration,day,job,housing,marital,,
138,poutcome,month,duration,day,job,housing,marital,,
139,poutcome,month,duration,day,job,housing,marital,,
140,poutcome,month,duration,day,job,housing,,,
141,poutcome,month,duration,day,job,marital,,,
142,poutcome,month,duration,day,job,marital,,,
143,poutcome,month,duration,day,job,marital,,,
144,poutcome,month,duration,day,job,,,,
145,poutcome,month,duration,day,job,balance,marital,age,
146,poutcome,month,duration,day,job,balance,marital,age,
147,poutcome,month,duration,day,job,balance,marital,,
148,poutcome,month,duration,day,job,balance,marital,,
149,poutcome,month,duration,day,job,balance,,,
150,poutcome,month,duration,day,job,,,,
151,poutcome,month,duration,day,job,,,,
152,poutcome,month,duration,day,job,campaign,,,
153,poutcome,month,duration,day,job,campaign,,,
154,poutcome,month,duration,day,job,,,,
155,poutcome,month,duration,day,job,,,,
156,poutcome,month,duration,day,job,,,,
157,poutcome,month,duration,day,job,,,,
158,poutcome,month,duration,day,job,,,,
159,poutcome,month,duration,day,job,,,,
160,poutcome,month,duration,day,job,,,,
161,poutcome,month,duration,day,job,,,,
162,poutcome,month,duration,day,job,,,,
163,poutcome,month,duration,day,job,,,,
164,poutcome,month,duration,day,job,,,,
165,poutcome,month,duration,day,job,,,,
166,poutcome,month,duration,day,job,,,,
167,poutcome,month,duration,day,job,marital,,,
168,poutcome,month,duration,day,job,marital,,,
169,poutcome,month,duration,day,job,marital,,,
170,poutcome,month,duration,day,job,,,,
171,poutcome,month,duration,day,job,,,,
172,poutcome,month,job,marital,,,,,
173,poutcome,month,job,marital,,,,,
174,poutcome,month,job,marital,education,,,,
175,poutcome,month,job,marital,education,,,,
176,poutcome,month,job,marital,education,,,,
177,poutcome,month,job,marital,education,,,,
178,poutcome,month,job,,,,,,
179,poutcome,month,job,,,,,,
180,poutcome,month,job,,,,,,
181,poutcome,month,job,duration,,,,,
182,poutcome,month,job,duration,balance,,,,
183,poutcome,month,job,duration,balance,age,,,
184,poutcome,month,job,duration,balance,age,education,,
185,poutcome,month,job,duration,balance,age,education,,
186,poutcome,month,job,duration,balance,age,education,marital,
187,poutcome,month,job,duration,balance,age,education,marital,default
188,poutcome,month,job,duration,balance,age,education,marital,default
189,poutcome,month,job,duration,balance,age,education,marital,
190,poutcome,month,job,duration,balance,age,education,,
191,poutcome,month,job,,,,,,
192,poutcome,month,job,,,,,,
193,poutcome,month,job,,,,,,
194,poutcome,month,job,,,,,,
195,poutcome,month,job,education,,,,,
196,poutcome,month,job,education,,,,,
197,poutcome,month,job,education,,,,,
198,poutcome,month,job,education,,,,,
199,poutcome,month,job,age,,,,,
200,poutcome,month,job,age,,,,,
201,poutcome,month,job,,,,,,
202,poutcome,month,job,,,,,,
203,poutcome,month,job,,,,,,
204,poutcome,month,job,,,,,,
205,poutcome,month,job,,,,,,
206,poutcome,month,job,,,,,,
207,poutcome,month,job,duration,,,,,
208,poutcome,month,job,duration,,,,,
209,poutcome,month,job,,,,,,
210,poutcome,month,job,,,,,,
211,poutcome,month,job,,,,,,
212,poutcome,month,job,housing,,,,,
213,poutcome,month,job,housing,,,,,
214,poutcome,month,job,,,,,,
215,poutcome,month,job,,,,,,
216,poutcome,month,job,,,,,,
217,poutcome,month,job,,,,,,
218,poutcome,month,job,,,,,,
219,poutcome,month,job,,,,,,
220,poutcome,month,job,campaign,marital,,,,
221,poutcome,month,job,campaign,marital,,,,
222,poutcome,month,job,campaign,marital,,,,
223,poutcome,month,job,campaign,,,,,
224,poutcome,month,job,,,,,,
225,poutcome,month,job,,,,,,
226,poutcome,month,job,,,,,,
227,poutcome,month,job,,,,,,
228,poutcome,month,job,,,,,,
229,poutcome,month,job,age,,,,,
230,poutcome,month,job,age,,,,,
231,poutcome,month,job,,,,,,
232,poutcome,month,balance,job,,,,,
233,poutcome,month,balance,job,age,,,,
234,poutcome,month,balance,job,age,,,,
235,poutcome,month,balance,job,,,,,
236,poutcome,month,balance,job,,,,,
237,poutcome,month,balance,job,marital,,,,
238,poutcome,month,balance,job,marital,,,,
239,poutcome,month,balance,job,marital,,,,
240,poutcome,month,balance,job,,,,,
241,poutcome,month,balance,job,,,,,
242,poutcome,month,balance,job,,,,,
243,poutcome,month,balance,job,,,,,
244,poutcome,month,balance,job,,,,,
245,poutcome,month,balance,job,,,,,
246,poutcome,month,balance,job,,,,,
247,poutcome,month,balance,,,,,,
248,poutcome,month,age,job,,,,,
249,poutcome,month,age,job,,,,,
250,poutcome,month,age,job,,,,,
251,poutcome,month,age,job,,,,,
252,poutcome,month,age,job,loan,,,,
253,poutcome,month,age,job,loan,,,,
254,poutcome,month,age,job,,,,,
255,poutcome,month,age,job,,,,,
256,poutcome,month,age,job,,,,,
257,poutcome,month,age,job,,,,,
258,poutcome,month,age,job,,,,,
259,poutcome,month,age,job,,,,,
260,poutcome,month,age,job,,,,,
261,poutcome,month,age,,,,,,
262,poutcome,month,job,,,,,,
263,poutcome,month,job,,,,,,
264,poutcome,month,job,,,,,,
265,poutcome,month,job,,,,,,
266,poutcome,month,job,,,,,,
267,poutcome,month,job,,,,,,
268,poutcome,month,job,,,,,,
269,poutcome,month,job,,,,,,
270,poutcome,month,job,,,,,,
271,poutcome,month,job,,,,,,
272,poutcome,month,job,,,,,,
273,poutcome,month,job,,,,,,
274,poutcome,month,job,,,,,,
275,poutcome,month,job,,,,,,
276,poutcome,month,job,,,,,,
277,poutcome,month,job,,,,,,
278,poutcome,month,job,duration,,,,,
279,poutcome,month,job,duration,marital,,,,
280,poutcome,month,job,duration,marital,,,,
281,poutcome,month,job,duration,marital,,,,
282,poutcome,month,job,,,,,,
283,poutcome,month,job,,,,,,
284,poutcome,month,job,,,,,,
285,poutcome,month,job,,,,,,
286,poutcome,month,job,,,,,,
287,poutcome,month,job,,,,,,
288,poutcome,month,job,,,,,,
289,poutcome,month,,,,,,,
290,poutcome,month,job,,,,,,
291,poutcome,month,job,,,,,,
292,poutcome,month,job,,,,,,
293,poutcome,month,job,,,,,,
294,poutcome,month,job,,,,,,
295,poutcome,month,job,,,,,,
296,poutcome,month,job,,,,,,
297,poutcome,month,job,,,,,,
298,poutcome,month,job,,,,,,
299,poutcome,month,job,,,,,,
300,poutcome,month,job,,,,,,
301,poutcome,month,job,,,,,,
302,poutcome,month,job,,,,,,
303,poutcome,month,job,,,,,,
304,poutcome,month,job,,,,,,
305,poutcome,month,job,,,,,,
306,poutcome,month,job,,,,,,
307,poutcome,month,job,,,,,,
308,poutcome,month,job,,,,,,
309,poutcome,month,job,,,,,,
310,poutcome,month,job,,,,,,
311,poutcome,month,job,,,,,,
312,poutcome,month,job,,,,,,
313,poutcome,month,job,,,,,,
314,poutcome,month,,,,,,,
315,poutcome,month,job,,,,,,
316,poutcome,month,job,,,,,,
317,poutcome,month,job,,,,,,
318,poutcome,month,job,,,,,,
319,poutcome,month,job,balance,,,,,
320,poutcome,month,job,balance,marital,,,,
321,poutcome,month,job,balance,marital,campaign,duration,,
322,poutcome,month,job,balance,marital,campaign,duration,,
323,poutcome,month,job,balance,marital,campaign,,,
324,poutcome,month,job,balance,marital,,,,
325,poutcome,month,job,,,,,,
326,poutcome,month,job,marital,,,,,
327,poutcome,month,job,marital,,,,,
328,poutcome,month,job,marital,,,,,
329,poutcome,month,job,marital,,,,,
330,poutcome,month,job,marital,,,,,
331,poutcome,month,job,marital,balance,,,,
332,poutcome,month,job,marital,balance,age,,,
333,poutcome,month,job,marital,balance,age,education,,
334,poutcome,month,job,marital,balance,age,education,default,housing
335,poutcome,month,job,marital,balance,age,education,default,housing
336,poutcome,month,job,marital,balance,age,education,default,
337,poutcome,month,job,marital,balance,age,education,,
338,poutcome,month,job,marital,balance,age,education,,
339,poutcome,month,job,,,,,,
340,poutcome,month,job,housing,,,,,
341,poutcome,month,job,housing,,,,,
342,poutcome,month,job,,,,,,
343,poutcome,month,job,,,,,,
344,poutcome,month,job,,,,,,
345,poutcome,month,job,,,,,,
346,poutcome,month,job,,,,,,
347,poutcome,month,job,,,,,,
348,poutcome,month,job,,,,,,
349,poutcome,month,job,,,,,,
350,poutcome,month,job,,,,,,
351,poutcome,month,job,,,,,,
352,poutcome,month,job,,,,,,
353,poutcome,month,job,marital,,,,,
354,poutcome,month,job,marital,,,,,
355,poutcome,month,job,marital,,,,,
356,poutcome,month,job,,,,,,
357,poutcome,month,job,,,,,,
358,poutcome,month,job,,,,,,
359,poutcome,month,job,,,,,,
360,poutcome,month,job,,,,,,
361,poutcome,month,job,,,,,,
362,poutcome,month,job,,,,,,
363,poutcome,month,job,,,,,,
364,poutcome,month,job,,,,,,
365,poutcome,month,job,,,,,,
366,poutcome,month,job,,,,,,
367,poutcome,month,job,duration,,,,,
368,poutcome,month,job,duration,,,,,
369,poutcome,month,job,,,,,,
370,poutcome,month,job,,,,,,
371,poutcome,month,,,,,,,
372,poutcome,duration,job,month,,,,,
373,poutcome,duration,job,month,,,,,
374,poutcome,duration,job,month,,,,,
375,poutcome,duration,job,month,,,,,
376,poutcome,duration,job,month,,,,,
377,poutcome,duration,job,month,,,,,
378,poutcome,duration,job,month,,,,,
379,poutcome,duration,job,month,,,,,
380,poutcome,duration,job,month,,,,,
381,poutcome,duration,job,month,,,,,
382,poutcome,duration,job,month,,,,,
383,poutcome,duration,job,month,,,,,
384,poutcome,duration,job,housing,,,,,
385,poutcome,duration,job,housing,,,,,
386,poutcome,duration,job,,,,,,
387,poutcome,duration,job,education,,,,,
388,poutcome,duration,job,education,,,,,
389,poutcome,duration,job,education,,,,,
390,poutcome,duration,job,education,,,,,
391,poutcome,duration,job,balance,,,,,
392,poutcome,duration,job,balance,month,,,,
393,poutcome,duration,job,balance,month,,,,
394,poutcome,duration,job,balance,month,,,,
395,poutcome,duration,job,balance,month,,,,
396,poutcome,duration,job,balance,month,,,,
397,poutcome,duration,job,balance,month,,,,
398,poutcome,duration,job,balance,month,,,,
399,poutcome,duration,job,balance,month,,,,
400,poutcome,duration,job,balance,month,housing,,,
401,poutcome,duration,job,balance,month,housing,,,
402,poutcome,duration,job,balance,month,,,,
403,poutcome,duration,job,balance,month,,,,
404,poutcome,duration,job,balance,month,,,,
405,poutcome,duration,job,,,,,,
406,poutcome,duration,job,age,,,,,
407,poutcome,duration,job,age,,,,,
408,poutcome,duration,job,,,,,,
409,poutcome,duration,job,balance,,,,,
410,poutcome,duration,job,balance,,,,,
411,poutcome,duration,job,month,,,,,
412,poutcome,duration,job,month,,,,,
413,poutcome,duration,job,month,,,,,
414,poutcome,duration,job,month,,,,,
415,poutcome,duration,job,month,,,,,
416,poutcome,duration,job,month,,,,,
417,poutcome,duration,job,month,,,,,
418,poutcome,duration,job,month,,,,,
419,poutcome,duration,job,month,,,,,
420,poutcome,duration,job,month,,,,,
421,poutcome,duration,job,month,,,,,
422,poutcome,duration,job,month,,,,,
423,poutcome,duration,job,,,,,,
424,poutcome,duration,job,,,,,,
425,poutcome,duration,month,campaign,day,age,,,
426,poutcome,duration,month,campaign,day,age,,,
427,poutcome,duration,month,campaign,day,,,,
428,poutcome,duration,month,campaign,,,,,
429,poutcome,duration,month,education,,,,,
430,poutcome,duration,month,education,,,,,
431,poutcome,duration,month,education,,,,,
432,poutcome,duration,month,education,,,,,
433,poutcome,duration,month,,,,,,
434,poutcome,duration,month,age,,,,,
435,poutcome,duration,month,age,education,,,,
436,poutcome,duration,month,age,education,,,,
437,poutcome,duration,month,age,education,,,,
438,poutcome,duration,month,age,education,,,,
439,poutcome,duration,month,job,,,,,
440,poutcome,duration,month,job,,,,,
441,poutcome,duration,month,job,,,,,
442,poutcome,duration,month,job,,,,,
443,poutcome,duration,month,job,,,,,
444,poutcome,duration,month,job,,,,,
445,poutcome,duration,month,job,,,,,
446,poutcome,duration,month,job,,,,,
447,poutcome,duration,month,job,,,,,
448,poutcome,duration,month,job,,,,,
449,poutcome,duration,month,job,,,,,
450,poutcome,duration,month,job,,,,,
451,poutcome,duration,month,age,,,,,
452,poutcome,duration,month,age,,,,,
453,poutcome,duration,month,job,,,,,
454,poutcome,duration,month,job,,,,,
455,poutcome,duration,month,job,,,,,
456,poutcome,duration,month,job,,,,,
457,poutcome,duration,month,job,,,,,
458,poutcome,duration,month,job,,,,,
459,poutcome,duration,month,job,,,,,
460,poutcome,duration,month,job,,,,,
461,poutcome,duration,month,job,,,,,
462,poutcome,duration,month,job,,,,,
463,poutcome,duration,month,job,,,,,
464,poutcome,duration,month,job,,,,,
465,poutcome,duration,month,,,,,,
466,poutcome,duration,month,contact,job,,,,
467,poutcome,duration,month,contact,job,age,,,
468,poutcome,duration,month,contact,job,age,,,
469,poutcome,duration,month,contact,job,,,,
470,poutcome,duration,month,contact,job,,,,
471,poutcome,duration,month,contact,job,,,,
472,poutcome,duration,month,contact,job,,,,
473,poutcome,duration,month,contact,job,,,,
474,poutcome,duration,month,contact,job,,,,
475,poutcome,duration,month,contact,job,,,,
476,poutcome,duration,month,contact,job,balance,,,
477,poutcome,duration,month,contact,job,balance,,,
478,poutcome,duration,month,contact,job,,,,
479,poutcome,duration,month,contact,job,,,,
480,poutcome,duration,month,contact,,,,,
481,poutcome,duration,month,contact,,,,,
482,poutcome,duration,month,job,,,,,
483,poutcome,duration,month,job,,,,,
484,poutcome,duration,month,job,,,,,
485,poutcome,duration,month,job,,,,,
486,poutcome,duration,month,job,age,,,,
487,poutcome,duration,month,job,age,,,,
488,poutcome,duration,month,job,,,,,
489,poutcome,duration,month,job,,,,,
490,poutcome,duration,month,job,,,,,
491,poutcome,duration,month,job,,,,,
492,poutcome,duration,month,job,,,,,
493,poutcome,duration,month,job,,,,,
494,poutcome,duration,month,job,,,,,
495,poutcome,duration,month,job,,,,,
496,poutcome,duration,month,job,,,,,
497,poutcome,duration,month,job,,,,,
498,poutcome,duration,month,job,,,,,
499,poutcome,duration,month,job,,,,,
500,poutcome,duration,month,job,,,,,
501,poutcome,duration,month,job,,,,,
502,poutcome,duration,month,job,,,,,
503,poutcome,duration,month,job,,,,,
504,poutcome,duration,month,job,age,,,,
505,poutcome,duration,month,job,age,,,,
506,poutcome,duration,month,job,,,,,
507,poutcome,duration,month,job,,,,,
508,poutcome,duration,month,,,,,,
509,poutcome,month,housing,job,education,,,,
510,poutcome,month,housing,job,education,balance,marital,,
511,poutcome,month,housing,job,education,balance,marital,loan,
512,poutcome,month,housing,job,education,balance,marital,loan,
513,poutcome,month,housing,job,education,balance,marital,,
514,poutcome,month,housing,job,education,balance,,,
515,poutcome,month,housing,job,education,,,,
516,poutcome,month,housing,job,education,,,,
517,poutcome,month,housing,job,education,day,,,
518,poutcome,month,housing,job,education,day,,,
519,poutcome,month,housing,job,education,,,,
520,poutcome,month,housing,job,education,,,,
521,poutcome,month,housing,job,education,,,,
522,poutcome,month,housing,job,,,,,
523,poutcome,month,housing,job,,,,,
524,poutcome,month,housing,job,campaign,age,,,
525,poutcome,month,housing,job,campaign,age,balance,,
526,poutcome,month,housing,job,campaign,age,balance,,
527,poutcome,month,housing,job,campaign,duration,,,
528,poutcome,month,housing,job,campaign,duration,marital,,
529,poutcome,month,housing,job,campaign,duration,marital,age,
530,poutcome,month,housing,job,campaign,duration,marital,age,
531,poutcome,month,housing,job,campaign,duration,marital,,
532,poutcome,month,housing,job,day,education,campaign,,
533,poutcome,month,housing,job,day,education,campaign,,
534,poutcome,month,housing,job,day,education,,,
535,poutcome,month,housing,job,day,education,,,
536,poutcome,month,housing,job,day,education,,,
537,poutcome,month,housing,job,day,education,,,
538,poutcome,month,housing,job,day,education,,,
539,poutcome,month,housing,job,day,education,,,
540,poutcome,month,housing,job,day,education,,,
541,poutcome,month,housing,job,,,,,
542,poutcome,month,housing,job,,,,,
543,poutcome,month,housing,job,education,,,,
544,poutcome,month,housing,job,education,,,,
545,poutcome,month,housing,job,education,,,,
546,poutcome,month,housing,job,education,,,,
547,poutcome,month,housing,job,marital,,,,
548,poutcome,month,housing,job,marital,education,,,
549,poutcome,month,housing,job,marital,education,balance,,
550,poutcome,month,housing,job,marital,education,balance,duration,age
551,poutcome,month,housing,job,marital,education,balance,duration,age
552,poutcome,month,housing,job,marital,education,balance,duration,
553,poutcome,month,housing,job,marital,education,,,
554,poutcome,month,housing,job,marital,education,,,
555,poutcome,month,housing,job,marital,,,,
556,poutcome,month,housing,job,balance,,,,
557,poutcome,month,housing,job,balance,,,,
558,poutcome,month,housing,job,,,,,
559,poutcome,month,housing,job,,,,,
560,poutcome,month,housing,job,campaign,education,,,
561,poutcome,month,housing,job,campaign,education,age,balance,
562,poutcome,month,housing,job,campaign,education,age,balance,
563,poutcome,month,housing,job,campaign,education,age,marital,
564,poutcome,month,housing,job,campaign,education,age,marital,
565,poutcome,month,housing,job,campaign,education,age,marital,
566,poutcome,month,housing,job,campaign,education,,,
567,poutcome,month,housing,job,campaign,education,,,
568,poutcome,month,housing,job,campaign,,,,
569,poutcome,month,housing,job,loan,default,,,
570,poutcome,month,housing,job,loan,default,,,
571,poutcome,month,housing,job,loan,,,,
572,poutcome,month,housing,job,,,,,
573,poutcome,month,housing,job,duration,,,,
574,poutcome,month,housing,job,duration,education,,,
575,poutcome,month,housing,job,duration,education,,,
576,poutcome,month,housing,job,duration,education,balance,age,
577,poutcome,month,housing,job,duration,education,balance,age,
578,poutcome,month,housing,job,duration,education,balance,age,day
579,poutcome,month,housing,job,duration,education,balance,age,day
580,poutcome,month,housing,job,duration,education,balance,age,
581,poutcome,month,housing,job,duration,education,,,
582,poutcome,month,housing,job,,,,,
583,poutcome,month,housing,job,,,,,
584,poutcome,month,housing,job,marital,,,,
585,poutcome,month,housing,job,marital,,,,
586,poutcome,month,housing,job,marital,campaign,,,
587,poutcome,month,housing,job,marital,campaign,duration,,
588,poutcome,month,housing,job,marital,campaign,duration,,
589,poutcome,month,housing,job,,,,,
590,poutcome,month,housing,job,day,balance,,,
591,poutcome,month,housing,job,day,balance,duration,,
592,poutcome,month,housing,job,day,balance,duration,,
593,poutcome,month,housing,job,day,,,,
594,poutcome,month,housing,job,,,,,
595,poutcome,month,housing,job,,,,,
596,poutcome,month,duration,job,,,,,
597,poutcome,month,duration,job,,,,,
598,poutcome,month,duration,job,,,,,
599,poutcome,month,duration,job,,,,,
600,poutcome,month,duration,job,,,,,
601,poutcome,month,duration,job,,,,,
602,poutcome,month,duration,job,,,,,
603,poutcome,month,duration,job,,,,,
604,poutcome,month,duration,job,,,,,
605,poutcome,month,duration,job,education,,,,
606,poutcome,month,duration,job,education,,,,
607,poutcome,month,duration,job,education,campaign,balance,,
608,poutcome,month,duration,job,education,campaign,balance,,
609,poutcome,month,duration,job,education,campaign,balance,marital,
610,poutcome,month,duration,job,education,campaign,balance,marital,age
611,poutcome,month,duration,job,education,campaign,balance,marital,age
612,poutcome,month,duration,job,education,campaign,balance,marital,
613,poutcome,month,duration,job,education,campaign,balance,,
614,poutcome,month,duration,job,education,,,,
615,poutcome,month,duration,job,balance,,,,
616,poutcome,month,duration,job,balance,,,,
617,poutcome,month,duration,job,,,,,
618,poutcome,month,duration,job,day,,,,
619,poutcome,month,duration,job,day,age,,,
620,poutcome,month,duration,job,day,age,education,,
621,poutcome,month,duration,job,day,age,education,marital,
622,poutcome,month,duration,job,day,age,education,marital,default
623,poutcome,month,duration,job,day,age,education,marital,default
624,poutcome,month,duration,job,day,age,education,marital,
625,poutcome,month,duration,job,day,age,education,,
626,poutcome,month,duration,job,day,age,education,,
627,poutcome,month,duration,job,default,education,,,
628,poutcome,month,duration,job,default,education,balance,,
629,poutcome,month,duration,job,default,education,balance,contact,campaign
630,poutcome,month,duration,job,default,education,balance,contact,campaign
631,poutcome,month,duration,job,default,education,balance,contact,
632,poutcome,month,duration,job,default,education,balance,contact,
633,poutcome,month,duration,job,default,education,,,
634,poutcome,month,duration,job,default,education,,,
635,poutcome,month,duration,job,default,,,,
636,poutcome,month,duration,job,age,,,,
637,poutcome,month,duration,job,age,,,,
638,poutcome,month,duration,job,,,,,
639,poutcome,month,duration,job,contact,marital,housing,education,
640,poutcome,month,duration,job,contact,marital,housing,education,
641,poutcome,month,duration,job,contact,marital,housing,education,day
642,poutcome,month,duration,job,contact,marital,housing,education,day
643,poutcome,month,duration,job,contact,marital,housing,education,
644,poutcome,month,duration,job,contact,marital,housing,,
645,poutcome,month,duration,job,contact,marital,education,,
646,poutcome,month,duration,job,contact,marital,education,,
647,poutcome,month,duration,job,contact,marital,education,loan,age
648,poutcome,month,duration,job,contact,marital,education,loan,age
649,poutcome,month,duration,job,contact,marital,education,loan,
650,poutcome,month,duration,job,contact,marital,education,,
651,poutcome,month,duration,job,contact,marital,balance,day,campaign
652,poutcome,month,duration,job,contact,marital,balance,day,campaign
653,poutcome,month,duration,job,contact,marital,balance,day,
654,poutcome,month,duration,job,contact,marital,balance,housing,day
655,poutcome,month,duration,job,contact,marital,balance,housing,day
656,poutcome,month,duration,job,contact,marital,balance,housing,
657,poutcome,month,duration,job,contact,,,,
658,poutcome,month,duration,job,contact,,,,
659,poutcome,month,duration,job,marital,,,,
660,poutcome,month,duration,job,marital,day,,,
661,poutcome,month,duration,job,marital,day,education,,
662,poutcome,month,duration,job,marital,day,education,age,
663,poutcome,month,duration,job,marital,day,education,age,default
664,poutcome,month,duration,job,marital,day,education,age,default
665,poutcome,month,duration,job,marital,day,education,,
666,poutcome,month,duration,job,marital,day,education,,
667,poutcome,month,duration,job,marital,,,,
668,poutcome,month,duration,job,marital,,,,
669,poutcome,month,duration,job,marital,education,,,
670,poutcome,month,duration,job,marital,education,,,
671,poutcome,month,duration,job,marital,education,,,
672,poutcome,month,duration,job,marital,education,,,
673,poutcome,month,duration,job,marital,,,,
674,poutcome,month,duration,job,education,,,,
675,poutcome,month,duration,job,education,,,,
676,poutcome,month,duration,job,education,,,,
677,poutcome,month,duration,job,education,,,,
678,poutcome,month,duration,job,,,,,
679,poutcome,month,duration,job,day,marital,housing,,
680,poutcome,month,duration,job,day,marital,housing,age,
681,poutcome,month,duration,job,day,marital,housing,age,
682,poutcome,month,duration,job,day,marital,housing,campaign,
683,poutcome,month,duration,job,day,marital,housing,campaign,contact
684,poutcome,month,duration,job,day,marital,housing,campaign,contact
685,poutcome,month,duration,job,day,marital,housing,campaign,contact
686,poutcome,month,duration,job,day,marital,housing,,
687,poutcome,month,duration,job,day,marital,default,housing,campaign
688,poutcome,month,duration,job,day,marital,default,housing,campaign
689,poutcome,month,duration,job,day,marital,default,housing,education
690,poutcome,month,duration,job,day,marital,default,housing,education
