,0,1,2,3,4,5,6,7
130,poutcome,month,loan,,,,,
131,poutcome,month,loan,,,,,
132,poutcome,month,duration,,,,,
133,poutcome,month,duration,day,job,marital,,
134,poutcome,month,duration,day,job,marital,,
135,poutcome,month,duration,day,job,marital,campaign,
136,poutcome,month,duration,day,job,marital,campaign,
137,poutcome,month,duration,day,job,housing,marital,
138,poutcome,month,duration,day,job,housing,marital,
139,poutcome,month,duration,day,job,housing,marital,
140,poutcome,month,duration,day,job,housing,,
141,poutcome,month,duration,day,job,marital,,
142,poutcome,month,duration,day,job,marital,,
143,poutcome,month,duration,day,job,marital,,
144,poutcome,month,duration,day,job,,,
145,poutcome,month,duration,day,job,balance,marital,age
146,poutcome,month,duration,day,job,balance,marital,age
147,poutcome,month,duration,day,job,balance,marital,
148,poutcome,month,duration,day,job,balance,marital,
149,poutcome,month,duration,day,job,balance,,
150,poutcome,month,duration,day,job,,,
151,poutcome,month,duration,day,job,,,
152,poutcome,month,duration,day,job,campaign,,
153,poutcome,month,duration,day,job,campaign,,
154,poutcome,month,duration,day,job,,,
155,poutcome,month,duration,day,job,,,
156,poutcome,month,duration,day,job,,,
157,poutcome,month,duration,day,job,,,
158,poutcome,month,duration,day,job,,,
159,poutcome,month,duration,day,job,,,
160,poutcome,month,duration,day,job,,,
161,poutcome,month,duration,day,job,,,
162,poutcome,month,duration,day,job,,,
163,poutcome,month,duration,day,job,,,
164,poutcome,month,duration,day,job,,,
165,poutcome,month,duration,day,job,,,
166,poutcome,month,duration,day,job,,,
167,poutcome,month,duration,day,job,marital,,
168,poutcome,month,duration,day,job,marital,,
169,poutcome,month,duration,day,job,marital,,
170,poutcome,month,duration,day,job,,,
171,poutcome,month,duration,day,job,,,
172,poutcome,month,job,marital,,,,
173,poutcome,month,job,marital,,,,
174,poutcome,month,job,marital,education,,,
175,poutcome,month,job,marital,education,,,
176,poutcome,month,job,marital,education,,,
177,poutcome,month,job,marital,education,,,
178,poutcome,month,job,,,,,
179,poutcome,month,job,,,,,
180,poutcome,month,job,,,,,
181,poutcome,month,job,duration,,,,
182,poutcome,month,job,duration,balance,,,
183,poutcome,month,job,duration,balance,age,,
184,poutcome,month,job,duration,balance,age,education,
185,poutcome,month,job,duration,balance,age,education,
186,poutcome,month,job,duration,balance,age,education,marital
187,poutcome,month,job,duration,balance,age,education,marital
188,poutcome,month,job,duration,balance,age,education,marital
189,poutcome,month,job,duration,balance,age,education,
190,poutcome,month,job,,,,,
191,poutcome,month,job,,,,,
192,poutcome,month,job,,,,,
193,poutcome,month,job,,,,,
194,poutcome,month,job,education,,,,
195,poutcome,month,job,education,,,,
196,poutcome,month,job,education,,,,
197,poutcome,month,job,education,,,,
198,poutcome,month,job,age,,,,
199,poutcome,month,job,age,,,,
200,poutcome,month,job,,,,,
201,poutcome,month,job,,,,,
202,poutcome,month,job,,,,,
203,poutcome,month,job,,,,,
204,poutcome,month,job,,,,,
205,poutcome,month,job,,,,,
206,poutcome,month,job,duration,,,,
207,poutcome,month,job,duration,,,,
208,poutcome,month,job,,,,,
209,poutcome,month,job,,,,,
210,poutcome,month,job,,,,,
211,poutcome,month,job,housing,,,,
212,poutcome,month,job,housing,,,,
213,poutcome,month,job,,,,,
214,poutcome,month,job,,,,,
215,poutcome,month,job,,,,,
216,poutcome,month,job,,,,,
217,poutcome,month,job,,,,,
218,poutcome,month,job,,,,,
219,poutcome,month,job,campaign,marital,,,
220,poutcome,month,job,campaign,marital,,,
221,poutcome,month,job,campaign,marital,,,
222,poutcome,month,job,campaign,,,,
223,poutcome,month,job,,,,,
224,poutcome,month,job,,,,,
225,poutcome,month,job,,,,,
226,poutcome,month,job,,,,,
227,poutcome,month,job,,,,,
228,poutcome,month,job,age,,,,
229,poutcome,month,job,age,,,,
230,poutcome,month,job,,,,,
231,poutcome,month,balance,job,,,,
232,poutcome,month,balance,job,age,,,
233,poutcome,month,balance,job,age,,,
234,poutcome,month,balance,job,,,,
235,poutcome,month,balance,job,,,,
236,poutcome,month,balance,job,marital,,,
237,poutcome,month,balance,job,marital,,,
238,poutcome,month,balance,job,marital,,,
239,poutcome,month,balance,job,,,,
240,poutcome,month,balance,job,,,,
241,poutcome,month,balance,job,,,,
242,poutcome,month,balance,job,,,,
243,poutcome,month,balance,job,,,,
244,poutcome,month,balance,job,,,,
245,poutcome,month,balance,job,,,,
246,poutcome,month,balance,,,,,
247,poutcome,month,age,job,,,,
248,poutcome,month,age,job,,,,
249,poutcome,month,age,job,,,,
250,poutcome,month,age,job,,,,
251,poutcome,month,age,job,loan,,,
252,poutcome,month,age,job,loan,,,
253,poutcome,month,age,job,,,,
254,poutcome,month,age,job,,,,
255,poutcome,month,age,job,,,,
256,poutcome,month,age,job,,,,
257,poutcome,month,age,job,,,,
258,poutcome,month,age,job,,,,
259,poutcome,month,age,job,,,,
260,poutcome,month,age,,,,,
261,poutcome,month,job,,,,,
262,poutcome,month,job,,,,,
263,poutcome,month,job,,,,,
264,poutcome,month,job,,,,,
265,poutcome,month,job,,,,,
266,poutcome,month,job,,,,,
267,poutcome,month,job,,,,,
268,poutcome,month,job,,,,,
269,poutcome,month,job,,,,,
270,poutcome,month,job,,,,,
271,poutcome,month,job,,,,,
272,poutcome,month,job,,,,,
273,poutcome,month,job,,,,,
274,poutcome,month,job,,,,,
275,poutcome,month,job,,,,,
276,poutcome,month,job,,,,,
277,poutcome,month,job,duration,,,,
278,poutcome,month,job,duration,marital,,,
279,poutcome,month,job,duration,marital,,,
280,poutcome,month,job,duration,marital,,,
281,poutcome,month,job,,,,,
282,poutcome,month,job,,,,,
283,poutcome,month,job,,,,,
284,poutcome,month,job,,,,,
285,poutcome,month,job,,,,,
286,poutcome,month,job,,,,,
287,poutcome,month,job,,,,,
288,poutcome,month,,,,,,
289,poutcome,month,job,,,,,
290,poutcome,month,job,,,,,
291,poutcome,month,job,,,,,
292,poutcome,month,job,,,,,
293,poutcome,month,job,,,,,
294,poutcome,month,job,,,,,
295,poutcome,month,job,,,,,
296,poutcome,month,job,,,,,
297,poutcome,month,job,,,,,
298,poutcome,month,job,,,,,
299,poutcome,month,job,,,,,
300,poutcome,month,job,,,,,
301,poutcome,month,job,,,,,
302,poutcome,month,job,,,,,
303,poutcome,month,job,,,,,
304,poutcome,month,job,,,,,
305,poutcome,month,job,,,,,
306,poutcome,month,job,,,,,
307,poutcome,month,job,,,,,
308,poutcome,month,job,,,,,
309,poutcome,month,job,,,,,
310,poutcome,month,job,,,,,
311,poutcome,month,job,,,,,
312,poutcome,month,job,,,,,
313,poutcome,month,,,,,,
314,poutcome,month,job,,,,,
315,poutcome,month,job,,,,,
316,poutcome,month,job,,,,,
317,poutcome,month,job,,,,,
318,poutcome,month,job,balance,,,,
319,poutcome,month,job,balance,marital,,,
320,poutcome,month,job,balance,marital,campaign,duration,
321,poutcome,month,job,balance,marital,campaign,duration,
322,poutcome,month,job,balance,marital,campaign,,
323,poutcome,month,job,balance,marital,,,
324,poutcome,month,job,,,,,
325,poutcome,month,job,marital,,,,
326,poutcome,month,job,marital,,,,
327,poutcome,month,job,marital,,,,
328,poutcome,month,job,marital,,,,
329,poutcome,month,job,marital,,,,
330,poutcome,month,job,marital,balance,,,
331,poutcome,month,job,marital,balance,age,,
332,poutcome,month,job,marital,balance,age,education,
333,poutcome,month,job,marital,balance,age,education,default
334,poutcome,month,job,marital,balance,age,education,default
335,poutcome,month,job,marital,balance,age,education,
336,poutcome,month,job,marital,balance,age,education,
337,poutcome,month,job,,,,,
338,poutcome,month,job,housing,,,,
339,poutcome,month,job,housing,,,,
340,poutcome,month,job,,,,,
341,poutcome,month,job,,,,,
342,poutcome,month,job,,,,,
343,poutcome,month,job,,,,,
344,poutcome,month,job,,,,,
345,poutcome,month,job,,,,,
346,poutcome,month,job,,,,,
347,poutcome,month,job,,,,,
348,poutcome,month,job,,,,,
349,poutcome,month,job,,,,,
350,poutcome,month,job,,,,,
351,poutcome,month,job,marital,,,,
352,poutcome,month,job,marital,,,,
353,poutcome,month,job,marital,,,,
354,poutcome,month,job,,,,,
355,poutcome,month,job,,,,,
356,poutcome,month,job,,,,,
357,poutcome,month,job,,,,,
358,poutcome,month,job,,,,,
359,poutcome,month,job,,,,,
360,poutcome,month,job,,,,,
361,poutcome,month,job,,,,,
362,poutcome,month,job,,,,,
363,poutcome,month,job,,,,,
364,poutcome,month,job,,,,,
365,poutcome,month,job,duration,,,,
366,poutcome,month,job,duration,,,,
367,poutcome,month,job,,,,,
368,poutcome,month,job,,,,,
369,poutcome,month,,,,,,
370,poutcome,duration,job,month,,,,
371,poutcome,duration,job,month,,,,
372,poutcome,duration,job,month,,,,
373,poutcome,duration,job,month,,,,
374,poutcome,duration,job,month,,,,
375,poutcome,duration,job,month,,,,
376,poutcome,duration,job,month,,,,
377,poutcome,duration,job,month,,,,
378,poutcome,duration,job,month,,,,
379,poutcome,duration,job,month,,,,
380,poutcome,duration,job,month,,,,
381,poutcome,duration,job,month,,,,
382,poutcome,duration,job,housing,,,,
383,poutcome,duration,job,housing,,,,
384,poutcome,duration,job,,,,,
385,poutcome,duration,job,education,,,,
386,poutcome,duration,job,education,,,,
387,poutcome,duration,job,education,,,,
388,poutcome,duration,job,education,,,,
389,poutcome,duration,job,balance,,,,
390,poutcome,duration,job,balance,month,,,
391,poutcome,duration,job,balance,month,,,
392,poutcome,duration,job,balance,month,,,
393,poutcome,duration,job,balance,month,,,
394,poutcome,duration,job,balance,month,,,
395,poutcome,duration,job,balance,month,,,
396,poutcome,duration,job,balance,month,,,
397,poutcome,duration,job,balance,month,,,
398,poutcome,duration,job,balance,month,housing,,
399,poutcome,duration,job,balance,month,housing,,
400,poutcome,duration,job,balance,month,,,
401,poutcome,duration,job,balance,month,,,
402,poutcome,duration,job,balance,month,,,
403,poutcome,duration,job,,,,,
404,poutcome,duration,job,age,,,,
405,poutcome,duration,job,age,,,,
406,poutcome,duration,job,,,,,
407,poutcome,duration,job,balance,,,,
408,poutcome,duration,job,balance,,,,
409,poutcome,duration,job,month,,,,
410,poutcome,duration,job,month,,,,
411,poutcome,duration,job,month,,,,
412,poutcome,duration,job,month,,,,
413,poutcome,duration,job,month,,,,
414,poutcome,duration,job,month,,,,
415,poutcome,duration,job,month,,,,
416,poutcome,duration,job,month,,,,
417,poutcome,duration,job,month,,,,
418,poutcome,duration,job,month,,,,
419,poutcome,duration,job,month,,,,
420,poutcome,duration,job,month,,,,
421,poutcome,duration,job,,,,,
422,poutcome,duration,job,,,,,
423,poutcome,duration,month,campaign,day,age,,
424,poutcome,duration,month,campaign,day,age,,
425,poutcome,duration,month,campaign,day,,,
426,poutcome,duration,month,campaign,,,,
427,poutcome,duration,month,education,,,,
428,poutcome,duration,month,education,,,,
429,poutcome,duration,month,education,,,,
430,poutcome,duration,month,education,,,,
431,poutcome,duration,month,,,,,
432,poutcome,duration,month,age,,,,
433,poutcome,duration,month,age,education,,,
434,poutcome,duration,month,age,education,,,
435,poutcome,duration,month,age,education,,,
436,poutcome,duration,month,age,education,,,
437,poutcome,duration,month,job,,,,
438,poutcome,duration,month,job,,,,
439,poutcome,duration,month,job,,,,
440,poutcome,duration,month,job,,,,
441,poutcome,duration,month,job,,,,
442,poutcome,duration,month,job,,,,
443,poutcome,duration,month,job,,,,
444,poutcome,duration,month,job,,,,
445,poutcome,duration,month,job,,,,
446,poutcome,duration,month,job,,,,
447,poutcome,duration,month,job,,,,
448,poutcome,duration,month,job,,,,
449,poutcome,duration,month,age,,,,
450,poutcome,duration,month,age,,,,
451,poutcome,duration,month,job,,,,
452,poutcome,duration,month,job,,,,
453,poutcome,duration,month,job,,,,
454,poutcome,duration,month,job,,,,
455,poutcome,duration,month,job,,,,
456,poutcome,duration,month,job,,,,
457,poutcome,duration,month,job,,,,
458,poutcome,duration,month,job,,,,
459,poutcome,duration,month,job,,,,
460,poutcome,duration,month,job,,,,
461,poutcome,duration,month,job,,,,
462,poutcome,duration,month,job,,,,
463,poutcome,duration,month,,,,,
464,poutcome,duration,month,contact,job,,,
465,poutcome,duration,month,contact,job,age,,
466,poutcome,duration,month,contact,job,age,,
467,poutcome,duration,month,contact,job,,,
468,poutcome,duration,month,contact,job,,,
469,poutcome,duration,month,contact,job,,,
470,poutcome,duration,month,contact,job,,,
471,poutcome,duration,month,contact,job,,,
472,poutcome,duration,month,contact,job,,,
473,poutcome,duration,month,contact,job,,,
474,poutcome,duration,month,contact,job,balance,,
475,poutcome,duration,month,contact,job,balance,,
476,poutcome,duration,month,contact,job,,,
477,poutcome,duration,month,contact,job,,,
478,poutcome,duration,month,contact,,,,
479,poutcome,duration,month,contact,,,,
480,poutcome,duration,month,job,,,,
481,poutcome,duration,month,job,,,,
482,poutcome,duration,month,job,,,,
483,poutcome,duration,month,job,,,,
484,poutcome,duration,month,job,age,,,
485,poutcome,duration,month,job,age,,,
486,poutcome,duration,month,job,,,,
487,poutcome,duration,month,job,,,,
488,poutcome,duration,month,job,,,,
489,poutcome,duration,month,job,,,,
490,poutcome,duration,month,job,,,,
491,poutcome,duration,month,job,,,,
492,poutcome,duration,month,job,,,,
493,poutcome,duration,month,job,,,,
494,poutcome,duration,month,job,,,,
495,poutcome,duration,month,job,,,,
496,poutcome,duration,month,job,,,,
497,poutcome,duration,month,job,,,,
498,poutcome,duration,month,job,,,,
499,poutcome,duration,month,job,,,,
500,poutcome,duration,month,job,,,,
501,poutcome,duration,month,job,,,,
502,poutcome,duration,month,job,age,,,
503,poutcome,duration,month,job,age,,,
504,poutcome,duration,month,job,,,,
505,poutcome,duration,month,job,,,,
506,poutcome,duration,month,,,,,
507,poutcome,month,housing,job,education,,,
508,poutcome,month,housing,job,education,balance,marital,
509,poutcome,month,housing,job,education,balance,marital,loan
510,poutcome,month,housing,job,education,balance,marital,loan
511,poutcome,month,housing,job,education,balance,marital,
512,poutcome,month,housing,job,education,balance,,
513,poutcome,month,housing,job,education,,,
514,poutcome,month,housing,job,education,,,
515,poutcome,month,housing,job,education,day,,
516,poutcome,month,housing,job,education,day,,
517,poutcome,month,housing,job,education,,,
518,poutcome,month,housing,job,education,,,
519,poutcome,month,housing,job,education,,,
520,poutcome,month,housing,job,,,,
521,poutcome,month,housing,job,,,,
522,poutcome,month,housing,job,campaign,age,,
523,poutcome,month,housing,job,campaign,age,balance,
524,poutcome,month,housing,job,campaign,age,balance,
525,poutcome,month,housing,job,campaign,duration,,
526,poutcome,month,housing,job,campaign,duration,marital,
527,poutcome,month,housing,job,campaign,duration,marital,age
528,poutcome,month,housing,job,campaign,duration,marital,age
529,poutcome,month,housing,job,campaign,duration,marital,
530,poutcome,month,housing,job,day,education,campaign,
531,poutcome,month,housing,job,day,education,campaign,
532,poutcome,month,housing,job,day,education,,
533,poutcome,month,housing,job,day,education,,
534,poutcome,month,housing,job,day,education,,
535,poutcome,month,housing,job,day,education,,
536,poutcome,month,housing,job,day,education,,
537,poutcome,month,housing,job,day,education,,
538,poutcome,month,housing,job,day,education,,
539,poutcome,month,housing,job,,,,
540,poutcome,month,housing,job,,,,
541,poutcome,month,housing,job,education,,,
542,poutcome,month,housing,job,education,,,
543,poutcome,month,housing,job,education,,,
544,poutcome,month,housing,job,education,,,
545,poutcome,month,housing,job,marital,,,
546,poutcome,month,housing,job,marital,education,,
547,poutcome,month,housing,job,marital,education,balance,
548,poutcome,month,housing,job,marital,education,balance,duration
549,poutcome,month,housing,job,marital,education,balance,duration
550,poutcome,month,housing,job,marital,education,,
551,poutcome,month,housing,job,marital,education,,
552,poutcome,month,housing,job,marital,,,
553,poutcome,month,housing,job,balance,,,
554,poutcome,month,housing,job,balance,,,
555,poutcome,month,housing,job,,,,
556,poutcome,month,housing,job,,,,
557,poutcome,month,housing,job,campaign,education,,
558,poutcome,month,housing,job,campaign,education,age,balance
559,poutcome,month,housing,job,campaign,education,age,balance
560,poutcome,month,housing,job,campaign,education,age,marital
561,poutcome,month,housing,job,campaign,education,age,marital
562,poutcome,month,housing,job,campaign,education,age,marital
563,poutcome,month,housing,job,campaign,education,,
564,poutcome,month,housing,job,campaign,education,,
565,poutcome,month,housing,job,campaign,,,
566,poutcome,month,housing,job,loan,default,,
567,poutcome,month,housing,job,loan,default,,
568,poutcome,month,housing,job,loan,,,
569,poutcome,month,housing,job,,,,
570,poutcome,month,housing,job,duration,,,
571,poutcome,month,housing,job,duration,education,,
572,poutcome,month,housing,job,duration,education,,
573,poutcome,month,housing,job,duration,education,balance,age
574,poutcome,month,housing,job,duration,education,balance,age
575,poutcome,month,housing,job,duration,education,balance,age
576,poutcome,month,housing,job,duration,education,balance,age
577,poutcome,month,housing,job,duration,education,,
578,poutcome,month,housing,job,,,,
579,poutcome,month,housing,job,,,,
580,poutcome,month,housing,job,marital,,,
581,poutcome,month,housing,job,marital,,,
582,poutcome,month,housing,job,marital,campaign,,
583,poutcome,month,housing,job,marital,campaign,duration,
584,poutcome,month,housing,job,marital,campaign,duration,
585,poutcome,month,housing,job,,,,
586,poutcome,month,housing,job,day,balance,,
587,poutcome,month,housing,job,day,balance,duration,
588,poutcome,month,housing,job,day,balance,duration,
589,poutcome,month,housing,job,day,,,
590,poutcome,month,housing,job,,,,
591,poutcome,month,housing,job,,,,
592,poutcome,month,duration,job,,,,
593,poutcome,month,duration,job,,,,
594,poutcome,month,duration,job,,,,
595,poutcome,month,duration,job,,,,
596,poutcome,month,duration,job,,,,
597,poutcome,month,duration,job,,,,
598,poutcome,month,duration,job,,,,
599,poutcome,month,duration,job,,,,
600,poutcome,month,duration,job,,,,
601,poutcome,month,duration,job,education,,,
602,poutcome,month,duration,job,education,,,
603,poutcome,month,duration,job,education,campaign,balance,
604,poutcome,month,duration,job,education,campaign,balance,
605,poutcome,month,duration,job,education,campaign,balance,marital
606,poutcome,month,duration,job,education,campaign,balance,marital
607,poutcome,month,duration,job,education,campaign,balance,marital
608,poutcome,month,duration,job,education,campaign,balance,
609,poutcome,month,duration,job,education,,,
610,poutcome,month,duration,job,balance,,,
611,poutcome,month,duration,job,balance,,,
612,poutcome,month,duration,job,,,,
613,poutcome,month,duration,job,day,,,
614,poutcome,month,duration,job,day,age,,
615,poutcome,month,duration,job,day,age,education,
616,poutcome,month,duration,job,day,age,education,marital
617,poutcome,month,duration,job,day,age,education,marital
618,poutcome,month,duration,job,day,age,education,marital
619,poutcome,month,duration,job,day,age,education,
620,poutcome,month,duration,job,day,age,education,
621,poutcome,month,duration,job,default,education,,
622,poutcome,month,duration,job,default,education,balance,
623,poutcome,month,duration,job,default,education,balance,contact
624,poutcome,month,duration,job,default,education,balance,contact
625,poutcome,month,duration,job,default,education,balance,contact
626,poutcome,month,duration,job,default,education,,
627,poutcome,month,duration,job,default,education,,
628,poutcome,month,duration,job,default,,,
629,poutcome,month,duration,job,age,,,
630,poutcome,month,duration,job,age,,,
631,poutcome,month,duration,job,,,,
632,poutcome,month,duration,job,contact,marital,housing,education
633,poutcome,month,duration,job,contact,marital,housing,education
634,poutcome,month,duration,job,contact,marital,housing,education
635,poutcome,month,duration,job,contact,marital,housing,education
636,poutcome,month,duration,job,contact,marital,housing,
637,poutcome,month,duration,job,contact,marital,education,
638,poutcome,month,duration,job,contact,marital,education,
639,poutcome,month,duration,job,contact,marital,education,loan
640,poutcome,month,duration,job,contact,marital,education,loan
641,poutcome,month,duration,job,contact,marital,education,
642,poutcome,month,duration,job,contact,marital,balance,day
643,poutcome,month,duration,job,contact,marital,balance,day
644,poutcome,month,duration,job,contact,marital,balance,housing
645,poutcome,month,duration,job,contact,marital,balance,housing
646,poutcome,month,duration,job,contact,,,
647,poutcome,month,duration,job,contact,,,
648,poutcome,month,duration,job,marital,,,
649,poutcome,month,duration,job,marital,day,,
650,poutcome,month,duration,job,marital,day,education,
651,poutcome,month,duration,job,marital,day,education,age
652,poutcome,month,duration,job,marital,day,education,age
653,poutcome,month,duration,job,marital,day,education,
654,poutcome,month,duration,job,marital,day,education,
655,poutcome,month,duration,job,marital,,,
656,poutcome,month,duration,job,marital,,,
657,poutcome,month,duration,job,marital,education,,
658,poutcome,month,duration,job,marital,education,,
659,poutcome,month,duration,job,marital,education,,
660,poutcome,month,duration,job,marital,education,,
661,poutcome,month,duration,job,marital,,,
662,poutcome,month,duration,job,education,,,
663,poutcome,month,duration,job,education,,,
664,poutcome,month,duration,job,education,,,
665,poutcome,month,duration,job,education,,,
666,poutcome,month,duration,job,,,,
667,poutcome,month,duration,job,day,marital,housing,
668,poutcome,month,duration,job,day,marital,housing,age
669,poutcome,month,duration,job,day,marital,housing,age
670,poutcome,month,duration,job,day,marital,housing,campaign
671,poutcome,month,duration,job,day,marital,housing,campaign
672,poutcome,month,duration,job,day,marital,housing,
673,poutcome,month,duration,job,day,marital,default,housing
674,poutcome,month,duration,job,day,marital,default,housing
675,poutcome,month,duration,job,day,marital,default,
676,poutcome,month,duration,job,day,marital,,
677,poutcome,month,duration,job,day,marital,education,
678,poutcome,month,duration,job,day,marital,education,
679,poutcome,month,duration,job,day,marital,education,age
680,poutcome,month,duration,job,day,marital,education,age
681,poutcome,month,duration,job,day,marital,education,
682,poutcome,month,duration,job,day,marital,balance,age
683,poutcome,month,duration,job,day,marital,balance,age
684,poutcome,month,duration,job,day,marital,balance,education
685,poutcome,month,duration,job,day,marital,balance,education
686,poutcome,month,duration,job,day,marital,balance,education
687,poutcome,month,duration,job,day,marital,balance,education
688,poutcome,month,duration,job,age,,,
689,poutcome,month,duration,job,age,,,
690,poutcome,month,duration,job,,,,
691,poutcome,month,job,,,,,
692,poutcome,month,job,,,,,
693,poutcome,month,job,,,,,
694,poutcome,month,job,,,,,
695,poutcome,month,job,,,,,
696,poutcome,month,job,,,,,
697,poutcome,month,job,education,,,,
698,poutcome,month,job,education,,,,
699,poutcome,month,job,education,,,,
700,poutcome,month,job,education,,,,
701,poutcome,month,job,,,,,
702,poutcome,month,job,,,,,
703,poutcome,month,job,,,,,
704,poutcome,month,job,,,,,
705,poutcome,month,job,,,,,
706,poutcome,month,day,duration,job,,,
707,poutcome,month,day,duration,job,campaign,education,housing
708,poutcome,month,day,duration,job,campaign,education,housing
709,poutcome,month,day,duration,job,campaign,education,
710,poutcome,month,day,duration,job,campaign,education,
711,poutcome,month,day,duration,job,campaign,education,
712,poutcome,month,day,duration,job,campaign,,
713,poutcome,month,day,duration,job,,,
714,poutcome,month,day,duration,job,,,
715,poutcome,month,day,duration,job,marital,,
716,poutcome,month,day,duration,job,marital,housing,age
717,poutcome,month,day,duration,job,marital,housing,age
718,poutcome,month,day,duration,job,marital,housing,age
719,poutcome,month,day,duration,job,marital,housing,age
720,poutcome,month,day,duration,job,marital,,
721,poutcome,month,day,duration,job,marital,,
722,poutcome,month,day,duration,job,marital,,
723,poutcome,month,day,duration,job,marital,,
724,poutcome,month,day,duration,job,,,
725,poutcome,month,day,duration,job,,,
726,poutcome,month,day,duration,job,,,
727,poutcome,month,day,duration,job,,,
728,poutcome,month,day,duration,job,,,
729,poutcome,month,day,duration,job,,,
730,poutcome,month,day,duration,job,balance,contact,marital
