,0,1,2,3,4,5,6,7,8,9
176,duration,month,day,,,,,,,
177,duration,month,contact,job,loan,,,,,
178,duration,month,contact,job,loan,,,,,
179,duration,month,contact,job,age,,,,,
180,duration,month,contact,job,age,day,,,,
181,duration,month,contact,job,age,day,,,,
182,duration,month,contact,job,,,,,,
183,duration,month,contact,job,,,,,,
184,duration,month,contact,job,day,,,,,
185,duration,month,contact,job,day,age,poutcome,,,
186,duration,month,contact,job,day,age,poutcome,,,
187,duration,month,contact,job,day,age,poutcome,,,
188,duration,month,contact,job,day,age,poutcome,,,
189,duration,month,contact,job,day,age,,,,
190,duration,month,contact,job,,,,,,
191,duration,month,contact,job,,,,,,
192,duration,month,contact,job,,,,,,
193,duration,month,contact,job,,,,,,
194,duration,month,contact,job,balance,,,,,
195,duration,month,contact,job,balance,age,,,,
196,duration,month,contact,job,balance,age,,,,
197,duration,month,contact,job,,,,,,
198,duration,month,contact,job,,,,,,
199,duration,month,contact,,,,,,,
200,duration,month,contact,,,,,,,
201,duration,month,job,,,,,,,
202,duration,month,job,,,,,,,
203,duration,month,job,,,,,,,
204,duration,month,job,,,,,,,
205,duration,month,job,campaign,marital,,,,,
206,duration,month,job,campaign,marital,,,,,
207,duration,month,job,campaign,marital,education,,,,
208,duration,month,job,campaign,marital,education,,,,
209,duration,month,job,campaign,marital,education,housing,,,
210,duration,month,job,campaign,marital,education,housing,,,
211,duration,month,job,campaign,marital,education,,,,
212,duration,month,job,campaign,,,,,,
213,duration,month,job,contact,,,,,,
214,duration,month,job,contact,,,,,,
215,duration,month,job,contact,,,,,,
216,duration,month,job,,,,,,,
217,duration,month,job,,,,,,,
218,duration,month,job,balance,,,,,,
219,duration,month,job,balance,,,,,,
220,duration,month,job,,,,,,,
221,duration,month,job,marital,,,,,,
222,duration,month,job,marital,,,,,,
223,duration,month,job,marital,,,,,,
224,duration,month,job,,,,,,,
225,duration,month,job,education,,,,,,
226,duration,month,job,education,,,,,,
227,duration,month,job,education,balance,marital,,,,
228,duration,month,job,education,balance,marital,,,,
229,duration,month,job,education,balance,marital,,,,
230,duration,month,job,education,balance,,,,,
231,duration,month,job,education,,,,,,
232,duration,month,job,,,,,,,
233,duration,month,job,,,,,,,
234,duration,month,job,,,,,,,
235,duration,month,job,poutcome,,,,,,
236,duration,month,job,poutcome,,,,,,
237,duration,month,job,poutcome,housing,,,,,
238,duration,month,job,poutcome,housing,,,,,
239,duration,month,job,poutcome,,,,,,
240,duration,month,job,,,,,,,
241,duration,month,job,,,,,,,
242,duration,month,job,marital,,,,,,
243,duration,month,job,marital,,,,,,
244,duration,month,job,marital,day,,,,,
245,duration,month,job,marital,day,education,,,,
246,duration,month,job,marital,day,education,campaign,,,
247,duration,month,job,marital,day,education,campaign,,,
248,duration,month,job,marital,day,education,,,,
249,duration,month,job,marital,day,education,,,,
250,duration,month,job,,,,,,,
251,duration,month,job,,,,,,,
252,duration,month,job,housing,contact,,,,,
253,duration,month,job,housing,contact,,,,,
254,duration,month,job,housing,contact,,,,,
255,duration,month,job,housing,,,,,,
256,duration,month,job,,,,,,,
257,duration,month,day,job,,,,,,
258,duration,month,day,job,age,,,,,
259,duration,month,day,job,age,,,,,
260,duration,month,day,job,,,,,,
261,duration,month,day,job,,,,,,
262,duration,month,day,job,campaign,,,,,
263,duration,month,day,job,campaign,,,,,
264,duration,month,day,job,,,,,,
265,duration,month,day,job,,,,,,
266,duration,month,day,job,,,,,,
267,duration,month,day,job,,,,,,
268,duration,month,day,job,,,,,,
269,duration,month,day,job,,,,,,
270,duration,month,day,job,,,,,,
271,duration,month,day,contact,,,,,,
272,duration,month,day,contact,,,,,,
273,duration,month,day,contact,job,,,,,
274,duration,month,day,contact,job,,,,,
275,duration,month,day,contact,job,,,,,
276,duration,month,day,contact,job,,,,,
277,duration,month,day,contact,job,,,,,
278,duration,month,day,contact,job,,,,,
279,duration,month,day,contact,job,,,,,
280,duration,month,day,contact,job,,,,,
281,duration,month,day,contact,job,,,,,
282,duration,month,day,contact,job,,,,,
283,duration,month,day,contact,job,,,,,
284,duration,month,day,contact,job,,,,,
285,duration,month,education,,,,,,,
286,duration,month,education,balance,job,,,,,
287,duration,month,education,balance,job,,,,,
288,duration,month,education,balance,job,,,,,
289,duration,month,education,balance,job,,,,,
290,duration,month,education,balance,job,,,,,
291,duration,month,education,balance,job,,,,,
292,duration,month,education,balance,job,,,,,
293,duration,month,education,balance,job,,,,,
294,duration,month,education,balance,job,,,,,
295,duration,month,education,balance,job,,,,,
296,duration,month,education,balance,job,,,,,
297,duration,month,education,balance,job,,,,,
298,duration,month,education,balance,housing,,,,,
299,duration,month,education,balance,housing,,,,,
300,duration,month,education,job,,,,,,
301,duration,month,education,job,,,,,,
302,duration,month,education,job,,,,,,
303,duration,month,education,job,,,,,,
304,duration,month,education,job,age,,,,,
305,duration,month,education,job,age,day,,,,
306,duration,month,education,job,age,day,,,,
307,duration,month,education,job,,,,,,
308,duration,month,education,job,,,,,,
309,duration,month,education,job,,,,,,
310,duration,month,education,job,,,,,,
311,duration,month,education,job,,,,,,
312,duration,month,education,job,,,,,,
313,duration,month,education,job,,,,,,
314,duration,month,education,,,,,,,
315,duration,month,education,,,,,,,
316,duration,month,education,job,,,,,,
317,duration,month,education,job,,,,,,
318,duration,month,education,job,,,,,,
319,duration,month,education,job,,,,,,
320,duration,month,education,job,,,,,,
321,duration,month,education,job,balance,,,,,
322,duration,month,education,job,balance,,,,,
323,duration,month,education,job,,,,,,
324,duration,month,education,job,,,,,,
325,duration,month,education,job,,,,,,
326,duration,month,education,job,day,,,,,
327,duration,month,education,job,day,,,,,
328,duration,month,education,job,,,,,,
329,duration,month,education,job,,,,,,
330,duration,month,education,balance,,,,,,
331,duration,month,education,balance,job,,,,,
332,duration,month,education,balance,job,,,,,
333,duration,month,education,balance,job,,,,,
334,duration,month,education,balance,job,,,,,
335,duration,month,education,balance,job,campaign,,,,
336,duration,month,education,balance,job,campaign,,,,
337,duration,month,education,balance,job,,,,,
338,duration,month,education,balance,job,,,,,
339,duration,month,education,balance,job,,,,,
340,duration,month,education,balance,job,,,,,
341,duration,month,education,balance,job,,,,,
342,duration,month,education,balance,job,,,,,
343,duration,month,education,balance,job,,,,,
344,duration,month,education,,,,,,,
345,duration,poutcome,month,job,age,,,,,
346,duration,poutcome,month,job,age,,,,,
347,duration,poutcome,month,job,marital,,,,,
348,duration,poutcome,month,job,marital,,,,,
349,duration,poutcome,month,job,marital,age,,,,
350,duration,poutcome,month,job,marital,age,,,,
351,duration,poutcome,month,job,,,,,,
352,duration,poutcome,month,job,,,,,,
353,duration,poutcome,month,job,default,day,marital,,,
354,duration,poutcome,month,job,default,day,marital,balance,,
355,duration,poutcome,month,job,default,day,marital,balance,,
356,duration,poutcome,month,job,default,day,marital,,,
357,duration,poutcome,month,job,default,day,,,,
358,duration,poutcome,month,job,default,,,,,
359,duration,poutcome,month,job,,,,,,
360,duration,poutcome,month,job,marital,,,,,
361,duration,poutcome,month,job,marital,,,,,
362,duration,poutcome,month,job,marital,,,,,
363,duration,poutcome,month,job,,,,,,
364,duration,poutcome,month,job,,,,,,
365,duration,poutcome,month,job,marital,,,,,
366,duration,poutcome,month,job,marital,,,,,
367,duration,poutcome,month,job,marital,balance,,,,
368,duration,poutcome,month,job,marital,balance,,,,
369,duration,poutcome,month,job,,,,,,
370,duration,poutcome,month,job,,,,,,
371,duration,poutcome,month,job,,,,,,
372,duration,poutcome,month,job,marital,,,,,
373,duration,poutcome,month,job,marital,,,,,
374,duration,poutcome,month,job,marital,,,,,
375,duration,poutcome,month,job,,,,,,
376,duration,poutcome,month,job,education,,,,,
377,duration,poutcome,month,job,education,,,,,
378,duration,poutcome,month,job,education,,,,,
379,duration,poutcome,month,job,education,,,,,
380,duration,poutcome,month,job,,,,,,
381,duration,poutcome,month,job,,,,,,
382,duration,poutcome,month,job,,,,,,
383,duration,poutcome,month,job,,,,,,
384,duration,poutcome,month,job,,,,,,
385,duration,poutcome,month,job,age,,,,,
386,duration,poutcome,month,job,age,,,,,
387,duration,poutcome,month,job,,,,,,
388,duration,poutcome,month,job,,,,,,
389,duration,poutcome,month,job,,,,,,
390,duration,poutcome,month,job,,,,,,
391,duration,poutcome,month,job,,,,,,
392,duration,poutcome,month,job,,,,,,
393,duration,poutcome,month,job,,,,,,
394,duration,poutcome,month,job,,,,,,
395,duration,poutcome,month,job,,,,,,
396,duration,poutcome,month,job,,,,,,
397,duration,poutcome,month,job,,,,,,
398,duration,poutcome,month,job,,,,,,
399,duration,poutcome,month,job,,,,,,
400,duration,poutcome,month,job,,,,,,
401,duration,poutcome,month,job,,,,,,
402,duration,poutcome,month,job,,,,,,
403,duration,poutcome,month,job,,,,,,
404,duration,poutcome,month,job,,,,,,
405,duration,poutcome,month,job,,,,,,
406,duration,poutcome,month,job,,,,,,
407,duration,poutcome,month,job,,,,,,
408,duration,poutcome,month,job,,,,,,
409,duration,poutcome,month,job,,,,,,
410,duration,poutcome,month,job,,,,,,
411,duration,poutcome,month,job,,,,,,
412,duration,poutcome,month,job,,,,,,
413,duration,poutcome,month,,,,,,,
414,duration,poutcome,month,job,,,,,,
415,duration,poutcome,month,job,,,,,,
416,duration,poutcome,month,job,,,,,,
417,duration,poutcome,month,job,,,,,,
418,duration,poutcome,month,job,age,,,,,
419,duration,poutcome,month,job,age,,,,,
420,duration,poutcome,month,job,,,,,,
421,duration,poutcome,month,job,,,,,,
422,duration,poutcome,month,job,,,,,,
423,duration,poutcome,month,job,,,,,,
424,duration,poutcome,month,job,,,,,,
425,duration,poutcome,month,job,,,,,,
426,duration,poutcome,month,job,,,,,,
427,duration,poutcome,month,job,age,,,,,
428,duration,poutcome,month,job,age,,,,,
429,duration,poutcome,month,job,,,,,,
430,duration,poutcome,month,job,,,,,,
431,duration,poutcome,month,job,,,,,,
432,duration,poutcome,month,job,housing,campaign,,,,
433,duration,poutcome,month,job,housing,campaign,,,,
434,duration,poutcome,month,job,housing,,,,,
435,duration,poutcome,month,job,,,,,,
436,duration,poutcome,month,job,,,,,,
437,duration,poutcome,month,job,,,,,,
438,duration,poutcome,month,job,,,,,,
439,duration,poutcome,month,job,age,,,,,
440,duration,poutcome,month,job,age,,,,,
441,duration,poutcome,month,job,,,,,,
442,duration,poutcome,month,job,,,,,,
443,duration,poutcome,month,education,,,,,,
444,duration,poutcome,month,education,,,,,,
445,duration,poutcome,month,education,,,,,,
446,duration,poutcome,month,education,,,,,,
447,duration,poutcome,month,job,day,marital,,,,
448,duration,poutcome,month,job,day,marital,,,,
449,duration,poutcome,month,job,day,marital,campaign,,,
450,duration,poutcome,month,job,day,marital,campaign,,,
451,duration,poutcome,month,job,day,,,,,
452,duration,poutcome,month,job,housing,marital,,,,
453,duration,poutcome,month,job,housing,marital,,,,
454,duration,poutcome,month,job,housing,marital,,,,
455,duration,poutcome,month,job,housing,,,,,
456,duration,poutcome,month,job,marital,,,,,
457,duration,poutcome,month,job,marital,,,,,
458,duration,poutcome,month,job,marital,,,,,
459,duration,poutcome,month,job,,,,,,
460,duration,poutcome,month,job,balance,age,marital,,,
461,duration,poutcome,month,job,balance,age,marital,,,
462,duration,poutcome,month,job,balance,age,marital,,,
463,duration,poutcome,month,job,balance,age,,,,
464,duration,poutcome,month,job,balance,,,,,
465,duration,poutcome,month,job,,,,,,
466,duration,poutcome,month,job,,,,,,
467,duration,poutcome,month,job,day,campaign,,,,
468,duration,poutcome,month,job,day,campaign,,,,
469,duration,poutcome,month,job,day,,,,,
470,duration,poutcome,month,job,,,,,,
471,duration,poutcome,month,job,loan,,,,,
472,duration,poutcome,month,job,loan,,,,,
473,duration,poutcome,month,job,,,,,,
474,duration,poutcome,month,job,,,,,,
475,duration,poutcome,month,job,marital,,,,,
476,duration,poutcome,month,job,marital,,,,,
477,duration,poutcome,month,job,marital,,,,,
478,duration,poutcome,month,job,,,,,,
479,duration,poutcome,month,job,,,,,,
480,duration,poutcome,month,job,,,,,,
481,duration,poutcome,month,job,balance,,,,,
482,duration,poutcome,month,job,balance,age,,,,
483,duration,poutcome,month,job,balance,age,education,,,
484,duration,poutcome,month,job,balance,age,education,,,
485,duration,poutcome,month,job,balance,age,education,marital,,
486,duration,poutcome,month,job,balance,age,education,marital,default,housing
487,duration,poutcome,month,job,balance,age,education,marital,default,housing
488,duration,poutcome,month,job,balance,age,education,marital,default,
489,duration,poutcome,month,job,balance,age,education,marital,,
490,duration,poutcome,month,job,balance,age,education,,,
491,duration,poutcome,month,job,,,,,,
492,duration,poutcome,month,job,,,,,,
493,duration,poutcome,month,job,,,,,,
494,duration,poutcome,month,job,,,,,,
495,duration,poutcome,month,job,education,,,,,
496,duration,poutcome,month,job,education,,,,,
497,duration,poutcome,month,job,education,,,,,
498,duration,poutcome,month,job,education,,,,,
499,duration,poutcome,month,job,,,,,,
500,duration,poutcome,month,job,,,,,,
501,duration,poutcome,month,job,,,,,,
502,duration,poutcome,month,job,,,,,,
503,duration,poutcome,month,job,,,,,,
504,duration,poutcome,month,job,,,,,,
505,duration,poutcome,month,job,,,,,,
506,duration,poutcome,month,job,,,,,,
507,duration,poutcome,month,job,,,,,,
508,duration,poutcome,month,job,,,,,,
509,duration,poutcome,month,job,,,,,,
510,duration,poutcome,month,job,housing,,,,,
511,duration,poutcome,month,job,housing,,,,,
512,duration,poutcome,month,job,,,,,,
513,duration,poutcome,month,job,,,,,,
514,duration,poutcome,month,job,,,,,,
515,duration,poutcome,month,job,,,,,,
516,duration,poutcome,month,job,,,,,,
517,duration,poutcome,month,job,,,,,,
518,duration,poutcome,month,job,marital,,,,,
519,duration,poutcome,month,job,marital,,,,,
520,duration,poutcome,month,job,marital,age,,,,
521,duration,poutcome,month,job,marital,age,,,,
522,duration,poutcome,month,job,,,,,,
523,duration,poutcome,month,job,,,,,,
524,duration,poutcome,month,job,,,,,,
525,duration,poutcome,month,job,,,,,,
526,duration,poutcome,month,job,,,,,,
527,duration,poutcome,month,job,age,,,,,
528,duration,poutcome,month,job,age,,,,,
529,duration,poutcome,month,job,,,,,,
530,duration,poutcome,job,month,,,,,,
531,duration,poutcome,job,month,,,,,,
532,duration,poutcome,job,month,,,,,,
533,duration,poutcome,job,month,,,,,,
534,duration,poutcome,job,month,,,,,,
535,duration,poutcome,job,month,,,,,,
536,duration,poutcome,job,month,,,,,,
537,duration,poutcome,job,month,,,,,,
538,duration,poutcome,job,month,,,,,,
539,duration,poutcome,job,month,,,,,,
540,duration,poutcome,job,month,,,,,,
541,duration,poutcome,job,month,,,,,,
542,duration,poutcome,job,month,balance,,,,,
543,duration,poutcome,job,month,balance,,,,,
544,duration,poutcome,job,month,,,,,,
545,duration,poutcome,job,month,,,,,,
546,duration,poutcome,job,month,,,,,,
547,duration,poutcome,job,month,,,,,,
548,duration,poutcome,job,month,,,,,,
549,duration,poutcome,job,month,,,,,,
550,duration,poutcome,job,month,,,,,,
551,duration,poutcome,job,month,,,,,,
552,duration,poutcome,job,month,,,,,,
553,duration,poutcome,job,month,,,,,,
554,duration,poutcome,job,month,,,,,,
555,duration,poutcome,job,,,,,,,
556,duration,poutcome,job,,,,,,,
557,duration,poutcome,job,month,day,,,,,
558,duration,poutcome,job,month,day,,,,,
559,duration,poutcome,job,month,age,,,,,
560,duration,poutcome,job,month,age,,,,,
561,duration,poutcome,job,month,,,,,,
562,duration,poutcome,job,month,marital,,,,,
563,duration,poutcome,job,month,marital,,,,,
564,duration,poutcome,job,month,marital,,,,,
565,duration,poutcome,job,month,,,,,,
566,duration,poutcome,job,month,,,,,,
567,duration,poutcome,job,month,,,,,,
568,duration,poutcome,job,month,,,,,,
569,duration,poutcome,job,month,campaign,,,,,
570,duration,poutcome,job,month,campaign,age,,,,
571,duration,poutcome,job,month,campaign,age,marital,,,
572,duration,poutcome,job,month,campaign,age,marital,,,
573,duration,poutcome,job,month,campaign,age,marital,,,
574,duration,poutcome,job,month,,,,,,
575,duration,poutcome,job,month,,,,,,
576,duration,poutcome,job,month,,,,,,
577,duration,poutcome,job,month,,,,,,
578,duration,poutcome,job,month,,,,,,
579,duration,poutcome,job,month,,,,,,
580,duration,poutcome,job,month,,,,,,
581,duration,poutcome,job,month,,,,,,
582,duration,poutcome,job,month,,,,,,
583,duration,poutcome,job,month,,,,,,
584,duration,poutcome,job,month,,,,,,
585,duration,poutcome,job,month,,,,,,
586,duration,poutcome,job,month,,,,,,
587,duration,poutcome,job,month,,,,,,
588,duration,poutcome,job,month,,,,,,
589,duration,poutcome,job,marital,,,,,,
590,duration,poutcome,job,marital,,,,,,
591,duration,poutcome,job,marital,,,,,,
592,duration,poutcome,job,age,,,,,,
593,duration,poutcome,job,age,marital,,,,,
594,duration,poutcome,job,age,marital,,,,,
595,duration,poutcome,job,age,marital,education,,,,
596,duration,poutcome,job,age,marital,education,default,balance,,
597,duration,poutcome,job,age,marital,education,default,balance,housing,
598,duration,poutcome,job,age,marital,education,default,balance,housing,loan
599,duration,poutcome,job,age,marital,education,default,balance,housing,loan
600,duration,poutcome,job,age,marital,education,default,,,
601,duration,poutcome,job,age,marital,education,,,,
602,duration,poutcome,job,age,marital,education,,,,
603,duration,poutcome,job,,,,,,,
604,duration,poutcome,job,month,,,,,,
605,duration,poutcome,job,month,,,,,,
606,duration,poutcome,job,month,,,,,,
607,duration,poutcome,job,month,,,,,,
608,duration,poutcome,job,month,,,,,,
609,duration,poutcome,job,month,,,,,,
610,duration,poutcome,job,month,,,,,,
611,duration,poutcome,job,month,,,,,,
612,duration,poutcome,job,month,housing,,,,,
613,duration,poutcome,job,month,housing,,,,,
614,duration,poutcome,job,month,marital,,,,,
615,duration,poutcome,job,month,marital,,,,,
616,duration,poutcome,job,month,marital,,,,,
617,duration,poutcome,job,month,,,,,,
618,duration,poutcome,job,month,,,,,,
619,duration,poutcome,job,,,,,,,
620,duration,poutcome,job,,,,,,,
621,duration,poutcome,month,campaign,day,age,,,,
622,duration,poutcome,month,campaign,day,age,,,,
623,duration,poutcome,month,campaign,day,,,,,
624,duration,poutcome,month,campaign,,,,,,
625,duration,poutcome,month,education,,,,,,
626,duration,poutcome,month,education,,,,,,
627,duration,poutcome,month,education,,,,,,
628,duration,poutcome,month,education,,,,,,
629,duration,poutcome,month,,,,,,,
630,duration,poutcome,month,age,,,,,,
631,duration,poutcome,month,age,education,,,,,
632,duration,poutcome,month,age,education,,,,,
633,duration,poutcome,month,age,education,,,,,
634,duration,poutcome,month,age,education,,,,,
635,duration,poutcome,month,job,,,,,,
636,duration,poutcome,month,job,,,,,,
637,duration,poutcome,month,job,,,,,,
638,duration,poutcome,month,job,,,,,,
639,duration,poutcome,month,job,,,,,,
640,duration,poutcome,month,job,,,,,,
641,duration,poutcome,month,job,,,,,,
642,duration,poutcome,month,job,,,,,,
643,duration,poutcome,month,job,,,,,,
644,duration,poutcome,month,job,,,,,,
645,duration,poutcome,month,job,,,,,,
646,duration,poutcome,month,job,,,,,,
647,duration,poutcome,month,age,,,,,,
648,duration,poutcome,month,age,,,,,,
649,duration,poutcome,month,job,,,,,,
650,duration,poutcome,month,job,,,,,,
651,duration,poutcome,month,job,,,,,,
652,duration,poutcome,month,job,,,,,,
653,duration,poutcome,month,job,,,,,,
654,duration,poutcome,month,job,,,,,,
655,duration,poutcome,month,job,,,,,,
656,duration,poutcome,month,job,,,,,,
657,duration,poutcome,month,job,,,,,,
658,duration,poutcome,month,job,,,,,,
659,duration,poutcome,month,job,,,,,,
660,duration,poutcome,month,job,,,,,,
661,duration,poutcome,month,,,,,,,
662,duration,poutcome,month,contact,job,,,,,
663,duration,poutcome,month,contact,job,age,,,,
664,duration,poutcome,month,contact,job,age,,,,
665,duration,poutcome,month,contact,job,,,,,
666,duration,poutcome,month,contact,job,,,,,
667,duration,poutcome,month,contact,job,,,,,
668,duration,poutcome,month,contact,job,,,,,
669,duration,poutcome,month,contact,job,,,,,
670,duration,poutcome,month,contact,job,,,,,
671,duration,poutcome,month,contact,job,,,,,
672,duration,poutcome,month,contact,job,balance,,,,
673,duration,poutcome,month,contact,job,balance,,,,
674,duration,poutcome,month,contact,job,,,,,
675,duration,poutcome,month,contact,job,,,,,
676,duration,poutcome,month,contact,,,,,,
677,duration,poutcome,month,contact,,,,,,
678,duration,poutcome,month,job,,,,,,
679,duration,poutcome,month,job,,,,,,
680,duration,poutcome,month,job,,,,,,
681,duration,poutcome,month,job,,,,,,
682,duration,poutcome,month,job,age,,,,,
683,duration,poutcome,month,job,age,,,,,
684,duration,poutcome,month,job,,,,,,
685,duration,poutcome,month,job,,,,,,
686,duration,poutcome,month,job,,,,,,
687,duration,poutcome,month,job,,,,,,
688,duration,poutcome,month,job,,,,,,
