,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
135,duration,month,job,,,,,,,,,,,,
136,duration,month,job,,,,,,,,,,,,
137,duration,month,job,,,,,,,,,,,,
138,duration,month,job,,,,,,,,,,,,
139,duration,month,job,,,,,,,,,,,,
140,duration,month,job,,,,,,,,,,,,
141,duration,month,day,job,balance,,,,,,,,,,
142,duration,month,day,job,balance,loan,,,,,,,,,
143,duration,month,day,job,balance,loan,,,,,,,,,
144,duration,month,day,job,contact,,,,,,,,,,
145,duration,month,day,job,contact,campaign,age,,,,,,,,
146,duration,month,day,job,contact,campaign,age,loan,,,,,,,
147,duration,month,day,job,contact,campaign,age,loan,,,,,,,
148,duration,month,day,job,contact,campaign,,,,,,,,,
149,duration,month,day,job,loan,,,,,,,,,,
150,duration,month,day,job,loan,marital,,,,,,,,,
151,duration,month,day,job,loan,marital,,,,,,,,,
152,duration,month,day,job,loan,marital,,,,,,,,,
153,duration,month,day,job,,,,,,,,,,,
154,duration,month,day,job,balance,,,,,,,,,,
155,duration,month,day,job,balance,housing,age,,,,,,,,
156,duration,month,day,job,balance,housing,age,loan,campaign,,,,,,
157,duration,month,day,job,balance,housing,age,loan,campaign,,,,,,
158,duration,month,day,job,balance,housing,age,loan,,,,,,,
159,duration,month,day,job,balance,housing,,,,,,,,,
160,duration,month,day,job,,,,,,,,,,,
161,duration,month,day,job,,,,,,,,,,,
162,duration,month,day,job,,,,,,,,,,,
163,duration,month,day,job,,,,,,,,,,,
164,duration,month,day,job,,,,,,,,,,,
165,duration,month,day,job,,,,,,,,,,,
166,duration,month,day,,,,,,,,,,,,
167,duration,month,poutcome,job,,,,,,,,,,,
168,duration,month,poutcome,job,marital,,,,,,,,,,
169,duration,month,poutcome,job,marital,,,,,,,,,,
170,duration,month,poutcome,job,marital,,,,,,,,,,
171,duration,month,poutcome,job,,,,,,,,,,,
172,duration,month,poutcome,job,,,,,,,,,,,
173,duration,month,poutcome,job,,,,,,,,,,,
174,duration,month,poutcome,job,,,,,,,,,,,
175,duration,month,poutcome,job,,,,,,,,,,,
176,duration,month,poutcome,job,,,,,,,,,,,
177,duration,month,poutcome,job,,,,,,,,,,,
178,duration,month,poutcome,job,,,,,,,,,,,
179,duration,month,poutcome,job,,,,,,,,,,,
180,duration,month,poutcome,,,,,,,,,,,,
181,duration,month,poutcome,job,,,,,,,,,,,
182,duration,month,poutcome,job,,,,,,,,,,,
183,duration,month,poutcome,job,,,,,,,,,,,
184,duration,month,poutcome,job,,,,,,,,,,,
185,duration,month,poutcome,job,,,,,,,,,,,
186,duration,month,poutcome,job,,,,,,,,,,,
187,duration,month,poutcome,job,,,,,,,,,,,
188,duration,month,poutcome,job,,,,,,,,,,,
189,duration,month,poutcome,job,,,,,,,,,,,
190,duration,month,poutcome,job,,,,,,,,,,,
191,duration,month,poutcome,job,,,,,,,,,,,
192,duration,month,poutcome,education,,,,,,,,,,,
193,duration,month,poutcome,education,marital,age,job,,,,,,,,
194,duration,month,poutcome,education,marital,age,job,,,,,,,,
195,duration,month,poutcome,education,marital,age,job,,,,,,,,
196,duration,month,poutcome,education,marital,age,job,,,,,,,,
197,duration,month,poutcome,education,marital,age,job,,,,,,,,
198,duration,month,poutcome,education,marital,age,job,,,,,,,,
199,duration,month,poutcome,education,marital,age,job,,,,,,,,
200,duration,month,poutcome,education,marital,age,job,,,,,,,,
201,duration,month,poutcome,education,marital,age,job,,,,,,,,
202,duration,month,poutcome,education,marital,age,job,,,,,,,,
203,duration,month,poutcome,education,marital,age,job,,,,,,,,
204,duration,month,poutcome,education,marital,age,,,,,,,,,
205,duration,month,poutcome,education,marital,,,,,,,,,,
206,duration,month,poutcome,education,marital,,,,,,,,,,
207,duration,month,poutcome,education,job,,,,,,,,,,
208,duration,month,poutcome,education,job,,,,,,,,,,
209,duration,month,poutcome,education,job,,,,,,,,,,
210,duration,month,poutcome,education,job,,,,,,,,,,
211,duration,month,poutcome,education,job,marital,,,,,,,,,
212,duration,month,poutcome,education,job,marital,,,,,,,,,
213,duration,month,poutcome,education,job,marital,day,,,,,,,,
214,duration,month,poutcome,education,job,marital,day,age,housing,,,,,,
215,duration,month,poutcome,education,job,marital,day,age,housing,,,,,,
216,duration,month,poutcome,education,job,marital,day,age,,,,,,,
217,duration,month,poutcome,education,job,,,,,,,,,,
218,duration,month,poutcome,education,job,,,,,,,,,,
219,duration,month,poutcome,education,job,,,,,,,,,,
220,duration,month,poutcome,education,job,,,,,,,,,,
221,duration,month,poutcome,education,job,campaign,day,,,,,,,,
222,duration,month,poutcome,education,job,campaign,day,,,,,,,,
223,duration,month,poutcome,education,job,campaign,,,,,,,,,
224,duration,month,poutcome,education,job,,,,,,,,,,
225,duration,month,job,,,,,,,,,,,,
226,duration,month,job,,,,,,,,,,,,
227,duration,month,job,,,,,,,,,,,,
228,duration,month,job,,,,,,,,,,,,
229,duration,month,job,campaign,marital,,,,,,,,,,
230,duration,month,job,campaign,marital,,,,,,,,,,
231,duration,month,job,campaign,marital,education,,,,,,,,,
232,duration,month,job,campaign,marital,education,,,,,,,,,
233,duration,month,job,campaign,marital,education,housing,,,,,,,,
234,duration,month,job,campaign,marital,education,housing,,,,,,,,
235,duration,month,job,campaign,,,,,,,,,,,
236,duration,month,job,contact,,,,,,,,,,,
237,duration,month,job,contact,,,,,,,,,,,
238,duration,month,job,,,,,,,,,,,,
239,duration,month,job,,,,,,,,,,,,
240,duration,month,job,balance,,,,,,,,,,,
241,duration,month,job,balance,,,,,,,,,,,
242,duration,month,job,,,,,,,,,,,,
243,duration,month,job,marital,,,,,,,,,,,
244,duration,month,job,marital,,,,,,,,,,,
245,duration,month,job,marital,,,,,,,,,,,
246,duration,month,job,education,,,,,,,,,,,
247,duration,month,job,education,,,,,,,,,,,
248,duration,month,job,education,balance,marital,,,,,,,,,
249,duration,month,job,education,balance,marital,,,,,,,,,
250,duration,month,job,education,balance,marital,,,,,,,,,
251,duration,month,job,education,balance,,,,,,,,,,
252,duration,month,job,,,,,,,,,,,,
253,duration,month,job,,,,,,,,,,,,
254,duration,month,job,,,,,,,,,,,,
255,duration,month,job,poutcome,,,,,,,,,,,
256,duration,month,job,poutcome,,,,,,,,,,,
257,duration,month,job,poutcome,housing,,,,,,,,,,
258,duration,month,job,poutcome,housing,,,,,,,,,,
259,duration,month,job,poutcome,,,,,,,,,,,
260,duration,month,job,,,,,,,,,,,,
261,duration,month,job,,,,,,,,,,,,
262,duration,month,job,marital,,,,,,,,,,,
263,duration,month,job,marital,,,,,,,,,,,
264,duration,month,job,marital,day,,,,,,,,,,
265,duration,month,job,marital,day,balance,campaign,,,,,,,,
266,duration,month,job,marital,day,balance,campaign,,,,,,,,
267,duration,month,job,marital,day,balance,,,,,,,,,
268,duration,month,job,,,,,,,,,,,,
269,duration,month,job,,,,,,,,,,,,
270,duration,month,job,housing,campaign,,,,,,,,,,
271,duration,month,job,housing,campaign,,,,,,,,,,
272,duration,month,job,housing,,,,,,,,,,,
273,duration,month,day,job,,,,,,,,,,,
274,duration,month,day,job,age,,,,,,,,,,
275,duration,month,day,job,age,,,,,,,,,,
276,duration,month,day,job,,,,,,,,,,,
277,duration,month,day,job,,,,,,,,,,,
278,duration,month,day,job,campaign,,,,,,,,,,
279,duration,month,day,job,campaign,,,,,,,,,,
280,duration,month,day,job,,,,,,,,,,,
281,duration,month,day,job,,,,,,,,,,,
282,duration,month,day,job,,,,,,,,,,,
283,duration,month,day,job,,,,,,,,,,,
284,duration,month,day,job,,,,,,,,,,,
285,duration,month,day,job,,,,,,,,,,,
286,duration,month,day,job,,,,,,,,,,,
287,duration,month,day,job,housing,age,marital,,,,,,,,
288,duration,month,day,job,housing,age,marital,,,,,,,,
289,duration,month,day,job,housing,age,marital,,,,,,,,
290,duration,month,day,job,housing,age,,,,,,,,,
291,duration,month,day,job,housing,,,,,,,,,,
292,duration,month,day,job,,,,,,,,,,,
293,duration,month,day,job,,,,,,,,,,,
294,duration,month,day,job,,,,,,,,,,,
295,duration,month,day,job,,,,,,,,,,,
296,duration,month,day,job,,,,,,,,,,,
297,duration,month,day,job,,,,,,,,,,,
298,duration,month,day,job,,,,,,,,,,,
299,duration,month,day,job,,,,,,,,,,,
300,duration,month,day,job,,,,,,,,,,,
301,duration,month,job,age,,,,,,,,,,,
302,duration,month,job,age,,,,,,,,,,,
303,duration,month,job,,,,,,,,,,,,
304,duration,month,job,,,,,,,,,,,,
305,duration,month,job,education,,,,,,,,,,,
306,duration,month,job,education,,,,,,,,,,,
307,duration,month,job,education,,,,,,,,,,,
308,duration,month,job,age,,,,,,,,,,,
309,duration,month,job,age,day,,,,,,,,,,
310,duration,month,job,age,day,,,,,,,,,,
311,duration,month,job,balance,education,,,,,,,,,,
312,duration,month,job,balance,education,,,,,,,,,,
313,duration,month,job,balance,education,,,,,,,,,,
314,duration,month,job,balance,,,,,,,,,,,
315,duration,month,job,,,,,,,,,,,,
316,duration,month,job,,,,,,,,,,,,
317,duration,month,job,,,,,,,,,,,,
318,duration,month,job,marital,,,,,,,,,,,
319,duration,month,job,marital,,,,,,,,,,,
320,duration,month,job,marital,,,,,,,,,,,
321,duration,month,job,,,,,,,,,,,,
322,duration,month,job,,,,,,,,,,,,
323,duration,month,job,,,,,,,,,,,,
324,duration,month,job,,,,,,,,,,,,
325,duration,month,job,,,,,,,,,,,,
326,duration,month,job,campaign,,,,,,,,,,,
327,duration,month,job,campaign,,,,,,,,,,,
328,duration,month,job,education,,,,,,,,,,,
329,duration,month,job,education,balance,,,,,,,,,,
330,duration,month,job,education,balance,,,,,,,,,,
331,duration,month,job,education,,,,,,,,,,,
332,duration,month,job,,,,,,,,,,,,
333,duration,month,job,,,,,,,,,,,,
334,duration,month,job,balance,,,,,,,,,,,
335,duration,month,job,balance,campaign,,,,,,,,,,
336,duration,month,job,balance,campaign,,,,,,,,,,
337,duration,month,job,day,,,,,,,,,,,
338,duration,month,job,day,,,,,,,,,,,
339,duration,month,job,,,,,,,,,,,,
340,duration,poutcome,month,job,age,,,,,,,,,,
341,duration,poutcome,month,job,age,,,,,,,,,,
342,duration,poutcome,month,job,marital,,,,,,,,,,
343,duration,poutcome,month,job,marital,,,,,,,,,,
344,duration,poutcome,month,job,marital,age,,,,,,,,,
345,duration,poutcome,month,job,marital,age,,,,,,,,,
346,duration,poutcome,month,job,,,,,,,,,,,
347,duration,poutcome,month,job,,,,,,,,,,,
348,duration,poutcome,month,job,default,day,marital,,,,,,,,
349,duration,poutcome,month,job,default,day,marital,balance,,,,,,,
350,duration,poutcome,month,job,default,day,marital,balance,,,,,,,
351,duration,poutcome,month,job,default,day,marital,,,,,,,,
352,duration,poutcome,month,job,default,day,,,,,,,,,
353,duration,poutcome,month,job,default,,,,,,,,,,
354,duration,poutcome,month,job,,,,,,,,,,,
355,duration,poutcome,month,job,marital,,,,,,,,,,
356,duration,poutcome,month,job,marital,,,,,,,,,,
357,duration,poutcome,month,job,marital,,,,,,,,,,
358,duration,poutcome,month,job,,,,,,,,,,,
359,duration,poutcome,month,job,,,,,,,,,,,
360,duration,poutcome,month,job,marital,,,,,,,,,,
361,duration,poutcome,month,job,marital,,,,,,,,,,
362,duration,poutcome,month,job,marital,balance,,,,,,,,,
363,duration,poutcome,month,job,marital,balance,,,,,,,,,
364,duration,poutcome,month,job,,,,,,,,,,,
365,duration,poutcome,month,job,,,,,,,,,,,
366,duration,poutcome,month,job,marital,,,,,,,,,,
367,duration,poutcome,month,job,marital,,,,,,,,,,
368,duration,poutcome,month,job,marital,,,,,,,,,,
369,duration,poutcome,month,job,,,,,,,,,,,
370,duration,poutcome,month,job,education,,,,,,,,,,
371,duration,poutcome,month,job,education,,,,,,,,,,
372,duration,poutcome,month,job,education,,,,,,,,,,
373,duration,poutcome,month,job,,,,,,,,,,,
374,duration,poutcome,month,job,,,,,,,,,,,
375,duration,poutcome,month,job,,,,,,,,,,,
376,duration,poutcome,month,job,,,,,,,,,,,
377,duration,poutcome,month,job,,,,,,,,,,,
378,duration,poutcome,month,job,age,,,,,,,,,,
379,duration,poutcome,month,job,age,,,,,,,,,,
380,duration,poutcome,month,job,,,,,,,,,,,
381,duration,poutcome,month,job,,,,,,,,,,,
382,duration,poutcome,month,job,,,,,,,,,,,
383,duration,poutcome,month,job,,,,,,,,,,,
384,duration,poutcome,month,job,,,,,,,,,,,
385,duration,poutcome,month,job,,,,,,,,,,,
386,duration,poutcome,month,job,,,,,,,,,,,
387,duration,poutcome,month,job,,,,,,,,,,,
388,duration,poutcome,month,job,,,,,,,,,,,
389,duration,poutcome,month,job,,,,,,,,,,,
390,duration,poutcome,month,job,,,,,,,,,,,
391,duration,poutcome,month,job,,,,,,,,,,,
392,duration,poutcome,month,job,,,,,,,,,,,
393,duration,poutcome,month,job,,,,,,,,,,,
394,duration,poutcome,month,job,,,,,,,,,,,
395,duration,poutcome,month,job,,,,,,,,,,,
396,duration,poutcome,month,job,,,,,,,,,,,
397,duration,poutcome,month,job,,,,,,,,,,,
398,duration,poutcome,month,job,,,,,,,,,,,
399,duration,poutcome,month,job,,,,,,,,,,,
400,duration,poutcome,month,job,,,,,,,,,,,
401,duration,poutcome,month,job,,,,,,,,,,,
402,duration,poutcome,month,job,,,,,,,,,,,
403,duration,poutcome,month,,,,,,,,,,,,
404,duration,poutcome,month,job,,,,,,,,,,,
405,duration,poutcome,month,job,,,,,,,,,,,
406,duration,poutcome,month,job,,,,,,,,,,,
407,duration,poutcome,month,job,,,,,,,,,,,
408,duration,poutcome,month,job,age,,,,,,,,,,
409,duration,poutcome,month,job,age,,,,,,,,,,
410,duration,poutcome,month,job,,,,,,,,,,,
411,duration,poutcome,month,job,,,,,,,,,,,
412,duration,poutcome,month,job,,,,,,,,,,,
413,duration,poutcome,month,job,,,,,,,,,,,
414,duration,poutcome,month,job,,,,,,,,,,,
415,duration,poutcome,month,job,,,,,,,,,,,
416,duration,poutcome,month,job,age,,,,,,,,,,
417,duration,poutcome,month,job,age,,,,,,,,,,
418,duration,poutcome,month,job,,,,,,,,,,,
419,duration,poutcome,month,job,,,,,,,,,,,
420,duration,poutcome,month,job,,,,,,,,,,,
421,duration,poutcome,month,job,housing,campaign,,,,,,,,,
422,duration,poutcome,month,job,housing,campaign,,,,,,,,,
423,duration,poutcome,month,job,housing,,,,,,,,,,
424,duration,poutcome,month,job,,,,,,,,,,,
425,duration,poutcome,month,job,,,,,,,,,,,
426,duration,poutcome,month,job,,,,,,,,,,,
427,duration,poutcome,month,job,,,,,,,,,,,
428,duration,poutcome,month,job,age,,,,,,,,,,
429,duration,poutcome,month,job,age,,,,,,,,,,
430,duration,poutcome,month,job,,,,,,,,,,,
431,duration,poutcome,month,education,,,,,,,,,,,
432,duration,poutcome,month,education,,,,,,,,,,,
433,duration,poutcome,month,education,,,,,,,,,,,
434,duration,poutcome,month,job,day,marital,,,,,,,,,
435,duration,poutcome,month,job,day,marital,,,,,,,,,
436,duration,poutcome,month,job,day,marital,campaign,,,,,,,,
437,duration,poutcome,month,job,day,marital,campaign,,,,,,,,
438,duration,poutcome,month,job,day,,,,,,,,,,
439,duration,poutcome,month,job,housing,marital,,,,,,,,,
440,duration,poutcome,month,job,housing,marital,,,,,,,,,
441,duration,poutcome,month,job,housing,marital,,,,,,,,,
442,duration,poutcome,month,job,housing,,,,,,,,,,
443,duration,poutcome,month,job,marital,,,,,,,,,,
444,duration,poutcome,month,job,marital,,,,,,,,,,
445,duration,poutcome,month,job,marital,,,,,,,,,,
446,duration,poutcome,month,job,,,,,,,,,,,
447,duration,poutcome,month,job,balance,age,marital,,,,,,,,
448,duration,poutcome,month,job,balance,age,marital,,,,,,,,
449,duration,poutcome,month,job,balance,age,marital,,,,,,,,
450,duration,poutcome,month,job,balance,age,,,,,,,,,
451,duration,poutcome,month,job,balance,,,,,,,,,,
452,duration,poutcome,month,job,,,,,,,,,,,
453,duration,poutcome,month,job,,,,,,,,,,,
454,duration,poutcome,month,job,day,campaign,,,,,,,,,
455,duration,poutcome,month,job,day,campaign,,,,,,,,,
456,duration,poutcome,month,job,day,,,,,,,,,,
457,duration,poutcome,month,job,,,,,,,,,,,
458,duration,poutcome,month,job,loan,,,,,,,,,,
459,duration,poutcome,month,job,loan,,,,,,,,,,
460,duration,poutcome,month,job,,,,,,,,,,,
461,duration,poutcome,month,job,marital,,,,,,,,,,
462,duration,poutcome,month,job,marital,,,,,,,,,,
463,duration,poutcome,month,job,marital,,,,,,,,,,
464,duration,poutcome,month,job,,,,,,,,,,,
465,duration,poutcome,month,job,,,,,,,,,,,
466,duration,poutcome,month,job,,,,,,,,,,,
467,duration,poutcome,month,job,balance,,,,,,,,,,
468,duration,poutcome,month,job,balance,age,,,,,,,,,
469,duration,poutcome,month,job,balance,age,education,,,,,,,,
470,duration,poutcome,month,job,balance,age,education,,,,,,,,
471,duration,poutcome,month,job,balance,age,education,marital,,,,,,,
472,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,,
473,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign,pdays
474,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign,pdays
475,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,day,campaign,
476,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact,,,
477,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,,,,
478,duration,poutcome,month,job,balance,age,education,marital,default,housing,,,,,
479,duration,poutcome,month,job,balance,age,education,marital,default,,,,,,
480,duration,poutcome,month,job,balance,age,education,marital,,,,,,,
481,duration,poutcome,month,job,,,,,,,,,,,
482,duration,poutcome,month,job,,,,,,,,,,,
483,duration,poutcome,month,job,,,,,,,,,,,
484,duration,poutcome,month,job,,,,,,,,,,,
485,duration,poutcome,month,job,education,,,,,,,,,,
486,duration,poutcome,month,job,education,,,,,,,,,,
487,duration,poutcome,month,job,education,,,,,,,,,,
488,duration,poutcome,month,job,,,,,,,,,,,
489,duration,poutcome,month,job,,,,,,,,,,,
490,duration,poutcome,month,job,,,,,,,,,,,
491,duration,poutcome,month,job,,,,,,,,,,,
492,duration,poutcome,month,job,,,,,,,,,,,
493,duration,poutcome,month,job,,,,,,,,,,,
494,duration,poutcome,month,job,,,,,,,,,,,
495,duration,poutcome,month,job,,,,,,,,,,,
496,duration,poutcome,month,job,,,,,,,,,,,
497,duration,poutcome,month,job,,,,,,,,,,,
498,duration,poutcome,month,job,housing,,,,,,,,,,
499,duration,poutcome,month,job,housing,,,,,,,,,,
500,duration,poutcome,month,job,,,,,,,,,,,
501,duration,poutcome,month,job,,,,,,,,,,,
502,duration,poutcome,month,job,,,,,,,,,,,
503,duration,poutcome,month,job,,,,,,,,,,,
504,duration,poutcome,month,job,,,,,,,,,,,
505,duration,poutcome,month,job,marital,,,,,,,,,,
506,duration,poutcome,month,job,marital,,,,,,,,,,
507,duration,poutcome,month,job,marital,age,,,,,,,,,
508,duration,poutcome,month,job,marital,age,,,,,,,,,
509,duration,poutcome,month,job,,,,,,,,,,,
510,duration,poutcome,month,job,,,,,,,,,,,
511,duration,poutcome,month,job,,,,,,,,,,,
512,duration,poutcome,month,job,,,,,,,,,,,
513,duration,poutcome,month,job,,,,,,,,,,,
514,duration,poutcome,month,job,age,,,,,,,,,,
515,duration,poutcome,month,job,age,,,,,,,,,,
516,duration,poutcome,job,month,,,,,,,,,,,
517,duration,poutcome,job,month,,,,,,,,,,,
518,duration,poutcome,job,month,,,,,,,,,,,
519,duration,poutcome,job,month,,,,,,,,,,,
520,duration,poutcome,job,month,,,,,,,,,,,
521,duration,poutcome,job,month,,,,,,,,,,,
522,duration,poutcome,job,month,,,,,,,,,,,
523,duration,poutcome,job,month,,,,,,,,,,,
524,duration,poutcome,job,month,,,,,,,,,,,
525,duration,poutcome,job,month,,,,,,,,,,,
526,duration,poutcome,job,month,,,,,,,,,,,
527,duration,poutcome,job,month,,,,,,,,,,,
528,duration,poutcome,job,month,balance,,,,,,,,,,
529,duration,poutcome,job,month,balance,,,,,,,,,,
530,duration,poutcome,job,month,,,,,,,,,,,
531,duration,poutcome,job,month,,,,,,,,,,,
532,duration,poutcome,job,month,,,,,,,,,,,
533,duration,poutcome,job,month,,,,,,,,,,,
534,duration,poutcome,job,month,,,,,,,,,,,
535,duration,poutcome,job,month,,,,,,,,,,,
536,duration,poutcome,job,month,,,,,,,,,,,
537,duration,poutcome,job,month,,,,,,,,,,,
538,duration,poutcome,job,month,,,,,,,,,,,
539,duration,poutcome,job,month,,,,,,,,,,,
540,duration,poutcome,job,month,,,,,,,,,,,
541,duration,poutcome,job,,,,,,,,,,,,
542,duration,poutcome,job,,,,,,,,,,,,
