,0,1,2,3,4,5,6,7,8,9,10,11
156,duration,month,day,job,balance,housing,,,,,,
157,duration,month,day,job,,,,,,,,
158,duration,month,day,job,,,,,,,,
159,duration,month,day,job,,,,,,,,
160,duration,month,day,job,,,,,,,,
161,duration,month,day,job,,,,,,,,
162,duration,month,day,job,,,,,,,,
163,duration,month,day,,,,,,,,,
164,duration,month,poutcome,job,,,,,,,,
165,duration,month,poutcome,job,marital,,,,,,,
166,duration,month,poutcome,job,marital,,,,,,,
167,duration,month,poutcome,job,marital,,,,,,,
168,duration,month,poutcome,job,,,,,,,,
169,duration,month,poutcome,job,,,,,,,,
170,duration,month,poutcome,job,,,,,,,,
171,duration,month,poutcome,job,,,,,,,,
172,duration,month,poutcome,job,,,,,,,,
173,duration,month,poutcome,job,,,,,,,,
174,duration,month,poutcome,job,,,,,,,,
175,duration,month,poutcome,job,,,,,,,,
176,duration,month,poutcome,job,,,,,,,,
177,duration,month,poutcome,,,,,,,,,
178,duration,month,poutcome,job,,,,,,,,
179,duration,month,poutcome,job,,,,,,,,
180,duration,month,poutcome,job,,,,,,,,
181,duration,month,poutcome,job,,,,,,,,
182,duration,month,poutcome,job,,,,,,,,
183,duration,month,poutcome,job,,,,,,,,
184,duration,month,poutcome,job,,,,,,,,
185,duration,month,poutcome,job,,,,,,,,
186,duration,month,poutcome,job,,,,,,,,
187,duration,month,poutcome,job,,,,,,,,
188,duration,month,poutcome,job,,,,,,,,
189,duration,month,poutcome,education,,,,,,,,
190,duration,month,poutcome,education,marital,age,job,,,,,
191,duration,month,poutcome,education,marital,age,job,,,,,
192,duration,month,poutcome,education,marital,age,job,,,,,
193,duration,month,poutcome,education,marital,age,job,,,,,
194,duration,month,poutcome,education,marital,age,job,,,,,
195,duration,month,poutcome,education,marital,age,job,,,,,
196,duration,month,poutcome,education,marital,age,job,,,,,
197,duration,month,poutcome,education,marital,age,job,,,,,
198,duration,month,poutcome,education,marital,age,job,,,,,
199,duration,month,poutcome,education,marital,age,job,,,,,
200,duration,month,poutcome,education,marital,age,job,,,,,
201,duration,month,poutcome,education,marital,age,,,,,,
202,duration,month,poutcome,education,marital,,,,,,,
203,duration,month,poutcome,education,marital,,,,,,,
204,duration,month,poutcome,education,job,,,,,,,
205,duration,month,poutcome,education,job,,,,,,,
206,duration,month,poutcome,education,job,,,,,,,
207,duration,month,poutcome,education,job,,,,,,,
208,duration,month,poutcome,education,job,marital,,,,,,
209,duration,month,poutcome,education,job,marital,,,,,,
210,duration,month,poutcome,education,job,marital,day,,,,,
211,duration,month,poutcome,education,job,marital,day,age,housing,,,
212,duration,month,poutcome,education,job,marital,day,age,housing,,,
213,duration,month,poutcome,education,job,marital,day,age,,,,
214,duration,month,poutcome,education,job,,,,,,,
215,duration,month,poutcome,education,job,,,,,,,
216,duration,month,poutcome,education,job,,,,,,,
217,duration,month,poutcome,education,job,,,,,,,
218,duration,month,poutcome,education,job,campaign,day,,,,,
219,duration,month,poutcome,education,job,campaign,day,,,,,
220,duration,month,poutcome,education,job,campaign,,,,,,
221,duration,month,poutcome,education,job,,,,,,,
222,duration,month,job,,,,,,,,,
223,duration,month,job,,,,,,,,,
224,duration,month,job,,,,,,,,,
225,duration,month,job,,,,,,,,,
226,duration,month,job,campaign,marital,,,,,,,
227,duration,month,job,campaign,marital,,,,,,,
228,duration,month,job,campaign,marital,education,,,,,,
229,duration,month,job,campaign,marital,education,,,,,,
230,duration,month,job,campaign,marital,education,housing,,,,,
231,duration,month,job,campaign,marital,education,housing,,,,,
232,duration,month,job,campaign,,,,,,,,
233,duration,month,job,contact,,,,,,,,
234,duration,month,job,contact,,,,,,,,
235,duration,month,job,,,,,,,,,
236,duration,month,job,,,,,,,,,
237,duration,month,job,balance,,,,,,,,
238,duration,month,job,balance,,,,,,,,
239,duration,month,job,,,,,,,,,
240,duration,month,job,marital,,,,,,,,
241,duration,month,job,marital,,,,,,,,
242,duration,month,job,marital,,,,,,,,
243,duration,month,job,education,,,,,,,,
244,duration,month,job,education,,,,,,,,
245,duration,month,job,education,balance,marital,,,,,,
246,duration,month,job,education,balance,marital,,,,,,
247,duration,month,job,education,balance,marital,,,,,,
248,duration,month,job,education,balance,,,,,,,
249,duration,month,job,,,,,,,,,
250,duration,month,job,,,,,,,,,
251,duration,month,job,,,,,,,,,
252,duration,month,job,poutcome,,,,,,,,
253,duration,month,job,poutcome,,,,,,,,
254,duration,month,job,poutcome,housing,,,,,,,
255,duration,month,job,poutcome,housing,,,,,,,
256,duration,month,job,poutcome,,,,,,,,
257,duration,month,job,,,,,,,,,
258,duration,month,job,,,,,,,,,
259,duration,month,job,marital,,,,,,,,
260,duration,month,job,marital,,,,,,,,
261,duration,month,job,marital,day,,,,,,,
262,duration,month,job,marital,day,balance,campaign,,,,,
263,duration,month,job,marital,day,balance,campaign,,,,,
264,duration,month,job,marital,day,balance,,,,,,
265,duration,month,job,,,,,,,,,
266,duration,month,job,,,,,,,,,
267,duration,month,job,housing,campaign,,,,,,,
268,duration,month,job,housing,campaign,,,,,,,
269,duration,month,job,housing,,,,,,,,
270,duration,month,day,job,,,,,,,,
271,duration,month,day,job,age,,,,,,,
272,duration,month,day,job,age,,,,,,,
273,duration,month,day,job,,,,,,,,
274,duration,month,day,job,,,,,,,,
275,duration,month,day,job,campaign,,,,,,,
276,duration,month,day,job,campaign,,,,,,,
277,duration,month,day,job,,,,,,,,
278,duration,month,day,job,,,,,,,,
279,duration,month,day,job,,,,,,,,
280,duration,month,day,job,,,,,,,,
281,duration,month,day,job,,,,,,,,
282,duration,month,day,job,,,,,,,,
283,duration,month,day,job,,,,,,,,
284,duration,month,day,job,housing,age,marital,,,,,
285,duration,month,day,job,housing,age,marital,,,,,
286,duration,month,day,job,housing,age,marital,,,,,
287,duration,month,day,job,housing,age,,,,,,
288,duration,month,day,job,housing,,,,,,,
289,duration,month,day,job,,,,,,,,
290,duration,month,day,job,,,,,,,,
291,duration,month,day,job,,,,,,,,
292,duration,month,day,job,,,,,,,,
293,duration,month,day,job,,,,,,,,
294,duration,month,day,job,,,,,,,,
295,duration,month,day,job,,,,,,,,
296,duration,month,day,job,,,,,,,,
297,duration,month,day,job,,,,,,,,
298,duration,month,job,age,,,,,,,,
299,duration,month,job,age,,,,,,,,
300,duration,month,job,,,,,,,,,
301,duration,month,job,,,,,,,,,
302,duration,month,job,education,,,,,,,,
303,duration,month,job,education,,,,,,,,
304,duration,month,job,education,,,,,,,,
305,duration,month,job,age,,,,,,,,
306,duration,month,job,age,day,,,,,,,
307,duration,month,job,age,day,,,,,,,
308,duration,month,job,balance,education,,,,,,,
309,duration,month,job,balance,education,,,,,,,
310,duration,month,job,balance,education,,,,,,,
311,duration,month,job,balance,,,,,,,,
312,duration,month,job,,,,,,,,,
313,duration,month,job,,,,,,,,,
314,duration,month,job,,,,,,,,,
315,duration,month,job,marital,,,,,,,,
316,duration,month,job,marital,,,,,,,,
317,duration,month,job,marital,,,,,,,,
318,duration,month,job,,,,,,,,,
319,duration,month,job,,,,,,,,,
320,duration,month,job,,,,,,,,,
321,duration,month,job,,,,,,,,,
322,duration,month,job,,,,,,,,,
323,duration,month,job,campaign,,,,,,,,
324,duration,month,job,campaign,,,,,,,,
325,duration,month,job,education,,,,,,,,
326,duration,month,job,education,balance,,,,,,,
327,duration,month,job,education,balance,,,,,,,
328,duration,month,job,education,,,,,,,,
329,duration,month,job,,,,,,,,,
330,duration,month,job,,,,,,,,,
331,duration,month,job,balance,,,,,,,,
332,duration,month,job,balance,campaign,,,,,,,
333,duration,month,job,balance,campaign,,,,,,,
334,duration,month,job,day,,,,,,,,
335,duration,month,job,day,,,,,,,,
336,duration,month,job,,,,,,,,,
337,duration,poutcome,month,job,age,,,,,,,
338,duration,poutcome,month,job,age,,,,,,,
339,duration,poutcome,month,job,marital,,,,,,,
340,duration,poutcome,month,job,marital,,,,,,,
341,duration,poutcome,month,job,marital,age,,,,,,
342,duration,poutcome,month,job,marital,age,,,,,,
343,duration,poutcome,month,job,,,,,,,,
344,duration,poutcome,month,job,,,,,,,,
345,duration,poutcome,month,job,default,day,marital,,,,,
346,duration,poutcome,month,job,default,day,marital,balance,,,,
347,duration,poutcome,month,job,default,day,marital,balance,,,,
348,duration,poutcome,month,job,default,day,marital,,,,,
349,duration,poutcome,month,job,default,day,,,,,,
350,duration,poutcome,month,job,default,,,,,,,
351,duration,poutcome,month,job,,,,,,,,
352,duration,poutcome,month,job,marital,,,,,,,
353,duration,poutcome,month,job,marital,,,,,,,
354,duration,poutcome,month,job,marital,,,,,,,
355,duration,poutcome,month,job,,,,,,,,
356,duration,poutcome,month,job,,,,,,,,
357,duration,poutcome,month,job,marital,,,,,,,
358,duration,poutcome,month,job,marital,,,,,,,
359,duration,poutcome,month,job,marital,balance,,,,,,
360,duration,poutcome,month,job,marital,balance,,,,,,
361,duration,poutcome,month,job,,,,,,,,
362,duration,poutcome,month,job,,,,,,,,
363,duration,poutcome,month,job,marital,,,,,,,
364,duration,poutcome,month,job,marital,,,,,,,
365,duration,poutcome,month,job,marital,,,,,,,
366,duration,poutcome,month,job,,,,,,,,
367,duration,poutcome,month,job,education,,,,,,,
368,duration,poutcome,month,job,education,,,,,,,
369,duration,poutcome,month,job,education,,,,,,,
370,duration,poutcome,month,job,,,,,,,,
371,duration,poutcome,month,job,,,,,,,,
372,duration,poutcome,month,job,,,,,,,,
373,duration,poutcome,month,job,,,,,,,,
374,duration,poutcome,month,job,,,,,,,,
375,duration,poutcome,month,job,age,,,,,,,
376,duration,poutcome,month,job,age,,,,,,,
377,duration,poutcome,month,job,,,,,,,,
378,duration,poutcome,month,job,,,,,,,,
379,duration,poutcome,month,job,,,,,,,,
380,duration,poutcome,month,job,,,,,,,,
381,duration,poutcome,month,job,,,,,,,,
382,duration,poutcome,month,job,,,,,,,,
383,duration,poutcome,month,job,,,,,,,,
384,duration,poutcome,month,job,,,,,,,,
385,duration,poutcome,month,job,,,,,,,,
386,duration,poutcome,month,job,,,,,,,,
387,duration,poutcome,month,job,,,,,,,,
388,duration,poutcome,month,job,,,,,,,,
389,duration,poutcome,month,job,,,,,,,,
390,duration,poutcome,month,job,,,,,,,,
391,duration,poutcome,month,job,,,,,,,,
392,duration,poutcome,month,job,,,,,,,,
393,duration,poutcome,month,job,,,,,,,,
394,duration,poutcome,month,job,,,,,,,,
395,duration,poutcome,month,job,,,,,,,,
396,duration,poutcome,month,job,,,,,,,,
397,duration,poutcome,month,job,,,,,,,,
398,duration,poutcome,month,job,,,,,,,,
399,duration,poutcome,month,job,,,,,,,,
400,duration,poutcome,month,,,,,,,,,
401,duration,poutcome,month,job,,,,,,,,
402,duration,poutcome,month,job,,,,,,,,
403,duration,poutcome,month,job,,,,,,,,
404,duration,poutcome,month,job,,,,,,,,
405,duration,poutcome,month,job,age,,,,,,,
406,duration,poutcome,month,job,age,,,,,,,
407,duration,poutcome,month,job,,,,,,,,
408,duration,poutcome,month,job,,,,,,,,
409,duration,poutcome,month,job,,,,,,,,
410,duration,poutcome,month,job,,,,,,,,
411,duration,poutcome,month,job,,,,,,,,
412,duration,poutcome,month,job,,,,,,,,
413,duration,poutcome,month,job,age,,,,,,,
414,duration,poutcome,month,job,age,,,,,,,
415,duration,poutcome,month,job,,,,,,,,
416,duration,poutcome,month,job,,,,,,,,
417,duration,poutcome,month,job,,,,,,,,
418,duration,poutcome,month,job,housing,campaign,,,,,,
419,duration,poutcome,month,job,housing,campaign,,,,,,
420,duration,poutcome,month,job,housing,,,,,,,
421,duration,poutcome,month,job,,,,,,,,
422,duration,poutcome,month,job,,,,,,,,
423,duration,poutcome,month,job,,,,,,,,
424,duration,poutcome,month,job,,,,,,,,
425,duration,poutcome,month,job,age,,,,,,,
426,duration,poutcome,month,job,age,,,,,,,
427,duration,poutcome,month,job,,,,,,,,
428,duration,poutcome,month,education,,,,,,,,
429,duration,poutcome,month,education,,,,,,,,
430,duration,poutcome,month,education,,,,,,,,
431,duration,poutcome,month,job,day,marital,,,,,,
432,duration,poutcome,month,job,day,marital,,,,,,
433,duration,poutcome,month,job,day,marital,campaign,,,,,
434,duration,poutcome,month,job,day,marital,campaign,,,,,
435,duration,poutcome,month,job,day,,,,,,,
436,duration,poutcome,month,job,housing,marital,,,,,,
437,duration,poutcome,month,job,housing,marital,,,,,,
438,duration,poutcome,month,job,housing,marital,,,,,,
439,duration,poutcome,month,job,housing,,,,,,,
440,duration,poutcome,month,job,marital,,,,,,,
441,duration,poutcome,month,job,marital,,,,,,,
442,duration,poutcome,month,job,marital,,,,,,,
443,duration,poutcome,month,job,,,,,,,,
444,duration,poutcome,month,job,balance,age,marital,,,,,
445,duration,poutcome,month,job,balance,age,marital,,,,,
446,duration,poutcome,month,job,balance,age,marital,,,,,
447,duration,poutcome,month,job,balance,age,,,,,,
448,duration,poutcome,month,job,balance,,,,,,,
449,duration,poutcome,month,job,,,,,,,,
450,duration,poutcome,month,job,,,,,,,,
451,duration,poutcome,month,job,day,campaign,,,,,,
452,duration,poutcome,month,job,day,campaign,,,,,,
453,duration,poutcome,month,job,day,,,,,,,
454,duration,poutcome,month,job,,,,,,,,
455,duration,poutcome,month,job,loan,,,,,,,
456,duration,poutcome,month,job,loan,,,,,,,
457,duration,poutcome,month,job,,,,,,,,
458,duration,poutcome,month,job,marital,,,,,,,
459,duration,poutcome,month,job,marital,,,,,,,
460,duration,poutcome,month,job,marital,,,,,,,
461,duration,poutcome,month,job,,,,,,,,
462,duration,poutcome,month,job,,,,,,,,
463,duration,poutcome,month,job,,,,,,,,
464,duration,poutcome,month,job,balance,,,,,,,
465,duration,poutcome,month,job,balance,age,,,,,,
466,duration,poutcome,month,job,balance,age,education,,,,,
467,duration,poutcome,month,job,balance,age,education,,,,,
468,duration,poutcome,month,job,balance,age,education,marital,,,,
469,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact
470,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,contact
471,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan,
472,duration,poutcome,month,job,balance,age,education,marital,default,housing,,
473,duration,poutcome,month,job,balance,age,education,marital,default,,,
474,duration,poutcome,month,job,balance,age,education,marital,,,,
475,duration,poutcome,month,job,,,,,,,,
476,duration,poutcome,month,job,,,,,,,,
477,duration,poutcome,month,job,,,,,,,,
478,duration,poutcome,month,job,,,,,,,,
479,duration,poutcome,month,job,education,,,,,,,
480,duration,poutcome,month,job,education,,,,,,,
481,duration,poutcome,month,job,education,,,,,,,
482,duration,poutcome,month,job,,,,,,,,
483,duration,poutcome,month,job,,,,,,,,
484,duration,poutcome,month,job,,,,,,,,
485,duration,poutcome,month,job,,,,,,,,
486,duration,poutcome,month,job,,,,,,,,
487,duration,poutcome,month,job,,,,,,,,
488,duration,poutcome,month,job,,,,,,,,
489,duration,poutcome,month,job,,,,,,,,
490,duration,poutcome,month,job,,,,,,,,
491,duration,poutcome,month,job,,,,,,,,
492,duration,poutcome,month,job,housing,,,,,,,
493,duration,poutcome,month,job,housing,,,,,,,
494,duration,poutcome,month,job,,,,,,,,
495,duration,poutcome,month,job,,,,,,,,
496,duration,poutcome,month,job,,,,,,,,
497,duration,poutcome,month,job,,,,,,,,
498,duration,poutcome,month,job,,,,,,,,
499,duration,poutcome,month,job,marital,,,,,,,
500,duration,poutcome,month,job,marital,,,,,,,
501,duration,poutcome,month,job,marital,age,,,,,,
502,duration,poutcome,month,job,marital,age,,,,,,
503,duration,poutcome,month,job,,,,,,,,
504,duration,poutcome,month,job,,,,,,,,
505,duration,poutcome,month,job,,,,,,,,
506,duration,poutcome,month,job,,,,,,,,
507,duration,poutcome,month,job,,,,,,,,
508,duration,poutcome,month,job,age,,,,,,,
509,duration,poutcome,month,job,age,,,,,,,
510,duration,poutcome,job,month,,,,,,,,
511,duration,poutcome,job,month,,,,,,,,
512,duration,poutcome,job,month,,,,,,,,
513,duration,poutcome,job,month,,,,,,,,
514,duration,poutcome,job,month,,,,,,,,
515,duration,poutcome,job,month,,,,,,,,
516,duration,poutcome,job,month,,,,,,,,
517,duration,poutcome,job,month,,,,,,,,
518,duration,poutcome,job,month,,,,,,,,
519,duration,poutcome,job,month,,,,,,,,
520,duration,poutcome,job,month,,,,,,,,
521,duration,poutcome,job,month,,,,,,,,
522,duration,poutcome,job,month,balance,,,,,,,
523,duration,poutcome,job,month,balance,,,,,,,
524,duration,poutcome,job,month,,,,,,,,
525,duration,poutcome,job,month,,,,,,,,
526,duration,poutcome,job,month,,,,,,,,
527,duration,poutcome,job,month,,,,,,,,
528,duration,poutcome,job,month,,,,,,,,
529,duration,poutcome,job,month,,,,,,,,
530,duration,poutcome,job,month,,,,,,,,
531,duration,poutcome,job,month,,,,,,,,
532,duration,poutcome,job,month,,,,,,,,
533,duration,poutcome,job,month,,,,,,,,
534,duration,poutcome,job,month,,,,,,,,
535,duration,poutcome,job,,,,,,,,,
536,duration,poutcome,job,,,,,,,,,
537,duration,poutcome,job,month,day,,,,,,,
538,duration,poutcome,job,month,day,,,,,,,
539,duration,poutcome,job,month,age,,,,,,,
540,duration,poutcome,job,month,age,,,,,,,
541,duration,poutcome,job,month,,,,,,,,
542,duration,poutcome,job,month,marital,,,,,,,
543,duration,poutcome,job,month,marital,,,,,,,
544,duration,poutcome,job,month,marital,,,,,,,
545,duration,poutcome,job,month,,,,,,,,
546,duration,poutcome,job,month,,,,,,,,
547,duration,poutcome,job,month,,,,,,,,
548,duration,poutcome,job,month,,,,,,,,
549,duration,poutcome,job,month,campaign,,,,,,,
550,duration,poutcome,job,month,campaign,age,,,,,,
551,duration,poutcome,job,month,campaign,age,marital,,,,,
552,duration,poutcome,job,month,campaign,age,marital,,,,,
553,duration,poutcome,job,month,campaign,age,marital,,,,,
554,duration,poutcome,job,month,,,,,,,,
555,duration,poutcome,job,month,,,,,,,,
556,duration,poutcome,job,month,,,,,,,,
557,duration,poutcome,job,month,,,,,,,,
558,duration,poutcome,job,month,,,,,,,,
559,duration,poutcome,job,month,,,,,,,,
560,duration,poutcome,job,month,,,,,,,,
561,duration,poutcome,job,month,,,,,,,,
562,duration,poutcome,job,month,,,,,,,,
563,duration,poutcome,job,month,,,,,,,,
564,duration,poutcome,job,month,,,,,,,,
565,duration,poutcome,job,month,,,,,,,,
566,duration,poutcome,job,month,,,,,,,,
567,duration,poutcome,job,month,,,,,,,,
568,duration,poutcome,job,month,,,,,,,,
569,duration,poutcome,job,marital,,,,,,,,
570,duration,poutcome,job,marital,,,,,,,,
571,duration,poutcome,job,marital,,,,,,,,
572,duration,poutcome,job,age,,,,,,,,
573,duration,poutcome,job,age,marital,,,,,,,
574,duration,poutcome,job,age,marital,,,,,,,
575,duration,poutcome,job,age,marital,education,,,,,,
576,duration,poutcome,job,age,marital,education,default,balance,,,,
577,duration,poutcome,job,age,marital,education,default,balance,housing,,,
578,duration,poutcome,job,age,marital,education,default,balance,housing,loan,contact,day
579,duration,poutcome,job,age,marital,education,default,balance,housing,loan,contact,day
580,duration,poutcome,job,age,marital,education,default,balance,housing,loan,contact,
581,duration,poutcome,job,age,marital,education,default,balance,housing,loan,,
582,duration,poutcome,job,age,marital,education,default,,,,,
583,duration,poutcome,job,age,marital,education,,,,,,
584,duration,poutcome,job,,,,,,,,,
585,duration,poutcome,job,month,,,,,,,,
586,duration,poutcome,job,month,,,,,,,,
587,duration,poutcome,job,month,,,,,,,,
588,duration,poutcome,job,month,,,,,,,,
589,duration,poutcome,job,month,,,,,,,,
590,duration,poutcome,job,month,,,,,,,,
591,duration,poutcome,job,month,,,,,,,,
592,duration,poutcome,job,month,,,,,,,,
593,duration,poutcome,job,month,housing,,,,,,,
594,duration,poutcome,job,month,housing,,,,,,,
595,duration,poutcome,job,month,marital,,,,,,,
596,duration,poutcome,job,month,marital,,,,,,,
597,duration,poutcome,job,month,marital,,,,,,,
598,duration,poutcome,job,month,,,,,,,,
599,duration,poutcome,job,month,,,,,,,,
600,duration,poutcome,job,,,,,,,,,
601,duration,poutcome,month,campaign,day,age,,,,,,
602,duration,poutcome,month,campaign,day,age,,,,,,
603,duration,poutcome,month,campaign,day,,,,,,,
604,duration,poutcome,month,campaign,,,,,,,,
605,duration,poutcome,month,education,,,,,,,,
606,duration,poutcome,month,education,,,,,,,,
607,duration,poutcome,month,education,,,,,,,,
608,duration,poutcome,month,,,,,,,,,
609,duration,poutcome,month,age,,,,,,,,
610,duration,poutcome,month,age,job,,,,,,,
611,duration,poutcome,month,age,job,,,,,,,
612,duration,poutcome,month,age,job,,,,,,,
613,duration,poutcome,month,age,job,,,,,,,
614,duration,poutcome,month,age,job,education,,,,,,
615,duration,poutcome,month,age,job,education,,,,,,
616,duration,poutcome,month,age,job,education,,,,,,
