,0,1,2,3,4,5,6,7
200,duration,month,job,campaign,marital,,,
201,duration,month,job,campaign,marital,education,,
202,duration,month,job,campaign,marital,education,,
203,duration,month,job,campaign,marital,education,housing,
204,duration,month,job,campaign,marital,education,housing,
205,duration,month,job,campaign,marital,education,,
206,duration,month,job,campaign,,,,
207,duration,month,job,contact,,,,
208,duration,month,job,contact,,,,
209,duration,month,job,contact,,,,
210,duration,month,job,,,,,
211,duration,month,job,,,,,
212,duration,month,job,balance,,,,
213,duration,month,job,balance,,,,
214,duration,month,job,,,,,
215,duration,month,job,marital,,,,
216,duration,month,job,marital,,,,
217,duration,month,job,marital,,,,
218,duration,month,job,,,,,
219,duration,month,job,education,,,,
220,duration,month,job,education,,,,
221,duration,month,job,education,balance,marital,,
222,duration,month,job,education,balance,marital,,
223,duration,month,job,education,balance,marital,,
224,duration,month,job,education,balance,,,
225,duration,month,job,education,,,,
226,duration,month,job,,,,,
227,duration,month,job,,,,,
228,duration,month,job,,,,,
229,duration,month,job,poutcome,,,,
230,duration,month,job,poutcome,,,,
231,duration,month,job,poutcome,housing,,,
232,duration,month,job,poutcome,housing,,,
233,duration,month,job,poutcome,,,,
234,duration,month,job,,,,,
235,duration,month,job,,,,,
236,duration,month,job,marital,,,,
237,duration,month,job,marital,,,,
238,duration,month,job,marital,day,,,
239,duration,month,job,marital,day,education,,
240,duration,month,job,marital,day,education,campaign,
241,duration,month,job,marital,day,education,campaign,
242,duration,month,job,marital,day,education,,
243,duration,month,job,marital,day,education,,
244,duration,month,job,,,,,
245,duration,month,job,,,,,
246,duration,month,job,housing,contact,,,
247,duration,month,job,housing,contact,,,
248,duration,month,job,housing,contact,,,
249,duration,month,job,housing,,,,
250,duration,month,job,,,,,
251,duration,month,day,job,,,,
252,duration,month,day,job,age,,,
253,duration,month,day,job,age,,,
254,duration,month,day,job,,,,
255,duration,month,day,job,,,,
256,duration,month,day,job,campaign,,,
257,duration,month,day,job,campaign,,,
258,duration,month,day,job,,,,
259,duration,month,day,job,,,,
260,duration,month,day,job,,,,
261,duration,month,day,job,,,,
262,duration,month,day,job,,,,
263,duration,month,day,job,,,,
264,duration,month,day,job,,,,
265,duration,month,day,contact,,,,
266,duration,month,day,contact,,,,
267,duration,month,day,contact,job,,,
268,duration,month,day,contact,job,,,
269,duration,month,day,contact,job,,,
270,duration,month,day,contact,job,,,
271,duration,month,day,contact,job,,,
272,duration,month,day,contact,job,,,
273,duration,month,day,contact,job,,,
274,duration,month,day,contact,job,,,
275,duration,month,day,contact,job,,,
276,duration,month,day,contact,job,,,
277,duration,month,day,contact,job,,,
278,duration,month,day,contact,job,,,
279,duration,month,education,,,,,
280,duration,month,education,balance,job,,,
281,duration,month,education,balance,job,,,
282,duration,month,education,balance,job,,,
283,duration,month,education,balance,job,,,
284,duration,month,education,balance,job,,,
285,duration,month,education,balance,job,,,
286,duration,month,education,balance,job,,,
287,duration,month,education,balance,job,,,
288,duration,month,education,balance,job,,,
289,duration,month,education,balance,job,,,
290,duration,month,education,balance,job,,,
291,duration,month,education,balance,job,,,
292,duration,month,education,balance,housing,,,
293,duration,month,education,balance,housing,,,
294,duration,month,education,job,,,,
295,duration,month,education,job,,,,
296,duration,month,education,job,,,,
297,duration,month,education,job,,,,
298,duration,month,education,job,age,,,
299,duration,month,education,job,age,day,,
300,duration,month,education,job,age,day,,
301,duration,month,education,job,,,,
302,duration,month,education,job,,,,
303,duration,month,education,job,,,,
304,duration,month,education,job,,,,
305,duration,month,education,job,,,,
306,duration,month,education,job,,,,
307,duration,month,education,job,,,,
308,duration,month,education,,,,,
309,duration,month,education,,,,,
310,duration,month,education,job,,,,
311,duration,month,education,job,,,,
312,duration,month,education,job,,,,
313,duration,month,education,job,,,,
314,duration,month,education,job,,,,
315,duration,month,education,job,balance,,,
316,duration,month,education,job,balance,,,
317,duration,month,education,job,,,,
318,duration,month,education,job,,,,
319,duration,month,education,job,,,,
320,duration,month,education,job,day,,,
321,duration,month,education,job,day,,,
322,duration,month,education,job,,,,
323,duration,month,education,job,,,,
324,duration,month,education,balance,,,,
325,duration,month,education,balance,job,,,
326,duration,month,education,balance,job,,,
327,duration,month,education,balance,job,,,
328,duration,month,education,balance,job,,,
329,duration,month,education,balance,job,campaign,,
330,duration,month,education,balance,job,campaign,,
331,duration,month,education,balance,job,,,
332,duration,month,education,balance,job,,,
333,duration,month,education,balance,job,,,
334,duration,month,education,balance,job,,,
335,duration,month,education,balance,job,,,
336,duration,month,education,balance,job,,,
337,duration,month,education,balance,job,,,
338,duration,month,education,,,,,
339,duration,poutcome,month,job,age,,,
340,duration,poutcome,month,job,age,,,
341,duration,poutcome,month,job,marital,,,
342,duration,poutcome,month,job,marital,,,
343,duration,poutcome,month,job,marital,age,,
344,duration,poutcome,month,job,marital,age,,
345,duration,poutcome,month,job,,,,
346,duration,poutcome,month,job,,,,
347,duration,poutcome,month,job,default,day,marital,
348,duration,poutcome,month,job,default,day,marital,balance
349,duration,poutcome,month,job,default,day,marital,balance
350,duration,poutcome,month,job,default,day,marital,
351,duration,poutcome,month,job,default,day,,
352,duration,poutcome,month,job,default,,,
353,duration,poutcome,month,job,,,,
354,duration,poutcome,month,job,marital,,,
355,duration,poutcome,month,job,marital,,,
356,duration,poutcome,month,job,marital,,,
357,duration,poutcome,month,job,,,,
358,duration,poutcome,month,job,,,,
359,duration,poutcome,month,job,marital,,,
360,duration,poutcome,month,job,marital,,,
361,duration,poutcome,month,job,marital,balance,,
362,duration,poutcome,month,job,marital,balance,,
363,duration,poutcome,month,job,,,,
364,duration,poutcome,month,job,,,,
365,duration,poutcome,month,job,,,,
366,duration,poutcome,month,job,marital,,,
367,duration,poutcome,month,job,marital,,,
368,duration,poutcome,month,job,marital,,,
369,duration,poutcome,month,job,,,,
370,duration,poutcome,month,job,education,,,
371,duration,poutcome,month,job,education,,,
372,duration,poutcome,month,job,education,,,
373,duration,poutcome,month,job,education,,,
374,duration,poutcome,month,job,,,,
375,duration,poutcome,month,job,,,,
376,duration,poutcome,month,job,,,,
377,duration,poutcome,month,job,,,,
378,duration,poutcome,month,job,,,,
379,duration,poutcome,month,job,age,,,
380,duration,poutcome,month,job,age,,,
381,duration,poutcome,month,job,,,,
382,duration,poutcome,month,job,,,,
383,duration,poutcome,month,job,,,,
384,duration,poutcome,month,job,,,,
385,duration,poutcome,month,job,,,,
386,duration,poutcome,month,job,,,,
387,duration,poutcome,month,job,,,,
388,duration,poutcome,month,job,,,,
389,duration,poutcome,month,job,,,,
390,duration,poutcome,month,job,,,,
391,duration,poutcome,month,job,,,,
392,duration,poutcome,month,job,,,,
393,duration,poutcome,month,job,,,,
394,duration,poutcome,month,job,,,,
395,duration,poutcome,month,job,,,,
396,duration,poutcome,month,job,,,,
397,duration,poutcome,month,job,,,,
398,duration,poutcome,month,job,,,,
399,duration,poutcome,month,job,,,,
400,duration,poutcome,month,job,,,,
401,duration,poutcome,month,job,,,,
402,duration,poutcome,month,job,,,,
403,duration,poutcome,month,job,,,,
404,duration,poutcome,month,job,,,,
405,duration,poutcome,month,job,,,,
406,duration,poutcome,month,job,,,,
407,duration,poutcome,month,,,,,
408,duration,poutcome,month,job,,,,
409,duration,poutcome,month,job,,,,
410,duration,poutcome,month,job,,,,
411,duration,poutcome,month,job,,,,
412,duration,poutcome,month,job,age,,,
413,duration,poutcome,month,job,age,,,
414,duration,poutcome,month,job,,,,
415,duration,poutcome,month,job,,,,
416,duration,poutcome,month,job,,,,
417,duration,poutcome,month,job,,,,
418,duration,poutcome,month,job,,,,
419,duration,poutcome,month,job,,,,
420,duration,poutcome,month,job,,,,
421,duration,poutcome,month,job,age,,,
422,duration,poutcome,month,job,age,,,
423,duration,poutcome,month,job,,,,
424,duration,poutcome,month,job,,,,
425,duration,poutcome,month,job,,,,
426,duration,poutcome,month,job,housing,campaign,,
427,duration,poutcome,month,job,housing,campaign,,
428,duration,poutcome,month,job,housing,,,
429,duration,poutcome,month,job,,,,
430,duration,poutcome,month,job,,,,
431,duration,poutcome,month,job,,,,
432,duration,poutcome,month,job,,,,
433,duration,poutcome,month,job,age,,,
434,duration,poutcome,month,job,age,,,
435,duration,poutcome,month,job,,,,
436,duration,poutcome,month,job,,,,
437,duration,poutcome,month,education,,,,
438,duration,poutcome,month,education,,,,
439,duration,poutcome,month,education,,,,
440,duration,poutcome,month,education,,,,
441,duration,poutcome,month,job,day,marital,,
442,duration,poutcome,month,job,day,marital,,
443,duration,poutcome,month,job,day,marital,campaign,
444,duration,poutcome,month,job,day,marital,campaign,
445,duration,poutcome,month,job,day,,,
446,duration,poutcome,month,job,housing,marital,,
447,duration,poutcome,month,job,housing,marital,,
448,duration,poutcome,month,job,housing,marital,,
449,duration,poutcome,month,job,housing,,,
450,duration,poutcome,month,job,marital,,,
451,duration,poutcome,month,job,marital,,,
452,duration,poutcome,month,job,marital,,,
453,duration,poutcome,month,job,,,,
454,duration,poutcome,month,job,balance,age,marital,
455,duration,poutcome,month,job,balance,age,marital,
456,duration,poutcome,month,job,balance,age,marital,
457,duration,poutcome,month,job,balance,age,,
458,duration,poutcome,month,job,balance,,,
459,duration,poutcome,month,job,,,,
460,duration,poutcome,month,job,,,,
461,duration,poutcome,month,job,day,campaign,,
462,duration,poutcome,month,job,day,campaign,,
463,duration,poutcome,month,job,day,,,
464,duration,poutcome,month,job,,,,
465,duration,poutcome,month,job,loan,,,
466,duration,poutcome,month,job,loan,,,
467,duration,poutcome,month,job,,,,
468,duration,poutcome,month,job,,,,
469,duration,poutcome,month,job,marital,,,
470,duration,poutcome,month,job,marital,,,
471,duration,poutcome,month,job,marital,,,
472,duration,poutcome,month,job,,,,
473,duration,poutcome,month,job,,,,
474,duration,poutcome,month,job,,,,
475,duration,poutcome,month,job,balance,,,
476,duration,poutcome,month,job,balance,age,,
477,duration,poutcome,month,job,balance,age,education,
478,duration,poutcome,month,job,balance,age,education,
479,duration,poutcome,month,job,balance,age,education,marital
480,duration,poutcome,month,job,balance,age,education,marital
481,duration,poutcome,month,job,balance,age,education,marital
482,duration,poutcome,month,job,balance,age,education,
483,duration,poutcome,month,job,,,,
484,duration,poutcome,month,job,,,,
485,duration,poutcome,month,job,,,,
486,duration,poutcome,month,job,,,,
487,duration,poutcome,month,job,education,,,
488,duration,poutcome,month,job,education,,,
489,duration,poutcome,month,job,education,,,
490,duration,poutcome,month,job,education,,,
491,duration,poutcome,month,job,,,,
492,duration,poutcome,month,job,,,,
493,duration,poutcome,month,job,,,,
494,duration,poutcome,month,job,,,,
495,duration,poutcome,month,job,,,,
496,duration,poutcome,month,job,,,,
497,duration,poutcome,month,job,,,,
498,duration,poutcome,month,job,,,,
499,duration,poutcome,month,job,,,,
500,duration,poutcome,month,job,,,,
501,duration,poutcome,month,job,,,,
502,duration,poutcome,month,job,housing,,,
503,duration,poutcome,month,job,housing,,,
504,duration,poutcome,month,job,,,,
505,duration,poutcome,month,job,,,,
506,duration,poutcome,month,job,,,,
507,duration,poutcome,month,job,,,,
508,duration,poutcome,month,job,,,,
509,duration,poutcome,month,job,,,,
510,duration,poutcome,month,job,marital,,,
511,duration,poutcome,month,job,marital,,,
512,duration,poutcome,month,job,marital,age,,
513,duration,poutcome,month,job,marital,age,,
514,duration,poutcome,month,job,,,,
515,duration,poutcome,month,job,,,,
516,duration,poutcome,month,job,,,,
517,duration,poutcome,month,job,,,,
518,duration,poutcome,month,job,,,,
519,duration,poutcome,month,job,age,,,
520,duration,poutcome,month,job,age,,,
521,duration,poutcome,month,job,,,,
522,duration,poutcome,job,month,,,,
523,duration,poutcome,job,month,,,,
524,duration,poutcome,job,month,,,,
525,duration,poutcome,job,month,,,,
526,duration,poutcome,job,month,,,,
527,duration,poutcome,job,month,,,,
528,duration,poutcome,job,month,,,,
529,duration,poutcome,job,month,,,,
530,duration,poutcome,job,month,,,,
531,duration,poutcome,job,month,,,,
532,duration,poutcome,job,month,,,,
533,duration,poutcome,job,month,,,,
534,duration,poutcome,job,month,balance,,,
535,duration,poutcome,job,month,balance,,,
536,duration,poutcome,job,month,,,,
537,duration,poutcome,job,month,,,,
538,duration,poutcome,job,month,,,,
539,duration,poutcome,job,month,,,,
540,duration,poutcome,job,month,,,,
541,duration,poutcome,job,month,,,,
542,duration,poutcome,job,month,,,,
543,duration,poutcome,job,month,,,,
544,duration,poutcome,job,month,,,,
545,duration,poutcome,job,month,,,,
546,duration,poutcome,job,month,,,,
547,duration,poutcome,job,,,,,
548,duration,poutcome,job,,,,,
549,duration,poutcome,job,month,day,,,
550,duration,poutcome,job,month,day,,,
551,duration,poutcome,job,month,age,,,
552,duration,poutcome,job,month,age,,,
553,duration,poutcome,job,month,,,,
554,duration,poutcome,job,month,marital,,,
555,duration,poutcome,job,month,marital,,,
556,duration,poutcome,job,month,marital,,,
557,duration,poutcome,job,month,,,,
558,duration,poutcome,job,month,,,,
559,duration,poutcome,job,month,,,,
560,duration,poutcome,job,month,,,,
561,duration,poutcome,job,month,campaign,,,
562,duration,poutcome,job,month,campaign,age,,
563,duration,poutcome,job,month,campaign,age,marital,
564,duration,poutcome,job,month,campaign,age,marital,
565,duration,poutcome,job,month,campaign,age,marital,
566,duration,poutcome,job,month,,,,
567,duration,poutcome,job,month,,,,
568,duration,poutcome,job,month,,,,
569,duration,poutcome,job,month,,,,
570,duration,poutcome,job,month,,,,
571,duration,poutcome,job,month,,,,
572,duration,poutcome,job,month,,,,
573,duration,poutcome,job,month,,,,
574,duration,poutcome,job,month,,,,
575,duration,poutcome,job,month,,,,
576,duration,poutcome,job,month,,,,
577,duration,poutcome,job,month,,,,
578,duration,poutcome,job,month,,,,
579,duration,poutcome,job,month,,,,
580,duration,poutcome,job,month,,,,
581,duration,poutcome,job,marital,,,,
582,duration,poutcome,job,marital,,,,
583,duration,poutcome,job,marital,,,,
584,duration,poutcome,job,age,,,,
585,duration,poutcome,job,age,marital,,,
586,duration,poutcome,job,age,marital,,,
587,duration,poutcome,job,age,marital,education,,
588,duration,poutcome,job,age,marital,education,default,balance
589,duration,poutcome,job,age,marital,education,default,balance
590,duration,poutcome,job,age,marital,education,default,
591,duration,poutcome,job,age,marital,education,,
592,duration,poutcome,job,age,marital,education,,
593,duration,poutcome,job,,,,,
594,duration,poutcome,job,month,,,,
595,duration,poutcome,job,month,,,,
596,duration,poutcome,job,month,,,,
597,duration,poutcome,job,month,,,,
598,duration,poutcome,job,month,,,,
599,duration,poutcome,job,month,,,,
600,duration,poutcome,job,month,,,,
601,duration,poutcome,job,month,,,,
602,duration,poutcome,job,month,housing,,,
603,duration,poutcome,job,month,housing,,,
604,duration,poutcome,job,month,marital,,,
605,duration,poutcome,job,month,marital,,,
606,duration,poutcome,job,month,marital,,,
607,duration,poutcome,job,month,,,,
608,duration,poutcome,job,month,,,,
609,duration,poutcome,job,,,,,
610,duration,poutcome,job,,,,,
611,duration,poutcome,month,campaign,day,age,,
612,duration,poutcome,month,campaign,day,age,,
613,duration,poutcome,month,campaign,day,,,
614,duration,poutcome,month,campaign,,,,
615,duration,poutcome,month,education,,,,
616,duration,poutcome,month,education,,,,
617,duration,poutcome,month,education,,,,
618,duration,poutcome,month,education,,,,
619,duration,poutcome,month,,,,,
620,duration,poutcome,month,age,,,,
621,duration,poutcome,month,age,education,,,
622,duration,poutcome,month,age,education,,,
623,duration,poutcome,month,age,education,,,
624,duration,poutcome,month,age,education,,,
625,duration,poutcome,month,job,,,,
626,duration,poutcome,month,job,,,,
627,duration,poutcome,month,job,,,,
628,duration,poutcome,month,job,,,,
629,duration,poutcome,month,job,,,,
630,duration,poutcome,month,job,,,,
631,duration,poutcome,month,job,,,,
632,duration,poutcome,month,job,,,,
633,duration,poutcome,month,job,,,,
634,duration,poutcome,month,job,,,,
635,duration,poutcome,month,job,,,,
636,duration,poutcome,month,job,,,,
637,duration,poutcome,month,age,,,,
638,duration,poutcome,month,age,,,,
639,duration,poutcome,month,job,,,,
640,duration,poutcome,month,job,,,,
641,duration,poutcome,month,job,,,,
642,duration,poutcome,month,job,,,,
643,duration,poutcome,month,job,,,,
644,duration,poutcome,month,job,,,,
645,duration,poutcome,month,job,,,,
646,duration,poutcome,month,job,,,,
647,duration,poutcome,month,job,,,,
648,duration,poutcome,month,job,,,,
649,duration,poutcome,month,job,,,,
650,duration,poutcome,month,job,,,,
651,duration,poutcome,month,,,,,
652,duration,poutcome,month,contact,job,,,
653,duration,poutcome,month,contact,job,age,,
654,duration,poutcome,month,contact,job,age,,
655,duration,poutcome,month,contact,job,,,
656,duration,poutcome,month,contact,job,,,
657,duration,poutcome,month,contact,job,,,
658,duration,poutcome,month,contact,job,,,
659,duration,poutcome,month,contact,job,,,
660,duration,poutcome,month,contact,job,,,
661,duration,poutcome,month,contact,job,,,
662,duration,poutcome,month,contact,job,balance,,
663,duration,poutcome,month,contact,job,balance,,
664,duration,poutcome,month,contact,job,,,
665,duration,poutcome,month,contact,job,,,
666,duration,poutcome,month,contact,,,,
667,duration,poutcome,month,contact,,,,
668,duration,poutcome,month,job,,,,
669,duration,poutcome,month,job,,,,
670,duration,poutcome,month,job,,,,
671,duration,poutcome,month,job,,,,
672,duration,poutcome,month,job,age,,,
673,duration,poutcome,month,job,age,,,
674,duration,poutcome,month,job,,,,
675,duration,poutcome,month,job,,,,
676,duration,poutcome,month,job,,,,
677,duration,poutcome,month,job,,,,
678,duration,poutcome,month,job,,,,
679,duration,poutcome,month,job,,,,
680,duration,poutcome,month,job,,,,
681,duration,poutcome,month,job,,,,
682,duration,poutcome,month,job,,,,
683,duration,poutcome,month,job,,,,
684,duration,poutcome,month,job,,,,
685,duration,poutcome,month,job,,,,
686,duration,poutcome,month,job,,,,
687,duration,poutcome,month,job,,,,
688,duration,poutcome,month,job,,,,
689,duration,poutcome,month,job,,,,
690,duration,poutcome,month,job,age,,,
691,duration,poutcome,month,job,age,,,
692,duration,poutcome,month,job,,,,
693,duration,poutcome,month,job,,,,
694,duration,poutcome,month,,,,,
695,duration,poutcome,month,housing,job,marital,,
696,duration,poutcome,month,housing,job,marital,age,loan
697,duration,poutcome,month,housing,job,marital,age,loan
698,duration,poutcome,month,housing,job,marital,age,
699,duration,poutcome,month,housing,job,marital,,
700,duration,poutcome,month,housing,job,education,age,
701,duration,poutcome,month,housing,job,education,age,
702,duration,poutcome,month,housing,job,education,,
703,duration,poutcome,month,housing,job,education,,
704,duration,poutcome,month,housing,job,education,,
705,duration,poutcome,month,housing,job,,,
706,duration,poutcome,month,housing,job,,,
707,duration,poutcome,month,housing,job,marital,,
708,duration,poutcome,month,housing,job,marital,age,
709,duration,poutcome,month,housing,job,marital,age,education
710,duration,poutcome,month,housing,job,marital,age,education
711,duration,poutcome,month,housing,job,marital,age,education
712,duration,poutcome,month,housing,job,marital,age,education
713,duration,poutcome,month,housing,job,marital,,
714,duration,poutcome,month,housing,job,campaign,balance,
715,duration,poutcome,month,housing,job,campaign,balance,
716,duration,poutcome,month,housing,job,campaign,,
717,duration,poutcome,month,housing,job,,,
718,duration,poutcome,month,housing,job,,,
719,duration,poutcome,month,housing,job,education,,
720,duration,poutcome,month,housing,job,education,,
721,duration,poutcome,month,housing,job,education,,
722,duration,poutcome,month,housing,job,education,,
723,duration,poutcome,month,housing,job,age,,
724,duration,poutcome,month,housing,job,age,education,
725,duration,poutcome,month,housing,job,age,education,
726,duration,poutcome,month,housing,job,age,education,
727,duration,poutcome,month,housing,job,age,education,
728,duration,poutcome,month,housing,job,,,
729,duration,poutcome,month,housing,job,,,
730,duration,poutcome,month,housing,job,,,
731,duration,poutcome,month,housing,job,campaign,education,
732,duration,poutcome,month,housing,job,campaign,education,age
733,duration,poutcome,month,housing,job,campaign,education,age
734,duration,poutcome,month,housing,job,campaign,education,
735,duration,poutcome,month,housing,job,campaign,education,
736,duration,poutcome,month,housing,job,campaign,,
737,duration,poutcome,month,housing,job,loan,default,
738,duration,poutcome,month,housing,job,loan,default,
739,duration,poutcome,month,housing,job,loan,,
740,duration,poutcome,month,housing,job,,,
741,duration,poutcome,month,housing,job,education,,
742,duration,poutcome,month,housing,job,education,,
743,duration,poutcome,month,housing,job,education,loan,day
744,duration,poutcome,month,housing,job,education,loan,day
745,duration,poutcome,month,housing,job,education,loan,
746,duration,poutcome,month,housing,job,education,,
747,duration,poutcome,month,housing,job,,,
748,duration,poutcome,month,housing,job,,,
749,duration,poutcome,month,housing,job,marital,,
750,duration,poutcome,month,housing,job,marital,,
751,duration,poutcome,month,housing,job,marital,campaign,
752,duration,poutcome,month,housing,job,marital,campaign,
753,duration,poutcome,month,housing,job,,,
754,duration,poutcome,month,housing,job,balance,,
755,duration,poutcome,month,housing,job,balance,day,
756,duration,poutcome,month,housing,job,balance,day,
