,0,1,2,3,4,5,6,7,8,9
174,duration,month,poutcome,job,,,,,,
175,duration,month,poutcome,,,,,,,
176,duration,month,poutcome,job,,,,,,
177,duration,month,poutcome,job,,,,,,
178,duration,month,poutcome,job,,,,,,
179,duration,month,poutcome,job,,,,,,
180,duration,month,poutcome,job,,,,,,
181,duration,month,poutcome,job,,,,,,
182,duration,month,poutcome,job,,,,,,
183,duration,month,poutcome,job,,,,,,
184,duration,month,poutcome,job,,,,,,
185,duration,month,poutcome,job,,,,,,
186,duration,month,poutcome,job,,,,,,
187,duration,month,poutcome,education,,,,,,
188,duration,month,poutcome,education,marital,age,job,,,
189,duration,month,poutcome,education,marital,age,job,,,
190,duration,month,poutcome,education,marital,age,job,,,
191,duration,month,poutcome,education,marital,age,job,,,
192,duration,month,poutcome,education,marital,age,job,,,
193,duration,month,poutcome,education,marital,age,job,,,
194,duration,month,poutcome,education,marital,age,job,,,
195,duration,month,poutcome,education,marital,age,job,,,
196,duration,month,poutcome,education,marital,age,job,,,
197,duration,month,poutcome,education,marital,age,job,,,
198,duration,month,poutcome,education,marital,age,job,,,
199,duration,month,poutcome,education,marital,age,,,,
200,duration,month,poutcome,education,marital,,,,,
201,duration,month,poutcome,education,marital,,,,,
202,duration,month,poutcome,education,job,,,,,
203,duration,month,poutcome,education,job,,,,,
204,duration,month,poutcome,education,job,,,,,
205,duration,month,poutcome,education,job,,,,,
206,duration,month,poutcome,education,job,marital,,,,
207,duration,month,poutcome,education,job,marital,,,,
208,duration,month,poutcome,education,job,marital,day,,,
209,duration,month,poutcome,education,job,marital,day,age,housing,
210,duration,month,poutcome,education,job,marital,day,age,housing,
211,duration,month,poutcome,education,job,marital,day,age,,
212,duration,month,poutcome,education,job,,,,,
213,duration,month,poutcome,education,job,,,,,
214,duration,month,poutcome,education,job,,,,,
215,duration,month,poutcome,education,job,,,,,
216,duration,month,poutcome,education,job,campaign,day,,,
217,duration,month,poutcome,education,job,campaign,day,,,
218,duration,month,poutcome,education,job,campaign,,,,
219,duration,month,poutcome,education,job,,,,,
220,duration,month,job,,,,,,,
221,duration,month,job,,,,,,,
222,duration,month,job,,,,,,,
223,duration,month,job,,,,,,,
224,duration,month,job,campaign,marital,,,,,
225,duration,month,job,campaign,marital,,,,,
226,duration,month,job,campaign,marital,education,,,,
227,duration,month,job,campaign,marital,education,,,,
228,duration,month,job,campaign,marital,education,housing,,,
229,duration,month,job,campaign,marital,education,housing,,,
230,duration,month,job,campaign,,,,,,
231,duration,month,job,contact,,,,,,
232,duration,month,job,contact,,,,,,
233,duration,month,job,,,,,,,
234,duration,month,job,,,,,,,
235,duration,month,job,balance,,,,,,
236,duration,month,job,balance,,,,,,
237,duration,month,job,,,,,,,
238,duration,month,job,marital,,,,,,
239,duration,month,job,marital,,,,,,
240,duration,month,job,marital,,,,,,
241,duration,month,job,education,,,,,,
242,duration,month,job,education,,,,,,
243,duration,month,job,education,balance,marital,,,,
244,duration,month,job,education,balance,marital,,,,
245,duration,month,job,education,balance,marital,,,,
246,duration,month,job,education,balance,,,,,
247,duration,month,job,,,,,,,
248,duration,month,job,,,,,,,
249,duration,month,job,,,,,,,
250,duration,month,job,poutcome,,,,,,
251,duration,month,job,poutcome,,,,,,
252,duration,month,job,poutcome,housing,,,,,
253,duration,month,job,poutcome,housing,,,,,
254,duration,month,job,poutcome,,,,,,
255,duration,month,job,,,,,,,
256,duration,month,job,,,,,,,
257,duration,month,job,marital,,,,,,
258,duration,month,job,marital,,,,,,
259,duration,month,job,marital,day,,,,,
260,duration,month,job,marital,day,balance,campaign,,,
261,duration,month,job,marital,day,balance,campaign,,,
262,duration,month,job,marital,day,balance,,,,
263,duration,month,job,,,,,,,
264,duration,month,job,,,,,,,
265,duration,month,job,housing,campaign,,,,,
266,duration,month,job,housing,campaign,,,,,
267,duration,month,job,housing,,,,,,
268,duration,month,day,job,,,,,,
269,duration,month,day,job,age,,,,,
270,duration,month,day,job,age,,,,,
271,duration,month,day,job,,,,,,
272,duration,month,day,job,,,,,,
273,duration,month,day,job,campaign,,,,,
274,duration,month,day,job,campaign,,,,,
275,duration,month,day,job,,,,,,
276,duration,month,day,job,,,,,,
277,duration,month,day,job,,,,,,
278,duration,month,day,job,,,,,,
279,duration,month,day,job,,,,,,
280,duration,month,day,job,,,,,,
281,duration,month,day,job,,,,,,
282,duration,month,day,job,housing,age,marital,,,
283,duration,month,day,job,housing,age,marital,,,
284,duration,month,day,job,housing,age,marital,,,
285,duration,month,day,job,housing,age,,,,
286,duration,month,day,job,housing,,,,,
287,duration,month,day,job,,,,,,
288,duration,month,day,job,,,,,,
289,duration,month,day,job,,,,,,
290,duration,month,day,job,,,,,,
291,duration,month,day,job,,,,,,
292,duration,month,day,job,,,,,,
293,duration,month,day,job,,,,,,
294,duration,month,day,job,,,,,,
295,duration,month,day,job,,,,,,
296,duration,month,job,age,,,,,,
297,duration,month,job,age,,,,,,
298,duration,month,job,,,,,,,
299,duration,month,job,,,,,,,
300,duration,month,job,education,,,,,,
301,duration,month,job,education,,,,,,
302,duration,month,job,education,,,,,,
303,duration,month,job,age,,,,,,
304,duration,month,job,age,day,,,,,
305,duration,month,job,age,day,,,,,
306,duration,month,job,balance,education,,,,,
307,duration,month,job,balance,education,,,,,
308,duration,month,job,balance,education,,,,,
309,duration,month,job,balance,,,,,,
310,duration,month,job,,,,,,,
311,duration,month,job,,,,,,,
312,duration,month,job,,,,,,,
313,duration,month,job,marital,,,,,,
314,duration,month,job,marital,,,,,,
315,duration,month,job,marital,,,,,,
316,duration,month,job,,,,,,,
317,duration,month,job,,,,,,,
318,duration,month,job,,,,,,,
319,duration,month,job,,,,,,,
320,duration,month,job,,,,,,,
321,duration,month,job,campaign,,,,,,
322,duration,month,job,campaign,,,,,,
323,duration,month,job,education,,,,,,
324,duration,month,job,education,balance,,,,,
325,duration,month,job,education,balance,,,,,
326,duration,month,job,education,,,,,,
327,duration,month,job,,,,,,,
328,duration,month,job,,,,,,,
329,duration,month,job,balance,,,,,,
330,duration,month,job,balance,campaign,,,,,
331,duration,month,job,balance,campaign,,,,,
332,duration,month,job,day,,,,,,
333,duration,month,job,day,,,,,,
334,duration,month,job,,,,,,,
335,duration,poutcome,month,job,age,,,,,
336,duration,poutcome,month,job,age,,,,,
337,duration,poutcome,month,job,marital,,,,,
338,duration,poutcome,month,job,marital,,,,,
339,duration,poutcome,month,job,marital,age,,,,
340,duration,poutcome,month,job,marital,age,,,,
341,duration,poutcome,month,job,,,,,,
342,duration,poutcome,month,job,,,,,,
343,duration,poutcome,month,job,default,day,marital,,,
344,duration,poutcome,month,job,default,day,marital,balance,,
345,duration,poutcome,month,job,default,day,marital,balance,,
346,duration,poutcome,month,job,default,day,marital,,,
347,duration,poutcome,month,job,default,day,,,,
348,duration,poutcome,month,job,default,,,,,
349,duration,poutcome,month,job,,,,,,
350,duration,poutcome,month,job,marital,,,,,
351,duration,poutcome,month,job,marital,,,,,
352,duration,poutcome,month,job,marital,,,,,
353,duration,poutcome,month,job,,,,,,
354,duration,poutcome,month,job,,,,,,
355,duration,poutcome,month,job,marital,,,,,
356,duration,poutcome,month,job,marital,,,,,
357,duration,poutcome,month,job,marital,balance,,,,
358,duration,poutcome,month,job,marital,balance,,,,
359,duration,poutcome,month,job,,,,,,
360,duration,poutcome,month,job,,,,,,
361,duration,poutcome,month,job,marital,,,,,
362,duration,poutcome,month,job,marital,,,,,
363,duration,poutcome,month,job,marital,,,,,
364,duration,poutcome,month,job,,,,,,
365,duration,poutcome,month,job,education,,,,,
366,duration,poutcome,month,job,education,,,,,
367,duration,poutcome,month,job,education,,,,,
368,duration,poutcome,month,job,,,,,,
369,duration,poutcome,month,job,,,,,,
370,duration,poutcome,month,job,,,,,,
371,duration,poutcome,month,job,,,,,,
372,duration,poutcome,month,job,,,,,,
373,duration,poutcome,month,job,age,,,,,
374,duration,poutcome,month,job,age,,,,,
375,duration,poutcome,month,job,,,,,,
376,duration,poutcome,month,job,,,,,,
377,duration,poutcome,month,job,,,,,,
378,duration,poutcome,month,job,,,,,,
379,duration,poutcome,month,job,,,,,,
380,duration,poutcome,month,job,,,,,,
381,duration,poutcome,month,job,,,,,,
382,duration,poutcome,month,job,,,,,,
383,duration,poutcome,month,job,,,,,,
384,duration,poutcome,month,job,,,,,,
385,duration,poutcome,month,job,,,,,,
386,duration,poutcome,month,job,,,,,,
387,duration,poutcome,month,job,,,,,,
388,duration,poutcome,month,job,,,,,,
389,duration,poutcome,month,job,,,,,,
390,duration,poutcome,month,job,,,,,,
391,duration,poutcome,month,job,,,,,,
392,duration,poutcome,month,job,,,,,,
393,duration,poutcome,month,job,,,,,,
394,duration,poutcome,month,job,,,,,,
395,duration,poutcome,month,job,,,,,,
396,duration,poutcome,month,job,,,,,,
397,duration,poutcome,month,job,,,,,,
398,duration,poutcome,month,,,,,,,
399,duration,poutcome,month,job,,,,,,
400,duration,poutcome,month,job,,,,,,
401,duration,poutcome,month,job,,,,,,
402,duration,poutcome,month,job,,,,,,
403,duration,poutcome,month,job,age,,,,,
404,duration,poutcome,month,job,age,,,,,
405,duration,poutcome,month,job,,,,,,
406,duration,poutcome,month,job,,,,,,
407,duration,poutcome,month,job,,,,,,
408,duration,poutcome,month,job,,,,,,
409,duration,poutcome,month,job,,,,,,
410,duration,poutcome,month,job,,,,,,
411,duration,poutcome,month,job,age,,,,,
412,duration,poutcome,month,job,age,,,,,
413,duration,poutcome,month,job,,,,,,
414,duration,poutcome,month,job,,,,,,
415,duration,poutcome,month,job,,,,,,
416,duration,poutcome,month,job,housing,campaign,,,,
417,duration,poutcome,month,job,housing,campaign,,,,
418,duration,poutcome,month,job,housing,,,,,
419,duration,poutcome,month,job,,,,,,
420,duration,poutcome,month,job,,,,,,
421,duration,poutcome,month,job,,,,,,
422,duration,poutcome,month,job,,,,,,
423,duration,poutcome,month,job,age,,,,,
424,duration,poutcome,month,job,age,,,,,
425,duration,poutcome,month,job,,,,,,
426,duration,poutcome,month,education,,,,,,
427,duration,poutcome,month,education,,,,,,
428,duration,poutcome,month,education,,,,,,
429,duration,poutcome,month,job,day,marital,,,,
430,duration,poutcome,month,job,day,marital,,,,
431,duration,poutcome,month,job,day,marital,campaign,,,
432,duration,poutcome,month,job,day,marital,campaign,,,
433,duration,poutcome,month,job,day,,,,,
434,duration,poutcome,month,job,housing,marital,,,,
435,duration,poutcome,month,job,housing,marital,,,,
436,duration,poutcome,month,job,housing,marital,,,,
437,duration,poutcome,month,job,housing,,,,,
438,duration,poutcome,month,job,marital,,,,,
439,duration,poutcome,month,job,marital,,,,,
440,duration,poutcome,month,job,marital,,,,,
441,duration,poutcome,month,job,,,,,,
442,duration,poutcome,month,job,balance,age,marital,,,
443,duration,poutcome,month,job,balance,age,marital,,,
444,duration,poutcome,month,job,balance,age,marital,,,
445,duration,poutcome,month,job,balance,age,,,,
446,duration,poutcome,month,job,balance,,,,,
447,duration,poutcome,month,job,,,,,,
448,duration,poutcome,month,job,,,,,,
449,duration,poutcome,month,job,day,campaign,,,,
450,duration,poutcome,month,job,day,campaign,,,,
451,duration,poutcome,month,job,day,,,,,
452,duration,poutcome,month,job,,,,,,
453,duration,poutcome,month,job,loan,,,,,
454,duration,poutcome,month,job,loan,,,,,
455,duration,poutcome,month,job,,,,,,
456,duration,poutcome,month,job,marital,,,,,
457,duration,poutcome,month,job,marital,,,,,
458,duration,poutcome,month,job,marital,,,,,
459,duration,poutcome,month,job,,,,,,
460,duration,poutcome,month,job,,,,,,
461,duration,poutcome,month,job,,,,,,
462,duration,poutcome,month,job,balance,,,,,
463,duration,poutcome,month,job,balance,age,,,,
464,duration,poutcome,month,job,balance,age,education,,,
465,duration,poutcome,month,job,balance,age,education,,,
466,duration,poutcome,month,job,balance,age,education,marital,,
467,duration,poutcome,month,job,balance,age,education,marital,default,housing
468,duration,poutcome,month,job,balance,age,education,marital,default,housing
469,duration,poutcome,month,job,balance,age,education,marital,default,
470,duration,poutcome,month,job,balance,age,education,marital,,
471,duration,poutcome,month,job,,,,,,
472,duration,poutcome,month,job,,,,,,
473,duration,poutcome,month,job,,,,,,
474,duration,poutcome,month,job,,,,,,
475,duration,poutcome,month,job,education,,,,,
476,duration,poutcome,month,job,education,,,,,
477,duration,poutcome,month,job,education,,,,,
478,duration,poutcome,month,job,,,,,,
479,duration,poutcome,month,job,,,,,,
480,duration,poutcome,month,job,,,,,,
481,duration,poutcome,month,job,,,,,,
482,duration,poutcome,month,job,,,,,,
483,duration,poutcome,month,job,,,,,,
484,duration,poutcome,month,job,,,,,,
485,duration,poutcome,month,job,,,,,,
486,duration,poutcome,month,job,,,,,,
487,duration,poutcome,month,job,,,,,,
488,duration,poutcome,month,job,housing,,,,,
489,duration,poutcome,month,job,housing,,,,,
490,duration,poutcome,month,job,,,,,,
491,duration,poutcome,month,job,,,,,,
492,duration,poutcome,month,job,,,,,,
493,duration,poutcome,month,job,,,,,,
494,duration,poutcome,month,job,,,,,,
495,duration,poutcome,month,job,marital,,,,,
496,duration,poutcome,month,job,marital,,,,,
497,duration,poutcome,month,job,marital,age,,,,
498,duration,poutcome,month,job,marital,age,,,,
499,duration,poutcome,month,job,,,,,,
500,duration,poutcome,month,job,,,,,,
501,duration,poutcome,month,job,,,,,,
502,duration,poutcome,month,job,,,,,,
503,duration,poutcome,month,job,,,,,,
504,duration,poutcome,month,job,age,,,,,
505,duration,poutcome,month,job,age,,,,,
506,duration,poutcome,job,month,,,,,,
507,duration,poutcome,job,month,,,,,,
508,duration,poutcome,job,month,,,,,,
509,duration,poutcome,job,month,,,,,,
510,duration,poutcome,job,month,,,,,,
511,duration,poutcome,job,month,,,,,,
512,duration,poutcome,job,month,,,,,,
513,duration,poutcome,job,month,,,,,,
514,duration,poutcome,job,month,,,,,,
515,duration,poutcome,job,month,,,,,,
516,duration,poutcome,job,month,,,,,,
517,duration,poutcome,job,month,,,,,,
518,duration,poutcome,job,month,balance,,,,,
519,duration,poutcome,job,month,balance,,,,,
520,duration,poutcome,job,month,,,,,,
521,duration,poutcome,job,month,,,,,,
522,duration,poutcome,job,month,,,,,,
523,duration,poutcome,job,month,,,,,,
524,duration,poutcome,job,month,,,,,,
525,duration,poutcome,job,month,,,,,,
526,duration,poutcome,job,month,,,,,,
527,duration,poutcome,job,month,,,,,,
528,duration,poutcome,job,month,,,,,,
529,duration,poutcome,job,month,,,,,,
530,duration,poutcome,job,month,,,,,,
531,duration,poutcome,job,,,,,,,
532,duration,poutcome,job,,,,,,,
533,duration,poutcome,job,month,day,,,,,
534,duration,poutcome,job,month,day,,,,,
535,duration,poutcome,job,month,age,,,,,
536,duration,poutcome,job,month,age,,,,,
537,duration,poutcome,job,month,,,,,,
538,duration,poutcome,job,month,marital,,,,,
539,duration,poutcome,job,month,marital,,,,,
540,duration,poutcome,job,month,marital,,,,,
541,duration,poutcome,job,month,,,,,,
542,duration,poutcome,job,month,,,,,,
543,duration,poutcome,job,month,,,,,,
544,duration,poutcome,job,month,,,,,,
545,duration,poutcome,job,month,campaign,,,,,
546,duration,poutcome,job,month,campaign,age,,,,
547,duration,poutcome,job,month,campaign,age,marital,,,
548,duration,poutcome,job,month,campaign,age,marital,,,
549,duration,poutcome,job,month,campaign,age,marital,,,
550,duration,poutcome,job,month,,,,,,
551,duration,poutcome,job,month,,,,,,
552,duration,poutcome,job,month,,,,,,
553,duration,poutcome,job,month,,,,,,
554,duration,poutcome,job,month,,,,,,
555,duration,poutcome,job,month,,,,,,
556,duration,poutcome,job,month,,,,,,
557,duration,poutcome,job,month,,,,,,
558,duration,poutcome,job,month,,,,,,
559,duration,poutcome,job,month,,,,,,
560,duration,poutcome,job,month,,,,,,
561,duration,poutcome,job,month,,,,,,
562,duration,poutcome,job,month,,,,,,
563,duration,poutcome,job,month,,,,,,
564,duration,poutcome,job,month,,,,,,
565,duration,poutcome,job,marital,,,,,,
566,duration,poutcome,job,marital,,,,,,
567,duration,poutcome,job,marital,,,,,,
568,duration,poutcome,job,age,,,,,,
569,duration,poutcome,job,age,marital,,,,,
570,duration,poutcome,job,age,marital,,,,,
571,duration,poutcome,job,age,marital,education,,,,
572,duration,poutcome,job,age,marital,education,default,balance,,
573,duration,poutcome,job,age,marital,education,default,balance,housing,
574,duration,poutcome,job,age,marital,education,default,balance,housing,loan
575,duration,poutcome,job,age,marital,education,default,balance,housing,loan
576,duration,poutcome,job,age,marital,education,default,,,
577,duration,poutcome,job,age,marital,education,,,,
578,duration,poutcome,job,,,,,,,
579,duration,poutcome,job,month,,,,,,
580,duration,poutcome,job,month,,,,,,
581,duration,poutcome,job,month,,,,,,
582,duration,poutcome,job,month,,,,,,
583,duration,poutcome,job,month,,,,,,
584,duration,poutcome,job,month,,,,,,
585,duration,poutcome,job,month,,,,,,
586,duration,poutcome,job,month,,,,,,
587,duration,poutcome,job,month,housing,,,,,
588,duration,poutcome,job,month,housing,,,,,
589,duration,poutcome,job,month,marital,,,,,
590,duration,poutcome,job,month,marital,,,,,
591,duration,poutcome,job,month,marital,,,,,
592,duration,poutcome,job,month,,,,,,
593,duration,poutcome,job,month,,,,,,
594,duration,poutcome,job,,,,,,,
595,duration,poutcome,month,campaign,day,age,,,,
596,duration,poutcome,month,campaign,day,age,,,,
597,duration,poutcome,month,campaign,day,,,,,
598,duration,poutcome,month,campaign,,,,,,
599,duration,poutcome,month,education,,,,,,
600,duration,poutcome,month,education,,,,,,
601,duration,poutcome,month,education,,,,,,
602,duration,poutcome,month,,,,,,,
603,duration,poutcome,month,age,,,,,,
604,duration,poutcome,month,age,job,,,,,
605,duration,poutcome,month,age,job,,,,,
606,duration,poutcome,month,age,job,,,,,
607,duration,poutcome,month,age,job,,,,,
608,duration,poutcome,month,age,job,education,,,,
609,duration,poutcome,month,age,job,education,,,,
610,duration,poutcome,month,age,job,education,,,,
611,duration,poutcome,month,age,job,,,,,
612,duration,poutcome,month,age,job,,,,,
613,duration,poutcome,month,age,job,,,,,
614,duration,poutcome,month,age,job,,,,,
615,duration,poutcome,month,age,job,,,,,
616,duration,poutcome,month,age,job,,,,,
617,duration,poutcome,month,job,,,,,,
618,duration,poutcome,month,job,,,,,,
619,duration,poutcome,month,job,,,,,,
620,duration,poutcome,month,job,,,,,,
621,duration,poutcome,month,job,,,,,,
622,duration,poutcome,month,job,,,,,,
623,duration,poutcome,month,job,,,,,,
624,duration,poutcome,month,job,,,,,,
625,duration,poutcome,month,job,,,,,,
626,duration,poutcome,month,job,,,,,,
627,duration,poutcome,month,job,,,,,,
628,duration,poutcome,month,age,,,,,,
629,duration,poutcome,month,age,,,,,,
630,duration,poutcome,month,job,,,,,,
631,duration,poutcome,month,job,,,,,,
632,duration,poutcome,month,job,,,,,,
633,duration,poutcome,month,job,,,,,,
634,duration,poutcome,month,job,,,,,,
635,duration,poutcome,month,job,,,,,,
636,duration,poutcome,month,job,,,,,,
637,duration,poutcome,month,job,,,,,,
638,duration,poutcome,month,job,,,,,,
639,duration,poutcome,month,job,,,,,,
640,duration,poutcome,month,job,,,,,,
641,duration,poutcome,month,,,,,,,
642,duration,poutcome,month,contact,job,,,,,
643,duration,poutcome,month,contact,job,age,,,,
644,duration,poutcome,month,contact,job,age,,,,
645,duration,poutcome,month,contact,job,,,,,
646,duration,poutcome,month,contact,job,,,,,
647,duration,poutcome,month,contact,job,,,,,
648,duration,poutcome,month,contact,job,,,,,
649,duration,poutcome,month,contact,job,,,,,
650,duration,poutcome,month,contact,job,,,,,
651,duration,poutcome,month,contact,job,,,,,
652,duration,poutcome,month,contact,job,balance,,,,
653,duration,poutcome,month,contact,job,balance,,,,
654,duration,poutcome,month,contact,job,,,,,
655,duration,poutcome,month,contact,,,,,,
656,duration,poutcome,month,job,,,,,,
657,duration,poutcome,month,job,,,,,,
658,duration,poutcome,month,job,,,,,,
659,duration,poutcome,month,job,,,,,,
660,duration,poutcome,month,job,age,,,,,
661,duration,poutcome,month,job,age,,,,,
662,duration,poutcome,month,job,,,,,,
663,duration,poutcome,month,job,,,,,,
664,duration,poutcome,month,job,,,,,,
665,duration,poutcome,month,job,,,,,,
666,duration,poutcome,month,job,,,,,,
667,duration,poutcome,month,job,,,,,,
668,duration,poutcome,month,job,,,,,,
669,duration,poutcome,month,job,,,,,,
670,duration,poutcome,month,job,,,,,,
671,duration,poutcome,month,job,,,,,,
672,duration,poutcome,month,job,,,,,,
673,duration,poutcome,month,job,,,,,,
674,duration,poutcome,month,job,,,,,,
675,duration,poutcome,month,job,,,,,,
676,duration,poutcome,month,job,,,,,,
677,duration,poutcome,month,job,age,,,,,
678,duration,poutcome,month,job,age,,,,,
679,duration,poutcome,month,job,,,,,,
680,duration,poutcome,month,,,,,,,
