,0,1,2,3,4
158,poutcome,month,job,,
159,poutcome,month,job,duration,
160,poutcome,month,job,duration,balance
161,poutcome,month,job,duration,balance
162,poutcome,month,job,,
163,poutcome,month,job,,
164,poutcome,month,job,,
165,poutcome,month,job,,
166,poutcome,month,job,education,
167,poutcome,month,job,education,
168,poutcome,month,job,education,
169,poutcome,month,job,education,
170,poutcome,month,job,age,
171,poutcome,month,job,age,
172,poutcome,month,job,,
173,poutcome,month,job,,
174,poutcome,month,job,,
175,poutcome,month,job,,
176,poutcome,month,job,,
177,poutcome,month,job,,
178,poutcome,month,job,duration,
179,poutcome,month,job,duration,
180,poutcome,month,job,,
181,poutcome,month,job,,
182,poutcome,month,job,,
183,poutcome,month,job,housing,
184,poutcome,month,job,housing,
185,poutcome,month,job,,
186,poutcome,month,job,,
187,poutcome,month,job,,
188,poutcome,month,job,,
189,poutcome,month,job,,
190,poutcome,month,job,,
191,poutcome,month,job,campaign,marital
192,poutcome,month,job,campaign,marital
193,poutcome,month,job,campaign,marital
194,poutcome,month,job,campaign,
195,poutcome,month,job,,
196,poutcome,month,job,,
197,poutcome,month,job,,
198,poutcome,month,job,,
199,poutcome,month,job,,
200,poutcome,month,job,age,
201,poutcome,month,job,age,
202,poutcome,month,job,,
203,poutcome,month,balance,job,
204,poutcome,month,balance,job,age
205,poutcome,month,balance,job,age
206,poutcome,month,balance,job,
207,poutcome,month,balance,job,
208,poutcome,month,balance,job,marital
209,poutcome,month,balance,job,marital
210,poutcome,month,balance,job,marital
211,poutcome,month,balance,job,
212,poutcome,month,balance,job,
213,poutcome,month,balance,job,
214,poutcome,month,balance,job,
215,poutcome,month,balance,job,
216,poutcome,month,balance,job,
217,poutcome,month,balance,job,
218,poutcome,month,balance,,
219,poutcome,month,age,job,
220,poutcome,month,age,job,
221,poutcome,month,age,job,
222,poutcome,month,age,job,
223,poutcome,month,age,job,loan
224,poutcome,month,age,job,loan
225,poutcome,month,age,job,
226,poutcome,month,age,job,
227,poutcome,month,age,job,
228,poutcome,month,age,job,
229,poutcome,month,age,job,
230,poutcome,month,age,job,
231,poutcome,month,age,job,
232,poutcome,month,age,,
233,poutcome,month,job,,
234,poutcome,month,job,,
235,poutcome,month,job,,
236,poutcome,month,job,,
237,poutcome,month,job,,
238,poutcome,month,job,,
239,poutcome,month,job,,
240,poutcome,month,job,,
241,poutcome,month,job,,
242,poutcome,month,job,,
243,poutcome,month,job,,
244,poutcome,month,job,,
245,poutcome,month,job,,
246,poutcome,month,job,,
247,poutcome,month,job,,
248,poutcome,month,job,,
249,poutcome,month,job,duration,
250,poutcome,month,job,duration,marital
251,poutcome,month,job,duration,marital
252,poutcome,month,job,duration,marital
253,poutcome,month,job,,
254,poutcome,month,job,,
255,poutcome,month,job,,
256,poutcome,month,job,,
257,poutcome,month,job,,
258,poutcome,month,job,,
259,poutcome,month,job,,
260,poutcome,month,,,
261,poutcome,month,job,,
262,poutcome,month,job,,
263,poutcome,month,job,,
264,poutcome,month,job,,
265,poutcome,month,job,,
266,poutcome,month,job,,
267,poutcome,month,job,,
268,poutcome,month,job,,
269,poutcome,month,job,,
270,poutcome,month,job,,
271,poutcome,month,job,,
272,poutcome,month,job,,
273,poutcome,month,job,,
274,poutcome,month,job,,
275,poutcome,month,job,,
276,poutcome,month,job,,
277,poutcome,month,job,,
278,poutcome,month,job,,
279,poutcome,month,job,,
280,poutcome,month,job,,
281,poutcome,month,job,,
282,poutcome,month,job,,
283,poutcome,month,job,,
284,poutcome,month,job,,
285,poutcome,month,,,
286,poutcome,month,job,,
287,poutcome,month,job,,
288,poutcome,month,job,,
289,poutcome,month,job,,
290,poutcome,month,job,balance,
291,poutcome,month,job,balance,marital
292,poutcome,month,job,balance,marital
293,poutcome,month,job,balance,marital
294,poutcome,month,job,,
295,poutcome,month,job,marital,
296,poutcome,month,job,marital,
297,poutcome,month,job,marital,
298,poutcome,month,job,marital,
299,poutcome,month,job,marital,
300,poutcome,month,job,marital,balance
301,poutcome,month,job,marital,balance
302,poutcome,month,job,,
303,poutcome,month,job,housing,
304,poutcome,month,job,housing,
305,poutcome,month,job,,
306,poutcome,month,job,,
307,poutcome,month,job,,
308,poutcome,month,job,,
309,poutcome,month,job,,
310,poutcome,month,job,,
311,poutcome,month,job,,
312,poutcome,month,job,,
313,poutcome,month,job,,
314,poutcome,month,job,,
315,poutcome,month,job,,
316,poutcome,month,job,marital,
317,poutcome,month,job,marital,
318,poutcome,month,job,marital,
319,poutcome,month,job,,
320,poutcome,month,job,,
321,poutcome,month,job,,
322,poutcome,month,job,,
323,poutcome,month,job,,
324,poutcome,month,job,,
325,poutcome,month,job,,
326,poutcome,month,job,,
327,poutcome,month,job,,
328,poutcome,month,job,,
329,poutcome,month,job,,
330,poutcome,month,job,duration,
331,poutcome,month,job,duration,
332,poutcome,month,job,,
333,poutcome,month,job,,
334,poutcome,month,,,
335,poutcome,duration,job,month,
336,poutcome,duration,job,month,
337,poutcome,duration,job,month,
338,poutcome,duration,job,month,
339,poutcome,duration,job,month,
340,poutcome,duration,job,month,
341,poutcome,duration,job,month,
342,poutcome,duration,job,month,
343,poutcome,duration,job,month,
344,poutcome,duration,job,month,
345,poutcome,duration,job,month,
346,poutcome,duration,job,month,
347,poutcome,duration,job,housing,
348,poutcome,duration,job,housing,
349,poutcome,duration,job,,
350,poutcome,duration,job,education,
351,poutcome,duration,job,education,
352,poutcome,duration,job,education,
353,poutcome,duration,job,education,
354,poutcome,duration,job,balance,
355,poutcome,duration,job,balance,month
356,poutcome,duration,job,balance,month
357,poutcome,duration,job,balance,month
358,poutcome,duration,job,balance,month
359,poutcome,duration,job,balance,month
360,poutcome,duration,job,balance,month
361,poutcome,duration,job,balance,month
362,poutcome,duration,job,balance,month
363,poutcome,duration,job,balance,month
364,poutcome,duration,job,balance,month
365,poutcome,duration,job,balance,month
366,poutcome,duration,job,balance,month
367,poutcome,duration,job,,
368,poutcome,duration,job,age,
369,poutcome,duration,job,age,
370,poutcome,duration,job,,
371,poutcome,duration,job,balance,
372,poutcome,duration,job,balance,
373,poutcome,duration,job,month,
374,poutcome,duration,job,month,
375,poutcome,duration,job,month,
376,poutcome,duration,job,month,
377,poutcome,duration,job,month,
378,poutcome,duration,job,month,
379,poutcome,duration,job,month,
380,poutcome,duration,job,month,
381,poutcome,duration,job,month,
382,poutcome,duration,job,month,
383,poutcome,duration,job,month,
384,poutcome,duration,job,month,
385,poutcome,duration,job,,
386,poutcome,duration,job,,
387,poutcome,duration,month,campaign,day
388,poutcome,duration,month,campaign,day
389,poutcome,duration,month,campaign,
390,poutcome,duration,month,education,
391,poutcome,duration,month,education,
392,poutcome,duration,month,education,
393,poutcome,duration,month,education,
394,poutcome,duration,month,,
395,poutcome,duration,month,age,
396,poutcome,duration,month,age,education
397,poutcome,duration,month,age,education
398,poutcome,duration,month,age,education
399,poutcome,duration,month,age,education
400,poutcome,duration,month,job,
401,poutcome,duration,month,job,
402,poutcome,duration,month,job,
403,poutcome,duration,month,job,
404,poutcome,duration,month,job,
405,poutcome,duration,month,job,
406,poutcome,duration,month,job,
407,poutcome,duration,month,job,
408,poutcome,duration,month,job,
409,poutcome,duration,month,job,
410,poutcome,duration,month,job,
411,poutcome,duration,month,job,
412,poutcome,duration,month,age,
413,poutcome,duration,month,age,
414,poutcome,duration,month,job,
415,poutcome,duration,month,job,
416,poutcome,duration,month,job,
417,poutcome,duration,month,job,
418,poutcome,duration,month,job,
419,poutcome,duration,month,job,
420,poutcome,duration,month,job,
421,poutcome,duration,month,job,
422,poutcome,duration,month,job,
423,poutcome,duration,month,job,
424,poutcome,duration,month,job,
425,poutcome,duration,month,job,
426,poutcome,duration,month,,
427,poutcome,duration,month,contact,job
428,poutcome,duration,month,contact,job
429,poutcome,duration,month,contact,job
430,poutcome,duration,month,contact,job
431,poutcome,duration,month,contact,job
432,poutcome,duration,month,contact,job
433,poutcome,duration,month,contact,job
434,poutcome,duration,month,contact,job
435,poutcome,duration,month,contact,job
436,poutcome,duration,month,contact,job
437,poutcome,duration,month,contact,job
438,poutcome,duration,month,contact,job
439,poutcome,duration,month,contact,
440,poutcome,duration,month,contact,
441,poutcome,duration,month,job,
442,poutcome,duration,month,job,
443,poutcome,duration,month,job,
444,poutcome,duration,month,job,
445,poutcome,duration,month,job,age
446,poutcome,duration,month,job,age
447,poutcome,duration,month,job,
448,poutcome,duration,month,job,
449,poutcome,duration,month,job,
450,poutcome,duration,month,job,
451,poutcome,duration,month,job,
452,poutcome,duration,month,job,
453,poutcome,duration,month,job,
454,poutcome,duration,month,job,
455,poutcome,duration,month,job,
456,poutcome,duration,month,job,
457,poutcome,duration,month,job,
458,poutcome,duration,month,job,
459,poutcome,duration,month,job,
460,poutcome,duration,month,job,
461,poutcome,duration,month,job,
462,poutcome,duration,month,job,
463,poutcome,duration,month,job,age
464,poutcome,duration,month,job,age
465,poutcome,duration,month,job,
466,poutcome,duration,month,job,
467,poutcome,duration,month,,
468,poutcome,month,housing,job,education
469,poutcome,month,housing,job,education
470,poutcome,month,housing,job,education
471,poutcome,month,housing,job,education
472,poutcome,month,housing,job,education
473,poutcome,month,housing,job,education
474,poutcome,month,housing,job,education
475,poutcome,month,housing,job,education
476,poutcome,month,housing,job,
477,poutcome,month,housing,job,
478,poutcome,month,housing,job,campaign
479,poutcome,month,housing,job,campaign
480,poutcome,month,housing,job,day
481,poutcome,month,housing,job,day
482,poutcome,month,housing,job,
483,poutcome,month,housing,job,
484,poutcome,month,housing,job,education
485,poutcome,month,housing,job,education
486,poutcome,month,housing,job,education
487,poutcome,month,housing,job,education
488,poutcome,month,housing,job,marital
489,poutcome,month,housing,job,marital
490,poutcome,month,housing,job,marital
491,poutcome,month,housing,job,balance
492,poutcome,month,housing,job,balance
493,poutcome,month,housing,job,
494,poutcome,month,housing,job,
495,poutcome,month,housing,job,campaign
496,poutcome,month,housing,job,campaign
497,poutcome,month,housing,job,loan
498,poutcome,month,housing,job,loan
499,poutcome,month,housing,job,
500,poutcome,month,housing,job,duration
501,poutcome,month,housing,job,duration
502,poutcome,month,housing,job,
503,poutcome,month,housing,job,
504,poutcome,month,housing,job,marital
505,poutcome,month,housing,job,marital
506,poutcome,month,housing,job,marital
507,poutcome,month,housing,job,
508,poutcome,month,housing,job,day
509,poutcome,month,housing,job,day
510,poutcome,month,housing,job,
511,poutcome,month,housing,job,
512,poutcome,month,duration,job,
513,poutcome,month,duration,job,
514,poutcome,month,duration,job,
515,poutcome,month,duration,job,
516,poutcome,month,duration,job,
517,poutcome,month,duration,job,
518,poutcome,month,duration,job,
519,poutcome,month,duration,job,
520,poutcome,month,duration,job,
521,poutcome,month,duration,job,education
522,poutcome,month,duration,job,education
523,poutcome,month,duration,job,education
524,poutcome,month,duration,job,education
525,poutcome,month,duration,job,balance
526,poutcome,month,duration,job,balance
527,poutcome,month,duration,job,
528,poutcome,month,duration,job,day
529,poutcome,month,duration,job,day
530,poutcome,month,duration,job,default
531,poutcome,month,duration,job,default
532,poutcome,month,duration,job,age
533,poutcome,month,duration,job,age
534,poutcome,month,duration,job,
535,poutcome,month,duration,job,contact
536,poutcome,month,duration,job,contact
537,poutcome,month,duration,job,contact
538,poutcome,month,duration,job,marital
539,poutcome,month,duration,job,marital
540,poutcome,month,duration,job,marital
541,poutcome,month,duration,job,marital
542,poutcome,month,duration,job,marital
543,poutcome,month,duration,job,marital
544,poutcome,month,duration,job,education
545,poutcome,month,duration,job,education
546,poutcome,month,duration,job,education
547,poutcome,month,duration,job,education
548,poutcome,month,duration,job,
549,poutcome,month,duration,job,day
550,poutcome,month,duration,job,day
551,poutcome,month,duration,job,age
552,poutcome,month,duration,job,age
553,poutcome,month,duration,job,
554,poutcome,month,job,,
555,poutcome,month,job,,
556,poutcome,month,job,,
557,poutcome,month,job,,
558,poutcome,month,job,,
559,poutcome,month,job,,
560,poutcome,month,job,education,
561,poutcome,month,job,education,
562,poutcome,month,job,education,
563,poutcome,month,job,education,
564,poutcome,month,job,,
565,poutcome,month,job,,
566,poutcome,month,job,,
567,poutcome,month,job,,
568,poutcome,month,job,,
569,poutcome,month,day,duration,job
570,poutcome,month,day,duration,job
571,poutcome,month,day,duration,job
572,poutcome,month,day,duration,job
573,poutcome,month,day,duration,job
574,poutcome,month,day,duration,job
575,poutcome,month,day,duration,job
576,poutcome,month,day,duration,job
577,poutcome,month,day,duration,job
578,poutcome,month,day,duration,job
579,poutcome,month,day,duration,job
580,poutcome,month,day,duration,job
581,poutcome,month,day,duration,job
582,poutcome,month,day,duration,job
583,poutcome,month,day,duration,job
584,poutcome,month,day,duration,job
585,poutcome,month,day,duration,job
586,poutcome,month,day,duration,job
587,poutcome,month,day,duration,job
588,poutcome,month,day,duration,job
589,poutcome,month,day,duration,job
590,poutcome,month,day,duration,job
591,poutcome,month,day,duration,job
592,poutcome,month,day,duration,job
593,poutcome,month,day,job,
594,poutcome,month,day,job,
595,poutcome,month,day,job,
596,poutcome,month,day,job,
597,poutcome,month,day,job,age
598,poutcome,month,day,job,age
599,poutcome,month,day,job,education
600,poutcome,month,day,job,education
601,poutcome,month,day,job,education
602,poutcome,month,day,job,education
603,poutcome,month,day,job,
604,poutcome,month,day,job,
605,poutcome,month,day,job,
606,poutcome,month,day,job,contact
607,poutcome,month,day,job,contact
608,poutcome,month,day,job,contact
609,poutcome,month,day,job,age
610,poutcome,month,day,job,age
611,poutcome,month,day,job,
612,poutcome,month,day,job,marital
613,poutcome,month,day,job,marital
614,poutcome,month,day,job,marital
615,poutcome,month,day,job,
616,poutcome,month,day,job,
617,poutcome,month,day,job,
618,poutcome,month,day,job,
619,poutcome,month,day,job,
620,poutcome,month,day,job,
621,poutcome,month,day,job,
622,poutcome,month,day,job,
623,poutcome,month,day,job,
624,poutcome,month,day,job,
625,poutcome,month,day,job,
626,poutcome,month,day,job,marital
627,poutcome,month,day,job,marital
628,poutcome,month,day,job,marital
629,poutcome,month,day,job,housing
630,poutcome,month,day,job,housing
631,poutcome,month,day,job,
632,poutcome,month,day,job,
633,poutcome,month,day,job,age
634,poutcome,month,day,job,age
635,poutcome,month,day,job,education
636,poutcome,month,day,job,education
637,poutcome,month,day,job,education
638,poutcome,month,day,job,education
639,poutcome,month,day,job,
640,poutcome,month,day,job,
641,poutcome,month,day,job,
642,poutcome,month,day,job,
643,poutcome,month,day,job,
644,poutcome,month,day,job,
645,poutcome,month,duration,day,job
646,poutcome,month,duration,day,job
647,poutcome,month,duration,day,job
648,poutcome,month,duration,day,job
649,poutcome,month,duration,day,job
650,poutcome,month,duration,day,job
651,poutcome,month,duration,day,job
652,poutcome,month,duration,day,job
653,poutcome,month,duration,day,job
654,poutcome,month,duration,day,job
655,poutcome,month,duration,day,job
656,poutcome,month,duration,day,job
657,poutcome,month,duration,day,
658,poutcome,month,duration,job,contact
659,poutcome,month,duration,job,contact
660,poutcome,month,duration,job,contact
661,poutcome,month,duration,job,contact
662,poutcome,month,duration,job,contact
663,poutcome,month,duration,job,contact
664,poutcome,month,duration,job,marital
665,poutcome,month,duration,job,marital
666,poutcome,month,duration,job,marital
667,poutcome,month,duration,job,balance
668,poutcome,month,duration,job,balance
669,poutcome,month,duration,job,education
670,poutcome,month,duration,job,education
671,poutcome,month,duration,job,education
672,poutcome,month,duration,job,education
673,poutcome,month,duration,job,marital
674,poutcome,month,duration,job,marital
675,poutcome,month,duration,job,marital
676,poutcome,month,duration,job,marital
677,poutcome,month,duration,job,marital
678,poutcome,month,duration,job,marital
679,poutcome,month,duration,job,contact
680,poutcome,month,duration,job,contact
681,poutcome,month,duration,job,contact
682,poutcome,month,duration,job,
683,poutcome,month,duration,job,education
684,poutcome,month,duration,job,education
685,poutcome,month,duration,job,education
686,poutcome,month,duration,job,education
687,poutcome,month,duration,job,education
688,poutcome,month,duration,job,education
689,poutcome,month,duration,job,education
690,poutcome,month,duration,job,education
691,poutcome,month,duration,job,
692,poutcome,month,contact,duration,age
693,poutcome,month,contact,duration,age
694,poutcome,month,contact,duration,job
695,poutcome,month,contact,duration,job
696,poutcome,month,contact,duration,job
697,poutcome,month,contact,duration,job
698,poutcome,month,contact,duration,job
699,poutcome,month,contact,duration,job
700,poutcome,month,contact,duration,job
701,poutcome,month,contact,duration,job
702,poutcome,month,contact,duration,job
703,poutcome,month,contact,duration,job
704,poutcome,month,contact,duration,job
705,poutcome,month,contact,duration,job
706,poutcome,month,contact,job,
707,poutcome,month,contact,job,
708,poutcome,month,contact,job,
709,poutcome,month,contact,job,
710,poutcome,month,contact,job,
711,poutcome,month,contact,job,
712,poutcome,month,contact,job,
713,poutcome,month,contact,job,
714,poutcome,month,contact,job,
715,poutcome,month,contact,job,
716,poutcome,month,contact,job,
717,poutcome,month,contact,job,
718,poutcome,month,contact,duration,
719,poutcome,month,contact,duration,job
720,poutcome,month,contact,duration,job
721,poutcome,month,contact,duration,job
722,poutcome,month,contact,duration,job
723,poutcome,month,contact,duration,job
724,poutcome,month,contact,duration,job
725,poutcome,month,contact,duration,job
726,poutcome,month,contact,duration,job
727,poutcome,month,contact,duration,job
728,poutcome,month,contact,duration,job
729,poutcome,month,contact,duration,job
730,poutcome,month,contact,duration,job
731,poutcome,month,job,marital,
732,poutcome,month,job,marital,
733,poutcome,month,job,marital,
734,poutcome,month,job,,
735,poutcome,month,job,,
736,poutcome,month,job,,
737,poutcome,month,job,loan,marital
738,poutcome,month,job,loan,marital
739,poutcome,month,job,loan,marital
740,poutcome,month,job,loan,
741,poutcome,month,job,contact,
742,poutcome,month,job,contact,marital
743,poutcome,month,job,contact,marital
744,poutcome,month,job,contact,marital
745,poutcome,month,job,contact,
746,poutcome,month,job,age,
747,poutcome,month,job,age,
748,poutcome,month,job,housing,
749,poutcome,month,job,housing,
750,poutcome,month,job,balance,
751,poutcome,month,job,balance,
752,poutcome,month,job,marital,
753,poutcome,month,job,marital,
754,poutcome,month,job,marital,
755,poutcome,month,job,marital,
756,poutcome,month,job,marital,
757,poutcome,month,job,marital,
758,poutcome,month,job,,
759,poutcome,month,duration,job,education
760,poutcome,month,duration,job,education
761,poutcome,month,duration,job,education
762,poutcome,month,duration,job,education
763,poutcome,month,duration,job,
764,poutcome,month,duration,job,
765,poutcome,month,duration,job,
766,poutcome,month,duration,job,
767,poutcome,month,duration,job,
768,poutcome,month,duration,job,
769,poutcome,month,duration,job,education
770,poutcome,month,duration,job,education
771,poutcome,month,duration,job,education
772,poutcome,month,duration,job,education
773,poutcome,month,duration,job,
774,poutcome,month,duration,job,
775,poutcome,month,duration,job,balance
776,poutcome,month,duration,job,balance
777,poutcome,month,duration,job,
778,poutcome,month,duration,contact,job
779,poutcome,month,duration,contact,job
780,poutcome,month,duration,contact,job
781,poutcome,month,duration,contact,job
782,poutcome,month,duration,contact,job
783,poutcome,month,duration,contact,job
784,poutcome,month,duration,contact,job
785,poutcome,month,duration,contact,job
786,poutcome,month,duration,contact,job
787,poutcome,month,duration,contact,job
788,poutcome,month,duration,contact,job
789,poutcome,month,duration,contact,job
790,poutcome,month,duration,contact,job
791,poutcome,month,duration,contact,job
792,poutcome,month,duration,contact,job
793,poutcome,month,duration,contact,job
794,poutcome,month,duration,contact,job
795,poutcome,month,duration,contact,job
796,poutcome,month,duration,contact,job
797,poutcome,month,duration,contact,job
798,poutcome,month,duration,contact,job
799,poutcome,month,duration,contact,job
800,poutcome,month,duration,contact,job
801,poutcome,month,duration,contact,job
802,poutcome,month,duration,contact,balance
803,poutcome,month,duration,contact,balance
804,poutcome,month,duration,day,job
805,poutcome,month,duration,day,job
806,poutcome,month,duration,day,job
807,poutcome,month,duration,day,job
808,poutcome,month,duration,day,job
809,poutcome,month,duration,day,job
810,poutcome,month,duration,day,job
811,poutcome,month,duration,day,job
812,poutcome,month,duration,day,job
813,poutcome,month,duration,day,job
814,poutcome,month,duration,day,job
815,poutcome,month,duration,day,job
816,poutcome,month,duration,day,contact
817,poutcome,month,duration,day,contact
818,poutcome,month,duration,day,contact
819,poutcome,month,duration,job,housing
820,poutcome,month,duration,job,housing
821,poutcome,month,duration,job,
822,poutcome,month,duration,job,education
823,poutcome,month,duration,job,education
824,poutcome,month,duration,job,education
825,poutcome,month,duration,job,education
826,poutcome,month,duration,job,
827,poutcome,month,duration,job,campaign
828,poutcome,month,duration,job,campaign
829,poutcome,month,duration,job,education
830,poutcome,month,duration,job,education
831,poutcome,month,duration,job,education
832,poutcome,month,duration,job,education
833,poutcome,month,duration,job,marital
834,poutcome,month,duration,job,marital
835,poutcome,month,duration,job,marital
836,poutcome,month,duration,job,education
837,poutcome,month,duration,job,education
838,poutcome,month,duration,job,education
839,poutcome,month,duration,job,education
840,poutcome,month,duration,job,
841,poutcome,month,duration,job,marital
842,poutcome,month,duration,job,marital
843,poutcome,month,duration,job,marital
844,poutcome,month,duration,job,
845,poutcome,month,duration,job,
846,poutcome,month,marital,job,
847,poutcome,month,marital,job,
848,poutcome,month,marital,job,
849,poutcome,month,marital,job,
850,poutcome,month,marital,job,
851,poutcome,month,marital,job,
852,poutcome,month,marital,job,
853,poutcome,month,marital,job,
854,poutcome,month,marital,job,
855,poutcome,month,marital,job,
856,poutcome,month,marital,job,
857,poutcome,month,marital,job,
858,poutcome,month,marital,day,
859,poutcome,month,marital,day,job
860,poutcome,month,marital,day,job
861,poutcome,month,marital,day,job
862,poutcome,month,marital,day,job
863,poutcome,month,marital,day,job
864,poutcome,month,marital,day,job
865,poutcome,month,marital,day,job
866,poutcome,month,marital,day,job
867,poutcome,month,marital,day,job
868,poutcome,month,marital,day,job
869,poutcome,month,marital,day,job
870,poutcome,month,marital,day,job
871,poutcome,month,marital,duration,job
872,poutcome,month,marital,duration,job
873,poutcome,month,marital,duration,job
874,poutcome,month,marital,duration,job
875,poutcome,month,marital,duration,job
876,poutcome,month,marital,duration,job
877,poutcome,month,marital,duration,job
878,poutcome,month,marital,duration,job
879,poutcome,month,marital,duration,job
880,poutcome,month,marital,duration,job
881,poutcome,month,marital,duration,job
882,poutcome,month,marital,duration,job
883,poutcome,month,marital,duration,job
884,poutcome,month,marital,duration,job
885,poutcome,month,marital,duration,job
886,poutcome,month,marital,duration,job
887,poutcome,month,marital,duration,job
888,poutcome,month,marital,duration,job
889,poutcome,month,marital,duration,job
890,poutcome,month,marital,duration,job
891,poutcome,month,marital,duration,job
892,poutcome,month,marital,duration,job
893,poutcome,month,marital,duration,job
894,poutcome,month,marital,duration,job
895,poutcome,month,job,marital,
896,poutcome,month,job,marital,
897,poutcome,month,job,marital,education
898,poutcome,month,job,marital,education
899,poutcome,month,job,marital,education
900,poutcome,month,job,marital,education
901,poutcome,month,job,contact,
902,poutcome,month,job,contact,
903,poutcome,month,job,contact,
904,poutcome,month,job,age,
905,poutcome,month,job,age,
906,poutcome,month,job,,
907,poutcome,month,job,contact,age
908,poutcome,month,job,contact,age
909,poutcome,month,job,contact,
910,poutcome,month,job,contact,
911,poutcome,month,job,marital,
912,poutcome,month,job,marital,balance
913,poutcome,month,job,marital,balance
914,poutcome,month,job,marital,
