,0,1,2,3,4,5,6,7,8,9,10
165,duration,month,poutcome,job,marital,,,,,,
166,duration,month,poutcome,job,marital,,,,,,
167,duration,month,poutcome,job,,,,,,,
168,duration,month,poutcome,job,,,,,,,
169,duration,month,poutcome,job,,,,,,,
170,duration,month,poutcome,job,,,,,,,
171,duration,month,poutcome,job,,,,,,,
172,duration,month,poutcome,job,,,,,,,
173,duration,month,poutcome,job,,,,,,,
174,duration,month,poutcome,job,,,,,,,
175,duration,month,poutcome,job,,,,,,,
176,duration,month,poutcome,,,,,,,,
177,duration,month,poutcome,job,,,,,,,
178,duration,month,poutcome,job,,,,,,,
179,duration,month,poutcome,job,,,,,,,
180,duration,month,poutcome,job,,,,,,,
181,duration,month,poutcome,job,,,,,,,
182,duration,month,poutcome,job,,,,,,,
183,duration,month,poutcome,job,,,,,,,
184,duration,month,poutcome,job,,,,,,,
185,duration,month,poutcome,job,,,,,,,
186,duration,month,poutcome,job,,,,,,,
187,duration,month,poutcome,job,,,,,,,
188,duration,month,poutcome,education,,,,,,,
189,duration,month,poutcome,education,marital,age,job,,,,
190,duration,month,poutcome,education,marital,age,job,,,,
191,duration,month,poutcome,education,marital,age,job,,,,
192,duration,month,poutcome,education,marital,age,job,,,,
193,duration,month,poutcome,education,marital,age,job,,,,
194,duration,month,poutcome,education,marital,age,job,,,,
195,duration,month,poutcome,education,marital,age,job,,,,
196,duration,month,poutcome,education,marital,age,job,,,,
197,duration,month,poutcome,education,marital,age,job,,,,
198,duration,month,poutcome,education,marital,age,job,,,,
199,duration,month,poutcome,education,marital,age,job,,,,
200,duration,month,poutcome,education,marital,age,,,,,
201,duration,month,poutcome,education,marital,,,,,,
202,duration,month,poutcome,education,marital,,,,,,
203,duration,month,poutcome,education,job,,,,,,
204,duration,month,poutcome,education,job,,,,,,
205,duration,month,poutcome,education,job,,,,,,
206,duration,month,poutcome,education,job,,,,,,
207,duration,month,poutcome,education,job,marital,,,,,
208,duration,month,poutcome,education,job,marital,,,,,
209,duration,month,poutcome,education,job,marital,day,,,,
210,duration,month,poutcome,education,job,marital,day,age,housing,,
211,duration,month,poutcome,education,job,marital,day,age,housing,,
212,duration,month,poutcome,education,job,marital,day,age,,,
213,duration,month,poutcome,education,job,,,,,,
214,duration,month,poutcome,education,job,,,,,,
215,duration,month,poutcome,education,job,,,,,,
216,duration,month,poutcome,education,job,,,,,,
217,duration,month,poutcome,education,job,campaign,day,,,,
218,duration,month,poutcome,education,job,campaign,day,,,,
219,duration,month,poutcome,education,job,campaign,,,,,
220,duration,month,poutcome,education,job,,,,,,
221,duration,month,job,,,,,,,,
222,duration,month,job,,,,,,,,
223,duration,month,job,,,,,,,,
224,duration,month,job,,,,,,,,
225,duration,month,job,campaign,marital,,,,,,
226,duration,month,job,campaign,marital,,,,,,
227,duration,month,job,campaign,marital,education,,,,,
228,duration,month,job,campaign,marital,education,,,,,
229,duration,month,job,campaign,marital,education,housing,,,,
230,duration,month,job,campaign,marital,education,housing,,,,
231,duration,month,job,campaign,,,,,,,
232,duration,month,job,contact,,,,,,,
233,duration,month,job,contact,,,,,,,
234,duration,month,job,,,,,,,,
235,duration,month,job,,,,,,,,
236,duration,month,job,balance,,,,,,,
237,duration,month,job,balance,,,,,,,
238,duration,month,job,,,,,,,,
239,duration,month,job,marital,,,,,,,
240,duration,month,job,marital,,,,,,,
241,duration,month,job,marital,,,,,,,
242,duration,month,job,education,,,,,,,
243,duration,month,job,education,,,,,,,
244,duration,month,job,education,balance,marital,,,,,
245,duration,month,job,education,balance,marital,,,,,
246,duration,month,job,education,balance,marital,,,,,
247,duration,month,job,education,balance,,,,,,
248,duration,month,job,,,,,,,,
249,duration,month,job,,,,,,,,
250,duration,month,job,,,,,,,,
251,duration,month,job,poutcome,,,,,,,
252,duration,month,job,poutcome,,,,,,,
253,duration,month,job,poutcome,housing,,,,,,
254,duration,month,job,poutcome,housing,,,,,,
255,duration,month,job,poutcome,,,,,,,
256,duration,month,job,,,,,,,,
257,duration,month,job,,,,,,,,
258,duration,month,job,marital,,,,,,,
259,duration,month,job,marital,,,,,,,
260,duration,month,job,marital,day,,,,,,
261,duration,month,job,marital,day,balance,campaign,,,,
262,duration,month,job,marital,day,balance,campaign,,,,
263,duration,month,job,marital,day,balance,,,,,
264,duration,month,job,,,,,,,,
265,duration,month,job,,,,,,,,
266,duration,month,job,housing,campaign,,,,,,
267,duration,month,job,housing,campaign,,,,,,
268,duration,month,job,housing,,,,,,,
269,duration,month,day,job,,,,,,,
270,duration,month,day,job,age,,,,,,
271,duration,month,day,job,age,,,,,,
272,duration,month,day,job,,,,,,,
273,duration,month,day,job,,,,,,,
274,duration,month,day,job,campaign,,,,,,
275,duration,month,day,job,campaign,,,,,,
276,duration,month,day,job,,,,,,,
277,duration,month,day,job,,,,,,,
278,duration,month,day,job,,,,,,,
279,duration,month,day,job,,,,,,,
280,duration,month,day,job,,,,,,,
281,duration,month,day,job,,,,,,,
282,duration,month,day,job,,,,,,,
283,duration,month,day,job,housing,age,marital,,,,
284,duration,month,day,job,housing,age,marital,,,,
285,duration,month,day,job,housing,age,marital,,,,
286,duration,month,day,job,housing,age,,,,,
287,duration,month,day,job,housing,,,,,,
288,duration,month,day,job,,,,,,,
289,duration,month,day,job,,,,,,,
290,duration,month,day,job,,,,,,,
291,duration,month,day,job,,,,,,,
292,duration,month,day,job,,,,,,,
293,duration,month,day,job,,,,,,,
294,duration,month,day,job,,,,,,,
295,duration,month,day,job,,,,,,,
296,duration,month,day,job,,,,,,,
297,duration,month,job,age,,,,,,,
298,duration,month,job,age,,,,,,,
299,duration,month,job,,,,,,,,
300,duration,month,job,,,,,,,,
301,duration,month,job,education,,,,,,,
302,duration,month,job,education,,,,,,,
303,duration,month,job,education,,,,,,,
304,duration,month,job,age,,,,,,,
305,duration,month,job,age,day,,,,,,
306,duration,month,job,age,day,,,,,,
307,duration,month,job,balance,education,,,,,,
308,duration,month,job,balance,education,,,,,,
309,duration,month,job,balance,education,,,,,,
310,duration,month,job,balance,,,,,,,
311,duration,month,job,,,,,,,,
312,duration,month,job,,,,,,,,
313,duration,month,job,,,,,,,,
314,duration,month,job,marital,,,,,,,
315,duration,month,job,marital,,,,,,,
316,duration,month,job,marital,,,,,,,
317,duration,month,job,,,,,,,,
318,duration,month,job,,,,,,,,
319,duration,month,job,,,,,,,,
320,duration,month,job,,,,,,,,
321,duration,month,job,,,,,,,,
322,duration,month,job,campaign,,,,,,,
323,duration,month,job,campaign,,,,,,,
324,duration,month,job,education,,,,,,,
325,duration,month,job,education,balance,,,,,,
326,duration,month,job,education,balance,,,,,,
327,duration,month,job,education,,,,,,,
328,duration,month,job,,,,,,,,
329,duration,month,job,,,,,,,,
330,duration,month,job,balance,,,,,,,
331,duration,month,job,balance,campaign,,,,,,
332,duration,month,job,balance,campaign,,,,,,
333,duration,month,job,day,,,,,,,
334,duration,month,job,day,,,,,,,
335,duration,month,job,,,,,,,,
336,duration,poutcome,month,job,age,,,,,,
337,duration,poutcome,month,job,age,,,,,,
338,duration,poutcome,month,job,marital,,,,,,
339,duration,poutcome,month,job,marital,,,,,,
340,duration,poutcome,month,job,marital,age,,,,,
341,duration,poutcome,month,job,marital,age,,,,,
342,duration,poutcome,month,job,,,,,,,
343,duration,poutcome,month,job,,,,,,,
344,duration,poutcome,month,job,default,day,marital,,,,
345,duration,poutcome,month,job,default,day,marital,balance,,,
346,duration,poutcome,month,job,default,day,marital,balance,,,
347,duration,poutcome,month,job,default,day,marital,,,,
348,duration,poutcome,month,job,default,day,,,,,
349,duration,poutcome,month,job,default,,,,,,
350,duration,poutcome,month,job,,,,,,,
351,duration,poutcome,month,job,marital,,,,,,
352,duration,poutcome,month,job,marital,,,,,,
353,duration,poutcome,month,job,marital,,,,,,
354,duration,poutcome,month,job,,,,,,,
355,duration,poutcome,month,job,,,,,,,
356,duration,poutcome,month,job,marital,,,,,,
357,duration,poutcome,month,job,marital,,,,,,
358,duration,poutcome,month,job,marital,balance,,,,,
359,duration,poutcome,month,job,marital,balance,,,,,
360,duration,poutcome,month,job,,,,,,,
361,duration,poutcome,month,job,,,,,,,
362,duration,poutcome,month,job,marital,,,,,,
363,duration,poutcome,month,job,marital,,,,,,
364,duration,poutcome,month,job,marital,,,,,,
365,duration,poutcome,month,job,,,,,,,
366,duration,poutcome,month,job,education,,,,,,
367,duration,poutcome,month,job,education,,,,,,
368,duration,poutcome,month,job,education,,,,,,
369,duration,poutcome,month,job,,,,,,,
370,duration,poutcome,month,job,,,,,,,
371,duration,poutcome,month,job,,,,,,,
372,duration,poutcome,month,job,,,,,,,
373,duration,poutcome,month,job,,,,,,,
374,duration,poutcome,month,job,age,,,,,,
375,duration,poutcome,month,job,age,,,,,,
376,duration,poutcome,month,job,,,,,,,
377,duration,poutcome,month,job,,,,,,,
378,duration,poutcome,month,job,,,,,,,
379,duration,poutcome,month,job,,,,,,,
380,duration,poutcome,month,job,,,,,,,
381,duration,poutcome,month,job,,,,,,,
382,duration,poutcome,month,job,,,,,,,
383,duration,poutcome,month,job,,,,,,,
384,duration,poutcome,month,job,,,,,,,
385,duration,poutcome,month,job,,,,,,,
386,duration,poutcome,month,job,,,,,,,
387,duration,poutcome,month,job,,,,,,,
388,duration,poutcome,month,job,,,,,,,
389,duration,poutcome,month,job,,,,,,,
390,duration,poutcome,month,job,,,,,,,
391,duration,poutcome,month,job,,,,,,,
392,duration,poutcome,month,job,,,,,,,
393,duration,poutcome,month,job,,,,,,,
394,duration,poutcome,month,job,,,,,,,
395,duration,poutcome,month,job,,,,,,,
396,duration,poutcome,month,job,,,,,,,
397,duration,poutcome,month,job,,,,,,,
398,duration,poutcome,month,job,,,,,,,
399,duration,poutcome,month,,,,,,,,
400,duration,poutcome,month,job,,,,,,,
401,duration,poutcome,month,job,,,,,,,
402,duration,poutcome,month,job,,,,,,,
403,duration,poutcome,month,job,,,,,,,
404,duration,poutcome,month,job,age,,,,,,
405,duration,poutcome,month,job,age,,,,,,
406,duration,poutcome,month,job,,,,,,,
407,duration,poutcome,month,job,,,,,,,
408,duration,poutcome,month,job,,,,,,,
409,duration,poutcome,month,job,,,,,,,
410,duration,poutcome,month,job,,,,,,,
411,duration,poutcome,month,job,,,,,,,
412,duration,poutcome,month,job,age,,,,,,
413,duration,poutcome,month,job,age,,,,,,
414,duration,poutcome,month,job,,,,,,,
415,duration,poutcome,month,job,,,,,,,
416,duration,poutcome,month,job,,,,,,,
417,duration,poutcome,month,job,housing,campaign,,,,,
418,duration,poutcome,month,job,housing,campaign,,,,,
419,duration,poutcome,month,job,housing,,,,,,
420,duration,poutcome,month,job,,,,,,,
421,duration,poutcome,month,job,,,,,,,
422,duration,poutcome,month,job,,,,,,,
423,duration,poutcome,month,job,,,,,,,
424,duration,poutcome,month,job,age,,,,,,
425,duration,poutcome,month,job,age,,,,,,
426,duration,poutcome,month,job,,,,,,,
427,duration,poutcome,month,education,,,,,,,
428,duration,poutcome,month,education,,,,,,,
429,duration,poutcome,month,education,,,,,,,
430,duration,poutcome,month,job,day,marital,,,,,
431,duration,poutcome,month,job,day,marital,,,,,
432,duration,poutcome,month,job,day,marital,campaign,,,,
433,duration,poutcome,month,job,day,marital,campaign,,,,
434,duration,poutcome,month,job,day,,,,,,
435,duration,poutcome,month,job,housing,marital,,,,,
436,duration,poutcome,month,job,housing,marital,,,,,
437,duration,poutcome,month,job,housing,marital,,,,,
438,duration,poutcome,month,job,housing,,,,,,
439,duration,poutcome,month,job,marital,,,,,,
440,duration,poutcome,month,job,marital,,,,,,
441,duration,poutcome,month,job,marital,,,,,,
442,duration,poutcome,month,job,,,,,,,
443,duration,poutcome,month,job,balance,age,marital,,,,
444,duration,poutcome,month,job,balance,age,marital,,,,
445,duration,poutcome,month,job,balance,age,marital,,,,
446,duration,poutcome,month,job,balance,age,,,,,
447,duration,poutcome,month,job,balance,,,,,,
448,duration,poutcome,month,job,,,,,,,
449,duration,poutcome,month,job,,,,,,,
450,duration,poutcome,month,job,day,campaign,,,,,
451,duration,poutcome,month,job,day,campaign,,,,,
452,duration,poutcome,month,job,day,,,,,,
453,duration,poutcome,month,job,,,,,,,
454,duration,poutcome,month,job,loan,,,,,,
455,duration,poutcome,month,job,loan,,,,,,
456,duration,poutcome,month,job,,,,,,,
457,duration,poutcome,month,job,marital,,,,,,
458,duration,poutcome,month,job,marital,,,,,,
459,duration,poutcome,month,job,marital,,,,,,
460,duration,poutcome,month,job,,,,,,,
461,duration,poutcome,month,job,,,,,,,
462,duration,poutcome,month,job,,,,,,,
463,duration,poutcome,month,job,balance,,,,,,
464,duration,poutcome,month,job,balance,age,,,,,
465,duration,poutcome,month,job,balance,age,education,,,,
466,duration,poutcome,month,job,balance,age,education,,,,
467,duration,poutcome,month,job,balance,age,education,marital,,,
468,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan
469,duration,poutcome,month,job,balance,age,education,marital,default,housing,loan
470,duration,poutcome,month,job,balance,age,education,marital,default,housing,
471,duration,poutcome,month,job,balance,age,education,marital,default,,
472,duration,poutcome,month,job,balance,age,education,marital,,,
473,duration,poutcome,month,job,,,,,,,
474,duration,poutcome,month,job,,,,,,,
475,duration,poutcome,month,job,,,,,,,
476,duration,poutcome,month,job,,,,,,,
477,duration,poutcome,month,job,education,,,,,,
478,duration,poutcome,month,job,education,,,,,,
479,duration,poutcome,month,job,education,,,,,,
480,duration,poutcome,month,job,,,,,,,
481,duration,poutcome,month,job,,,,,,,
482,duration,poutcome,month,job,,,,,,,
483,duration,poutcome,month,job,,,,,,,
484,duration,poutcome,month,job,,,,,,,
485,duration,poutcome,month,job,,,,,,,
486,duration,poutcome,month,job,,,,,,,
487,duration,poutcome,month,job,,,,,,,
488,duration,poutcome,month,job,,,,,,,
489,duration,poutcome,month,job,,,,,,,
490,duration,poutcome,month,job,housing,,,,,,
491,duration,poutcome,month,job,housing,,,,,,
492,duration,poutcome,month,job,,,,,,,
493,duration,poutcome,month,job,,,,,,,
494,duration,poutcome,month,job,,,,,,,
495,duration,poutcome,month,job,,,,,,,
496,duration,poutcome,month,job,,,,,,,
497,duration,poutcome,month,job,marital,,,,,,
498,duration,poutcome,month,job,marital,,,,,,
499,duration,poutcome,month,job,marital,age,,,,,
500,duration,poutcome,month,job,marital,age,,,,,
501,duration,poutcome,month,job,,,,,,,
502,duration,poutcome,month,job,,,,,,,
503,duration,poutcome,month,job,,,,,,,
504,duration,poutcome,month,job,,,,,,,
505,duration,poutcome,month,job,,,,,,,
506,duration,poutcome,month,job,age,,,,,,
507,duration,poutcome,month,job,age,,,,,,
508,duration,poutcome,job,month,,,,,,,
509,duration,poutcome,job,month,,,,,,,
510,duration,poutcome,job,month,,,,,,,
511,duration,poutcome,job,month,,,,,,,
512,duration,poutcome,job,month,,,,,,,
513,duration,poutcome,job,month,,,,,,,
514,duration,poutcome,job,month,,,,,,,
515,duration,poutcome,job,month,,,,,,,
516,duration,poutcome,job,month,,,,,,,
517,duration,poutcome,job,month,,,,,,,
518,duration,poutcome,job,month,,,,,,,
519,duration,poutcome,job,month,,,,,,,
520,duration,poutcome,job,month,balance,,,,,,
521,duration,poutcome,job,month,balance,,,,,,
522,duration,poutcome,job,month,,,,,,,
523,duration,poutcome,job,month,,,,,,,
524,duration,poutcome,job,month,,,,,,,
525,duration,poutcome,job,month,,,,,,,
526,duration,poutcome,job,month,,,,,,,
527,duration,poutcome,job,month,,,,,,,
528,duration,poutcome,job,month,,,,,,,
529,duration,poutcome,job,month,,,,,,,
530,duration,poutcome,job,month,,,,,,,
531,duration,poutcome,job,month,,,,,,,
532,duration,poutcome,job,month,,,,,,,
533,duration,poutcome,job,,,,,,,,
534,duration,poutcome,job,,,,,,,,
535,duration,poutcome,job,month,day,,,,,,
536,duration,poutcome,job,month,day,,,,,,
537,duration,poutcome,job,month,age,,,,,,
538,duration,poutcome,job,month,age,,,,,,
539,duration,poutcome,job,month,,,,,,,
540,duration,poutcome,job,month,marital,,,,,,
541,duration,poutcome,job,month,marital,,,,,,
542,duration,poutcome,job,month,marital,,,,,,
543,duration,poutcome,job,month,,,,,,,
544,duration,poutcome,job,month,,,,,,,
545,duration,poutcome,job,month,,,,,,,
546,duration,poutcome,job,month,,,,,,,
547,duration,poutcome,job,month,campaign,,,,,,
548,duration,poutcome,job,month,campaign,age,,,,,
549,duration,poutcome,job,month,campaign,age,marital,,,,
550,duration,poutcome,job,month,campaign,age,marital,,,,
551,duration,poutcome,job,month,campaign,age,marital,,,,
552,duration,poutcome,job,month,,,,,,,
553,duration,poutcome,job,month,,,,,,,
554,duration,poutcome,job,month,,,,,,,
555,duration,poutcome,job,month,,,,,,,
556,duration,poutcome,job,month,,,,,,,
557,duration,poutcome,job,month,,,,,,,
558,duration,poutcome,job,month,,,,,,,
559,duration,poutcome,job,month,,,,,,,
560,duration,poutcome,job,month,,,,,,,
561,duration,poutcome,job,month,,,,,,,
562,duration,poutcome,job,month,,,,,,,
563,duration,poutcome,job,month,,,,,,,
564,duration,poutcome,job,month,,,,,,,
565,duration,poutcome,job,month,,,,,,,
566,duration,poutcome,job,month,,,,,,,
567,duration,poutcome,job,marital,,,,,,,
568,duration,poutcome,job,marital,,,,,,,
569,duration,poutcome,job,marital,,,,,,,
570,duration,poutcome,job,age,,,,,,,
571,duration,poutcome,job,age,marital,,,,,,
572,duration,poutcome,job,age,marital,,,,,,
573,duration,poutcome,job,age,marital,education,,,,,
574,duration,poutcome,job,age,marital,education,default,balance,,,
575,duration,poutcome,job,age,marital,education,default,balance,housing,,
576,duration,poutcome,job,age,marital,education,default,balance,housing,loan,contact
577,duration,poutcome,job,age,marital,education,default,balance,housing,loan,contact
578,duration,poutcome,job,age,marital,education,default,balance,housing,loan,
579,duration,poutcome,job,age,marital,education,default,,,,
580,duration,poutcome,job,age,marital,education,,,,,
581,duration,poutcome,job,,,,,,,,
582,duration,poutcome,job,month,,,,,,,
583,duration,poutcome,job,month,,,,,,,
584,duration,poutcome,job,month,,,,,,,
585,duration,poutcome,job,month,,,,,,,
586,duration,poutcome,job,month,,,,,,,
587,duration,poutcome,job,month,,,,,,,
588,duration,poutcome,job,month,,,,,,,
589,duration,poutcome,job,month,,,,,,,
590,duration,poutcome,job,month,housing,,,,,,
591,duration,poutcome,job,month,housing,,,,,,
592,duration,poutcome,job,month,marital,,,,,,
593,duration,poutcome,job,month,marital,,,,,,
594,duration,poutcome,job,month,marital,,,,,,
595,duration,poutcome,job,month,,,,,,,
596,duration,poutcome,job,month,,,,,,,
597,duration,poutcome,job,,,,,,,,
598,duration,poutcome,month,campaign,day,age,,,,,
599,duration,poutcome,month,campaign,day,age,,,,,
600,duration,poutcome,month,campaign,day,,,,,,
601,duration,poutcome,month,campaign,,,,,,,
602,duration,poutcome,month,education,,,,,,,
603,duration,poutcome,month,education,,,,,,,
604,duration,poutcome,month,education,,,,,,,
605,duration,poutcome,month,,,,,,,,
606,duration,poutcome,month,age,,,,,,,
607,duration,poutcome,month,age,job,,,,,,
608,duration,poutcome,month,age,job,,,,,,
609,duration,poutcome,month,age,job,,,,,,
610,duration,poutcome,month,age,job,,,,,,
611,duration,poutcome,month,age,job,education,,,,,
612,duration,poutcome,month,age,job,education,,,,,
613,duration,poutcome,month,age,job,education,,,,,
614,duration,poutcome,month,age,job,,,,,,
615,duration,poutcome,month,age,job,,,,,,
616,duration,poutcome,month,age,job,,,,,,
617,duration,poutcome,month,age,job,,,,,,
618,duration,poutcome,month,age,job,,,,,,
619,duration,poutcome,month,age,job,,,,,,
620,duration,poutcome,month,job,,,,,,,
621,duration,poutcome,month,job,,,,,,,
622,duration,poutcome,month,job,,,,,,,
623,duration,poutcome,month,job,,,,,,,
624,duration,poutcome,month,job,,,,,,,
625,duration,poutcome,month,job,,,,,,,
626,duration,poutcome,month,job,,,,,,,
627,duration,poutcome,month,job,,,,,,,
628,duration,poutcome,month,job,,,,,,,
629,duration,poutcome,month,job,,,,,,,
630,duration,poutcome,month,job,,,,,,,
631,duration,poutcome,month,age,,,,,,,
632,duration,poutcome,month,age,,,,,,,
633,duration,poutcome,month,job,,,,,,,
634,duration,poutcome,month,job,,,,,,,
635,duration,poutcome,month,job,,,,,,,
636,duration,poutcome,month,job,,,,,,,
637,duration,poutcome,month,job,,,,,,,
638,duration,poutcome,month,job,,,,,,,
639,duration,poutcome,month,job,,,,,,,
640,duration,poutcome,month,job,,,,,,,
641,duration,poutcome,month,job,,,,,,,
642,duration,poutcome,month,job,,,,,,,
643,duration,poutcome,month,job,,,,,,,
644,duration,poutcome,month,,,,,,,,
645,duration,poutcome,month,contact,job,,,,,,
646,duration,poutcome,month,contact,job,age,,,,,
647,duration,poutcome,month,contact,job,age,,,,,
