,0,1,2,3
290,duration,poutcome,month,job
291,duration,poutcome,month,job
292,duration,poutcome,month,job
293,duration,poutcome,month,job
294,duration,poutcome,month,job
295,duration,poutcome,month,job
296,duration,poutcome,month,job
297,duration,poutcome,month,job
298,duration,poutcome,month,job
299,duration,poutcome,month,job
300,duration,poutcome,month,job
301,duration,poutcome,month,job
302,duration,poutcome,month,job
303,duration,poutcome,month,job
304,duration,poutcome,month,job
305,duration,poutcome,month,job
306,duration,poutcome,month,job
307,duration,poutcome,month,job
308,duration,poutcome,month,job
309,duration,poutcome,month,job
310,duration,poutcome,month,job
311,duration,poutcome,month,job
312,duration,poutcome,month,job
313,duration,poutcome,month,job
314,duration,poutcome,month,job
315,duration,poutcome,month,job
316,duration,poutcome,month,job
317,duration,poutcome,month,job
318,duration,poutcome,month,job
319,duration,poutcome,month,job
320,duration,poutcome,month,job
321,duration,poutcome,month,job
322,duration,poutcome,month,job
323,duration,poutcome,month,job
324,duration,poutcome,month,job
325,duration,poutcome,month,job
326,duration,poutcome,month,job
327,duration,poutcome,month,job
328,duration,poutcome,month,job
329,duration,poutcome,month,job
330,duration,poutcome,month,job
331,duration,poutcome,month,job
332,duration,poutcome,month,job
333,duration,poutcome,month,job
334,duration,poutcome,month,job
335,duration,poutcome,month,job
336,duration,poutcome,month,job
337,duration,poutcome,job,month
338,duration,poutcome,job,month
339,duration,poutcome,job,month
340,duration,poutcome,job,month
341,duration,poutcome,job,month
342,duration,poutcome,job,month
343,duration,poutcome,job,month
344,duration,poutcome,job,month
345,duration,poutcome,job,month
346,duration,poutcome,job,month
347,duration,poutcome,job,month
348,duration,poutcome,job,month
349,duration,poutcome,job,month
350,duration,poutcome,job,month
351,duration,poutcome,job,month
352,duration,poutcome,job,month
353,duration,poutcome,job,month
354,duration,poutcome,job,month
355,duration,poutcome,job,month
356,duration,poutcome,job,month
357,duration,poutcome,job,month
358,duration,poutcome,job,month
359,duration,poutcome,job,month
360,duration,poutcome,job,month
361,duration,poutcome,job,
362,duration,poutcome,job,
363,duration,poutcome,job,month
364,duration,poutcome,job,month
365,duration,poutcome,job,month
366,duration,poutcome,job,month
367,duration,poutcome,job,month
368,duration,poutcome,job,month
369,duration,poutcome,job,month
370,duration,poutcome,job,month
371,duration,poutcome,job,month
372,duration,poutcome,job,month
373,duration,poutcome,job,month
374,duration,poutcome,job,month
375,duration,poutcome,job,month
376,duration,poutcome,job,month
377,duration,poutcome,job,month
378,duration,poutcome,job,month
379,duration,poutcome,job,month
380,duration,poutcome,job,month
381,duration,poutcome,job,month
382,duration,poutcome,job,month
383,duration,poutcome,job,month
384,duration,poutcome,job,month
385,duration,poutcome,job,month
386,duration,poutcome,job,month
387,duration,poutcome,job,marital
388,duration,poutcome,job,marital
389,duration,poutcome,job,marital
390,duration,poutcome,job,age
391,duration,poutcome,job,age
392,duration,poutcome,job,
393,duration,poutcome,job,month
394,duration,poutcome,job,month
395,duration,poutcome,job,month
396,duration,poutcome,job,month
397,duration,poutcome,job,month
398,duration,poutcome,job,month
399,duration,poutcome,job,month
400,duration,poutcome,job,month
401,duration,poutcome,job,month
402,duration,poutcome,job,month
403,duration,poutcome,job,month
404,duration,poutcome,job,month
405,duration,poutcome,job,
406,duration,poutcome,job,
407,duration,poutcome,month,campaign
408,duration,poutcome,month,campaign
409,duration,poutcome,month,education
410,duration,poutcome,month,education
411,duration,poutcome,month,education
412,duration,poutcome,month,education
413,duration,poutcome,month,
414,duration,poutcome,month,age
415,duration,poutcome,month,age
416,duration,poutcome,month,job
417,duration,poutcome,month,job
418,duration,poutcome,month,job
419,duration,poutcome,month,job
420,duration,poutcome,month,job
421,duration,poutcome,month,job
422,duration,poutcome,month,job
423,duration,poutcome,month,job
424,duration,poutcome,month,job
425,duration,poutcome,month,job
426,duration,poutcome,month,job
427,duration,poutcome,month,job
428,duration,poutcome,month,age
429,duration,poutcome,month,age
430,duration,poutcome,month,job
431,duration,poutcome,month,job
432,duration,poutcome,month,job
433,duration,poutcome,month,job
434,duration,poutcome,month,job
435,duration,poutcome,month,job
436,duration,poutcome,month,job
437,duration,poutcome,month,job
438,duration,poutcome,month,job
439,duration,poutcome,month,job
440,duration,poutcome,month,job
441,duration,poutcome,month,job
442,duration,poutcome,month,
443,duration,poutcome,month,contact
444,duration,poutcome,month,contact
445,duration,poutcome,month,contact
446,duration,poutcome,month,job
447,duration,poutcome,month,job
448,duration,poutcome,month,job
449,duration,poutcome,month,job
450,duration,poutcome,month,job
451,duration,poutcome,month,job
452,duration,poutcome,month,job
453,duration,poutcome,month,job
454,duration,poutcome,month,job
455,duration,poutcome,month,job
456,duration,poutcome,month,job
457,duration,poutcome,month,job
458,duration,poutcome,month,job
459,duration,poutcome,month,job
460,duration,poutcome,month,job
461,duration,poutcome,month,job
462,duration,poutcome,month,job
463,duration,poutcome,month,job
464,duration,poutcome,month,job
465,duration,poutcome,month,job
466,duration,poutcome,month,job
467,duration,poutcome,month,job
468,duration,poutcome,month,job
469,duration,poutcome,month,job
470,duration,poutcome,month,
471,duration,poutcome,month,housing
472,duration,poutcome,month,housing
473,duration,poutcome,month,education
474,duration,poutcome,month,education
475,duration,poutcome,month,education
476,duration,poutcome,month,education
477,duration,poutcome,month,job
478,duration,poutcome,month,job
479,duration,poutcome,month,job
480,duration,poutcome,month,job
481,duration,poutcome,month,job
482,duration,poutcome,month,job
483,duration,poutcome,month,job
484,duration,poutcome,month,job
485,duration,poutcome,month,job
486,duration,poutcome,month,job
487,duration,poutcome,month,job
488,duration,poutcome,month,job
489,duration,poutcome,month,day
490,duration,poutcome,month,day
491,duration,poutcome,month,day
492,duration,poutcome,month,day
493,duration,poutcome,month,job
494,duration,poutcome,month,job
495,duration,poutcome,month,job
496,duration,poutcome,month,job
497,duration,poutcome,month,job
498,duration,poutcome,month,job
499,duration,poutcome,month,job
500,duration,poutcome,month,job
501,duration,poutcome,month,job
502,duration,poutcome,month,job
503,duration,poutcome,month,job
504,duration,poutcome,month,job
505,duration,poutcome,month,contact
506,duration,poutcome,month,contact
507,duration,poutcome,month,contact
508,duration,poutcome,month,marital
509,duration,poutcome,month,marital
510,duration,poutcome,month,marital
511,duration,poutcome,month,contact
512,duration,poutcome,month,contact
513,duration,poutcome,month,contact
514,duration,poutcome,month,job
515,duration,poutcome,month,job
516,duration,poutcome,month,job
517,duration,poutcome,month,job
518,duration,poutcome,month,job
519,duration,poutcome,month,job
520,duration,poutcome,month,job
521,duration,poutcome,month,job
522,duration,poutcome,month,job
523,duration,poutcome,month,job
524,duration,poutcome,month,job
525,duration,poutcome,month,job
526,duration,poutcome,month,job
527,duration,poutcome,month,job
528,duration,poutcome,month,job
529,duration,poutcome,month,job
530,duration,poutcome,month,job
531,duration,poutcome,month,job
532,duration,poutcome,month,job
533,duration,poutcome,month,job
534,duration,poutcome,month,job
535,duration,poutcome,month,job
536,duration,poutcome,month,job
537,duration,poutcome,month,job
538,duration,poutcome,month,job
539,duration,poutcome,month,job
540,duration,poutcome,month,job
541,duration,poutcome,month,job
542,duration,poutcome,month,job
543,duration,poutcome,month,job
544,duration,poutcome,month,job
545,duration,poutcome,month,job
546,duration,poutcome,month,job
547,duration,poutcome,month,job
548,duration,poutcome,month,job
549,duration,poutcome,month,job
0,lower,apr,admin.,primary
1,lower,apr,admin.,secondary
2,lower,apr,admin.,tertiary
3,lower,apr,admin.,unknown
4,lower,apr,blue-collar,failure
5,lower,apr,blue-collar,other
6,lower,apr,blue-collar,success
7,lower,apr,blue-collar,unknown
8,lower,apr,entrepreneur,
9,lower,apr,housemaid,
10,lower,apr,management,no
11,lower,apr,management,yes
12,lower,apr,retired,
13,lower,apr,self-employed,divorced
14,lower,apr,self-employed,married
15,lower,apr,self-employed,single
16,lower,apr,services,
17,lower,apr,student,lower
18,lower,apr,student,upper
19,lower,apr,technician,cellular
20,lower,apr,technician,telephone
21,lower,apr,technician,unknown
22,lower,apr,unemployed,
23,lower,apr,unknown,
24,lower,aug,failure,admin.
25,lower,aug,failure,blue-collar
26,lower,aug,failure,entrepreneur
27,lower,aug,failure,housemaid
28,lower,aug,failure,management
29,lower,aug,failure,retired
30,lower,aug,failure,self-employed
31,lower,aug,failure,services
32,lower,aug,failure,student
33,lower,aug,failure,technician
34,lower,aug,failure,unemployed
35,lower,aug,failure,unknown
36,lower,aug,other,lower
37,lower,aug,other,upper
38,lower,aug,success,lower
39,lower,aug,success,upper
40,lower,aug,unknown,admin.
41,lower,aug,unknown,blue-collar
42,lower,aug,unknown,entrepreneur
43,lower,aug,unknown,housemaid
44,lower,aug,unknown,management
45,lower,aug,unknown,retired
46,lower,aug,unknown,self-employed
47,lower,aug,unknown,services
48,lower,aug,unknown,student
49,lower,aug,unknown,technician
50,lower,aug,unknown,unemployed
51,lower,aug,unknown,unknown
52,lower,dec,admin.,
53,lower,dec,blue-collar,
54,lower,dec,entrepreneur,
55,lower,dec,housemaid,
56,lower,dec,management,
57,lower,dec,retired,
58,lower,dec,self-employed,
59,lower,dec,services,
60,lower,dec,student,
61,lower,dec,technician,
62,lower,dec,unemployed,
63,lower,dec,unknown,
64,lower,feb,admin.,
65,lower,feb,blue-collar,failure
66,lower,feb,blue-collar,other
67,lower,feb,blue-collar,success
68,lower,feb,blue-collar,unknown
69,lower,feb,entrepreneur,
70,lower,feb,housemaid,
71,lower,feb,management,primary
72,lower,feb,management,secondary
73,lower,feb,management,tertiary
74,lower,feb,management,unknown
75,lower,feb,retired,no
76,lower,feb,retired,yes
77,lower,feb,self-employed,
78,lower,feb,services,
79,lower,feb,student,no
80,lower,feb,student,yes
81,lower,feb,technician,
82,lower,feb,unemployed,lower
83,lower,feb,unemployed,upper
84,lower,feb,unknown,
85,lower,jan,admin.,
86,lower,jan,blue-collar,
87,lower,jan,entrepreneur,
88,lower,jan,housemaid,
89,lower,jan,management,divorced
90,lower,jan,management,married
91,lower,jan,management,single
92,lower,jan,retired,
93,lower,jan,self-employed,
94,lower,jan,services,
95,lower,jan,student,
96,lower,jan,technician,
97,lower,jan,unemployed,
98,lower,jan,unknown,
99,lower,jul,lower,admin.
100,lower,jul,lower,blue-collar
101,lower,jul,lower,entrepreneur
102,lower,jul,lower,housemaid
103,lower,jul,lower,management
104,lower,jul,lower,retired
105,lower,jul,lower,self-employed
106,lower,jul,lower,services
107,lower,jul,lower,student
108,lower,jul,lower,technician
109,lower,jul,lower,unemployed
110,lower,jul,lower,unknown
111,lower,jul,upper,
112,lower,jun,cellular,admin.
113,lower,jun,cellular,blue-collar
114,lower,jun,cellular,entrepreneur
115,lower,jun,cellular,housemaid
116,lower,jun,cellular,management
117,lower,jun,cellular,retired
118,lower,jun,cellular,self-employed
119,lower,jun,cellular,services
120,lower,jun,cellular,student
121,lower,jun,cellular,technician
122,lower,jun,cellular,unemployed
123,lower,jun,cellular,unknown
124,lower,jun,telephone,
125,lower,jun,unknown,
126,lower,mar,admin.,
127,lower,mar,blue-collar,
128,lower,mar,entrepreneur,
129,lower,mar,housemaid,
130,lower,mar,management,lower
131,lower,mar,management,upper
132,lower,mar,retired,cellular
133,lower,mar,retired,telephone
134,lower,mar,retired,unknown
135,lower,mar,self-employed,
136,lower,mar,services,
137,lower,mar,student,lower
138,lower,mar,student,upper
139,lower,mar,technician,
140,lower,mar,unemployed,divorced
141,lower,mar,unemployed,married
142,lower,mar,unemployed,single
143,lower,mar,unknown,
144,lower,may,admin.,primary
145,lower,may,admin.,secondary
146,lower,may,admin.,tertiary
147,lower,may,admin.,unknown
148,lower,may,blue-collar,
149,lower,may,entrepreneur,
150,lower,may,housemaid,
151,lower,may,management,failure
152,lower,may,management,other
153,lower,may,management,success
154,lower,may,management,unknown
155,lower,may,retired,
156,lower,may,self-employed,
157,lower,may,services,divorced
158,lower,may,services,married
159,lower,may,services,single
160,lower,may,student,
161,lower,may,technician,
162,lower,may,unemployed,no
163,lower,may,unemployed,yes
164,lower,may,unknown,
165,lower,nov,lower,admin.
166,lower,nov,lower,blue-collar
167,lower,nov,lower,entrepreneur
168,lower,nov,lower,housemaid
169,lower,nov,lower,management
170,lower,nov,lower,retired
171,lower,nov,lower,self-employed
172,lower,nov,lower,services
173,lower,nov,lower,student
174,lower,nov,lower,technician
175,lower,nov,lower,unemployed
176,lower,nov,lower,unknown
177,lower,nov,upper,cellular
178,lower,nov,upper,telephone
179,lower,nov,upper,unknown
180,lower,oct,primary,
181,lower,oct,secondary,lower
182,lower,oct,secondary,upper
183,lower,oct,tertiary,admin.
184,lower,oct,tertiary,blue-collar
185,lower,oct,tertiary,entrepreneur
186,lower,oct,tertiary,housemaid
187,lower,oct,tertiary,management
188,lower,oct,tertiary,retired
189,lower,oct,tertiary,self-employed
190,lower,oct,tertiary,services
191,lower,oct,tertiary,student
192,lower,oct,tertiary,technician
193,lower,oct,tertiary,unemployed
194,lower,oct,tertiary,unknown
195,lower,oct,unknown,
196,lower,sep,primary,
197,lower,sep,secondary,admin.
198,lower,sep,secondary,blue-collar
199,lower,sep,secondary,entrepreneur
200,lower,sep,secondary,housemaid
201,lower,sep,secondary,management
202,lower,sep,secondary,retired
203,lower,sep,secondary,self-employed
204,lower,sep,secondary,services
205,lower,sep,secondary,student
206,lower,sep,secondary,technician
207,lower,sep,secondary,unemployed
208,lower,sep,secondary,unknown
209,lower,sep,tertiary,lower
210,lower,sep,tertiary,upper
211,lower,sep,unknown,
212,upper,failure,apr,admin.
213,upper,failure,apr,blue-collar
214,upper,failure,apr,entrepreneur
215,upper,failure,apr,housemaid
216,upper,failure,apr,management
217,upper,failure,apr,retired
218,upper,failure,apr,self-employed
219,upper,failure,apr,services
220,upper,failure,apr,student
221,upper,failure,apr,technician
222,upper,failure,apr,unemployed
223,upper,failure,apr,unknown
224,upper,failure,aug,admin.
225,upper,failure,aug,blue-collar
226,upper,failure,aug,entrepreneur
227,upper,failure,aug,housemaid
228,upper,failure,aug,management
229,upper,failure,aug,retired
230,upper,failure,aug,self-employed
231,upper,failure,aug,services
232,upper,failure,aug,student
233,upper,failure,aug,technician
234,upper,failure,aug,unemployed
235,upper,failure,aug,unknown
236,upper,failure,dec,admin.
237,upper,failure,dec,blue-collar
238,upper,failure,dec,entrepreneur
239,upper,failure,dec,housemaid
240,upper,failure,dec,management
241,upper,failure,dec,retired
242,upper,failure,dec,self-employed
243,upper,failure,dec,services
244,upper,failure,dec,student
245,upper,failure,dec,technician
246,upper,failure,dec,unemployed
247,upper,failure,dec,unknown
248,upper,failure,feb,admin.
249,upper,failure,feb,blue-collar
250,upper,failure,feb,entrepreneur
251,upper,failure,feb,housemaid
252,upper,failure,feb,management
253,upper,failure,feb,retired
254,upper,failure,feb,self-employed
255,upper,failure,feb,services
256,upper,failure,feb,student
257,upper,failure,feb,technician
258,upper,failure,feb,unemployed
259,upper,failure,feb,unknown
260,upper,failure,jan,
261,upper,failure,jul,admin.
262,upper,failure,jul,blue-collar
263,upper,failure,jul,entrepreneur
264,upper,failure,jul,housemaid
265,upper,failure,jul,management
266,upper,failure,jul,retired
267,upper,failure,jul,self-employed
268,upper,failure,jul,services
269,upper,failure,jul,student
270,upper,failure,jul,technician
271,upper,failure,jul,unemployed
272,upper,failure,jul,unknown
273,upper,failure,jun,admin.
274,upper,failure,jun,blue-collar
275,upper,failure,jun,entrepreneur
276,upper,failure,jun,housemaid
277,upper,failure,jun,management
278,upper,failure,jun,retired
279,upper,failure,jun,self-employed
280,upper,failure,jun,services
281,upper,failure,jun,student
282,upper,failure,jun,technician
283,upper,failure,jun,unemployed
284,upper,failure,jun,unknown
285,upper,failure,mar,primary
286,upper,failure,mar,secondary
287,upper,failure,mar,tertiary
288,upper,failure,mar,unknown
289,upper,failure,may,admin.
290,upper,failure,may,blue-collar
291,upper,failure,may,entrepreneur
292,upper,failure,may,housemaid
293,upper,failure,may,management
294,upper,failure,may,retired
295,upper,failure,may,self-employed
296,upper,failure,may,services
297,upper,failure,may,student
298,upper,failure,may,technician
299,upper,failure,may,unemployed
300,upper,failure,may,unknown
301,upper,failure,nov,admin.
302,upper,failure,nov,blue-collar
303,upper,failure,nov,entrepreneur
304,upper,failure,nov,housemaid
305,upper,failure,nov,management
306,upper,failure,nov,retired
307,upper,failure,nov,self-employed
308,upper,failure,nov,services
309,upper,failure,nov,student
310,upper,failure,nov,technician
311,upper,failure,nov,unemployed
312,upper,failure,nov,unknown
313,upper,failure,oct,admin.
314,upper,failure,oct,blue-collar
315,upper,failure,oct,entrepreneur
316,upper,failure,oct,housemaid
317,upper,failure,oct,management
318,upper,failure,oct,retired
319,upper,failure,oct,self-employed
320,upper,failure,oct,services
321,upper,failure,oct,student
322,upper,failure,oct,technician
323,upper,failure,oct,unemployed
324,upper,failure,oct,unknown
325,upper,failure,sep,admin.
326,upper,failure,sep,blue-collar
327,upper,failure,sep,entrepreneur
328,upper,failure,sep,housemaid
329,upper,failure,sep,management
330,upper,failure,sep,retired
331,upper,failure,sep,self-employed
332,upper,failure,sep,services
333,upper,failure,sep,student
334,upper,failure,sep,technician
335,upper,failure,sep,unemployed
336,upper,failure,sep,unknown
337,upper,other,admin.,apr
338,upper,other,admin.,aug
339,upper,other,admin.,dec
340,upper,other,admin.,feb
341,upper,other,admin.,jan
342,upper,other,admin.,jul
343,upper,other,admin.,jun
344,upper,other,admin.,mar
345,upper,other,admin.,may
346,upper,other,admin.,nov
347,upper,other,admin.,oct
348,upper,other,admin.,sep
349,upper,other,blue-collar,apr
350,upper,other,blue-collar,aug
351,upper,other,blue-collar,dec
352,upper,other,blue-collar,feb
353,upper,other,blue-collar,jan
354,upper,other,blue-collar,jul
355,upper,other,blue-collar,jun
356,upper,other,blue-collar,mar
357,upper,other,blue-collar,may
358,upper,other,blue-collar,nov
359,upper,other,blue-collar,oct
360,upper,other,blue-collar,sep
361,upper,other,entrepreneur,
362,upper,other,housemaid,
363,upper,other,management,apr
364,upper,other,management,aug
365,upper,other,management,dec
366,upper,other,management,feb
367,upper,other,management,jan
368,upper,other,management,jul
369,upper,other,management,jun
370,upper,other,management,mar
371,upper,other,management,may
372,upper,other,management,nov
373,upper,other,management,oct
374,upper,other,management,sep
375,upper,other,retired,apr
376,upper,other,retired,aug
377,upper,other,retired,dec
378,upper,other,retired,feb
379,upper,other,retired,jan
380,upper,other,retired,jul
381,upper,other,retired,jun
382,upper,other,retired,mar
383,upper,other,retired,may
384,upper,other,retired,nov
385,upper,other,retired,oct
386,upper,other,retired,sep
387,upper,other,self-employed,divorced
388,upper,other,self-employed,married
389,upper,other,self-employed,single
390,upper,other,services,lower
391,upper,other,services,upper
392,upper,other,student,
393,upper,other,technician,apr
394,upper,other,technician,aug
395,upper,other,technician,dec
396,upper,other,technician,feb
397,upper,other,technician,jan
398,upper,other,technician,jul
399,upper,other,technician,jun
400,upper,other,technician,mar
401,upper,other,technician,may
402,upper,other,technician,nov
403,upper,other,technician,oct
404,upper,other,technician,sep
405,upper,other,unemployed,
406,upper,other,unknown,
407,upper,success,apr,lower
408,upper,success,apr,upper
409,upper,success,aug,primary
410,upper,success,aug,secondary
411,upper,success,aug,tertiary
412,upper,success,aug,unknown
413,upper,success,dec,
414,upper,success,feb,lower
415,upper,success,feb,upper
416,upper,success,jan,admin.
417,upper,success,jan,blue-collar
418,upper,success,jan,entrepreneur
419,upper,success,jan,housemaid
420,upper,success,jan,management
421,upper,success,jan,retired
422,upper,success,jan,self-employed
423,upper,success,jan,services
424,upper,success,jan,student
425,upper,success,jan,technician
426,upper,success,jan,unemployed
427,upper,success,jan,unknown
428,upper,success,jul,lower
429,upper,success,jul,upper
430,upper,success,jun,admin.
431,upper,success,jun,blue-collar
432,upper,success,jun,entrepreneur
433,upper,success,jun,housemaid
434,upper,success,jun,management
435,upper,success,jun,retired
436,upper,success,jun,self-employed
437,upper,success,jun,services
438,upper,success,jun,student
439,upper,success,jun,technician
440,upper,success,jun,unemployed
441,upper,success,jun,unknown
442,upper,success,mar,
443,upper,success,may,cellular
444,upper,success,may,telephone
445,upper,success,may,unknown
446,upper,success,nov,admin.
447,upper,success,nov,blue-collar
448,upper,success,nov,entrepreneur
449,upper,success,nov,housemaid
450,upper,success,nov,management
451,upper,success,nov,retired
452,upper,success,nov,self-employed
453,upper,success,nov,services
454,upper,success,nov,student
455,upper,success,nov,technician
456,upper,success,nov,unemployed
457,upper,success,nov,unknown
458,upper,success,oct,admin.
459,upper,success,oct,blue-collar
460,upper,success,oct,entrepreneur
461,upper,success,oct,housemaid
462,upper,success,oct,management
463,upper,success,oct,retired
464,upper,success,oct,self-employed
465,upper,success,oct,services
466,upper,success,oct,student
467,upper,success,oct,technician
468,upper,success,oct,unemployed
469,upper,success,oct,unknown
470,upper,success,sep,
471,upper,unknown,apr,no
