,0,1,2,3,4
130,med,more,med,low,med
131,med,more,med,low,small
132,med,more,med,med,
133,med,more,med,vhigh,big
134,med,more,med,vhigh,med
135,med,more,med,vhigh,small
136,med,more,vhigh,high,
137,med,more,vhigh,low,big
138,med,more,vhigh,low,med
139,med,more,vhigh,low,small
140,med,more,vhigh,med,big
141,med,more,vhigh,med,med
142,med,more,vhigh,med,small
143,med,more,vhigh,vhigh,
0,unacc,,,,
1,acc,,,,
2,acc,,,,
3,acc,,,,
4,unacc,,,,
5,,,,,
6,acc,,,,
7,vgood,,,,
8,vgood,,,,
9,good,,,,
10,,,,,
11,good,,,,
12,,,,,
13,vgood,,,,
14,vgood,,,,
15,good,,,,
16,acc,,,,
17,acc,,,,
18,vgood,,,,
19,vgood,,,,
20,good,,,,
21,vgood,,,,
22,vgood,,,,
23,acc,,,,
24,acc,,,,
25,unacc,,,,
26,acc,,,,
27,acc,,,,
28,unacc,,,,
29,acc,,,,
30,acc,,,,
31,acc,,,,
32,unacc,,,,
33,vgood,,,,
34,,,,,
35,acc,,,,
36,vgood,,,,
37,,,,,
38,good,,,,
39,vgood,,,,
40,vgood,,,,
41,good,,,,
42,acc,,,,
43,acc,,,,
44,acc,,,,
45,acc,,,,
46,acc,,,,
47,good,,,,
48,good,,,,
49,,,,,
50,vgood,,,,
51,acc,,,,
52,vgood,,,,
53,vgood,,,,
54,,,,,
55,acc,,,,
56,unacc,,,,
57,acc,,,,
58,acc,,,,
59,acc,,,,
60,acc,,,,
61,acc,,,,
62,unacc,,,,
63,unacc,,,,
64,unacc,,,,
65,acc,,,,
66,acc,,,,
67,acc,,,,
68,unacc,,,,
69,unacc,,,,
70,unacc,,,,
71,acc,,,,
72,acc,,,,
73,unacc,,,,
74,acc,,,,
75,acc,,,,
76,acc,,,,
77,good,,,,
78,acc,,,,
79,acc,,,,
80,acc,,,,
81,good,,,,
82,good,,,,
83,acc,,,,
84,acc,,,,
85,unacc,,,,
86,acc,,,,
87,acc,,,,
88,unacc,,,,
89,good,,,,
90,acc,,,,
91,acc,,,,
92,acc,,,,
93,acc,,,,
94,unacc,,,,
95,unacc,,,,
96,unacc,,,,
97,unacc,,,,
98,unacc,,,,
99,acc,,,,
100,acc,,,,
101,acc,,,,
102,acc,,,,
103,unacc,,,,
104,unacc,,,,
105,acc,,,,
106,acc,,,,
107,acc,,,,
108,unacc,,,,
109,acc,,,,
110,acc,,,,
111,acc,,,,
112,unacc,,,,
113,unacc,,,,
114,acc,,,,
115,good,,,,
116,good,,,,
117,acc,,,,
118,acc,,,,
119,good,,,,
120,good,,,,
121,acc,,,,
122,acc,,,,
123,acc,,,,
124,acc,,,,
125,unacc,,,,
126,acc,,,,
127,acc,,,,
128,unacc,,,,
129,good,,,,
130,good,,,,
131,acc,,,,
132,acc,,,,
133,acc,,,,
134,unacc,,,,
135,unacc,,,,
136,unacc,,,,
137,acc,,,,
138,acc,,,,
139,unacc,,,,
140,acc,,,,
141,acc,,,,
142,unacc,,,,
143,unacc,,,,
